trait,broad_sense_h2,embedding_stat,embedding_index,n_markers_tested,min_p,n_significant_effective_bonferroni,n_q_lt_0_05_within_trait,chunk,chunk_elapsed_seconds,chunk_elapsed_seconds_per_trait,effective_markers,effective_bonferroni_threshold,has_hit
embedding_mean_0,0.3862032458303773,mean,0,4920234,9.219510044503978e-09,1,171,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,True
embedding_mean_1,0.4083782131510918,mean,1,4920234,1.992447727434543e-07,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_2,0.32914905529393174,mean,2,4920234,2.420633043996552e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_3,0.3081101486477737,mean,3,4920234,8.14033665759802e-09,3,99,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,True
embedding_mean_4,0.27391444216972044,mean,4,4920234,2.6532049557872626e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_5,0.3190946999137936,mean,5,4920234,5.704994187723897e-07,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_6,0.3454996515947684,mean,6,4920234,2.751172787417377e-10,56,1214,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,True
embedding_mean_7,0.26919340552190857,mean,7,4920234,2.2903838366167085e-07,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_8,0.4310517404353903,mean,8,4920234,3.4082625432751466e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_9,0.26882329804610305,mean,9,4920234,9.850094908487465e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_10,0.5609314076099133,mean,10,4920234,2.852999121482048e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_11,0.4753096437872502,mean,11,4920234,1.419190666824795e-07,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_12,0.35899792523540663,mean,12,4920234,7.199818508579528e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_13,0.21588210000136168,mean,13,4920234,2.1989698712645297e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_14,0.13261269454477423,mean,14,4920234,3.057092656514736e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_15,0.2767106912141819,mean,15,4920234,2.3976581290044743e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_16,0.4265815844368679,mean,16,4920234,3.254382140932973e-08,0,613,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_17,0.2008190081317893,mean,17,4920234,1.1390973423177729e-08,1,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,True
embedding_mean_18,0.3139387981399402,mean,18,4920234,1.6275282757353258e-07,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_19,0.4776875512480982,mean,19,4920234,5.482135334450516e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_20,0.21518764278443311,mean,20,4920234,7.160024354786146e-09,2,11,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,True
embedding_mean_21,0.3476788300063786,mean,21,4920234,1.6853187259376089e-07,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_22,0.4407952446570841,mean,22,4920234,1.6900893274846302e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_23,0.3189081958270889,mean,23,4920234,1.834428968113113e-07,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_24,0.24577671796161257,mean,24,4920234,2.517778021362612e-08,0,193,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_25,0.3628830378484817,mean,25,4920234,3.207149055457148e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_26,0.4181451618111445,mean,26,4920234,7.181979089026354e-09,1,1,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,True
embedding_mean_27,0.35445196399469714,mean,27,4920234,3.503982025488302e-07,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_28,0.36046197759250925,mean,28,4920234,1.821013957477222e-09,4,17,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,True
embedding_mean_29,0.2792821583001239,mean,29,4920234,9.914176601858925e-09,1,26,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,True
embedding_mean_30,0.2358183766260547,mean,30,4920234,5.791483546205553e-09,5,30,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,True
embedding_mean_31,0.2424775478156735,mean,31,4920234,2.8666903809611376e-08,0,0,1,439.8931077949237,13.746659618591366,3169884,1.5773447861183564e-08,False
embedding_mean_32,0.34087303897324434,mean,32,4920234,9.783891334811045e-08,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_33,0.25119771779720934,mean,33,4920234,6.011721143366361e-10,2,6,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,True
embedding_mean_34,0.26870959399287503,mean,34,4920234,3.803844858293482e-07,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_35,0.30210067765659326,mean,35,4920234,1.334702013220792e-07,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_36,0.2903253563146727,mean,36,4920234,2.4289197707709123e-08,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_37,0.3362636269359341,mean,37,4920234,4.343615632052321e-08,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_38,0.3856991374451203,mean,38,4920234,1.4255694850068212e-07,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_39,0.22613087830940437,mean,39,4920234,5.9196543201681947e-08,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_40,0.2433066178886588,mean,40,4920234,1.1771029820318338e-09,26,465,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,True
embedding_mean_41,0.347750876473754,mean,41,4920234,3.558713597283281e-07,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_42,0.5546447234930519,mean,42,4920234,7.904301828445792e-08,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_43,0.4214256472770927,mean,43,4920234,3.6018187957074454e-08,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_44,0.426625251856734,mean,44,4920234,1.330859057320077e-07,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_45,0.19689901639288077,mean,45,4920234,8.740916520173688e-09,3,12,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,True
embedding_mean_46,0.3168399555002211,mean,46,4920234,9.082402071042068e-11,109,35043,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,True
embedding_mean_47,0.3999211734780294,mean,47,4920234,4.803784574651598e-08,0,52,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_48,0.34209384410939125,mean,48,4920234,2.8230562899998482e-08,0,352,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_49,0.2388829148426678,mean,49,4920234,1.756475266157389e-07,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_50,0.31212294584634337,mean,50,4920234,4.136945515352783e-07,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_51,0.3764091724027763,mean,51,4920234,1.3114270027562878e-07,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_52,0.4827414770517528,mean,52,4920234,1.4854712193740292e-07,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_53,0.25917739987858995,mean,53,4920234,2.231724264035624e-07,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_54,0.3512281695889636,mean,54,4920234,2.5067431666808533e-08,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_55,0.3324679499907786,mean,55,4920234,1.509027312284667e-08,1,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,True
embedding_mean_56,0.34064294773560666,mean,56,4920234,2.3854779871931997e-08,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_57,0.4765297570661019,mean,57,4920234,3.809015829868381e-08,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_58,0.2035471357038638,mean,58,4920234,4.0599702508791824e-08,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_59,0.23983548219055797,mean,59,4920234,4.06690333223785e-09,10,867,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,True
embedding_mean_60,0.25575981796618497,mean,60,4920234,1.0810876312757192e-06,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_61,0.4057057983336358,mean,61,4920234,1.9446262069122377e-08,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_62,0.3552892844977087,mean,62,4920234,1.755630962213386e-07,0,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,False
embedding_mean_63,0.3370864429183928,mean,63,4920234,1.3441689382278076e-08,1,0,2,393.3226523511112,12.291332885972224,3169884,1.5773447861183564e-08,True
embedding_mean_64,0.37474076042421894,mean,64,4920234,8.74514673273548e-08,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_65,0.24137936688427553,mean,65,4920234,1.0898986440231816e-08,1,7,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,True
embedding_mean_66,0.23037924760068534,mean,66,4920234,4.496086780171339e-08,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_67,0.29083522286283875,mean,67,4920234,1.1216617726371817e-07,0,6968,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_68,0.3242326217621619,mean,68,4920234,7.109336577972096e-09,5,13903,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,True
embedding_mean_69,0.39139653362610993,mean,69,4920234,2.017382872175799e-07,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_70,0.17678740637268445,mean,70,4920234,4.208873904839851e-09,2,88,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,True
embedding_mean_71,0.2054713204807844,mean,71,4920234,4.114604775023512e-08,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_72,0.3036742606417408,mean,72,4920234,1.1272072567532596e-07,0,29,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_73,0.33904193505697305,mean,73,4920234,1.0245843072091725e-07,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_74,0.45798042914100895,mean,74,4920234,1.2431539972867324e-08,1,381,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,True
embedding_mean_75,0.3705978766065474,mean,75,4920234,1.5504833662958432e-08,1,1857,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,True
embedding_mean_76,0.22610291193081902,mean,76,4920234,1.3891636155296588e-07,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_77,0.33757630392489607,mean,77,4920234,2.157297469630185e-07,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_78,0.26536501928312,mean,78,4920234,2.2266559421376295e-07,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_79,0.18347292610278138,mean,79,4920234,1.1400274851944897e-07,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_80,0.3620153173460326,mean,80,4920234,3.310773387764549e-09,2,2,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,True
embedding_mean_81,0.4479737851642575,mean,81,4920234,2.64717775514297e-07,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_82,0.2683171026275598,mean,82,4920234,2.8291119052813225e-08,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_83,0.3379484922379834,mean,83,4920234,4.4267168125205144e-08,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_84,0.49144588738565065,mean,84,4920234,2.391058961977856e-07,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_85,0.33241176584878784,mean,85,4920234,1.1481939829881462e-08,1,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,True
embedding_mean_86,0.3638836550803255,mean,86,4920234,1.550157875398683e-08,1,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,True
embedding_mean_87,0.43149014603474767,mean,87,4920234,2.832338479264397e-09,10,24,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,True
embedding_mean_88,0.41283407338693173,mean,88,4920234,2.3441216725430641e-07,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_89,0.4631799844188691,mean,89,4920234,9.821971540843632e-08,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_90,0.1937714763059413,mean,90,4920234,1.2928287725092573e-08,1,542,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,True
embedding_mean_91,0.1964943037858366,mean,91,4920234,1.3683209768461726e-07,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_92,0.4627648884396967,mean,92,4920234,2.501959709696692e-08,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_93,0.22744230805593785,mean,93,4920234,4.916418899800223e-08,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_94,0.39408122569440507,mean,94,4920234,4.7095810794629096e-08,0,0,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_95,0.26318423820672626,mean,95,4920234,2.1576599200951837e-08,0,1172,3,380.90962918801233,11.903425912125384,3169884,1.5773447861183564e-08,False
embedding_mean_96,0.3816213448573581,mean,96,4920234,6.034832667839891e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_97,0.46216101351452854,mean,97,4920234,3.256891004768844e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_98,0.30788461746755763,mean,98,4920234,5.760933051995293e-09,1,1,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_99,0.34030470452435674,mean,99,4920234,2.8492379975932743e-09,6,4555,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_100,0.37354473621477247,mean,100,4920234,7.699397816998767e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_101,0.4027070777187786,mean,101,4920234,4.333562745647457e-09,1,1,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_102,0.40537694186949613,mean,102,4920234,7.871336826700307e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_103,0.33055152718840203,mean,103,4920234,1.44528325178934e-07,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_104,0.16333347262785572,mean,104,4920234,6.58929823803998e-10,10,21,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_105,0.3117564921687701,mean,105,4920234,6.157262045969434e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_106,0.2815867693762354,mean,106,4920234,2.4219965794094036e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_107,0.34308106287455986,mean,107,4920234,3.4581750256796405e-10,11,537,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_108,0.282161898496631,mean,108,4920234,1.53958387048562e-08,1,613,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_109,0.4117007882403921,mean,109,4920234,4.446901963132297e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_110,0.33479910926690176,mean,110,4920234,2.388231230925522e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_111,0.2645711760465068,mean,111,4920234,4.3620973819280737e-07,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_112,0.15234345656283443,mean,112,4920234,1.939722443309181e-07,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_113,0.4521467290637497,mean,113,4920234,3.2125889072370753e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_114,0.2746075879973341,mean,114,4920234,1.9880925375751532e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_115,0.4551627118616646,mean,115,4920234,5.453208680742617e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_116,0.2155059684175999,mean,116,4920234,5.779357917850399e-07,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_117,0.4366284038505858,mean,117,4920234,1.1660489454775263e-09,4,1770,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_118,0.3086994277606894,mean,118,4920234,6.959609189735546e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_119,0.305679397168541,mean,119,4920234,1.5046701013748453e-08,1,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_120,0.373305071320545,mean,120,4920234,1.0342783553940009e-07,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_121,0.35394246233793053,mean,121,4920234,1.5767660085152775e-08,1,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_122,0.32951663328762953,mean,122,4920234,2.12378779150356e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_123,0.4079309575636849,mean,123,4920234,1.601513475926874e-10,52,383,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_124,0.41128262726452297,mean,124,4920234,8.106988513590616e-08,0,0,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,False
embedding_mean_125,0.4184431469180445,mean,125,4920234,1.0125611591972984e-08,1,1,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_126,0.21575894065035114,mean,126,4920234,1.04008264417987e-08,1,81,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_127,0.3030637153591905,mean,127,4920234,7.847651000709277e-10,14,86,4,430.87771928100847,13.464928727531516,3169884,1.5773447861183564e-08,True
embedding_mean_128,0.26383460690128474,mean,128,4920234,5.399297828605864e-08,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_129,0.3557453473747543,mean,129,4920234,3.5432988496621542e-09,4,4,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_130,0.3339673361695994,mean,130,4920234,2.109459577231817e-07,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_131,0.28401243264909953,mean,131,4920234,1.3600662545115857e-07,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_132,0.3675835393678608,mean,132,4920234,4.5659060714509215e-10,16,477,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_133,0.4844773896885906,mean,133,4920234,4.198458746290214e-08,0,14681,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_134,0.38127697246835796,mean,134,4920234,1.4985062675066021e-07,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_135,0.316422084742023,mean,135,4920234,6.217561499282426e-08,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_136,0.4511370659833954,mean,136,4920234,6.479378011915192e-09,1,1,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_137,0.4332683018799486,mean,137,4920234,4.237898512279341e-08,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_138,0.26314327093775064,mean,138,4920234,2.0061458442512386e-08,0,286,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_139,0.20872614543951254,mean,139,4920234,4.949406743519048e-10,15,67,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_140,0.31567834995447447,mean,140,4920234,1.476647649554047e-07,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_141,0.26174568703312456,mean,141,4920234,1.4530353381513852e-08,1,385,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_142,0.4485979778991744,mean,142,4920234,1.0592626273844509e-08,1,2,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_143,0.3941314507840383,mean,143,4920234,1.935020624107819e-09,1,1,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_144,0.5193936842140434,mean,144,4920234,6.439564932449213e-09,1,19,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_145,0.4293797926385679,mean,145,4920234,1.9959860298464705e-07,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_146,0.2681029383609226,mean,146,4920234,5.806571670159796e-09,1,1,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_147,0.3549150198242459,mean,147,4920234,3.6622441166716274e-08,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_148,0.3104077281973972,mean,148,4920234,1.653495143174649e-07,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_149,0.4134058714095756,mean,149,4920234,2.5166724408490292e-08,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_150,0.43509837653399375,mean,150,4920234,2.666900526012731e-10,15,25164,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_151,0.45614424445465185,mean,151,4920234,1.4620189249602926e-08,1,446,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_152,0.21854097891467666,mean,152,4920234,7.415993397952012e-09,1,1,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_153,0.32032966453183964,mean,153,4920234,1.5025745661854538e-08,1,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_154,0.44507876562005977,mean,154,4920234,1.596406165507854e-07,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_155,0.21671058928135958,mean,155,4920234,6.8631218486354795e-09,1,1,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_156,0.45127547919185185,mean,156,4920234,1.2377883443512733e-07,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_157,0.1920693847056716,mean,157,4920234,1.3406395986682988e-08,3,1062,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,True
embedding_mean_158,0.46651292807172257,mean,158,4920234,8.68264282409665e-08,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_159,0.48780836439510256,mean,159,4920234,2.272310766075989e-07,0,0,5,406.3684771521948,12.699014911006088,3169884,1.5773447861183564e-08,False
embedding_mean_160,0.2152567968264819,mean,160,4920234,3.852554581953891e-07,0,0,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,False
embedding_mean_161,0.34238786981348857,mean,161,4920234,6.702584412896487e-09,2,7,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,True
embedding_mean_162,0.3949888172693024,mean,162,4920234,1.227778364065503e-07,0,0,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,False
embedding_mean_163,0.2609864781410701,mean,163,4920234,2.429600552506598e-09,1,1,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,True
embedding_mean_164,0.288465704603767,mean,164,4920234,8.37724508134251e-12,130,4163,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,True
embedding_mean_165,0.2711265355046974,mean,165,4920234,1.3827303074784522e-08,1,0,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,True
embedding_mean_166,0.35892496155095005,mean,166,4920234,6.582173575593275e-08,0,0,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,False
embedding_mean_167,0.1551883931043465,mean,167,4920234,3.4871097468108155e-08,0,0,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,False
embedding_mean_168,0.22737613299297524,mean,168,4920234,2.638012642557991e-07,0,0,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,False
embedding_mean_169,0.4304575518692317,mean,169,4920234,8.297122379797908e-08,0,0,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,False
embedding_mean_170,0.44179888792838345,mean,170,4920234,2.7503344354312603e-08,0,0,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,False
embedding_mean_171,0.3803611144442588,mean,171,4920234,4.029961534552714e-08,0,0,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,False
embedding_mean_172,0.2812578060080626,mean,172,4920234,2.414844642231758e-10,22,499,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,True
embedding_mean_173,0.33633129126376454,mean,173,4920234,5.870723537208193e-10,2,8,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,True
embedding_mean_174,0.4083638193874705,mean,174,4920234,3.339193495452536e-09,1,2,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,True
embedding_mean_175,0.35756193852581253,mean,175,4920234,2.8636491513563355e-08,0,0,6,403.2307135290466,12.600959797782709,3169884,1.5773447861183564e-08,False
