trait,broad_sense_h2,embedding_stat,embedding_index,n_markers_tested,min_p,n_significant_effective_bonferroni,n_q_lt_0_05_within_trait,chunk,chunk_elapsed_seconds,chunk_elapsed_seconds_per_trait,effective_markers,effective_bonferroni_threshold,has_hit
dinov2_mean_0,0.1674218912231883,mean,0,4920234,1.0825383268034623e-08,2,853,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,True
dinov2_mean_1,0.4214287362228789,mean,1,4920234,1.2211010930276417e-07,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_2,0.4547963908940391,mean,2,4920234,3.182200660519966e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_3,0.4104569410552819,mean,3,4920234,7.844576411273404e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_4,0.1259645823885005,mean,4,4920234,2.260177590529277e-07,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_5,0.4247511917370272,mean,5,4920234,2.63715114829906e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_6,0.417201597313576,mean,6,4920234,1.610378481540606e-07,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_7,0.420379770155897,mean,7,4920234,5.218334447492197e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_8,0.3919775652421434,mean,8,4920234,4.8283865579942664e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_9,0.1575343753341671,mean,9,4920234,1.1408298093821762e-09,59,4730,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,True
dinov2_mean_10,0.4630526590901763,mean,10,4920234,8.952339572579687e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_11,0.3187191327515485,mean,11,4920234,1.1477023576750425e-07,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_12,0.2520375065430189,mean,12,4920234,1.0121944317292449e-08,2,18,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,True
dinov2_mean_13,0.239529275129167,mean,13,4920234,4.9238556878952966e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_14,0.3399165264696211,mean,14,4920234,6.21554159815762e-10,46,1386,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,True
dinov2_mean_15,0.3999708819141557,mean,15,4920234,1.6550122833432968e-08,0,202,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_16,0.3311864210694873,mean,16,4920234,1.3520110885703136e-08,1,724,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,True
dinov2_mean_17,0.4969478742375715,mean,17,4920234,1.0194077953252492e-08,1,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,True
dinov2_mean_18,0.3520105043364124,mean,18,4920234,5.374175123829085e-10,2,732,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,True
dinov2_mean_19,0.1989953106419075,mean,19,4920234,2.6670707016898245e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_20,0.4699052775735128,mean,20,4920234,3.961951236224319e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_21,0.5837279445243814,mean,21,4920234,7.8813724387994e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_22,0.511337308899358,mean,22,4920234,7.004442889137652e-11,64,766,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,True
dinov2_mean_23,0.4975201314536462,mean,23,4920234,1.026545531072904e-07,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_24,0.2818168514297927,mean,24,4920234,1.2882300724100553e-07,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_25,0.5303254807670512,mean,25,4920234,2.0414191862804518e-09,10,4500,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,True
dinov2_mean_26,0.4180112478486035,mean,26,4920234,1.744364249214487e-07,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_27,0.2200029629435997,mean,27,4920234,1.1143799297184663e-09,2,2,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,True
dinov2_mean_28,0.4359601342343536,mean,28,4920234,3.301311421808269e-09,2,1766,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,True
dinov2_mean_29,0.3282786161791833,mean,29,4920234,6.415724884761373e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_30,0.3108734813560699,mean,30,4920234,4.7381936112947615e-08,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_31,0.2491798997195782,mean,31,4920234,1.815335922728608e-07,0,0,1,411.9135774211027,12.87229929440946,3169884,1.5773447861183564e-08,False
dinov2_mean_32,0.4354554410964059,mean,32,4920234,2.045968997107645e-09,2,2472,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_33,0.1219785649524151,mean,33,4920234,3.197426006278434e-09,2,113,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_34,0.3895797936745777,mean,34,4920234,1.4621212430574788e-07,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_35,0.5026460305729012,mean,35,4920234,3.657407420149643e-07,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_36,0.2957001680441692,mean,36,4920234,1.109463669420562e-07,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_37,0.4691179316821912,mean,37,4920234,4.652828391851092e-09,1,26,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_38,0.1938452646095958,mean,38,4920234,2.815791814493966e-07,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_39,0.3281528261670263,mean,39,4920234,6.170677711850418e-08,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_40,0.2116551722048602,mean,40,4920234,1.828651694725653e-07,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_41,0.2645643455273645,mean,41,4920234,9.538793311575695e-10,42,340,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_42,0.4311398012083383,mean,42,4920234,9.55429842879079e-08,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_43,0.2400531394944035,mean,43,4920234,3.138550510136062e-08,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_44,0.3644541923369047,mean,44,4920234,1.3327156060972997e-07,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_45,0.2003437881798246,mean,45,4920234,2.891965400776021e-07,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_46,0.4312427414814082,mean,46,4920234,5.045271786395233e-08,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_47,0.3184846241750135,mean,47,4920234,5.358142476397354e-08,0,88,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_48,0.3970592807833258,mean,48,4920234,1.5988355633418293e-07,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_49,0.5498927852845402,mean,49,4920234,3.3372640707973426e-08,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_50,0.4534725226249165,mean,50,4920234,5.29163429659065e-08,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_51,0.3650442853978003,mean,51,4920234,1.0575003984978877e-08,3,1800,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_52,0.5732132645944511,mean,52,4920234,9.316792353748107e-10,4,1750,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_53,0.2564094187780519,mean,53,4920234,3.5052261588922713e-10,26,1557,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_54,0.2664636651492404,mean,54,4920234,7.524585407607283e-08,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_55,0.1733440915707239,mean,55,4920234,1.5117127386253962e-08,1,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_56,0.4670160644637474,mean,56,4920234,1.711195084451914e-09,15,2295,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_57,0.2399130940056159,mean,57,4920234,2.209304627854845e-08,0,4,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_58,0.2281368570966802,mean,58,4920234,3.71192471428116e-08,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_59,0.2871216602158811,mean,59,4920234,3.0998109999995324e-09,1,1,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_60,0.1263516185976993,mean,60,4920234,7.744462077974576e-08,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_61,0.1700022824084039,mean,61,4920234,3.152479835508058e-08,0,0,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,False
dinov2_mean_62,0.382174724605858,mean,62,4920234,5.2400754915449696e-12,444,4208,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_63,0.2137529530610134,mean,63,4920234,1.25497766762683e-08,2,84,2,423.3293078369461,13.229040869904566,3169884,1.5773447861183564e-08,True
dinov2_mean_64,0.1362686385990776,mean,64,4920234,9.9943748513716e-09,1,1,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_65,0.6167998108145487,mean,65,4920234,1.5969949526041756e-08,0,757,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_66,0.1159408699693123,mean,66,4920234,2.6657251184817092e-08,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_67,0.2421569444542034,mean,67,4920234,2.610642396182426e-09,1,1,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_68,0.3912154002485505,mean,68,4920234,3.132683011672736e-07,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_69,0.3162348342802006,mean,69,4920234,4.622596750070477e-07,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_70,0.3799157500529754,mean,70,4920234,2.233414816142678e-07,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_71,0.2396745674097853,mean,71,4920234,8.281312954303571e-07,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_72,0.321665598088716,mean,72,4920234,8.145903703929582e-13,837,10506,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_73,0.4075651088846891,mean,73,4920234,1.3103319751638903e-09,3,281,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_74,0.3398729816064288,mean,74,4920234,3.913771318943527e-08,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_75,0.1616413958008186,mean,75,4920234,1.1603044666614957e-07,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_76,0.5074038901284253,mean,76,4920234,7.48886856856253e-09,1,3107,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_77,0.3414976808765851,mean,77,4920234,1.2557092231712364e-07,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_78,0.6277476279431675,mean,78,4920234,8.211468846347395e-08,0,61,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_79,0.4547734018356718,mean,79,4920234,4.097612502723215e-09,2,2,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_80,0.2371136538057801,mean,80,4920234,1.6281698160661377e-08,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_81,0.3880024769262736,mean,81,4920234,5.3066304440206455e-08,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_82,0.4756830633484738,mean,82,4920234,5.6391968516459714e-08,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_83,0.4527080278009833,mean,83,4920234,6.76340398205856e-08,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_84,0.2988223197518711,mean,84,4920234,5.755407918340231e-07,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_85,0.3812122838517629,mean,85,4920234,1.9431966757528801e-07,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_86,0.5174221473977033,mean,86,4920234,3.843626177828877e-11,12,1972,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_87,0.176076298400796,mean,87,4920234,1.5027524821486253e-08,1,38,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_88,0.280449473015253,mean,88,4920234,4.783228853630318e-09,1,1,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_89,0.2765704982962515,mean,89,4920234,4.41852116751537e-08,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_90,0.5685427888943622,mean,90,4920234,9.056395354451874e-09,1,1,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_91,0.2138728058654231,mean,91,4920234,3.6943695851622246e-08,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_92,0.2989407456141842,mean,92,4920234,1.2370307576174865e-13,676,6389,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_93,0.2953713673206574,mean,93,4920234,3.7902347806697634e-09,4,24,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_94,0.3897939972671839,mean,94,4920234,1.7066416520049228e-08,0,0,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,False
dinov2_mean_95,0.3135366282759915,mean,95,4920234,6.10498958942852e-10,17,4412,3,412.8649415860418,12.902029424563809,3169884,1.5773447861183564e-08,True
dinov2_mean_96,0.3142693002483927,mean,96,4920234,1.1186021588040085e-07,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_97,0.365226861755143,mean,97,4920234,4.65268921466777e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_98,0.4935773995682548,mean,98,4920234,1.968913794163877e-07,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_99,0.5863255612894289,mean,99,4920234,6.4984123258515256e-12,61,1572,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,True
dinov2_mean_100,0.2998085823914371,mean,100,4920234,5.1764406528692515e-09,1,686,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,True
dinov2_mean_101,0.4502678628151667,mean,101,4920234,7.578569930248483e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_102,0.2621447804218283,mean,102,4920234,6.41964183099616e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_103,0.1947733685083081,mean,103,4920234,3.873198607604221e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_104,0.2762257480313805,mean,104,4920234,7.580853129153939e-09,2,48,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,True
dinov2_mean_105,0.2205956231679643,mean,105,4920234,7.773602429400052e-09,1,14,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,True
dinov2_mean_106,0.1808463827215105,mean,106,4920234,2.7061883793053457e-08,0,12,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_107,0.3973141787220269,mean,107,4920234,2.816018837664265e-10,8,654,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,True
dinov2_mean_108,0.4010541039751593,mean,108,4920234,2.629776530646551e-07,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_109,0.2075060399896646,mean,109,4920234,8.383687305007349e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_110,0.3903812213301503,mean,110,4920234,4.424730405912514e-07,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_111,0.4875219026711873,mean,111,4920234,6.897390370713222e-07,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_112,0.565773000358479,mean,112,4920234,1.123492947195655e-07,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_113,0.4446727545181812,mean,113,4920234,1.5321370345142964e-07,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_114,0.4951192717732751,mean,114,4920234,3.901216452687043e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_115,0.2398920386848508,mean,115,4920234,2.4356737617443e-07,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_116,0.2839264812260094,mean,116,4920234,1.969404810422059e-07,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_117,0.41228364012593,mean,117,4920234,4.129820316929448e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_118,0.6063805806990749,mean,118,4920234,4.072512862899162e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_119,0.4277912697094547,mean,119,4920234,1.7845821956551098e-07,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_120,0.1632028089618332,mean,120,4920234,3.614999301698793e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_121,0.3163543083235826,mean,121,4920234,1.3457199854919453e-08,1,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,True
dinov2_mean_122,0.5305617983979216,mean,122,4920234,5.8412568271993333e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_123,0.514804304160257,mean,123,4920234,5.5423925352678373e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_124,0.3899038758858087,mean,124,4920234,3.1403130010011334e-12,339,2764,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,True
dinov2_mean_125,0.1914910947959991,mean,125,4920234,3.1259901494642493e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_126,0.3113958390198454,mean,126,4920234,6.65639760566845e-11,123,3085,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,True
dinov2_mean_127,0.5217673249346593,mean,127,4920234,8.71669428972275e-08,0,0,4,410.1796894890722,12.818115296533506,3169884,1.5773447861183564e-08,False
dinov2_mean_128,0.3359529657587506,mean,128,4920234,1.3192250630496502e-07,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_129,0.4202167220946919,mean,129,4920234,4.356698218290134e-08,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_130,0.5184728261355906,mean,130,4920234,3.5423330917749236e-09,1,1,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_131,0.3304717780519344,mean,131,4920234,9.27991598657666e-08,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_132,0.5392182565392615,mean,132,4920234,1.7703416231178704e-08,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_133,0.3894587784901371,mean,133,4920234,3.9611188173485566e-08,0,631,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_134,0.443423075719644,mean,134,4920234,2.1291750704893016e-08,0,1450,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_135,0.4970508031821638,mean,135,4920234,9.596747291867946e-11,3,60,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_136,0.3088327677247179,mean,136,4920234,1.6732191028273762e-07,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_137,0.4809783360522036,mean,137,4920234,5.776183496984633e-10,3,1937,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_138,0.3815029677774337,mean,138,4920234,2.517199792120529e-07,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_139,0.4674742981881533,mean,139,4920234,8.797154688526326e-09,1,14,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_140,0.4211723024825041,mean,140,4920234,1.3813264682291568e-11,235,2590,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_141,0.5438405624879727,mean,141,4920234,6.136687383639719e-09,8,2293,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_142,0.551932181623405,mean,142,4920234,1.459653466019073e-08,3,79,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_143,0.3184251883543511,mean,143,4920234,2.6937004841871667e-09,2,42,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_144,0.281104893944915,mean,144,4920234,4.8207050913880656e-09,1,1,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_145,0.2968001654820199,mean,145,4920234,4.5367348740323866e-08,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_146,0.4640277154726318,mean,146,4920234,1.0702554518452304e-07,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_147,0.3053824755778921,mean,147,4920234,6.815254098374012e-08,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_148,0.3982403764608137,mean,148,4920234,3.719419894417691e-07,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_149,0.4051752825632625,mean,149,4920234,2.944478127675637e-09,2,3,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_150,0.3667733148765332,mean,150,4920234,1.1364720588995125e-07,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_151,0.3809766268529952,mean,151,4920234,5.862432559499279e-08,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_152,0.4131997209098045,mean,152,4920234,4.049405391121504e-08,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_153,0.5698405222283692,mean,153,4920234,3.957087370964704e-07,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_154,0.5686634991408446,mean,154,4920234,2.276166562203511e-07,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_155,0.4464960514757289,mean,155,4920234,7.49058514088552e-08,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_156,0.2916192609211437,mean,156,4920234,2.325902203126873e-08,0,42,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_157,0.4487033839404147,mean,157,4920234,7.058347259538201e-10,70,5837,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_158,0.402588024011195,mean,158,4920234,3.05955419194736e-08,0,0,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,False
dinov2_mean_159,0.3414364952565895,mean,159,4920234,2.846066281218378e-09,1,87,5,430.1163926641457,13.441137270754552,3169884,1.5773447861183564e-08,True
dinov2_mean_160,0.2742588992985565,mean,160,4920234,1.4447801805883328e-07,0,0,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,False
dinov2_mean_161,0.4664756626641281,mean,161,4920234,4.447301528822721e-08,0,0,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,False
dinov2_mean_162,0.280306548795861,mean,162,4920234,2.73381683653988e-07,0,0,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,False
dinov2_mean_163,0.3958567404669798,mean,163,4920234,2.2077607635005005e-08,0,189,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,False
dinov2_mean_164,0.3076717934877305,mean,164,4920234,3.3612396881824753e-09,2,1245,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,True
dinov2_mean_165,0.5704406700265194,mean,165,4920234,1.1018170855906586e-08,1,987,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,True
dinov2_mean_166,0.4373857864530704,mean,166,4920234,6.487522682273701e-08,0,0,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,False
dinov2_mean_167,0.3128155861308707,mean,167,4920234,8.28741319746682e-08,0,0,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,False
dinov2_mean_168,0.3925667684836574,mean,168,4920234,7.335748183620787e-09,1,1,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,True
dinov2_mean_169,0.2527352264438349,mean,169,4920234,4.745232965442058e-07,0,0,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,False
dinov2_mean_170,0.2249447893035724,mean,170,4920234,7.574847163797886e-07,0,0,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,False
dinov2_mean_171,0.3443181934843322,mean,171,4920234,3.971203276269665e-08,0,0,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,False
dinov2_mean_172,0.2960182619203917,mean,172,4920234,1.5563977215961902e-07,0,0,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,False
dinov2_mean_173,0.1992986939584784,mean,173,4920234,1.0598006104220909e-07,0,0,6,441.70957305212505,13.803424157878908,3169884,1.5773447861183564e-08,False
