embedding_set,group_id,n_embeddings,median_within_group_abs_spearman,top_trait,top_trait_category,top_trait_rho,top_trait_p,top_trait_n,top_field_trait,top_field_trait_category,top_field_trait_rho,top_field_trait_p,top_field_trait_n,example_embeddings
dinov2,16,7,0.6236113628479905,NE2025_image__log_leaf_pixels,image_leaf_size,-0.8722543133568962,1.5819859809459284e-290,930,MI2020__leaf_width_cm,architecture,-0.4725905316873915,2.9088030438196382e-21,357,dinov2_mean_90;dinov2_mean_210;dinov2_mean_644;dinov2_mean_835;dinov2_mean_983;dinov2_std_305;dinov2_std_684
dinov2,59,7,0.4411592558221416,NE2025_image__log_leaf_pixels,image_leaf_size,-0.6602903210363292,1.5746359521326784e-117,930,NE2020__stem_diameter_lower_mm,architecture,-0.374349474493179,6.465415738823872e-12,315,dinov2_mean_457;dinov2_mean_909;dinov2_std_527;dinov2_std_591;dinov2_std_752;dinov2_std_837;dinov2_std_909
dinov2,77,7,0.6112325078174019,NE2025_image__leaf_pixels,image_leaf_size,-0.8961245846803702,0.0,930,MI2020__leaf_width_cm,architecture,-0.4921634108064444,3.540796638353807e-23,357,dinov2_mean_28;dinov2_mean_335;dinov2_mean_375;dinov2_mean_382;dinov2_mean_577;dinov2_std_180;dinov2_std_470
dinov2,2,6,0.42414703564078154,NE2025_image__leaf_pixels,image_leaf_size,-0.8657854613170683,2.8794602541439585e-281,930,NE2020__leaf_width_cm,architecture,-0.48793862734970384,2.629516482782609e-20,316,dinov2_mean_974;dinov2_std_112;dinov2_std_171;dinov2_std_212;dinov2_std_239;dinov2_std_961
dinov2,4,6,0.3713694604919428,NE2020__flag_leaf_width_cm,architecture,0.31879234054865097,7.157001483165385e-09,315,NE2020__flag_leaf_width_cm,architecture,0.31879234054865097,7.157001483165385e-09,315,dinov2_mean_164;dinov2_mean_175;dinov2_mean_205;dinov2_mean_435;dinov2_mean_704;dinov2_mean_859
dinov2,40,6,0.13225841028594523,NE2025_image__log_leaf_pixels,image_leaf_size,-0.3137831217528845,1.0723045338057897e-22,930,NE2021__days_to_flower,phenology,-0.2663867161947071,7.481615621246813e-15,824,dinov2_mean_135;dinov2_mean_227;dinov2_mean_798;dinov2_std_72;dinov2_std_80;dinov2_std_456
dinov2,47,6,0.4567674805544388,NE2025_image__leaf_pixels,image_leaf_size,-0.8158703268219515,5.482651805015479e-223,930,MI2020__leaf_width_cm,architecture,-0.44550889564871066,8.276693615791756e-19,357,dinov2_mean_14;dinov2_mean_207;dinov2_mean_309;dinov2_mean_951;dinov2_std_169;dinov2_std_543
dinov2,25,5,0.1755681031882858,NE2025_image__leaf_pixels,image_leaf_size,-0.5548322315566627,3.3806987743834394e-76,930,NE2020__leaf_width_cm,architecture,-0.36432947583455927,2.3595828535396836e-11,316,dinov2_mean_475;dinov2_mean_640;dinov2_mean_744;dinov2_std_400;dinov2_std_569
dinov2,30,5,0.24399118923551544,NE2025_image__human_score,disease_severity,0.40414779100134507,3.0813976167634037e-24,581,NE2025__seed_red_intensity,seed_color,-0.36173643183912785,5.5148622053049637e-11,309,dinov2_mean_159;dinov2_mean_177;dinov2_std_188;dinov2_std_553;dinov2_std_937
dinov2,11,4,0.41697241908778576,NE2025_image__leaf_pixels,image_leaf_size,-0.6162895073657959,2.2808548791456964e-98,930,NE2025__seed_mass_g,yield,-0.37117349818689344,1.7569562258973242e-29,860,dinov2_mean_18;dinov2_mean_342;dinov2_mean_522;dinov2_std_510
dinov2,23,4,0.6144173034717695,NE2025_image__leaf_pixels,image_leaf_size,-0.8254278968443921,1.123808988559451e-232,930,NE2025__leaf_number,architecture,-0.47377154856668574,1.320872739435061e-49,865,dinov2_mean_735;dinov2_mean_1012;dinov2_std_681;dinov2_std_985
dinov2,42,4,0.24287082284573644,NE2025_image__leaf_pixels,image_leaf_size,-0.8293858428798699,7.30695787754431e-237,930,MI2020__leaf_width_cm,architecture,-0.46911440185947806,6.181171733507133e-21,357,dinov2_mean_139;dinov2_mean_184;dinov2_mean_222;dinov2_std_892
dinov2,44,4,0.3945240547067037,NE2025_image__leaf_pixels,image_leaf_size,-0.8543607681330494,4.892449216825395e-266,930,MI2020__leaf_width_cm,architecture,-0.44185909120079103,1.7068408684736344e-18,357,dinov2_mean_308;dinov2_mean_524;dinov2_std_446;dinov2_std_848
dinov2,71,4,0.4859068483706278,NE2025_image__log_leaf_pixels,image_leaf_size,-0.8240138198673426,3.318928743193585e-231,930,MI2021__leaf_width_cm,architecture,-0.4224871857989307,4.62805129032617e-17,361,dinov2_mean_51;dinov2_mean_262;dinov2_std_222;dinov2_std_688
dinov2,1,3,0.46250519633369547,NE2025_image__percentUnhealthy,disease_severity,0.6275852968321846,4.2020433043377814e-103,931,NE2025__seed_mass_g,yield,-0.32708047867358986,6.845478448941498e-23,860,dinov2_mean_830;dinov2_std_4;dinov2_std_343
dinov2,5,3,0.16136494038303562,NE2025_image__leaf_pixels,image_leaf_size,0.41507358168267283,4.944805849682696e-40,930,MI2021__leaf_width_cm,architecture,0.2993055652981489,6.608147264734226e-09,361,dinov2_mean_574;dinov2_mean_682;dinov2_std_676
dinov2,20,3,0.15405833577107778,NE2025_image__leaf_pixels,image_leaf_size,0.524427629648736,7.712783233711141e-67,930,MI2020__leaf_width_cm,architecture,0.29942163846007636,7.904323801293449e-09,357,dinov2_mean_750;dinov2_mean_1005;dinov2_std_724
dinov2,26,3,0.27472411008919273,NE2025_image__percentUnhealthy,disease_severity,0.5689648444039834,5.691724939644559e-81,931,NE2021__leaf_number,architecture,-0.3434511482150773,1.0396134475315605e-13,443,dinov2_std_43;dinov2_std_136;dinov2_std_941
dinov2,29,3,0.3424744276832941,NE2025_image__log_leaf_pixels,image_leaf_size,-0.6343086538353017,7.714073864856516e-106,930,NE2020__stem_diameter_lower_mm,architecture,-0.341942890051981,4.556584009683006e-10,315,dinov2_std_93;dinov2_std_377;dinov2_std_763
dinov2,32,3,0.2240431123471514,NE2023__oil_pct,composition,-0.2757324245667348,1.1358556827114884e-06,302,NE2023__oil_pct,composition,-0.2757324245667348,1.1358556827114884e-06,302,dinov2_mean_1023;dinov2_std_388;dinov2_std_863
dinov2,34,3,0.4335058244571154,NE2025_image__log_leaf_pixels,image_leaf_size,0.6589569770609286,6.691713913709492e-117,930,NE2025__days_to_flower,phenology,0.39974330314038375,2.4661224086059613e-34,860,dinov2_mean_469;dinov2_std_596;dinov2_std_927
dinov2,35,3,0.20688516158307654,NE2023__starch_pct,composition,0.2849801363288344,4.735905851152349e-07,302,NE2023__starch_pct,composition,0.2849801363288344,4.735905851152349e-07,302,dinov2_mean_72;dinov2_std_913;dinov2_std_996
dinov2,41,3,0.30305355463703615,NE2025_image__human_score,disease_severity,0.3528885724196551,1.7638761063398853e-18,581,NE2025__seed_mass_g,yield,-0.3391972369153915,1.3426098580007405e-24,860,dinov2_std_263;dinov2_std_402;dinov2_std_736
dinov2,43,3,0.3832925491419872,NE2025_image__log_leaf_pixels,image_leaf_size,-0.5426003968646903,2.566232622315118e-72,930,MI2020__leaf_width_cm,architecture,-0.27750012989356,9.828855094834674e-08,357,dinov2_mean_63;dinov2_mean_657;dinov2_std_494
dinov2,66,3,0.17242339426105718,NE2025_image__percentUnhealthy,disease_severity,0.5852698230450302,1.12108810040367e-86,931,MI2020__final_green_leaves,architecture,-0.3231798730490335,4.0138507549711407e-10,357,dinov2_mean_267;dinov2_std_183;dinov2_std_869
dinov2,70,3,0.2124670397457922,NE2025_image__percentUnhealthy,disease_severity,0.3566769285402848,2.588405616580168e-29,931,MI2020__stem_diameter_lower_mm,architecture,-0.2432962519779527,3.304981876444687e-06,357,dinov2_mean_88;dinov2_mean_105;dinov2_std_704
dinov2,73,3,0.19822399133999596,NE2025_image__log_leaf_pixels,image_leaf_size,-0.5381726189885292,5.955462496271387e-71,930,NE2020__stem_diameter_lower_mm,architecture,-0.3919282046367062,5.227481630507895e-13,315,dinov2_mean_586;dinov2_std_517;dinov2_std_544
dinov2,80,3,0.1012253341895805,NE2023__chlorophyll_concentration_umol_per_m2,physiology,0.1289374196905344,0.016884258824230832,343,NE2023__chlorophyll_concentration_umol_per_m2,physiology,0.1289374196905344,0.016884258824230832,343,dinov2_mean_316;dinov2_mean_462;dinov2_std_259
dinov2,81,3,0.53498488913936,NE2025_image__log_leaf_pixels,image_leaf_size,0.6573402606873805,3.8294480698083246e-116,930,MI2020__leaf_width_cm,architecture,0.3167134062831031,9.273948566163752e-10,357,dinov2_mean_781;dinov2_std_173;dinov2_std_256
dinov2,89,3,0.24333907597643242,NE2025_image__leaf_pixels,image_leaf_size,0.5487102934693149,3.0982245969785927e-74,930,NE2020__leaf_width_cm,architecture,0.34322174093334185,3.6453969996657107e-10,316,dinov2_mean_0;dinov2_mean_553;dinov2_mean_956
dinov2,7,2,0.09334010020093053,MI2021__stem_diameter_lower_mm,architecture,0.24120044739724572,3.5601921590260876e-06,361,MI2021__stem_diameter_lower_mm,architecture,0.24120044739724572,3.5601921590260876e-06,361,dinov2_mean_987;dinov2_std_644
dinov2,8,2,0.6842966576005334,NE2025_image__log_leaf_pixels,image_leaf_size,-0.7964655794732144,5.955970281679609e-205,930,NE2025__leaf_number,architecture,-0.39065879364804523,6.401418933850129e-33,865,dinov2_std_519;dinov2_std_814
dinov2,15,2,0.22561036850515753,NE2025_image__leaf_pixels,image_leaf_size,0.6452305019325458,1.2940946256526917e-110,930,NE2021__leaf_width_cm,architecture,0.3015134771706729,2.5917522604270883e-11,469,dinov2_mean_429;dinov2_std_129
dinov2,17,2,0.10074250867666883,NE2025_image__percentUnhealthy,disease_severity,-0.27592799127404877,9.917744818666484e-18,931,NE2021__primary_branch_count,panicle,0.2033817957748536,0.00032028441638888864,309,dinov2_std_90;dinov2_std_254
dinov2,18,2,0.17345421030296831,NE2025_image__log_leaf_pixels,image_leaf_size,-0.5501848532502434,1.0524979243032594e-74,930,NE2021__days_to_flower,phenology,-0.3347516763482691,5.0292252102984586e-23,824,dinov2_mean_12;dinov2_mean_885
dinov2,21,2,0.4418731571987196,NE2025_image__leaf_pixels,image_leaf_size,-0.66122423441118,5.690319612675702e-118,930,NE2021__days_to_flower,phenology,-0.3725562399317923,1.5779925832345307e-28,824,dinov2_std_808;dinov2_std_862
dinov2,27,2,0.3262166722249719,NE2025_image__leaf_pixels,image_leaf_size,-0.7456221274818756,8.963511858206301e-166,930,MI2020__leaf_width_cm,architecture,-0.36787910980514227,6.980013867396697e-13,357,dinov2_mean_493;dinov2_std_355
dinov2,36,2,0.40288620379065826,NE2025_image__leaf_pixels,image_leaf_size,-0.73304293794192,1.693793756505686e-157,930,MI2020__leaf_width_cm,architecture,-0.4214506749576995,8.348811163088836e-17,357,dinov2_mean_877;dinov2_std_465
dinov2,38,2,0.5768990220785619,NE2025_image__leaf_pixels,image_leaf_size,-0.7446125471549123,4.311919301823806e-165,930,MI2020__leaf_width_cm,architecture,-0.4291390030697095,1.988608909342865e-17,357,dinov2_mean_336;dinov2_mean_563
dinov2,46,2,0.16733167343612582,NE2025_image__log_leaf_pixels,image_leaf_size,-0.4839182441668607,9.276372311132415e-56,930,NE2025__seed_mass_g,yield,-0.3155218897710615,2.4769405908531347e-21,860,dinov2_std_762;dinov2_std_879
dinov2,48,2,0.6599565607122762,NE2025_image__leaf_pixels,image_leaf_size,-0.8095556570453107,6.844274216619366e-217,930,MI2020__leaf_width_cm,architecture,-0.49530761725264194,1.6978517037930883e-23,357,dinov2_std_17;dinov2_std_506
dinov2,49,2,0.10278956161771764,NE2025_image__leaf_pixels,image_leaf_size,0.3622402807479262,3.2406081878466465e-30,930,NE2020__leaf_width_cm,architecture,0.27422960931934226,7.393832569573191e-07,316,dinov2_std_29;dinov2_std_88
dinov2,50,2,0.2873702032068165,NE2025__flag_leaf_height_cm,architecture,0.26980662834925634,7.634318860920543e-16,862,NE2025__flag_leaf_height_cm,architecture,0.26980662834925634,7.634318860920543e-16,862,dinov2_mean_912;dinov2_mean_952
dinov2,58,2,0.578480999351054,NE2025_image__log_leaf_pixels,image_leaf_size,-0.49154939802646797,9.824742278687748e-58,930,MI2021__leaf_width_cm,architecture,-0.24494886435395405,2.479242490807447e-06,361,dinov2_mean_27;dinov2_std_995
dinov2,60,2,0.22345606607606885,NE2025_image__percentUnhealthy,disease_severity,-0.4851225727844864,3.9855521828603573e-56,931,NE2020__oil_pct,composition,0.17802195816388042,0.0017088334436548673,308,dinov2_mean_33;dinov2_std_438
dinov2,61,2,0.5254773173484903,NE2025_image__leaf_pixels,image_leaf_size,0.3145618077033735,8.315140553862903e-23,930,MI2021__plant_height_cm,architecture,-0.2287377357987094,1.1373062995445705e-05,361,dinov2_mean_514;dinov2_std_815
dinov2,67,2,0.21666589708984355,NE2025_image__leaf_pixels,image_leaf_size,-0.787883943449613,1.3704811194191572e-197,930,MI2020__leaf_width_cm,architecture,-0.4615099063110539,3.121131469771423e-20,357,dinov2_mean_445;dinov2_std_793
dinov2,68,2,0.22621389701601827,NE2025_image__log_leaf_pixels,image_leaf_size,0.45650241930501395,4.6232235275414024e-49,930,NE2020__stem_diameter_lower_mm,architecture,0.28270096463074595,3.3617980689096476e-07,315,dinov2_std_291;dinov2_std_776
dinov2,69,2,0.6625223951925945,NE2025_image__leaf_pixels,image_leaf_size,-0.8625971077205278,7.036346963076887e-277,930,MI2020__leaf_width_cm,architecture,-0.453538148942799,1.6326531858957352e-19,357,dinov2_mean_239;dinov2_std_746
dinov2,72,2,0.0305811294309456,NE2025_image__leaf_pixels,image_leaf_size,-0.5413884823109836,6.096773802548674e-72,930,NE2021__leaf_width_cm,architecture,-0.31943930038780405,1.381030434233115e-12,469,dinov2_std_299;dinov2_std_671
dinov2,74,2,0.480363229894321,NE2025_image__log_leaf_pixels,image_leaf_size,-0.4525144342971958,3.88538572389178e-48,930,MI2021__plant_height_cm,architecture,0.36764304143298976,5.384219460989731e-13,361,dinov2_mean_957;dinov2_std_498
dinov2,75,2,0.411341937585314,NE2025_image__log_leaf_pixels,image_leaf_size,-0.5757917958326947,3.1116590502010235e-83,930,NE2021__leaf_number,architecture,-0.3472280578160477,5.353692846172048e-14,443,dinov2_mean_611;dinov2_std_480
dinov2,76,2,0.6171348364171505,NE2025_image__log_leaf_pixels,image_leaf_size,-0.691436345181641,3.502573802445508e-133,930,MI2021__leaf_width_cm,architecture,-0.36778189464810723,5.269382726991695e-13,361,dinov2_mean_386;dinov2_mean_707
dinov2,78,2,0.3332990088549109,NE2025_image__log_leaf_pixels,image_leaf_size,0.40636824127392945,2.733418257873843e-38,930,MI2021__leaf_width_cm,architecture,0.26119736102080826,4.824141996446241e-07,361,dinov2_std_32;dinov2_std_405
dinov2,79,2,0.2771791593097714,NE2025_image__log_leaf_pixels,image_leaf_size,-0.3197620495658208,1.4922006451408735e-23,930,MI2020__leaf_width_cm,architecture,-0.19557410605061398,0.00020058932800674588,357,dinov2_mean_948;dinov2_std_280
dinov2,82,2,0.022282328463185282,NE2025_image__leaf_pixels,image_leaf_size,-0.4333530012643968,7.313409123936114e-44,930,MI2021__leaf_width_cm,architecture,-0.2983407538158074,7.426140715279446e-09,361,dinov2_mean_396;dinov2_std_176
dinov2,83,2,0.42418922828165756,NE2025_image__human_score,disease_severity,-0.4359973276869578,2.34246733000672e-28,581,NE2020__leaf_number,architecture,0.2418089301813454,1.3856548638139218e-05,316,dinov2_mean_357;dinov2_std_122
dinov2,84,2,0.42552799448933415,NE2025_image__percentUnhealthy,disease_severity,0.5065307109473574,7.979477955277149e-62,931,NE2025__seed_mass_g,yield,-0.3913574282017384,7.351778488819305e-33,860,dinov2_mean_168;dinov2_std_102
dinov2,86,2,0.08488803062857164,NE2025_image__leaf_pixels,image_leaf_size,0.3184967340545596,2.2735755389101322e-23,930,MI2021__leaf_width_cm,architecture,0.26449111136356446,3.4146994150651644e-07,361,dinov2_mean_443;dinov2_std_65
dinov2,87,2,0.2943917827043164,NE2025_image__leaf_pixels,image_leaf_size,-0.26567788942187304,1.7262135933317253e-16,930,NE2020__protein_pct,composition,-0.1449828569929606,0.010847696347464884,308,dinov2_mean_192;dinov2_std_45
dinov2,88,2,0.6464127196108028,NE2025_image__leaf_pixels,image_leaf_size,0.8249715716041903,3.362099319163397e-232,930,NE2020__leaf_width_cm,architecture,0.4803083083929262,1.2148391482812105e-19,316,dinov2_mean_474;dinov2_mean_994
dinov2,90,2,0.48659833004758957,NE2025_image__log_leaf_pixels,image_leaf_size,-0.6365929658831616,8.025738003160049e-107,930,NE2025__days_to_flower,phenology,-0.3829381496048603,2.015786029648445e-31,860,dinov2_mean_17;dinov2_mean_861
dinov2,91,2,0.4580683436951275,NE2025_image__leaf_pixels,image_leaf_size,0.6051469448817594,5.499491543565066e-94,930,MI2021__leaf_width_cm,architecture,0.3710945139721528,3.1408435083782253e-13,361,dinov2_mean_307;dinov2_mean_663
dinov2,92,2,0.28949268031032854,NE2025_image__leaf_pixels,image_leaf_size,-0.6046903837548566,8.245054268517781e-94,930,MI2021__leaf_width_cm,architecture,-0.3515880172074723,6.077515577336955e-12,361,dinov2_mean_464;dinov2_mean_582
dinov2,93,2,0.46128056186184135,NE2025_image__log_leaf_pixels,image_leaf_size,-0.6724792463769173,1.9952767086707774e-123,930,MI2020__leaf_width_cm,architecture,-0.3539826346482494,5.611670256367784e-12,357,dinov2_mean_420;dinov2_mean_454
dinov2,3,1,,NE2025_image__leaf_pixels,image_leaf_size,-0.5296615008145272,2.2058842421491177e-68,930,NE2021__leaf_width_cm,architecture,-0.38146780628936944,1.078902354941843e-17,469,dinov2_std_348
