trait,embedding_stat,embedding_index,n_markers_tested,min_p,n_significant_effective_bonferroni,n_q_lt_0_05_within_trait,chunk,chunk_elapsed_seconds,chunk_elapsed_seconds_per_trait,effective_markers,effective_bonferroni_threshold
embedding_mean_678,mean,678,4920234,8.216096374819654e-09,6,1363,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_679,mean,679,4920234,3.870972319469377e-09,2,2,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_680,mean,680,4920234,3.152902533204114e-09,1,9,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_681,mean,681,4920234,2.0186494911056927e-08,0,5,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_682,mean,682,4920234,9.334763813547392e-09,3,127,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_683,mean,683,4920234,1.6199646056380398e-08,0,132,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_684,mean,684,4920234,6.90433635867489e-09,1,1,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_685,mean,685,4920234,1.1570092805413806e-08,1,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_686,mean,686,4920234,1.2083992811457173e-08,2,23572,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_687,mean,687,4920234,3.467153544779388e-08,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_688,mean,688,4920234,1.0144171623131798e-08,2,2,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_689,mean,689,4920234,1.080523461357998e-07,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_690,mean,690,4920234,4.485518317489818e-09,2,70,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_691,mean,691,4920234,2.328370774358027e-09,17,637,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_692,mean,692,4920234,3.2231110539107375e-08,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_693,mean,693,4920234,1.961085220296278e-08,0,2,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_694,mean,694,4920234,9.44374804583061e-08,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_695,mean,695,4920234,1.086270325742926e-08,1,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_696,mean,696,4920234,1.3863600778509694e-07,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_697,mean,697,4920234,1.4491355323649669e-08,2,2,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_698,mean,698,4920234,7.768075027890564e-10,8,4379,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_699,mean,699,4920234,7.243880624944047e-08,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_700,mean,700,4920234,1.4099707338658484e-08,1,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_701,mean,701,4920234,1.1385723692071141e-07,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_702,mean,702,4920234,1.067462886514404e-08,1,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_703,mean,703,4920234,6.345651454780285e-10,18,786,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_704,mean,704,4920234,8.7748639846248e-09,1,1,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_705,mean,705,4920234,5.218400273031833e-08,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_706,mean,706,4920234,3.152376246100056e-08,0,20,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_707,mean,707,4920234,1.6649141541761014e-07,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_708,mean,708,4920234,4.7078095238672654e-09,2,26114,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_709,mean,709,4920234,1.6062938441765722e-08,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_710,mean,710,4920234,2.010628635870003e-09,5,11041,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_711,mean,711,4920234,4.380634986099738e-08,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_712,mean,712,4920234,3.4380092610766855e-08,0,592,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_713,mean,713,4920234,1.0707386938352235e-07,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_714,mean,714,4920234,1.5251746004533312e-08,1,1415,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_715,mean,715,4920234,1.72722611968304e-07,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_716,mean,716,4920234,2.091974196304651e-09,1,1,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_717,mean,717,4920234,7.900024847680713e-09,4,203,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_718,mean,718,4920234,1.1631142201317701e-07,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_719,mean,719,4920234,8.638983740512732e-09,1,4,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_720,mean,720,4920234,1.572298496392922e-08,1,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_721,mean,721,4920234,5.0029953149692824e-08,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_722,mean,722,4920234,8.270889366085416e-08,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_723,mean,723,4920234,1.767054498875719e-08,0,7,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_724,mean,724,4920234,3.0402371613228725e-08,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_725,mean,725,4920234,1.703207894867827e-07,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_726,mean,726,4920234,3.272990666515335e-07,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_727,mean,727,4920234,1.5315817202586108e-08,1,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_728,mean,728,4920234,4.580704986836954e-07,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_729,mean,729,4920234,1.7088692173510225e-07,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_730,mean,730,4920234,2.254891416416692e-08,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_731,mean,731,4920234,9.321925855959098e-09,1,4,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_732,mean,732,4920234,4.7211347714586726e-08,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_733,mean,733,4920234,2.472988838212672e-07,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_734,mean,734,4920234,5.402823051976441e-07,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_735,mean,735,4920234,2.1582326827470838e-07,0,0,23,483.2857106248848,15.10267845702765,3169884,1.5773447861183564e-08
embedding_mean_736,mean,736,4920234,5.616953794569377e-09,1,748,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_737,mean,737,4920234,1.5928401835086905e-07,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_738,mean,738,4920234,2.757349314732468e-09,5,43,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_739,mean,739,4920234,4.802348408308422e-10,103,42680,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_740,mean,740,4920234,1.4784141883237256e-09,4,164,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_741,mean,741,4920234,3.7283183159342666e-08,0,22945,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_742,mean,742,4920234,4.169948269830234e-10,25,5433,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_743,mean,743,4920234,1.4839883833347211e-09,13,473,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_744,mean,744,4920234,3.810379830101794e-07,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_745,mean,745,4920234,1.853886078712623e-07,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_746,mean,746,4920234,1.4772957844408855e-09,8,118,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_747,mean,747,4920234,3.2073991495950893e-08,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_748,mean,748,4920234,3.635566907830324e-07,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_749,mean,749,4920234,2.1138859056197707e-09,2,583,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_750,mean,750,4920234,3.677974674015186e-08,0,61,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_751,mean,751,4920234,2.1728658129578027e-08,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_752,mean,752,4920234,5.7446124282323915e-09,2,51,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_753,mean,753,4920234,3.2258322631120894e-08,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_754,mean,754,4920234,5.444976823324073e-09,2,2,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_755,mean,755,4920234,3.277479794792646e-08,0,10,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_756,mean,756,4920234,2.48416291657806e-09,13,42,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_757,mean,757,4920234,2.331002557455231e-09,10,1015,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_758,mean,758,4920234,2.4125079663298006e-08,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_759,mean,759,4920234,4.473236987557126e-07,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_760,mean,760,4920234,1.4437919736309577e-08,1,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_761,mean,761,4920234,4.506881867108047e-07,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_762,mean,762,4920234,2.0572552349800914e-09,1,1,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_763,mean,763,4920234,3.5706585661265526e-08,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_764,mean,764,4920234,2.2307020894355522e-07,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_765,mean,765,4920234,5.685718415582582e-07,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_766,mean,766,4920234,6.152668884692733e-08,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_767,mean,767,4920234,2.586630458385834e-07,0,0,24,455.233900984982,14.226059405780688,3169884,1.5773447861183564e-08
embedding_mean_768,mean,768,4920234,2.2116986360812243e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_769,mean,769,4920234,3.920912660605002e-07,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_770,mean,770,4920234,4.8256736219894175e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_771,mean,771,4920234,4.510880517814412e-10,1,37,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_772,mean,772,4920234,1.252529365839112e-07,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_773,mean,773,4920234,4.200985066112455e-07,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_774,mean,774,4920234,1.916291257885832e-07,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_775,mean,775,4920234,2.9799393316944237e-09,1,1,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_776,mean,776,4920234,3.815432805147024e-09,5,1089,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_777,mean,777,4920234,1.8280447271823152e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_778,mean,778,4920234,7.057255238763535e-09,7,194,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_779,mean,779,4920234,4.3918427517452464e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_780,mean,780,4920234,7.832853866818809e-09,1,1,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_781,mean,781,4920234,7.337753979750773e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_782,mean,782,4920234,9.149875712555884e-07,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_783,mean,783,4920234,2.8482507435708777e-07,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_784,mean,784,4920234,2.2074206364294788e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_785,mean,785,4920234,2.6846307459508663e-08,0,209,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_786,mean,786,4920234,5.156525647041367e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_787,mean,787,4920234,8.475304065124021e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_788,mean,788,4920234,1.1787862735116049e-07,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_789,mean,789,4920234,5.152961584695319e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_790,mean,790,4920234,6.992540015391684e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_791,mean,791,4920234,1.2337612622946132e-08,2,2,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_792,mean,792,4920234,1.554716088544473e-08,1,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_793,mean,793,4920234,2.369948098328711e-07,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_794,mean,794,4920234,1.4470834518421988e-07,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_795,mean,795,4920234,1.3728489980672751e-08,1,8698,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_796,mean,796,4920234,1.2054541838601156e-08,3,8,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_797,mean,797,4920234,7.013938456337054e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_798,mean,798,4920234,1.8611118849623093e-07,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_799,mean,799,4920234,2.1644053994816485e-08,0,0,25,434.68067917600274,13.583771224250086,3169884,1.5773447861183564e-08
embedding_mean_800,mean,800,4920234,4.110274703883449e-08,0,0,26,415.8663084129803,12.995822137905634,3169884,1.5773447861183564e-08
embedding_mean_801,mean,801,4920234,8.340268383525686e-09,2,306,26,415.8663084129803,12.995822137905634,3169884,1.5773447861183564e-08
embedding_mean_802,mean,802,4920234,2.1828989514223295e-07,0,0,26,415.8663084129803,12.995822137905634,3169884,1.5773447861183564e-08
embedding_mean_803,mean,803,4920234,6.611170218763476e-11,160,2545,26,415.8663084129803,12.995822137905634,3169884,1.5773447861183564e-08
embedding_mean_804,mean,804,4920234,5.215441851895026e-07,0,0,26,415.8663084129803,12.995822137905634,3169884,1.5773447861183564e-08
embedding_mean_805,mean,805,4920234,2.748723931340385e-07,0,0,26,415.8663084129803,12.995822137905634,3169884,1.5773447861183564e-08
embedding_mean_806,mean,806,4920234,5.334566110899512e-10,7,34,26,415.8663084129803,12.995822137905634,3169884,1.5773447861183564e-08
embedding_mean_807,mean,807,4920234,4.753081327748486e-09,2,2,26,415.8663084129803,12.995822137905634,3169884,1.5773447861183564e-08
embedding_mean_808,mean,808,4920234,3.539908150107159e-08,0,0,26,415.8663084129803,12.995822137905634,3169884,1.5773447861183564e-08
