image_path,location,image_id,plotNumber,device,range,row,experiment,block,percentUnhealthy,segmentation_method,excluded,poundsOfNitrogenPerAcre,population,genotype,score_A,score_B,comment_A,comment_B
data/ne2025/device2/1810_LeafPhotoA_2025-09-09 09_05_30.894-05_00.jpg,NE,1810_LeafPhotoA_2025-09-09 09_05_30.894,1810,2,18,12,SbDiv 2025,1,33.86,CV2,FALSE,90,NA,SC1119,4.5,4,NA,NA
data/ne2025/device2/1811_LeafPhotoA_2025-09-09 09_05_51.708-05_00.jpg,NE,1811_LeafPhotoA_2025-09-09 09_05_51.708,1811,2,18,13,SbDiv 2025,1,0.06,CV2,FALSE,90,NA,PI534015,1.5,1.5,NA,NA
data/ne2025/device2/1811_LeafPhotoA_2025-09-09 09_06_09.841-05_00.jpg,NE,1811_LeafPhotoA_2025-09-09 09_06_09.841,1811,2,18,13,SbDiv 2025,1,0.05,CV2,FALSE,90,NA,PI534015,1.5,1,NA,NA
data/ne2025/device2/1811_LeafPhotoA_2025-09-09 09_06_27.369-05_00.jpg,NE,1811_LeafPhotoA_2025-09-09 09_06_27.369,1811,2,18,13,SbDiv 2025,1,0.27,CV2,FALSE,90,NA,PI534015,NA,NA,NA,NA
data/ne2025/device2/1812_LeafPhotoA_2025-09-09 09_06_51.692-05_00.jpg,NE,1812_LeafPhotoA_2025-09-09 09_06_51.692,1812,2,18,14,SbDiv 2025,1,0,CV2,FALSE,90,NA,Check,NA,NA,NA,NA
data/ne2025/device2/1812_LeafPhotoA_2025-09-09 09_07_10.454-05_00.jpg,NE,1812_LeafPhotoA_2025-09-09 09_07_10.454,1812,2,18,14,SbDiv 2025,1,1.12,CV2,FALSE,90,NA,Check,NA,NA,NA,NA
data/ne2025/device2/1812_LeafPhotoA_2025-09-09 09_07_26.119-05_00.jpg,NE,1812_LeafPhotoA_2025-09-09 09_07_26.119,1812,2,18,14,SbDiv 2025,1,0.73,CV2,FALSE,90,NA,Check,NA,NA,NA,NA
data/ne2025/device2/1813_LeafPhotoA_2025-09-09 09_08_08.790-05_00.jpg,NE,1813_LeafPhotoA_2025-09-09 09_08_08.790,1813,2,18,15,SbDiv 2025,1,0.01,CV2,FALSE,90,NA,PI533860,1.5,2,Blurry,NA
data/ne2025/device2/1813_LeafPhotoA_2025-09-09 09_08_31.616-05_00.jpg,NE,1813_LeafPhotoA_2025-09-09 09_08_31.616,1813,2,18,15,SbDiv 2025,1,0.17,CV2,FALSE,90,NA,PI533860,NA,NA,NA,NA
data/ne2025/device2/1814_LeafPhotoA_2025-09-09 09_09_44.317-05_00.jpg,NE,1814_LeafPhotoA_2025-09-09 09_09_44.317,1814,2,18,16,SbDiv 2025,1,0.07,CV2,FALSE,90,NA,PI533910,NA,NA,NA,NA
data/ne2025/device2/1814_LeafPhotoA_2025-09-09 09_09_58.884-05_00.jpg,NE,1814_LeafPhotoA_2025-09-09 09_09_58.884,1814,2,18,16,SbDiv 2025,1,0.17,CV2,FALSE,90,NA,PI533910,NA,NA,NA,NA
data/ne2025/device2/1814_LeafPhotoA_2025-09-09 09_10_31.361-05_00.jpg,NE,1814_LeafPhotoA_2025-09-09 09_10_31.361,1814,2,18,16,SbDiv 2025,1,0,CV2,FALSE,90,NA,PI533910,1,1,NA,NA
data/ne2025/device2/1815_LeafPhotoA_2025-09-09 09_11_08.154-05_00.jpg,NE,1815_LeafPhotoA_2025-09-09 09_11_08.154,1815,2,18,17,SbDiv 2025,1,0.36,CV2,FALSE,90,NA,PI534013,2,1,NA,NA
data/ne2025/device2/1815_LeafPhotoA_2025-09-09 09_11_30.894-05_00.jpg,NE,1815_LeafPhotoA_2025-09-09 09_11_30.894,1815,2,18,17,SbDiv 2025,1,0.04,CV2,FALSE,90,NA,PI534013,1,1.5,NA,NA
data/ne2025/device2/1815_LeafPhotoA_2025-09-09 09_11_50.753-05_00.jpg,NE,1815_LeafPhotoA_2025-09-09 09_11_50.753,1815,2,18,17,SbDiv 2025,1,0.01,CV2,FALSE,90,NA,PI534013,NA,NA,NA,NA
data/ne2025/device2/1816_LeafPhotoA_2025-09-09 09_12_12.100-05_00.jpg,NE,1816_LeafPhotoA_2025-09-09 09_12_12.100,1816,2,18,18,SbDiv 2025,1,0.04,CV2,FALSE,90,NA,PI656041,NA,NA,NA,NA
data/ne2025/device2/1816_LeafPhotoA_2025-09-09 09_12_14.179-05_00.jpg,NE,1816_LeafPhotoA_2025-09-09 09_12_14.179,1816,2,18,18,SbDiv 2025,1,0.03,CV2,FALSE,90,NA,PI656041,NA,NA,NA,NA
data/ne2025/device2/1816_LeafPhotoA_2025-09-09 09_12_26.291-05_00.jpg,NE,1816_LeafPhotoA_2025-09-09 09_12_26.291,1816,2,18,18,SbDiv 2025,1,0.1,CV2,FALSE,90,NA,PI656041,NA,NA,NA,NA
data/ne2025/device2/1816_LeafPhotoA_2025-09-09 09_12_48.345-05_00.jpg,NE,1816_LeafPhotoA_2025-09-09 09_12_48.345,1816,2,18,18,SbDiv 2025,1,0.12,CV2,FALSE,90,NA,PI656041,NA,NA,NA,NA
data/ne2025/device2/1817_LeafPhotoA_2025-09-09 09_13_12.712-05_00.jpg,NE,1817_LeafPhotoA_2025-09-09 09_13_12.712,1817,2,18,19,SbDiv 2025,1,0.07,CV2,FALSE,90,NA,PI655990,NA,NA,NA,NA
data/ne2025/device2/1817_LeafPhotoA_2025-09-09 09_14_15.852-05_00.jpg,NE,1817_LeafPhotoA_2025-09-09 09_14_15.852,1817,2,18,19,SbDiv 2025,1,0.02,CV2,FALSE,90,NA,PI655990,NA,NA,NA,NA
data/ne2025/device2/1817_LeafPhotoA_2025-09-09 09_14_32.648-05_00.jpg,NE,1817_LeafPhotoA_2025-09-09 09_14_32.648,1817,2,18,19,SbDiv 2025,1,0.21,CV2,FALSE,90,NA,PI655990,NA,NA,NA,NA
data/ne2025/device2/1818_LeafPhotoA_2025-09-09 09_15_00.073-05_00.jpg,NE,1818_LeafPhotoA_2025-09-09 09_15_00.073,1818,2,18,20,SbDiv 2025,1,0.04,CV2,FALSE,90,NA,PI533933,NA,NA,NA,NA
data/ne2025/device2/1818_LeafPhotoA_2025-09-09 09_15_15.206-05_00.jpg,NE,1818_LeafPhotoA_2025-09-09 09_15_15.206,1818,2,18,20,SbDiv 2025,1,0.02,CV2,FALSE,90,NA,PI533933,NA,NA,NA,NA
data/ne2025/device2/1818_LeafPhotoA_2025-09-09 09_15_37.334-05_00.jpg,NE,1818_LeafPhotoA_2025-09-09 09_15_37.334,1818,2,18,20,SbDiv 2025,1,0.04,CV2,FALSE,90,NA,PI533933,NA,NA,NA,NA
data/ne2025/device2/1819_LeafPhotoA_2025-09-09 09_16_17.541-05_00.jpg,NE,1819_LeafPhotoA_2025-09-09 09_16_17.541,1819,2,18,21,SbDiv 2025,1,0.28,CV2,FALSE,90,NA,PI533997,NA,NA,NA,NA
data/ne2025/device2/1819_LeafPhotoA_2025-09-09 09_16_48.083-05_00.jpg,NE,1819_LeafPhotoA_2025-09-09 09_16_48.083,1819,2,18,21,SbDiv 2025,1,0.01,CV2,FALSE,90,NA,PI533997,NA,NA,NA,NA
data/ne2025/device2/1819_LeafPhotoA_2025-09-09 09_17_22.079-05_00.jpg,NE,1819_LeafPhotoA_2025-09-09 09_17_22.079,1819,2,18,21,SbDiv 2025,1,0.09,CV2,FALSE,90,NA,PI533997,NA,NA,NA,NA
data/ne2025/device2/1820_LeafPhotoA_2025-09-09 09_18_44.068-05_00.jpg,NE,1820_LeafPhotoA_2025-09-09 09_18_44.068,1820,2,18,22,SbDiv 2025,1,0.06,CV2,FALSE,90,NA,PI534018,NA,NA,NA,NA
data/ne2025/device2/1820_LeafPhotoA_2025-09-09 09_19_07.343-05_00.jpg,NE,1820_LeafPhotoA_2025-09-09 09_19_07.343,1820,2,18,22,SbDiv 2025,1,0,CV2,FALSE,90,NA,PI534018,NA,NA,NA,NA
data/ne2025/device2/1820_LeafPhotoA_2025-09-09 09_21_05.870-05_00.jpg,NE,1820_LeafPhotoA_2025-09-09 09_21_05.870,1820,2,18,22,SbDiv 2025,1,0.18,CV2,FALSE,90,NA,PI534018,NA,NA,NA,NA
data/ne2025/device2/1820_LeafPhotoA_2025-09-09 09_21_55.600-05_00.jpg,NE,1820_LeafPhotoA_2025-09-09 09_21_55.600,1820,2,18,22,SbDiv 2025,1,0.04,CV2,FALSE,90,NA,PI534018,NA,NA,NA,NA
data/ne2025/device2/1821_LeafPhotoA_2025-09-09 09_22_20.423-05_00.jpg,NE,1821_LeafPhotoA_2025-09-09 09_22_20.423,1821,2,18,23,SbDiv 2025,1,0.01,CV2,FALSE,90,NA,PI533770,NA,NA,NA,NA
data/ne2025/device2/1821_LeafPhotoA_2025-09-09 09_22_34.959-05_00.jpg,NE,1821_LeafPhotoA_2025-09-09 09_22_34.959,1821,2,18,23,SbDiv 2025,1,0.54,CV2,FALSE,90,NA,PI533770,NA,NA,NA,NA
data/ne2025/device2/1821_LeafPhotoA_2025-09-09 09_22_53.235-05_00.jpg,NE,1821_LeafPhotoA_2025-09-09 09_22_53.235,1821,2,18,23,SbDiv 2025,1,40.79,CV2,FALSE,90,NA,PI533770,NA,NA,NA,NA
data/ne2025/device2/1822_LeafPhotoA_2025-09-09 09_23_30.807-05_00.jpg,NE,1822_LeafPhotoA_2025-09-09 09_23_30.807,1822,2,18,24,SbDiv 2025,1,0.08,CV2,FALSE,90,NA,PI533827,NA,NA,NA,NA
data/ne2025/device2/1822_LeafPhotoA_2025-09-09 09_23_50.068-05_00.jpg,NE,1822_LeafPhotoA_2025-09-09 09_23_50.068,1822,2,18,24,SbDiv 2025,1,NA,SAM3,TRUE,90,NA,PI533827,NA,NA,NA,NA
data/ne2025/device2/1822_LeafPhotoA_2025-09-09 09_24_05.897-05_00.jpg,NE,1822_LeafPhotoA_2025-09-09 09_24_05.897,1822,2,18,24,SbDiv 2025,1,0.15,CV2,FALSE,90,NA,PI533827,NA,NA,NA,NA
data/ne2025/device2/1823_LeafPhotoA_2025-09-09 09_24_29.002-05_00.jpg,NE,1823_LeafPhotoA_2025-09-09 09_24_29.002,1823,2,18,25,SbDiv 2025,1,0.4,CV2,FALSE,90,NA,SC0314,NA,NA,NA,NA
data/ne2025/device2/1823_LeafPhotoA_2025-09-09 09_24_42.198-05_00.jpg,NE,1823_LeafPhotoA_2025-09-09 09_24_42.198,1823,2,18,25,SbDiv 2025,1,1.02,CV2,FALSE,90,NA,SC0314,2,1.5,NA,Watery lesions bounded by the veins suggest a bacterial disease
data/ne2025/device2/1823_LeafPhotoA_2025-09-09 09_24_55.043-05_00.jpg,NE,1823_LeafPhotoA_2025-09-09 09_24_55.043,1823,2,18,25,SbDiv 2025,1,0.1,CV2,FALSE,90,NA,SC0314,NA,NA,NA,NA
data/ne2025/device2/1824_LeafPhotoA_2025-09-09 09_25_19.533-05_00.jpg,NE,1824_LeafPhotoA_2025-09-09 09_25_19.533,1824,2,18,26,SbDiv 2025,1,0.85,CV2,FALSE,90,NA,PI533812,NA,NA,NA,NA
data/ne2025/device2/1824_LeafPhotoA_2025-09-09 09_25_42.309-05_00.jpg,NE,1824_LeafPhotoA_2025-09-09 09_25_42.309,1824,2,18,26,SbDiv 2025,1,0.19,CV2,FALSE,90,NA,PI533812,NA,NA,NA,NA
data/ne2025/device2/1824_LeafPhotoA_2025-09-09 09_25_58.862-05_00.jpg,NE,1824_LeafPhotoA_2025-09-09 09_25_58.862,1824,2,18,26,SbDiv 2025,1,0.19,CV2,FALSE,90,NA,PI533812,NA,NA,NA,NA
data/ne2025/device2/1825_LeafPhotoA_2025-09-09 09_26_26.568-05_00.jpg,NE,1825_LeafPhotoA_2025-09-09 09_26_26.568,1825,2,18,27,SbDiv 2025,1,0.01,CV2,FALSE,90,NA,PI656068,1,1,NA,NA
data/ne2025/device2/1825_LeafPhotoA_2025-09-09 09_26_52.647-05_00.jpg,NE,1825_LeafPhotoA_2025-09-09 09_26_52.647,1825,2,18,27,SbDiv 2025,1,0.33,CV2,FALSE,90,NA,PI656068,NA,NA,NA,NA
data/ne2025/device2/1825_LeafPhotoA_2025-09-09 09_27_03.878-05_00.jpg,NE,1825_LeafPhotoA_2025-09-09 09_27_03.878,1825,2,18,27,SbDiv 2025,1,0.01,CV2,FALSE,90,NA,PI656068,NA,NA,NA,NA
data/ne2025/device2/1826_LeafPhotoA_2025-09-09 09_27_26.116-05_00.jpg,NE,1826_LeafPhotoA_2025-09-09 09_27_26.116,1826,2,18,28,SbDiv 2025,1,0.04,CV2,FALSE,90,NA,PI533858,NA,NA,NA,NA
data/ne2025/device2/1826_LeafPhotoA_2025-09-09 09_27_46.244-05_00.jpg,NE,1826_LeafPhotoA_2025-09-09 09_27_46.244,1826,2,18,28,SbDiv 2025,1,0.2,CV2,FALSE,90,NA,PI533858,NA,NA,NA,NA
data/ne2025/device2/1826_LeafPhotoA_2025-09-09 09_28_05.885-05_00.jpg,NE,1826_LeafPhotoA_2025-09-09 09_28_05.885,1826,2,18,28,SbDiv 2025,1,0.06,CV2,FALSE,90,NA,PI533858,NA,NA,NA,NA
data/ne2025/device2/1827_LeafPhotoA_2025-09-09 09_28_41.756-05_00.jpg,NE,1827_LeafPhotoA_2025-09-09 09_28_41.756,1827,2,18,29,SbDiv 2025,1,1.71,CV2,FALSE,90,NA,Check,1.5,1.5,Bacteria,Wet spots delimited by the veins suggest a bacterial infection
data/ne2025/device2/1827_LeafPhotoA_2025-09-09 09_29_43.270-05_00.jpg,NE,1827_LeafPhotoA_2025-09-09 09_29_43.270,1827,2,18,29,SbDiv 2025,1,0.58,CV2,FALSE,90,NA,Check,NA,NA,NA,NA
data/ne2025/device2/1827_LeafPhotoA_2025-09-09 09_30_30.998-05_00.jpg,NE,1827_LeafPhotoA_2025-09-09 09_30_30.998,1827,2,18,29,SbDiv 2025,1,0.53,CV2,FALSE,90,NA,Check,NA,NA,NA,NA
data/ne2025/device2/1828_LeafPhotoA_2025-09-09 09_30_57.848-05_00.jpg,NE,1828_LeafPhotoA_2025-09-09 09_30_57.848,1828,2,18,30,SbDiv 2025,1,1.64,SAM3,FALSE,90,NA,PI601816,2,2,NA,NA
data/ne2025/device2/1829_LeafPhotoA_2025-09-09 09_31_52.096-05_00.jpg,NE,1829_LeafPhotoA_2025-09-09 09_31_52.096,1829,2,18,31,SbDiv 2025,1,2.23,CV2,FALSE,90,NA,PI656055,2,2.5,NA,NA
data/ne2025/device2/1829_LeafPhotoA_2025-09-09 09_32_20.945-05_00.jpg,NE,1829_LeafPhotoA_2025-09-09 09_32_20.945,1829,2,18,31,SbDiv 2025,1,0.02,CV2,FALSE,90,NA,PI656055,NA,NA,NA,NA
data/ne2025/device2/1829_LeafPhotoA_2025-09-09 09_32_41.208-05_00.jpg,NE,1829_LeafPhotoA_2025-09-09 09_32_41.208,1829,2,18,31,SbDiv 2025,1,0.01,CV2,FALSE,90,NA,PI656055,NA,NA,NA,NA
data/ne2025/device2/1829_LeafPhotoA_2025-09-09 09_32_44.390-05_00.jpg,NE,1829_LeafPhotoA_2025-09-09 09_32_44.390,1829,2,18,31,SbDiv 2025,1,0.01,CV2,FALSE,90,NA,PI656055,NA,NA,NA,NA
data/ne2025/device2/1830_LeafPhotoA_2025-09-09 09_33_10.797-05_00.jpg,NE,1830_LeafPhotoA_2025-09-09 09_33_10.797,1830,2,18,32,SbDiv 2025,1,0.95,CV2,FALSE,90,NA,PI533925,NA,NA,NA,NA
data/ne2025/device2/1830_LeafPhotoA_2025-09-09 09_33_33.215-05_00.jpg,NE,1830_LeafPhotoA_2025-09-09 09_33_33.215,1830,2,18,32,SbDiv 2025,1,0.72,CV2,FALSE,90,NA,PI533925,NA,NA,NA,NA
data/ne2025/device2/1830_LeafPhotoA_2025-09-09 09_33_52.287-05_00.jpg,NE,1830_LeafPhotoA_2025-09-09 09_33_52.287,1830,2,18,32,SbDiv 2025,1,2.89,CV2,FALSE,90,NA,PI533925,2.5,1.5,NA,NA
data/ne2025/device2/1831_LeafPhotoA_2025-09-09 09_34_14.026-05_00.jpg,NE,1831_LeafPhotoA_2025-09-09 09_34_14.026,1831,2,18,33,SbDiv 2025,1,0.64,CV2,FALSE,90,NA,PI655972,NA,NA,NA,NA
data/ne2025/device2/1831_LeafPhotoA_2025-09-09 09_34_38.010-05_00.jpg,NE,1831_LeafPhotoA_2025-09-09 09_34_38.010,1831,2,18,33,SbDiv 2025,1,2.88,SAM3,FALSE,90,NA,PI655972,NA,NA,NA,NA
data/ne2025/device2/1831_LeafPhotoA_2025-09-09 09_34_56.164-05_00.jpg,NE,1831_LeafPhotoA_2025-09-09 09_34_56.164,1831,2,18,33,SbDiv 2025,1,4.01,CV2,FALSE,90,NA,PI655972,NA,NA,NA,NA
data/ne2025/device2/1832_LeafPhotoA_2025-09-09 09_36_05.583-05_00.jpg,NE,1832_LeafPhotoA_2025-09-09 09_36_05.583,1832,2,18,34,SbDiv 2025,1,0.33,CV2,FALSE,90,NA,PI533840,NA,NA,NA,NA
data/ne2025/device2/1832_LeafPhotoA_2025-09-09 09_36_55.634-05_00.jpg,NE,1832_LeafPhotoA_2025-09-09 09_36_55.634,1832,2,18,34,SbDiv 2025,1,1.13,CV2,FALSE,90,NA,PI533840,NA,NA,NA,NA
data/ne2025/device2/1832_LeafPhotoA_2025-09-09 09_37_31.561-05_00.jpg,NE,1832_LeafPhotoA_2025-09-09 09_37_31.561,1832,2,18,34,SbDiv 2025,1,5.59,CV2,FALSE,90,NA,PI533840,NA,NA,NA,NA
data/ne2025/device2/1833_LeafPhotoA_2025-09-09 09_38_52.366-05_00.jpg,NE,1833_LeafPhotoA_2025-09-09 09_38_52.366,1833,2,18,35,SbDiv 2025,1,0.04,CV2,FALSE,90,NA,PI533836,NA,NA,NA,NA
data/ne2025/device2/1833_LeafPhotoA_2025-09-09 09_39_11.864-05_00.jpg,NE,1833_LeafPhotoA_2025-09-09 09_39_11.864,1833,2,18,35,SbDiv 2025,1,0.28,CV2,FALSE,90,NA,PI533836,NA,NA,NA,NA
data/ne2025/device2/1833_LeafPhotoA_2025-09-09 09_40_01.494-05_00.jpg,NE,1833_LeafPhotoA_2025-09-09 09_40_01.494,1833,2,18,35,SbDiv 2025,1,0.09,CV2,FALSE,90,NA,PI533836,NA,NA,NA,NA
data/ne2025/device2/1834_LeafPhotoA_2025-09-09 09_40_54.847-05_00.jpg,NE,1834_LeafPhotoA_2025-09-09 09_40_54.847,1834,2,18,36,SbDiv 2025,1,0.09,CV2,FALSE,90,NA,PI534124,1.5,1.5,NA,NA
data/ne2025/device2/1834_LeafPhotoA_2025-09-09 09_42_08.907-05_00.jpg,NE,1834_LeafPhotoA_2025-09-09 09_42_08.907,1834,2,18,36,SbDiv 2025,1,0.27,CV2,FALSE,90,NA,PI534124,1.5,2.5,NA,NA
data/ne2025/device2/1834_LeafPhotoA_2025-09-09 09_42_27.442-05_00.jpg,NE,1834_LeafPhotoA_2025-09-09 09_42_27.442,1834,2,18,36,SbDiv 2025,1,0.71,CV2,FALSE,90,NA,PI534124,2,3,NA,NA
data/ne2025/device2/1835_LeafPhotoA_2025-09-09 09_42_55.521-05_00.jpg,NE,1835_LeafPhotoA_2025-09-09 09_42_55.521,1835,2,18,37,SbDiv 2025,1,0.72,CV2,FALSE,90,NA,PI534059,NA,NA,NA,NA
data/ne2025/device2/1835_LeafPhotoA_2025-09-09 09_43_15.396-05_00.jpg,NE,1835_LeafPhotoA_2025-09-09 09_43_15.396,1835,2,18,37,SbDiv 2025,1,0.22,CV2,FALSE,90,NA,PI534059,NA,NA,NA,NA
data/ne2025/device2/1835_LeafPhotoA_2025-09-09 09_43_40.840-05_00.jpg,NE,1835_LeafPhotoA_2025-09-09 09_43_40.840,1835,2,18,37,SbDiv 2025,1,1.62,CV2,FALSE,90,NA,PI534059,NA,NA,NA,NA
data/ne2025/device2/1836_LeafPhotoA_2025-09-09 09_44_16.294-05_00.jpg,NE,1836_LeafPhotoA_2025-09-09 09_44_16.294,1836,2,18,38,SbDiv 2025,1,0.21,CV2,FALSE,90,NA,PI533918,NA,NA,NA,NA
data/ne2025/device2/1836_LeafPhotoA_2025-09-09 09_44_33.697-05_00.jpg,NE,1836_LeafPhotoA_2025-09-09 09_44_33.697,1836,2,18,38,SbDiv 2025,1,0.01,CV2,FALSE,90,NA,PI533918,NA,NA,NA,NA
data/ne2025/device2/1836_LeafPhotoA_2025-09-09 09_44_56.451-05_00.jpg,NE,1836_LeafPhotoA_2025-09-09 09_44_56.451,1836,2,18,38,SbDiv 2025,1,0.09,CV2,FALSE,90,NA,PI533918,NA,NA,NA,NA
data/ne2025/device2/1837_LeafPhotoA_2025-09-09 09_45_27.145-05_00.jpg,NE,1837_LeafPhotoA_2025-09-09 09_45_27.145,1837,2,18,39,SbDiv 2025,1,0.2,CV2,FALSE,90,NA,PI533960,NA,NA,NA,NA
data/ne2025/device2/1837_LeafPhotoA_2025-09-09 09_45_47.607-05_00.jpg,NE,1837_LeafPhotoA_2025-09-09 09_45_47.607,1837,2,18,39,SbDiv 2025,1,0.26,CV2,FALSE,90,NA,PI533960,NA,NA,NA,NA
data/ne2025/device2/1837_LeafPhotoA_2025-09-09 09_46_09.010-05_00.jpg,NE,1837_LeafPhotoA_2025-09-09 09_46_09.010,1837,2,18,39,SbDiv 2025,1,0.33,CV2,FALSE,90,NA,PI533960,NA,NA,NA,NA
data/ne2025/device2/1838_LeafPhotoA_2025-09-09 09_47_07.906-05_00.jpg,NE,1838_LeafPhotoA_2025-09-09 09_47_07.906,1838,2,18,40,SbDiv 2025,1,0.31,CV2,FALSE,90,NA,SC0602,1,1,NA,NA
data/ne2025/device2/1838_LeafPhotoA_2025-09-09 09_47_10.830-05_00.jpg,NE,1838_LeafPhotoA_2025-09-09 09_47_10.830,1838,2,18,40,SbDiv 2025,1,0.31,CV2,FALSE,90,NA,SC0602,NA,NA,NA,NA
data/ne2025/device2/1838_LeafPhotoA_2025-09-09 09_47_30.451-05_00.jpg,NE,1838_LeafPhotoA_2025-09-09 09_47_30.451,1838,2,18,40,SbDiv 2025,1,0.04,CV2,FALSE,90,NA,SC0602,NA,NA,NA,NA
data/ne2025/device2/1838_LeafPhotoA_2025-09-09 09_47_45.602-05_00.jpg,NE,1838_LeafPhotoA_2025-09-09 09_47_45.602,1838,2,18,40,SbDiv 2025,1,4.4,CV2,FALSE,90,NA,SC0602,NA,NA,NA,NA
data/ne2025/device2/1839_LeafPhotoA_2025-09-09 09_48_25.201-05_00.jpg,NE,1839_LeafPhotoA_2025-09-09 09_48_25.201,1839,2,18,41,SbDiv 2025,1,15.54,CV2,FALSE,90,NA,PI534085,NA,NA,NA,NA
data/ne2025/device2/1839_LeafPhotoA_2025-09-09 09_48_40.552-05_00.jpg,NE,1839_LeafPhotoA_2025-09-09 09_48_40.552,1839,2,18,41,SbDiv 2025,1,1.3,CV2,FALSE,90,NA,PI534085,NA,NA,NA,NA
data/ne2025/device2/1839_LeafPhotoA_2025-09-09 09_48_55.837-05_00.jpg,NE,1839_LeafPhotoA_2025-09-09 09_48_55.837,1839,2,18,41,SbDiv 2025,1,5.6,CV2,FALSE,90,NA,PI534085,NA,NA,NA,NA
data/ne2025/device2/1840_LeafPhotoA_2025-09-09 09_49_35.313-05_00.jpg,NE,1840_LeafPhotoA_2025-09-09 09_49_35.313,1840,2,18,42,SbDiv 2025,1,0.23,CV2,FALSE,90,NA,SC0615,NA,NA,NA,NA
data/ne2025/device2/1840_LeafPhotoA_2025-09-09 09_49_58.136-05_00.jpg,NE,1840_LeafPhotoA_2025-09-09 09_49_58.136,1840,2,18,42,SbDiv 2025,1,0.82,CV2,FALSE,90,NA,SC0615,NA,NA,NA,NA
data/ne2025/device2/1840_LeafPhotoA_2025-09-09 09_50_21.262-05_00.jpg,NE,1840_LeafPhotoA_2025-09-09 09_50_21.262,1840,2,18,42,SbDiv 2025,1,3.68,CV2,FALSE,90,NA,SC0615,NA,NA,NA,NA
data/ne2025/device2/1841_LeafPhotoA_2025-09-09 09_50_58.248-05_00.jpg,NE,1841_LeafPhotoA_2025-09-09 09_50_58.248,1841,2,18,43,SbDiv 2025,1,0.22,CV2,FALSE,90,NA,SC0753,NA,NA,NA,NA
data/ne2025/device2/1841_LeafPhotoA_2025-09-09 09_51_20.335-05_00.jpg,NE,1841_LeafPhotoA_2025-09-09 09_51_20.335,1841,2,18,43,SbDiv 2025,1,0.63,CV2,FALSE,90,NA,SC0753,NA,NA,NA,NA
data/ne2025/device2/1841_LeafPhotoA_2025-09-09 09_51_37.728-05_00.jpg,NE,1841_LeafPhotoA_2025-09-09 09_51_37.728,1841,2,18,43,SbDiv 2025,1,0.06,CV2,FALSE,90,NA,SC0753,1.5,1.5,NA,NA
data/ne2025/device2/1842_LeafPhotoA_2025-09-09 09_52_16.462-05_00.jpg,NE,1842_LeafPhotoA_2025-09-09 09_52_16.462,1842,2,18,44,SbDiv 2025,1,0.34,CV2,FALSE,90,NA,PI576328,2,2.5,NA,NA
data/ne2025/device2/1842_LeafPhotoA_2025-09-09 09_52_52.694-05_00.jpg,NE,1842_LeafPhotoA_2025-09-09 09_52_52.694,1842,2,18,44,SbDiv 2025,1,0.15,CV2,FALSE,90,NA,PI576328,NA,NA,NA,NA
data/ne2025/device2/1842_LeafPhotoA_2025-09-09 09_53_22.973-05_00.jpg,NE,1842_LeafPhotoA_2025-09-09 09_53_22.973,1842,2,18,44,SbDiv 2025,1,0.15,CV2,FALSE,90,NA,PI576328,NA,NA,NA,NA
data/ne2025/device2/1843_LeafPhotoA_2025-09-09 09_53_53.963-05_00.jpg,NE,1843_LeafPhotoA_2025-09-09 09_53_53.963,1843,2,18,45,SbDiv 2025,1,0.22,CV2,FALSE,90,NA,PI585291,NA,NA,NA,NA
data/ne2025/device2/1843_LeafPhotoA_2025-09-09 09_54_14.316-05_00.jpg,NE,1843_LeafPhotoA_2025-09-09 09_54_14.316,1843,2,18,45,SbDiv 2025,1,0.03,CV2,FALSE,90,NA,PI585291,NA,NA,NA,NA
data/ne2025/device2/1843_LeafPhotoA_2025-09-09 09_54_29.186-05_00.jpg,NE,1843_LeafPhotoA_2025-09-09 09_54_29.186,1843,2,18,45,SbDiv 2025,1,0,CV2,FALSE,90,NA,PI585291,NA,NA,NA,NA
data/ne2025/device2/1844_LeafPhotoA_2025-09-09 09_54_54.323-05_00.jpg,NE,1844_LeafPhotoA_2025-09-09 09_54_54.323,1844,2,18,46,SbDiv 2025,1,0.18,CV2,FALSE,90,NA,PI564164,NA,NA,NA,NA
data/ne2025/device2/1844_LeafPhotoA_2025-09-09 09_55_08.082-05_00.jpg,NE,1844_LeafPhotoA_2025-09-09 09_55_08.082,1844,2,18,46,SbDiv 2025,1,0.5,CV2,FALSE,90,NA,PI564164,NA,NA,NA,NA
data/ne2025/device2/1844_LeafPhotoA_2025-09-09 09_55_23.675-05_00.jpg,NE,1844_LeafPhotoA_2025-09-09 09_55_23.675,1844,2,18,46,SbDiv 2025,1,0.04,CV2,FALSE,90,NA,PI564164,NA,NA,NA,NA
data/ne2025/device2/1845_LeafPhotoA_2025-09-09 09_56_13.820-05_00.jpg,NE,1845_LeafPhotoA_2025-09-09 09_56_13.820,1845,2,18,47,SbDiv 2025,1,0.02,CV2,FALSE,90,NA,PI597944,NA,NA,NA,NA
data/ne2025/device2/1845_LeafPhotoA_2025-09-09 09_56_53.032-05_00.jpg,NE,1845_LeafPhotoA_2025-09-09 09_56_53.032,1845,2,18,47,SbDiv 2025,1,0.09,CV2,FALSE,90,NA,PI597944,NA,NA,NA,NA
