image_path,location,image_id,plotNumber,device,range,row,experiment,block,percentUnhealthy,segmentation_method,excluded,poundsOfNitrogenPerAcre,population,genotype,score_A,score_B,comment_A,comment_B
data/aamu2025/block1/11019_LeafPhotoA_2025-10-24 11_26_34.441-05_00.jpg,AL,11019_LeafPhotoA_2025-10-24 11_26_34.441,11019,NA,19,10,NA,1,6.15,CV2,FALSE,100,NA,54.K.94(Witchweedres.),2.5,3,NA,NA
data/aamu2025/block1/11020_LeafPhotoA_2025-10-24 11_27_42.381-05_00.jpg,AL,11020_LeafPhotoA_2025-10-24 11_27_42.381,11020,NA,20,10,NA,1,9.57,CV2,FALSE,100,NA,KA12Janjari,NA,NA,NA,NA
data/aamu2025/block1/11020_LeafPhotoA_2025-10-24 11_27_43.079-05_00.jpg,AL,11020_LeafPhotoA_2025-10-24 11_27_43.079,11020,NA,20,10,NA,1,9.83,CV2,FALSE,100,NA,KA12Janjari,NA,NA,NA,NA
data/aamu2025/block1/11020_LeafPhotoA_2025-10-24 11_28_00.379-05_00.jpg,AL,11020_LeafPhotoA_2025-10-24 11_28_00.379,11020,NA,20,10,NA,1,15.58,CV2,FALSE,100,NA,KA12Janjari,3,3,NA,NA
data/aamu2025/block1/11020_LeafPhotoA_2025-10-24 11_28_23.498-05_00.jpg,AL,11020_LeafPhotoA_2025-10-24 11_28_23.498,11020,NA,20,10,NA,1,9.09,CV2,FALSE,100,NA,KA12Janjari,3,3.5,NA,NA
data/aamu2025/block1/11021_LeafPhotoA_2025-10-24 11_29_22.359-05_00.jpg,AL,11021_LeafPhotoA_2025-10-24 11_29_22.359,11021,NA,21,10,NA,1,24.06,CV2,FALSE,100,NA,REDAMBER,NA,NA,NA,NA
data/aamu2025/block1/11021_LeafPhotoA_2025-10-24 11_29_44.786-05_00.jpg,AL,11021_LeafPhotoA_2025-10-24 11_29_44.786,11021,NA,21,10,NA,1,1.82,CV2,FALSE,100,NA,REDAMBER,NA,NA,NA,NA
data/aamu2025/block1/11021_LeafPhotoA_2025-10-24 11_30_11.572-05_00.jpg,AL,11021_LeafPhotoA_2025-10-24 11_30_11.572,11021,NA,21,10,NA,1,36.6,CV2,TRUE,100,NA,REDAMBER,NA,NA,NA,NA
data/aamu2025/block1/11025_LeafPhotoA_2025-10-24 11_31_53.538-05_00.jpg,AL,11025_LeafPhotoA_2025-10-24 11_31_53.538,11025,NA,25,10,NA,1,3.15,CV2,FALSE,100,NA,SC695,NA,NA,NA,NA
data/aamu2025/block1/11025_LeafPhotoA_2025-10-24 11_32_24.261-05_00.jpg,AL,11025_LeafPhotoA_2025-10-24 11_32_24.261,11025,NA,25,10,NA,1,0.16,CV2,FALSE,100,NA,SC695,NA,NA,NA,NA
data/aamu2025/block1/11025_LeafPhotoA_2025-10-24 11_32_47.811-05_00.jpg,AL,11025_LeafPhotoA_2025-10-24 11_32_47.811,11025,NA,25,10,NA,1,0.6,CV2,FALSE,100,NA,SC695,NA,NA,NA,NA
data/aamu2025/block1/11102_LeafPhotoA_2025-10-24 11_40_54.220-05_00.jpg,AL,11102_LeafPhotoA_2025-10-24 11_40_54.220,11102,NA,2,11,NA,1,1.68,CV2,FALSE,100,NA,IS12661,2.5,2.5,NA,NA
data/aamu2025/block1/11102_LeafPhotoA_2025-10-24 11_41_32.744-05_00.jpg,AL,11102_LeafPhotoA_2025-10-24 11_41_32.744,11102,NA,2,11,NA,1,33.55,CV2,FALSE,100,NA,IS12661,NA,NA,NA,NA
data/aamu2025/block1/11102_LeafPhotoA_2025-10-24 11_41_58.550-05_00.jpg,AL,11102_LeafPhotoA_2025-10-24 11_41_58.550,11102,NA,2,11,NA,1,9.13,CV2,FALSE,100,NA,IS12661,NA,NA,NA,NA
data/aamu2025/block1/11104_LeafPhotoA_2025-10-24 11_43_12.715-05_00.jpg,AL,11104_LeafPhotoA_2025-10-24 11_43_12.715,11104,NA,4,11,NA,1,34.85,CV2,FALSE,100,NA,Mashica,NA,NA,NA,NA
data/aamu2025/block1/11104_LeafPhotoA_2025-10-24 11_43_34.540-05_00.jpg,AL,11104_LeafPhotoA_2025-10-24 11_43_34.540,11104,NA,4,11,NA,1,NA,CV2,TRUE,100,NA,Mashica,NA,NA,NA,NA
data/aamu2025/block1/11104_LeafPhotoA_2025-10-24 11_43_49.288-05_00.jpg,AL,11104_LeafPhotoA_2025-10-24 11_43_49.288,11104,NA,4,11,NA,1,20.01,CV2,FALSE,100,NA,Mashica,NA,NA,NA,NA
data/aamu2025/block1/11105_LeafPhotoA_2025-10-24 11_44_10.665-05_00.jpg,AL,11105_LeafPhotoA_2025-10-24 11_44_10.665,11105,NA,5,11,NA,1,0,CV2,FALSE,100,NA,ICSV400,1.5,1.5,NA,NA
data/aamu2025/block1/11105_LeafPhotoA_2025-10-24 11_44_28.733-05_00.jpg,AL,11105_LeafPhotoA_2025-10-24 11_44_28.733,11105,NA,5,11,NA,1,0.24,CV2,FALSE,100,NA,ICSV400,NA,NA,NA,NA
data/aamu2025/block1/11105_LeafPhotoA_2025-10-24 11_44_40.988-05_00.jpg,AL,11105_LeafPhotoA_2025-10-24 11_44_40.988,11105,NA,5,11,NA,1,2.37,CV2,FALSE,100,NA,ICSV400,1.5,2.5,NA,NA
data/aamu2025/block1/11108_LeafPhotoA_2025-10-24 11_45_20.821-05_00.jpg,AL,11108_LeafPhotoA_2025-10-24 11_45_20.821,11108,NA,8,11,NA,1,17.08,CV2,FALSE,100,NA,SC498,NA,NA,NA,NA
data/aamu2025/block1/11108_LeafPhotoA_2025-10-24 11_45_34.217-05_00.jpg,AL,11108_LeafPhotoA_2025-10-24 11_45_34.217,11108,NA,8,11,NA,1,5.81,CV2,FALSE,100,NA,SC498,NA,NA,NA,NA
data/aamu2025/block1/11108_LeafPhotoA_2025-10-24 11_45_47.821-05_00.jpg,AL,11108_LeafPhotoA_2025-10-24 11_45_47.821,11108,NA,8,11,NA,1,2.21,CV2,FALSE,100,NA,SC498,NA,NA,NA,NA
data/aamu2025/block1/11109_LeafPhotoA_2025-10-24 11_46_04.177-05_00.jpg,AL,11109_LeafPhotoA_2025-10-24 11_46_04.177,11109,NA,9,11,NA,1,1.06,CV2,FALSE,100,NA,SC1271,1.5,3,NA,NA
data/aamu2025/block1/11109_LeafPhotoA_2025-10-24 11_46_22.448-05_00.jpg,AL,11109_LeafPhotoA_2025-10-24 11_46_22.448,11109,NA,9,11,NA,1,12.08,CV2,FALSE,100,NA,SC1271,2.5,3.5,NA,NA
data/aamu2025/block1/11109_LeafPhotoA_2025-10-24 11_46_36.628-05_00.jpg,AL,11109_LeafPhotoA_2025-10-24 11_46_36.628,11109,NA,9,11,NA,1,15.64,CV2,FALSE,100,NA,SC1271,NA,NA,NA,NA
data/aamu2025/block1/11110_LeafPhotoA_2025-10-24 11_47_01.595-05_00.jpg,AL,11110_LeafPhotoA_2025-10-24 11_47_01.595,11110,NA,10,11,NA,1,9.11,CV2,FALSE,100,NA,P3742,NA,NA,NA,NA
data/aamu2025/block1/11110_LeafPhotoA_2025-10-24 11_47_17.496-05_00.jpg,AL,11110_LeafPhotoA_2025-10-24 11_47_17.496,11110,NA,10,11,NA,1,15.89,CV2,FALSE,100,NA,P3742,NA,NA,NA,NA
data/aamu2025/block1/11110_LeafPhotoA_2025-10-24 11_47_32.744-05_00.jpg,AL,11110_LeafPhotoA_2025-10-24 11_47_32.744,11110,NA,10,11,NA,1,17.01,CV2,FALSE,100,NA,P3742,NA,NA,NA,NA
data/aamu2025/block1/11111_LeafPhotoA_2025-10-24 11_47_57.125-05_00.jpg,AL,11111_LeafPhotoA_2025-10-24 11_47_57.125,11111,NA,11,11,NA,1,1.65,CV2,FALSE,100,NA,PI533911,2,2.5,NA,NA
data/aamu2025/block1/11111_LeafPhotoA_2025-10-24 11_48_13.727-05_00.jpg,AL,11111_LeafPhotoA_2025-10-24 11_48_13.727,11111,NA,11,11,NA,1,37.69,CV2,FALSE,100,NA,PI533911,NA,NA,NA,NA
data/aamu2025/block1/11111_LeafPhotoA_2025-10-24 11_48_31.412-05_00.jpg,AL,11111_LeafPhotoA_2025-10-24 11_48_31.412,11111,NA,11,11,NA,1,66.73,CV2,FALSE,100,NA,PI533911,4.5,4.5,NA,NA
data/aamu2025/block1/11113_LeafPhotoA_2025-10-24 11_49_42.324-05_00.jpg,AL,11113_LeafPhotoA_2025-10-24 11_49_42.324,11113,NA,13,11,NA,1,14.23,CV2,FALSE,100,NA,PI597957,NA,NA,NA,NA
data/aamu2025/block1/11113_LeafPhotoA_2025-10-24 11_50_00.546-05_00.jpg,AL,11113_LeafPhotoA_2025-10-24 11_50_00.546,11113,NA,13,11,NA,1,4.54,CV2,FALSE,100,NA,PI597957,NA,NA,NA,NA
data/aamu2025/block1/11113_LeafPhotoA_2025-10-24 11_50_17.882-05_00.jpg,AL,11113_LeafPhotoA_2025-10-24 11_50_17.882,11113,NA,13,11,NA,1,16.06,CV2,FALSE,100,NA,PI597957,NA,NA,NA,NA
data/aamu2025/block1/11114_LeafPhotoA_2025-10-24 11_50_44.957-05_00.jpg,AL,11114_LeafPhotoA_2025-10-24 11_50_44.957,11114,NA,14,11,NA,1,4.34,CV2,FALSE,100,NA,PI595714,NA,NA,NA,NA
data/aamu2025/block1/11114_LeafPhotoA_2025-10-24 11_50_59.948-05_00.jpg,AL,11114_LeafPhotoA_2025-10-24 11_50_59.948,11114,NA,14,11,NA,1,41.3,CV2,FALSE,100,NA,PI595714,4,4,NA,NA
data/aamu2025/block1/11114_LeafPhotoA_2025-10-24 11_51_16.450-05_00.jpg,AL,11114_LeafPhotoA_2025-10-24 11_51_16.450,11114,NA,14,11,NA,1,35,CV2,FALSE,100,NA,PI595714,4,4.5,NA,NA
data/aamu2025/block1/11115_LeafPhotoA_2025-10-24 11_51_46.334-05_00.jpg,AL,11115_LeafPhotoA_2025-10-24 11_51_46.334,11115,NA,15,11,NA,1,29.64,CV2,FALSE,100,NA,EC21361G30,NA,NA,NA,NA
data/aamu2025/block1/11115_LeafPhotoA_2025-10-24 11_52_05.039-05_00.jpg,AL,11115_LeafPhotoA_2025-10-24 11_52_05.039,11115,NA,15,11,NA,1,7.6,CV2,FALSE,100,NA,EC21361G30,NA,NA,NA,NA
data/aamu2025/block1/11115_LeafPhotoA_2025-10-24 11_52_27.808-05_00.jpg,AL,11115_LeafPhotoA_2025-10-24 11_52_27.808,11115,NA,15,11,NA,1,39.27,CV2,FALSE,100,NA,EC21361G30,3,3.5,NA,NA
data/aamu2025/block1/11116_LeafPhotoA_2025-10-24 11_52_51.650-05_00.jpg,AL,11116_LeafPhotoA_2025-10-24 11_52_51.650,11116,NA,16,11,NA,1,7.14,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11116_LeafPhotoA_2025-10-24 11_53_07.331-05_00.jpg,AL,11116_LeafPhotoA_2025-10-24 11_53_07.331,11116,NA,16,11,NA,1,4.1,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11116_LeafPhotoA_2025-10-24 11_53_22.715-05_00.jpg,AL,11116_LeafPhotoA_2025-10-24 11_53_22.715,11116,NA,16,11,NA,1,10.46,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11119_LeafPhotoA_2025-10-24 11_54_26.905-05_00.jpg,AL,11119_LeafPhotoA_2025-10-24 11_54_26.905,11119,NA,19,11,NA,1,0.49,CV2,FALSE,100,NA,PI534137,NA,NA,NA,NA
data/aamu2025/block1/11119_LeafPhotoA_2025-10-24 11_54_42.078-05_00.jpg,AL,11119_LeafPhotoA_2025-10-24 11_54_42.078,11119,NA,19,11,NA,1,0.26,CV2,FALSE,100,NA,PI534137,NA,NA,NA,NA
data/aamu2025/block1/11119_LeafPhotoA_2025-10-24 11_55_01.394-05_00.jpg,AL,11119_LeafPhotoA_2025-10-24 11_55_01.394,11119,NA,19,11,NA,1,10.75,CV2,FALSE,100,NA,PI534137,NA,NA,NA,NA
data/aamu2025/block1/11120_LeafPhotoA_2025-10-24 11_55_22.001-05_00.jpg,AL,11120_LeafPhotoA_2025-10-24 11_55_22.001,11120,NA,20,11,NA,1,33.91,CV2,FALSE,100,NA,"No.59Bekedjie,KembolchaEthiopia",4,4.5,NA,NA
data/aamu2025/block1/11120_LeafPhotoA_2025-10-24 11_55_35.219-05_00.jpg,AL,11120_LeafPhotoA_2025-10-24 11_55_35.219,11120,NA,20,11,NA,1,10.47,CV2,FALSE,100,NA,"No.59Bekedjie,KembolchaEthiopia",NA,NA,NA,NA
data/aamu2025/block1/11120_LeafPhotoA_2025-10-24 11_55_48.789-05_00.jpg,AL,11120_LeafPhotoA_2025-10-24 11_55_48.789,11120,NA,20,11,NA,1,4.71,CV2,FALSE,100,NA,"No.59Bekedjie,KembolchaEthiopia",NA,NA,NA,NA
data/aamu2025/block1/11121_LeafPhotoA_2025-10-24 11_56_12.597-05_00.jpg,AL,11121_LeafPhotoA_2025-10-24 11_56_12.597,11121,NA,21,11,NA,1,1.04,CV2,FALSE,100,NA,No.5Gambela,NA,NA,NA,NA
data/aamu2025/block1/11121_LeafPhotoA_2025-10-24 11_56_27.320-05_00.jpg,AL,11121_LeafPhotoA_2025-10-24 11_56_27.320,11121,NA,21,11,NA,1,5.86,CV2,FALSE,100,NA,No.5Gambela,NA,NA,NA,NA
data/aamu2025/block1/11121_LeafPhotoA_2025-10-24 11_56_45.645-05_00.jpg,AL,11121_LeafPhotoA_2025-10-24 11_56_45.645,11121,NA,21,11,NA,1,1.03,CV2,FALSE,100,NA,No.5Gambela,NA,NA,NA,NA
data/aamu2025/block1/11126_LeafPhotoA_2025-10-24 11_58_06.286-05_00.jpg,AL,11126_LeafPhotoA_2025-10-24 11_58_06.286,11126,NA,26,11,NA,1,0,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11126_LeafPhotoA_2025-10-24 11_59_01.218-05_00.jpg,AL,11126_LeafPhotoA_2025-10-24 11_59_01.218,11126,NA,26,11,NA,1,25.64,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11126_LeafPhotoA_2025-10-24 11_59_24.692-05_00.jpg,AL,11126_LeafPhotoA_2025-10-24 11_59_24.692,11126,NA,26,11,NA,1,64.51,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11202_LeafPhotoA_2025-10-24 12_02_02.329-05_00.jpg,AL,11202_LeafPhotoA_2025-10-24 12_02_02.329,11202,NA,2,12,NA,1,16.08,CV2,FALSE,100,NA,PI533789,NA,NA,NA,NA
data/aamu2025/block1/11202_LeafPhotoA_2025-10-24 12_02_25.679-05_00.jpg,AL,11202_LeafPhotoA_2025-10-24 12_02_25.679,11202,NA,2,12,NA,1,18.95,CV2,FALSE,100,NA,PI533789,2.5,3,NA,NA
data/aamu2025/block1/11202_LeafPhotoA_2025-10-24 12_04_03.844-05_00.jpg,AL,11202_LeafPhotoA_2025-10-24 12_04_03.844,11202,NA,2,12,NA,1,10.88,CV2,FALSE,100,NA,PI533789,NA,NA,NA,NA
data/aamu2025/block1/11203_LeafPhotoA_2025-10-24 12_04_49.872-05_00.jpg,AL,11203_LeafPhotoA_2025-10-24 12_04_49.872,11203,NA,3,12,NA,1,0.02,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11203_LeafPhotoA_2025-10-24 12_05_52.049-05_00.jpg,AL,11203_LeafPhotoA_2025-10-24 12_05_52.049,11203,NA,3,12,NA,1,0,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11203_LeafPhotoA_2025-10-24 12_06_23.899-05_00.jpg,AL,11203_LeafPhotoA_2025-10-24 12_06_23.899,11203,NA,3,12,NA,1,NA,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11204_LeafPhotoA_2025-10-24 12_07_41.261-05_00.jpg,AL,11204_LeafPhotoA_2025-10-24 12_07_41.261,11204,NA,4,12,NA,1,34.9,CV2,FALSE,100,NA,PI656023,NA,NA,NA,NA
data/aamu2025/block1/11204_LeafPhotoA_2025-10-24 12_08_15.209-05_00.jpg,AL,11204_LeafPhotoA_2025-10-24 12_08_15.209,11204,NA,4,12,NA,1,33.52,CV2,FALSE,100,NA,PI656023,NA,NA,NA,NA
data/aamu2025/block1/11204_LeafPhotoA_2025-10-24 12_09_25.705-05_00.jpg,AL,11204_LeafPhotoA_2025-10-24 12_09_25.705,11204,NA,4,12,NA,1,30.58,CV2,FALSE,100,NA,PI656023,NA,NA,NA,NA
data/aamu2025/block1/11205_LeafPhotoA_2025-10-24 12_10_49.970-05_00.jpg,AL,11205_LeafPhotoA_2025-10-24 12_10_49.970,11205,NA,5,12,NA,1,10.82,CV2,FALSE,100,NA,PI651496,NA,NA,NA,NA
data/aamu2025/block1/11205_LeafPhotoA_2025-10-24 12_11_47.452-05_00.jpg,AL,11205_LeafPhotoA_2025-10-24 12_11_47.452,11205,NA,5,12,NA,1,12.85,CV2,FALSE,100,NA,PI651496,NA,NA,NA,NA
data/aamu2025/block1/11205_LeafPhotoA_2025-10-24 12_12_12.865-05_00.jpg,AL,11205_LeafPhotoA_2025-10-24 12_12_12.865,11205,NA,5,12,NA,1,11.84,CV2,FALSE,100,NA,PI651496,NA,NA,NA,NA
data/aamu2025/block1/11207_LeafPhotoA_2025-10-24 12_13_20.997-05_00.jpg,AL,11207_LeafPhotoA_2025-10-24 12_13_20.997,11207,NA,7,12,NA,1,28.74,CV2,FALSE,100,NA,SC1074,NA,NA,NA,NA
data/aamu2025/block1/11207_LeafPhotoA_2025-10-24 12_13_38.155-05_00.jpg,AL,11207_LeafPhotoA_2025-10-24 12_13_38.155,11207,NA,7,12,NA,1,29.96,CV2,FALSE,100,NA,SC1074,NA,NA,NA,NA
data/aamu2025/block1/11207_LeafPhotoA_2025-10-24 12_14_09.438-05_00.jpg,AL,11207_LeafPhotoA_2025-10-24 12_14_09.438,11207,NA,7,12,NA,1,76.3,CV2,FALSE,100,NA,SC1074,NA,NA,NA,NA
data/aamu2025/block1/11209_LeafPhotoA_2025-10-24 12_15_05.171-05_00.jpg,AL,11209_LeafPhotoA_2025-10-24 12_15_05.171,11209,NA,9,12,NA,1,10.15,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11209_LeafPhotoA_2025-10-24 12_15_28.541-05_00.jpg,AL,11209_LeafPhotoA_2025-10-24 12_15_28.541,11209,NA,9,12,NA,1,21.72,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11209_LeafPhotoA_2025-10-24 12_15_42.568-05_00.jpg,AL,11209_LeafPhotoA_2025-10-24 12_15_42.568,11209,NA,9,12,NA,1,37.7,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11211_LeafPhotoA_2025-10-24 12_18_04.803-05_00.jpg,AL,11211_LeafPhotoA_2025-10-24 12_18_04.803,11211,NA,11,12,NA,1,4.65,CV2,FALSE,100,NA,Sinidyil177,NA,NA,NA,NA
data/aamu2025/block1/11211_LeafPhotoA_2025-10-24 12_18_27.725-05_00.jpg,AL,11211_LeafPhotoA_2025-10-24 12_18_27.725,11211,NA,11,12,NA,1,4.19,CV2,FALSE,100,NA,Sinidyil177,NA,NA,NA,NA
data/aamu2025/block1/11211_LeafPhotoA_2025-10-24 12_18_53.319-05_00.jpg,AL,11211_LeafPhotoA_2025-10-24 12_18_53.319,11211,NA,11,12,NA,1,13.88,CV2,FALSE,100,NA,Sinidyil177,3,3.5,NA,NA
data/aamu2025/block1/11215_LeafPhotoA_2025-10-24 12_20_23.396-05_00.jpg,AL,11215_LeafPhotoA_2025-10-24 12_20_23.396,11215,NA,15,12,NA,1,10.74,CV2,FALSE,100,NA,PI597952,NA,NA,NA,NA
data/aamu2025/block1/11215_LeafPhotoA_2025-10-24 12_20_45.563-05_00.jpg,AL,11215_LeafPhotoA_2025-10-24 12_20_45.563,11215,NA,15,12,NA,1,3.77,CV2,FALSE,100,NA,PI597952,NA,NA,NA,NA
data/aamu2025/block1/11215_LeafPhotoA_2025-10-24 12_20_59.823-05_00.jpg,AL,11215_LeafPhotoA_2025-10-24 12_20_59.823,11215,NA,15,12,NA,1,16.59,CV2,FALSE,100,NA,PI597952,3,3,Rust + Anthracnose,Puccinia purpurea pustules are present
data/aamu2025/block1/11220_LeafPhotoA_2025-10-24 12_21_48.175-05_00.jpg,AL,11220_LeafPhotoA_2025-10-24 12_21_48.175,11220,NA,20,12,NA,1,0.92,CV2,FALSE,100,NA,FramiolaDL/59/1539,2,2.5,NA,NA
data/aamu2025/block1/11220_LeafPhotoA_2025-10-24 12_22_02.310-05_00.jpg,AL,11220_LeafPhotoA_2025-10-24 12_22_02.310,11220,NA,20,12,NA,1,1.94,CV2,FALSE,100,NA,FramiolaDL/59/1539,NA,NA,NA,NA
data/aamu2025/block1/11220_LeafPhotoA_2025-10-24 12_22_23.547-05_00.jpg,AL,11220_LeafPhotoA_2025-10-24 12_22_23.547,11220,NA,20,12,NA,1,3.24,CV2,FALSE,100,NA,FramiolaDL/59/1539,NA,NA,NA,NA
data/aamu2025/block1/11222_LeafPhotoA_2025-10-24 12_22_59.625-05_00.jpg,AL,11222_LeafPhotoA_2025-10-24 12_22_59.625,11222,NA,22,12,NA,1,13.12,CV2,FALSE,100,NA,PI595744,NA,NA,NA,NA
data/aamu2025/block1/11222_LeafPhotoA_2025-10-24 12_23_37.381-05_00.jpg,AL,11222_LeafPhotoA_2025-10-24 12_23_37.381,11222,NA,22,12,NA,1,7.61,CV2,FALSE,100,NA,PI595744,NA,NA,NA,NA
data/aamu2025/block1/11222_LeafPhotoA_2025-10-24 12_23_55.814-05_00.jpg,AL,11222_LeafPhotoA_2025-10-24 12_23_55.814,11222,NA,22,12,NA,1,4.93,CV2,FALSE,100,NA,PI595744,NA,NA,NA,NA
data/aamu2025/block1/11225_LeafPhotoA_2025-10-24 12_24_26.531-05_00.jpg,AL,11225_LeafPhotoA_2025-10-24 12_24_26.531,11225,NA,25,12,NA,1,7.26,CV2,FALSE,100,NA,SC59,NA,NA,NA,NA
data/aamu2025/block1/11225_LeafPhotoA_2025-10-24 12_24_40.444-05_00.jpg,AL,11225_LeafPhotoA_2025-10-24 12_24_40.444,11225,NA,25,12,NA,1,11.19,CV2,FALSE,100,NA,SC59,NA,NA,NA,NA
data/aamu2025/block1/11225_LeafPhotoA_2025-10-24 12_24_51.853-05_00.jpg,AL,11225_LeafPhotoA_2025-10-24 12_24_51.853,11225,NA,25,12,NA,1,6.28,CV2,FALSE,100,NA,SC59,NA,NA,NA,NA
data/aamu2025/block1/11226_LeafPhotoA_2025-10-24 12_25_12.735-05_00.jpg,AL,11226_LeafPhotoA_2025-10-24 12_25_12.735,11226,NA,26,12,NA,1,13.33,CV2,FALSE,100,NA,TX378(REDLAN)BLINE,NA,NA,NA,NA
data/aamu2025/block1/11226_LeafPhotoA_2025-10-24 12_25_30.413-05_00.jpg,AL,11226_LeafPhotoA_2025-10-24 12_25_30.413,11226,NA,26,12,NA,1,15.74,CV2,FALSE,100,NA,TX378(REDLAN)BLINE,NA,NA,NA,NA
data/aamu2025/block1/11226_LeafPhotoA_2025-10-24 12_25_43.877-05_00.jpg,AL,11226_LeafPhotoA_2025-10-24 12_25_43.877,11226,NA,26,12,NA,1,11.38,CV2,FALSE,100,NA,TX378(REDLAN)BLINE,NA,NA,NA,NA
data/aamu2025/block1/11302_LeafPhotoA_2025-10-24 13_05_14.584-05_00.jpg,AL,11302_LeafPhotoA_2025-10-24 13_05_14.584,11302,NA,2,13,NA,1,2.18,CV2,FALSE,100,NA,J.A.T.S.#67,NA,NA,NA,NA
data/aamu2025/block1/11302_LeafPhotoA_2025-10-24 13_05_32.059-05_00.jpg,AL,11302_LeafPhotoA_2025-10-24 13_05_32.059,11302,NA,2,13,NA,1,5.26,CV2,FALSE,100,NA,J.A.T.S.#67,NA,NA,NA,NA
data/aamu2025/block1/11302_LeafPhotoA_2025-10-24 13_05_57.995-05_00.jpg,AL,11302_LeafPhotoA_2025-10-24 13_05_57.995,11302,NA,2,13,NA,1,1.77,CV2,FALSE,100,NA,J.A.T.S.#67,NA,NA,NA,NA
data/aamu2025/block1/11304_LeafPhotoA_2025-10-24 13_06_46.938-05_00.jpg,AL,11304_LeafPhotoA_2025-10-24 13_06_46.938,11304,NA,4,13,NA,1,18.85,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11304_LeafPhotoA_2025-10-24 13_07_11.755-05_00.jpg,AL,11304_LeafPhotoA_2025-10-24 13_07_11.755,11304,NA,4,13,NA,1,5.92,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11304_LeafPhotoA_2025-10-24 13_07_30.728-05_00.jpg,AL,11304_LeafPhotoA_2025-10-24 13_07_30.728,11304,NA,4,13,NA,1,0.24,CV2,TRUE,100,NA,Check,NA,NA,NA,NA
data/aamu2025/block1/11305_LeafPhotoA_2025-10-24 13_08_18.743-05_00.jpg,AL,11305_LeafPhotoA_2025-10-24 13_08_18.743,11305,NA,5,13,NA,1,0.37,CV2,FALSE,100,NA,PI656024,NA,NA,NA,NA
data/aamu2025/block1/11305_LeafPhotoA_2025-10-24 13_08_44.381-05_00.jpg,AL,11305_LeafPhotoA_2025-10-24 13_08_44.381,11305,NA,5,13,NA,1,0,CV2,FALSE,100,NA,PI656024,NA,NA,NA,NA
data/aamu2025/block1/11305_LeafPhotoA_2025-10-24 13_09_13.282-05_00.jpg,AL,11305_LeafPhotoA_2025-10-24 13_09_13.282,11305,NA,5,13,NA,1,1.41,CV2,FALSE,100,NA,PI656024,2,3,NA,NA
data/aamu2025/block1/11306_LeafPhotoA_2025-10-24 13_10_16.338-05_00.jpg,AL,11306_LeafPhotoA_2025-10-24 13_10_16.338,11306,NA,6,13,NA,1,18.24,CV2,FALSE,100,NA,PI597964,NA,NA,NA,NA
data/aamu2025/block1/11306_LeafPhotoA_2025-10-24 13_10_37.946-05_00.jpg,AL,11306_LeafPhotoA_2025-10-24 13_10_37.946,11306,NA,6,13,NA,1,42.31,CV2,FALSE,100,NA,PI597964,NA,NA,NA,NA
data/aamu2025/block1/11306_LeafPhotoA_2025-10-24 13_11_18.629-05_00.jpg,AL,11306_LeafPhotoA_2025-10-24 13_11_18.629,11306,NA,6,13,NA,1,48.11,CV2,FALSE,100,NA,PI597964,NA,NA,NA,NA
data/aamu2025/block1/11307_LeafPhotoA_2025-10-24 13_12_29.200-05_00.jpg,AL,11307_LeafPhotoA_2025-10-24 13_12_29.200,11307,NA,7,13,NA,1,0.08,CV2,FALSE,100,NA,SC971,NA,NA,NA,NA
data/aamu2025/block1/11307_LeafPhotoA_2025-10-24 13_12_59.758-05_00.jpg,AL,11307_LeafPhotoA_2025-10-24 13_12_59.758,11307,NA,7,13,NA,1,1.3,CV2,FALSE,100,NA,SC971,NA,NA,NA,NA
data/aamu2025/block1/11307_LeafPhotoA_2025-10-24 13_13_21.050-05_00.jpg,AL,11307_LeafPhotoA_2025-10-24 13_13_21.050,11307,NA,7,13,NA,1,1.18,CV2,FALSE,100,NA,SC971,NA,NA,NA,NA
data/aamu2025/block1/11310_LeafPhotoA_2025-10-24 13_16_57.760-05_00.jpg,AL,11310_LeafPhotoA_2025-10-24 13_16_57.760,11310,NA,10,13,NA,1,0,CV2,FALSE,100,NA,Nebraska6350,NA,NA,NA,NA
data/aamu2025/block1/11310_LeafPhotoA_2025-10-24 13_17_24.354-05_00.jpg,AL,11310_LeafPhotoA_2025-10-24 13_17_24.354,11310,NA,10,13,NA,1,0,CV2,FALSE,100,NA,Nebraska6350,NA,NA,NA,NA
