n_ne_rows,n_ne_human_score_nonmissing,n_ne_percentUnhealthy_nonmissing,human_exg_spearman,human_exg_spearman_r2,human_exg_pearson,human_exg_pearson_r2,human_exg_n,n_selected_high_fi,n_selected_mean,n_selected_std,selected_human_abs_spearman_n,selected_human_abs_spearman_mean,selected_human_abs_spearman_median,selected_human_abs_spearman_min,selected_human_abs_spearman_q25,selected_human_abs_spearman_q75,selected_human_abs_spearman_max,selected_human_spearman_r2_n,selected_human_spearman_r2_mean,selected_human_spearman_r2_median,selected_human_spearman_r2_min,selected_human_spearman_r2_q25,selected_human_spearman_r2_q75,selected_human_spearman_r2_max,selected_exg_abs_spearman_n,selected_exg_abs_spearman_mean,selected_exg_abs_spearman_median,selected_exg_abs_spearman_min,selected_exg_abs_spearman_q25,selected_exg_abs_spearman_q75,selected_exg_abs_spearman_max,selected_exg_spearman_r2_n,selected_exg_spearman_r2_mean,selected_exg_spearman_r2_median,selected_exg_spearman_r2_min,selected_exg_spearman_r2_q25,selected_exg_spearman_r2_q75,selected_exg_spearman_r2_max,selected_human_exg_lm_r2_n,selected_human_exg_lm_r2_mean,selected_human_exg_lm_r2_median,selected_human_exg_lm_r2_min,selected_human_exg_lm_r2_q25,selected_human_exg_lm_r2_q75,selected_human_exg_lm_r2_max,selected_residual_fraction_after_human_exg_n,selected_residual_fraction_after_human_exg_mean,selected_residual_fraction_after_human_exg_median,selected_residual_fraction_after_human_exg_min,selected_residual_fraction_after_human_exg_q25,selected_residual_fraction_after_human_exg_q75,selected_residual_fraction_after_human_exg_max,selected_pairwise_abs_spearman_n,selected_pairwise_abs_spearman_mean,selected_pairwise_abs_spearman_median,selected_pairwise_abs_spearman_min,selected_pairwise_abs_spearman_q25,selected_pairwise_abs_spearman_q75,selected_pairwise_abs_spearman_max,selected_pairwise_n_pairs,selected_pairwise_abs_spearman_lt_0_3,selected_pairwise_abs_spearman_lt_0_5,selected_pairwise_abs_spearman_ge_0_7,all_human_abs_spearman_n,all_human_abs_spearman_mean,all_human_abs_spearman_median,all_human_abs_spearman_min,all_human_abs_spearman_q25,all_human_abs_spearman_q75,all_human_abs_spearman_max,all_human_spearman_r2_n,all_human_spearman_r2_mean,all_human_spearman_r2_median,all_human_spearman_r2_min,all_human_spearman_r2_q25,all_human_spearman_r2_q75,all_human_spearman_r2_max,all_human_abs_spearman_ge_0_5,all_human_abs_spearman_ge_0_6,all_human_abs_spearman_ge_0_7,all_exg_abs_spearman_n,all_exg_abs_spearman_mean,all_exg_abs_spearman_median,all_exg_abs_spearman_min,all_exg_abs_spearman_q25,all_exg_abs_spearman_q75,all_exg_abs_spearman_max,all_exg_spearman_r2_n,all_exg_spearman_r2_mean,all_exg_spearman_r2_median,all_exg_spearman_r2_min,all_exg_spearman_r2_q25,all_exg_spearman_r2_q75,all_exg_spearman_r2_max,all_exg_abs_spearman_ge_0_5,all_exg_abs_spearman_ge_0_6,all_exg_abs_spearman_ge_0_7
961,598,961,0.6507279670311512,0.423446887076495,0.5916475354574265,0.3500468062128468,598,47,27,20,47,0.5589136646255592,0.5655599685897794,0.3853560456974036,0.5276381680021327,0.6051843439597191,0.6686775402116548,47,0.3164943249827783,0.31985807807127226,0.14849928195553944,0.27840206683680824,0.3662491363765665,0.44712965278350925,47,0.5930186549550178,0.6054913306325806,0.4223704016291862,0.5626911826574927,0.6313055451649539,0.6650398477414227,47,0.3544290883022726,0.3666197514712131,0.17839675617240006,0.316623877698868,0.3985483651083985,0.4422779990839346,47,0.4233086088293241,0.4168106839450092,0.2754781351488138,0.3837139321529109,0.47108654132078537,0.5959920953137718,47,0.5766913911706759,0.5831893160549908,0.40400790468622816,0.5289134586792146,0.6162860678470892,0.7245218648511862,1081,0.5687449473535634,0.5856352987378918,0.01746076966651318,0.489198795484948,0.6537184047869076,0.8517525461443559,1081,30,302,164,2048,0.2374713940168431,0.22591906609813603,0.00016506250953450666,0.10965198852442393,0.34713660105682814,0.6686775402116548,2048,0.07936994257751097,0.05103942448587748,2.72456320538291e-08,0.012023565506355513,0.12050382863732931,0.44712965278350925,113,16,0,2048,0.2535821481685645,0.23859107373814697,0.0001566421229124834,0.11324450557641226,0.37948819907462833,0.6650398477414227,2048,0.09102425307959346,0.05692582219204238,2.453675467052956e-08,0.012824320633937167,0.14401129549845246,0.4422779990839346,164,39,0
