"S.No","Plot No","Accession","Replication","Population","trait","value","timestamp","person","location","number","device_name"
"180","251100","PI452619","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251100_LeafPhotoA_2025-10-08%2014_01_26.834-05_00.jpg","2025-10-08 14:01:28.710-05:00"," ","","2","SM-A166U1"
"509","251099","PI585966","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251099_LeafPhotoA_2025-10-08%2014_02_09.204-05_00.jpg","2025-10-08 14:02:11.099-05:00"," ","","1","SM-A166U1"
"509","251099","PI585966","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251099_LeafPhotoA_2025-10-08%2014_02_21.359-05_00.jpg","2025-10-08 14:02:23.022-05:00"," ","","2","SM-A166U1"
"509","251099","PI585966","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251099_LeafPhotoA_2025-10-08%2014_02_46.485-05_00.jpg","2025-10-08 14:02:48.276-05:00"," ","","3","SM-A166U1"
"110","251098","PI329310","Rep 2","BAP","LeafPhotoNotesA","no plants ","2025-10-08 14:03:15.607-05:00"," ","","1","SM-A166U1"
"171","251097","PI330803","Rep 2","BAP","LeafPhotoNotesA","damaged leaves ","2025-10-08 14:03:43.664-05:00"," ","","1","SM-A166U1"
"443","251096","PI570085","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251096_LeafPhotoA_2025-10-08%2014_04_32.159-05_00.jpg","2025-10-08 14:04:34.220-05:00"," ","","1","SM-A166U1"
"443","251096","PI570085","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251096_LeafPhotoA_2025-10-08%2014_04_44.756-05_00.jpg","2025-10-08 14:04:46.565-05:00"," ","","2","SM-A166U1"
"443","251096","PI570085","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251096_LeafPhotoA_2025-10-08%2014_04_58.026-05_00.jpg","2025-10-08 14:04:59.925-05:00"," ","","3","SM-A166U1"
"560","251095","PI641817","Rep 2","BAP","LeafPhotoNotesA","no plants ","2025-10-08 14:05:29.838-05:00"," ","","1","SM-A166U1"
"435","251094","PI570042","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251094_LeafPhotoA_2025-10-08%2014_05_46.994-05_00.jpg","2025-10-08 14:05:49.113-05:00"," ","","1","SM-A166U1"
"435","251094","PI570042","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251094_LeafPhotoA_2025-10-08%2014_06_14.147-05_00.jpg","2025-10-08 14:06:15.999-05:00"," ","","2","SM-A166U1"
"435","251094","PI570042","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251094_LeafPhotoA_2025-10-08%2014_06_25.951-05_00.jpg","2025-10-08 14:06:27.774-05:00"," ","","3","SM-A166U1"
"343","251093","PI542718","Rep 2","BAP","LeafPhotoNotesA","damaged leaves ","2025-10-08 14:07:03.552-05:00"," ","","1","SM-A166U1"
"14","251092","PI145632","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251092_LeafPhotoA_2025-10-08%2014_08_01.513-05_00.jpg","2025-10-08 14:08:03.569-05:00"," ","","1","SM-A166U1"
"14","251092","PI145632","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251092_LeafPhotoA_2025-10-08%2014_08_26.555-05_00.jpg","2025-10-08 14:08:28.529-05:00"," ","","2","SM-A166U1"
"14","251092","PI145632","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251092_LeafPhotoA_2025-10-08%2014_08_37.142-05_00.jpg","2025-10-08 14:08:38.986-05:00"," ","","3","SM-A166U1"
"510","251091","PI586435","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251091_LeafPhotoA_2025-10-08%2014_09_11.987-05_00.jpg","2025-10-08 14:09:13.868-05:00"," ","","1","SM-A166U1"
"510","251091","PI586435","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251091_LeafPhotoA_2025-10-08%2014_09_26.010-05_00.jpg","2025-10-08 14:09:28.053-05:00"," ","","2","SM-A166U1"
"510","251091","PI586435","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251091_LeafPhotoA_2025-10-08%2014_09_38.299-05_00.jpg","2025-10-08 14:09:40.263-05:00"," ","","3","SM-A166U1"
"510","251091","PI586435","Rep 2","BAP","LeafPhotoNotesA","damaged leaves ","2025-10-08 14:09:50.619-05:00"," ","","1","SM-A166U1"
"337","251090","PI535794","Rep 2","BAP","LeafPhotoNotesA","damaged leaves ","2025-10-08 14:10:11.540-05:00"," ","","1","SM-A166U1"
"580","251089","PI646242","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251089_LeafPhotoA_2025-10-08%2014_10_55.354-05_00.jpg","2025-10-08 14:10:57.230-05:00"," ","","1","SM-A166U1"
"580","251089","PI646242","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251089_LeafPhotoA_2025-10-08%2014_11_18.730-05_00.jpg","2025-10-08 14:11:20.611-05:00"," ","","2","SM-A166U1"
"580","251089","PI646242","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251089_LeafPhotoA_2025-10-08%2014_11_30.190-05_00.jpg","2025-10-08 14:11:31.880-05:00"," ","","3","SM-A166U1"
"132","251088","PI329545","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251088_LeafPhotoA_2025-10-08%2014_12_24.808-05_00.jpg","2025-10-08 14:12:26.716-05:00"," ","","1","SM-A166U1"
"132","251088","PI329545","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251088_LeafPhotoA_2025-10-08%2014_12_39.492-05_00.jpg","2025-10-08 14:12:41.273-05:00"," ","","2","SM-A166U1"
"132","251088","PI329545","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251088_LeafPhotoA_2025-10-08%2014_12_53.410-05_00.jpg","2025-10-08 14:12:55.406-05:00"," ","","3","SM-A166U1"
"64","251136","PI175919","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251136_LeafPhotoA_2025-10-10%2010_12_31.591-05_00.jpg","2025-10-10 10:12:33.562-05:00"," ","","1","SM-A166U1"
"64","251136","PI175919","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251136_LeafPhotoA_2025-10-10%2010_12_45.431-05_00.jpg","2025-10-10 10:12:46.632-05:00"," ","","2","SM-A166U1"
"64","251136","PI175919","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251136_LeafPhotoA_2025-10-10%2010_12_55.332-05_00.jpg","2025-10-10 10:12:56.669-05:00"," ","","3","SM-A166U1"
"445","251137","PI570090","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251137_LeafPhotoA_2025-10-10%2010_13_31.594-05_00.jpg","2025-10-10 10:13:32.942-05:00"," ","","1","SM-A166U1"
"445","251137","PI570090","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251137_LeafPhotoA_2025-10-10%2010_13_40.676-05_00.jpg","2025-10-10 10:13:41.829-05:00"," ","","2","SM-A166U1"
"445","251137","PI570090","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251137_LeafPhotoA_2025-10-10%2010_13_49.234-05_00.jpg","2025-10-10 10:13:50.393-05:00"," ","","3","SM-A166U1"
"158","251138","PI329864","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251138_LeafPhotoA_2025-10-10%2010_14_40.813-05_00.jpg","2025-10-10 10:14:42.233-05:00"," ","","1","SM-A166U1"
"158","251138","PI329864","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251138_LeafPhotoA_2025-10-10%2010_15_02.768-05_00.jpg","2025-10-10 10:15:04.076-05:00"," ","","2","SM-A166U1"
"158","251138","PI329864","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251138_LeafPhotoA_2025-10-10%2010_15_15.088-05_00.jpg","2025-10-10 10:15:16.096-05:00"," ","","3","SM-A166U1"
"124","251139","PI329501","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251139_LeafPhotoA_2025-10-10%2010_15_38.243-05_00.jpg","2025-10-10 10:15:39.754-05:00"," ","","1","SM-A166U1"
"124","251139","PI329501","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251139_LeafPhotoA_2025-10-10%2010_15_52.416-05_00.jpg","2025-10-10 10:15:53.634-05:00"," ","","2","SM-A166U1"
"124","251139","PI329501","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251139_LeafPhotoA_2025-10-10%2010_16_05.507-05_00.jpg","2025-10-10 10:16:06.855-05:00"," ","","3","SM-A166U1"
"104","251140","PI329256","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251140_LeafPhotoA_2025-10-10%2010_16_30.486-05_00.jpg","2025-10-10 10:16:31.746-05:00"," ","","1","SM-A166U1"
"104","251140","PI329256","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251140_LeafPhotoA_2025-10-10%2010_17_00.568-05_00.jpg","2025-10-10 10:17:01.950-05:00"," ","","2","SM-A166U1"
"104","251140","PI329256","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251140_LeafPhotoA_2025-10-10%2010_17_12.824-05_00.jpg","2025-10-10 10:17:14.238-05:00"," ","","3","SM-A166U1"
"552","251141","PI619807","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251141_LeafPhotoA_2025-10-10%2010_17_49.382-05_00.jpg","2025-10-10 10:17:50.515-05:00"," ","","1","SM-A166U1"
"552","251141","PI619807","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251141_LeafPhotoA_2025-10-10%2010_18_03.524-05_00.jpg","2025-10-10 10:18:04.758-05:00"," ","","2","SM-A166U1"
"552","251141","PI619807","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251141_LeafPhotoA_2025-10-10%2010_18_15.393-05_00.jpg","2025-10-10 10:18:16.784-05:00"," ","","3","SM-A166U1"
"91","251142","PI266927","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251142_LeafPhotoA_2025-10-10%2010_18_38.086-05_00.jpg","2025-10-10 10:18:39.520-05:00"," ","","1","SM-A166U1"
"91","251142","PI266927","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251142_LeafPhotoA_2025-10-10%2010_19_04.573-05_00.jpg","2025-10-10 10:19:05.832-05:00"," ","","2","SM-A166U1"
"91","251142","PI266927","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251142_LeafPhotoA_2025-10-10%2010_19_21.390-05_00.jpg","2025-10-10 10:19:22.600-05:00"," ","","3","SM-A166U1"
"58","251143","PI157030","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251143_LeafPhotoA_2025-10-10%2010_19_48.139-05_00.jpg","2025-10-10 10:19:49.581-05:00"," ","","1","SM-A166U1"
"58","251143","PI157030","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251143_LeafPhotoA_2025-10-10%2010_19_58.337-05_00.jpg","2025-10-10 10:19:59.584-05:00"," ","","2","SM-A166U1"
"58","251143","PI157030","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251143_LeafPhotoA_2025-10-10%2010_20_14.600-05_00.jpg","2025-10-10 10:20:16.010-05:00"," ","","3","SM-A166U1"
"84","251144","PI251672","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251144_LeafPhotoA_2025-10-10%2010_20_52.831-05_00.jpg","2025-10-10 10:20:54.069-05:00"," ","","1","SM-A166U1"
"84","251144","PI251672","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251144_LeafPhotoA_2025-10-10%2010_21_05.003-05_00.jpg","2025-10-10 10:21:06.415-05:00"," ","","2","SM-A166U1"
"84","251144","PI251672","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251144_LeafPhotoA_2025-10-10%2010_21_16.574-05_00.jpg","2025-10-10 10:21:18.055-05:00"," ","","3","SM-A166U1"
"135","251145","PI329551","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251145_LeafPhotoA_2025-10-10%2010_21_48.849-05_00.jpg","2025-10-10 10:21:50.398-05:00"," ","","1","SM-A166U1"
"135","251145","PI329551","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251145_LeafPhotoA_2025-10-10%2010_22_01.647-05_00.jpg","2025-10-10 10:22:03.067-05:00"," ","","2","SM-A166U1"
"135","251145","PI329551","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251145_LeafPhotoA_2025-10-10%2010_22_11.447-05_00.jpg","2025-10-10 10:22:12.953-05:00"," ","","3","SM-A166U1"
"27","251146","PI152860","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251146_LeafPhotoA_2025-10-10%2010_23_09.633-05_00.jpg","2025-10-10 10:23:11.122-05:00"," ","","1","SM-A166U1"
"27","251146","PI152860","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251146_LeafPhotoA_2025-10-10%2010_23_22.857-05_00.jpg","2025-10-10 10:23:24.365-05:00"," ","","2","SM-A166U1"
"27","251146","PI152860","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251146_LeafPhotoA_2025-10-10%2010_23_36.132-05_00.jpg","2025-10-10 10:23:37.909-05:00"," ","","3","SM-A166U1"
"191","251147","PI505722","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251147_LeafPhotoA_2025-10-10%2010_24_11.689-05_00.jpg","2025-10-10 10:24:13.402-05:00"," ","","1","SM-A166U1"
"191","251147","PI505722","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251147_LeafPhotoA_2025-10-10%2010_24_26.680-05_00.jpg","2025-10-10 10:24:28.360-05:00"," ","","2","SM-A166U1"
"191","251147","PI505722","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251147_LeafPhotoA_2025-10-10%2010_24_41.284-05_00.jpg","2025-10-10 10:24:42.998-05:00"," ","","3","SM-A166U1"
"403","251148","PI569244","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251148_LeafPhotoA_2025-10-10%2010_25_26.799-05_00.jpg","2025-10-10 10:25:28.324-05:00"," ","","1","SM-A166U1"
"403","251148","PI569244","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251148_LeafPhotoA_2025-10-10%2010_25_39.687-05_00.jpg","2025-10-10 10:25:41.371-05:00"," ","","2","SM-A166U1"
"403","251148","PI569244","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251148_LeafPhotoA_2025-10-10%2010_25_50.530-05_00.jpg","2025-10-10 10:25:52.111-05:00"," ","","3","SM-A166U1"
"590","251149","PI651497","Rep 2","BAP","LeafPhotoNotesA","damaged leaves ","2025-10-10 10:26:20.667-05:00"," ","","1","SM-A166U1"
"406","251150","PI569418","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251150_LeafPhotoA_2025-10-10%2010_26_44.990-05_00.jpg","2025-10-10 10:26:47.030-05:00"," ","","1","SM-A166U1"
"406","251150","PI569418","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251150_LeafPhotoA_2025-10-10%2010_27_03.731-05_00.jpg","2025-10-10 10:27:05.547-05:00"," ","","2","SM-A166U1"
"406","251150","PI569418","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251150_LeafPhotoA_2025-10-10%2010_27_20.170-05_00.jpg","2025-10-10 10:27:21.891-05:00"," ","","3","SM-A166U1"
"511","251151","PI586443","Rep 2","BAP","LeafPhotoNotesA","no plants ","2025-10-10 10:27:35.860-05:00"," ","","1","SM-A166U1"
"372","251167","PI562985","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251167_LeafPhotoA_2025-10-10%2010_30_25.372-05_00.jpg","2025-10-10 10:30:27.566-05:00"," ","","1","SM-A166U1"
"372","251167","PI562985","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251167_LeafPhotoA_2025-10-10%2010_30_36.355-05_00.jpg","2025-10-10 10:30:38.099-05:00"," ","","2","SM-A166U1"
"372","251167","PI562985","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251167_LeafPhotoA_2025-10-10%2010_30_47.137-05_00.jpg","2025-10-10 10:30:48.814-05:00"," ","","3","SM-A166U1"
"131","251166","PI329541","Rep 2","BAP","LeafPhotoNotesA","damaged leaves ","2025-10-10 10:31:12.800-05:00"," ","","1","SM-A166U1"
"428","251165","PI569460","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251165_LeafPhotoA_2025-10-10%2010_31_32.938-05_00.jpg","2025-10-10 10:31:35.028-05:00"," ","","1","SM-A166U1"
"428","251165","PI569460","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251165_LeafPhotoA_2025-10-10%2010_31_45.108-05_00.jpg","2025-10-10 10:31:46.792-05:00"," ","","2","SM-A166U1"
"428","251165","PI569460","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251165_LeafPhotoA_2025-10-10%2010_32_02.517-05_00.jpg","2025-10-10 10:32:04.029-05:00"," ","","3","SM-A166U1"
"137","251164","PI329569","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251164_LeafPhotoA_2025-10-10%2010_32_34.199-05_00.jpg","2025-10-10 10:32:35.884-05:00"," ","","1","SM-A166U1"
"137","251164","PI329569","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251164_LeafPhotoA_2025-10-10%2010_32_47.652-05_00.jpg","2025-10-10 10:32:49.214-05:00"," ","","2","SM-A166U1"
"137","251164","PI329569","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251164_LeafPhotoA_2025-10-10%2010_33_02.043-05_00.jpg","2025-10-10 10:33:04.464-05:00"," ","","3","SM-A166U1"
"388","251163","PI563331","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251163_LeafPhotoA_2025-10-10%2010_33_35.496-05_00.jpg","2025-10-10 10:33:37.316-05:00"," ","","1","SM-A166U1"
