image_path,ExG_P20_disease_pct
250293_LeafPhotoA_2025-10-01 14_01_02.882-05_00_leaf.png,7.28
250293_LeafPhotoA_2025-10-01 14_01_20.910-05_00_leaf.png,1.7
250293_LeafPhotoA_2025-10-01 14_01_54.620-05_00_leaf.png,6.03
250294_LeafPhotoA_2025-10-01 14_02_18.642-05_00_leaf.png,10.52
250294_LeafPhotoA_2025-10-01 14_02_41.943-05_00_leaf.png,14.72
250294_LeafPhotoA_2025-10-01 14_02_59.669-05_00_leaf.png,22.44
250295_LeafPhotoA_2025-10-01 14_03_18.883-05_00_leaf.png,0.31
250295_LeafPhotoA_2025-10-01 14_03_30.926-05_00_leaf.png,1.29
250295_LeafPhotoA_2025-10-01 14_03_47.192-05_00_leaf.png,3.22
250296_LeafPhotoA_2025-10-01 14_04_21.032-05_00_leaf.png,42.72
250296_LeafPhotoA_2025-10-01 14_04_47.670-05_00_leaf.png,32.48
250296_LeafPhotoA_2025-10-01 14_05_06.886-05_00_leaf.png,0.18
250297_LeafPhotoA_2025-10-01 14_05_50.968-05_00_leaf.png,7.49
250297_LeafPhotoA_2025-10-01 14_06_10.744-05_00_leaf.png,6.62
250297_LeafPhotoA_2025-10-01 14_06_26.563-05_00_leaf.png,6.75
250298_LeafPhotoA_2025-10-01 14_06_54.122-05_00_leaf.png,36.1
250298_LeafPhotoA_2025-10-01 14_07_10.363-05_00_leaf.png,2.57
250298_LeafPhotoA_2025-10-01 14_07_26.522-05_00_leaf.png,14.41
250299_LeafPhotoA_2025-10-01 14_08_11.366-05_00_leaf.png,0.21
250299_LeafPhotoA_2025-10-01 14_08_41.476-05_00_leaf.png,1.15
250299_LeafPhotoA_2025-10-01 14_08_54.301-05_00_leaf.png,5.56
250300_LeafPhotoA_2025-10-01 14_09_27.185-05_00_leaf.png,0.18
250300_LeafPhotoA_2025-10-01 14_09_40.904-05_00_leaf.png,6.12
250300_LeafPhotoA_2025-10-01 14_10_01.946-05_00_leaf.png,2.86
250301_LeafPhotoA_2025-10-01 14_10_37.370-05_00_leaf.png,2.17
250301_LeafPhotoA_2025-10-01 14_10_53.873-05_00_leaf.png,23.35
250301_LeafPhotoA_2025-10-01 14_11_10.301-05_00_leaf.png,8.4
250302_LeafPhotoA_2025-10-01 14_11_44.702-05_00_leaf.png,3.81
250302_LeafPhotoA_2025-10-01 14_12_14.101-05_00_leaf.png,0.05
250302_LeafPhotoA_2025-10-01 14_13_18.758-05_00_leaf.png,0.02
250303_LeafPhotoA_2025-10-01 14_14_00.146-05_00_leaf.png,15.1
250303_LeafPhotoA_2025-10-01 14_14_13.135-05_00_leaf.png,39.24
250303_LeafPhotoA_2025-10-01 14_14_29.184-05_00_leaf.png,4.58
250304_LeafPhotoA_2025-10-01 14_14_49.999-05_00_leaf.png,77.24
250304_LeafPhotoA_2025-10-01 14_15_07.510-05_00_leaf.png,17.62
250304_LeafPhotoA_2025-10-01 14_15_17.950-05_00_leaf.png,12.52
250305_LeafPhotoA_2025-10-01 14_33_20.931-05_00_leaf.png,2.62
250305_LeafPhotoA_2025-10-01 14_33_41.870-05_00_leaf.png,8.6
250305_LeafPhotoA_2025-10-01 14_34_04.840-05_00_leaf.png,18.65
250306_LeafPhotoA_2025-10-01 14_32_26.159-05_00_leaf.png,2.52
250306_LeafPhotoA_2025-10-01 14_32_44.129-05_00_leaf.png,3.8
250306_LeafPhotoA_2025-10-01 14_32_59.030-05_00_leaf.png,7.75
250307_LeafPhotoA_2025-10-01 14_31_24.075-05_00_leaf.png,0.97
250307_LeafPhotoA_2025-10-01 14_31_40.389-05_00_leaf.png,3.67
250307_LeafPhotoA_2025-10-01 14_31_54.489-05_00_leaf.png,4.3
250308_LeafPhotoA_2025-10-01 14_30_06.640-05_00_leaf.png,1.1
250308_LeafPhotoA_2025-10-01 14_30_22.170-05_00_leaf.png,4.38
250308_LeafPhotoA_2025-10-01 14_30_39.933-05_00_leaf.png,15.97
250309_LeafPhotoA_2025-10-01 14_28_33.704-05_00_leaf.png,10.26
250309_LeafPhotoA_2025-10-01 14_28_53.702-05_00_leaf.png,11.67
250309_LeafPhotoA_2025-10-01 14_29_16.909-05_00_leaf.png,0.62
250310_LeafPhotoA_2025-10-01 14_27_43.891-05_00_leaf.png,0.31
250310_LeafPhotoA_2025-10-01 14_27_59.716-05_00_leaf.png,2.68
250310_LeafPhotoA_2025-10-01 14_28_12.596-05_00_leaf.png,1.64
250311_LeafPhotoA_2025-10-01 14_26_44.751-05_00_leaf.png,1.47
250311_LeafPhotoA_2025-10-01 14_27_01.248-05_00_leaf.png,2
250311_LeafPhotoA_2025-10-01 14_27_15.900-05_00_leaf.png,2.42
250312_LeafPhotoA_2025-10-01 14_25_53.072-05_00_leaf.png,2.52
250312_LeafPhotoA_2025-10-01 14_26_09.038-05_00_leaf.png,2.42
250312_LeafPhotoA_2025-10-01 14_26_21.869-05_00_leaf.png,1.54
250313_LeafPhotoA_2025-10-01 14_24_35.098-05_00_leaf.png,19.98
250313_LeafPhotoA_2025-10-01 14_24_54.979-05_00_leaf.png,13.89
250313_LeafPhotoA_2025-10-01 14_25_07.038-05_00_leaf.png,0.56
250314_LeafPhotoA_2025-10-01 14_23_33.620-05_00_leaf.png,1.03
250314_LeafPhotoA_2025-10-01 14_23_48.419-05_00_leaf.png,19.91
250314_LeafPhotoA_2025-10-01 14_24_03.486-05_00_leaf.png,11.35
250315_LeafPhotoA_2025-10-01 14_22_10.859-05_00_leaf.png,3.92
250315_LeafPhotoA_2025-10-01 14_22_33.427-05_00_leaf.png,7.17
250315_LeafPhotoA_2025-10-01 14_22_50.934-05_00_leaf.png,10.13
250316_LeafPhotoA_2025-10-01 14_21_20.793-05_00_leaf.png,13.76
250316_LeafPhotoA_2025-10-01 14_21_32.684-05_00_leaf.png,17.04
250316_LeafPhotoA_2025-10-01 14_21_51.117-05_00_leaf.png,0.99
250317_LeafPhotoA_2025-10-01 14_20_16.087-05_00_leaf.png,3.68
250317_LeafPhotoA_2025-10-01 14_20_35.446-05_00_leaf.png,2.93
250317_LeafPhotoA_2025-10-01 14_20_55.496-05_00_leaf.png,6.76
250318_LeafPhotoA_2025-10-01 14_19_18.394-05_00_leaf.png,0.16
250318_LeafPhotoA_2025-10-01 14_19_37.116-05_00_leaf.png,5.1
250318_LeafPhotoA_2025-10-01 14_19_50.427-05_00_leaf.png,0.4
250319_LeafPhotoA_2025-10-01 14_18_09.695-05_00_leaf.png,3.05
250319_LeafPhotoA_2025-10-01 14_18_25.483-05_00_leaf.png,1.18
250319_LeafPhotoA_2025-10-01 14_18_45.844-05_00_leaf.png,8.73
250320_LeafPhotoA_2025-10-01 14_16_40.776-05_00_leaf.png,51.1
250320_LeafPhotoA_2025-10-01 14_17_01.875-05_00_leaf.png,21.45
250320_LeafPhotoA_2025-10-01 14_17_20.742-05_00_leaf.png,0.85
250321_LeafPhotoA_2025-10-01 13_52_18.768-05_00_leaf.png,0.47
250321_LeafPhotoA_2025-10-01 13_52_51.932-05_00_leaf.png,0.08
250321_LeafPhotoA_2025-10-01 13_53_04.392-05_00_leaf.png,0.78
250322_LeafPhotoA_2025-10-01 13_53_26.387-05_00_leaf.png,8.06
250322_LeafPhotoA_2025-10-01 13_53_41.938-05_00_leaf.png,14.97
250322_LeafPhotoA_2025-10-01 13_53_53.173-05_00_leaf.png,37.81
250323_LeafPhotoA_2025-10-01 13_54_35.795-05_00_leaf.png,33.75
250323_LeafPhotoA_2025-10-01 13_54_53.091-05_00_leaf.png,14.5
250324_LeafPhotoA_2025-10-01 13_56_04.214-05_00_leaf.png,19.14
250324_LeafPhotoA_2025-10-01 13_56_23.192-05_00_leaf.png,0.68
250325_LeafPhotoA_2025-10-01 13_56_55.726-05_00_leaf.png,7.35
250325_LeafPhotoA_2025-10-01 13_57_16.918-05_00_leaf.png,10.87
250326_LeafPhotoA_2025-10-01 13_57_42.010-05_00_leaf.png,7.6
250326_LeafPhotoA_2025-10-01 13_57_57.147-05_00_leaf.png,9.11
250326_LeafPhotoA_2025-10-01 13_58_17.412-05_00_leaf.png,12.2
250327_LeafPhotoA_2025-10-01 13_58_48.404-05_00_leaf.png,57.32
250327_LeafPhotoA_2025-10-01 13_59_10.440-05_00_leaf.png,39.78
250328_LeafPhotoA_2025-10-01 14_00_22.724-05_00_leaf.png,7.21
250329_LeafPhotoA_2025-10-01 14_01_09.490-05_00_leaf.png,7.84
250329_LeafPhotoA_2025-10-01 14_01_27.338-05_00_leaf.png,50.04
250330_LeafPhotoA_2025-10-01 14_02_18.097-05_00_leaf.png,20.27
250330_LeafPhotoA_2025-10-01 14_02_33.627-05_00_leaf.png,0.6
250330_LeafPhotoA_2025-10-01 14_02_46.269-05_00_leaf.png,10.2
250331_LeafPhotoA_2025-10-01 14_03_19.870-05_00_leaf.png,30.92
250331_LeafPhotoA_2025-10-01 14_03_35.090-05_00_leaf.png,2.07
250331_LeafPhotoA_2025-10-01 14_04_02.353-05_00_leaf.png,15.75
250332_LeafPhotoA_2025-10-01 14_04_47.124-05_00_leaf.png,1.6
250332_LeafPhotoA_2025-10-01 14_04_57.906-05_00_leaf.png,5.59
250332_LeafPhotoA_2025-10-01 14_05_16.695-05_00_leaf.png,0.56
250333_LeafPhotoA_2025-10-01 14_05_43.558-05_00_leaf.png,2.1
250333_LeafPhotoA_2025-10-01 14_05_58.996-05_00_leaf.png,5.47
250333_LeafPhotoA_2025-10-01 14_06_17.275-05_00_leaf.png,12.55
250334_LeafPhotoA_2025-10-01 14_06_48.133-05_00_leaf.png,16.93
250334_LeafPhotoA_2025-10-01 14_07_05.272-05_00_leaf.png,1.16
250334_LeafPhotoA_2025-10-01 14_07_33.378-05_00_leaf.png,4.22
250335_LeafPhotoA_2025-10-01 14_08_03.881-05_00_leaf.png,6.82
250335_LeafPhotoA_2025-10-01 14_08_25.536-05_00_leaf.png,6.65
250335_LeafPhotoA_2025-10-01 14_08_51.901-05_00_leaf.png,0.35
250336_LeafPhotoA_2025-10-01 14_09_20.299-05_00_leaf.png,2.97
250336_LeafPhotoA_2025-10-01 14_09_42.474-05_00_leaf.png,3.51
250336_LeafPhotoA_2025-10-01 14_09_57.768-05_00_leaf.png,1.05
250337_LeafPhotoA_2025-10-01 14_25_51.559-05_00_leaf.png,36.45
250337_LeafPhotoA_2025-10-01 14_26_19.209-05_00_leaf.png,66.22
250337_LeafPhotoA_2025-10-01 14_27_04.579-05_00_leaf.png,0.76
250338_LeafPhotoA_2025-10-01 14_24_04.970-05_00_leaf.png,25.55
250338_LeafPhotoA_2025-10-01 14_24_37.011-05_00_leaf.png,0.06
250338_LeafPhotoA_2025-10-01 14_25_11.764-05_00_leaf.png,0.02
250339_LeafPhotoA_2025-10-01 14_22_23.350-05_00_leaf.png,37.47
250339_LeafPhotoA_2025-10-01 14_23_01.839-05_00_leaf.png,11.16
250339_LeafPhotoA_2025-10-01 14_23_28.935-05_00_leaf.png,24.67
250340_LeafPhotoA_2025-10-01 14_21_22.811-05_00_leaf.png,4.64
250340_LeafPhotoA_2025-10-01 14_21_37.625-05_00_leaf.png,1.13
250340_LeafPhotoA_2025-10-01 14_21_54.555-05_00_leaf.png,1.23
250341_LeafPhotoA_2025-10-01 14_20_42.869-05_00_leaf.png,1.61
250341_LeafPhotoA_2025-10-01 14_21_00.570-05_00_leaf.png,0.29
250342_LeafPhotoA_2025-10-01 14_19_19.554-05_00_leaf.png,8.72
250342_LeafPhotoA_2025-10-01 14_19_35.673-05_00_leaf.png,6.34
250342_LeafPhotoA_2025-10-01 14_19_52.391-05_00_leaf.png,3.52
250343_LeafPhotoA_2025-10-01 14_18_07.711-05_00_leaf.png,11.44
250343_LeafPhotoA_2025-10-01 14_18_29.729-05_00_leaf.png,18.3
250343_LeafPhotoA_2025-10-01 14_18_52.753-05_00_leaf.png,35.16
250344_LeafPhotoA_2025-10-01 14_16_44.518-05_00_leaf.png,5.39
250344_LeafPhotoA_2025-10-01 14_17_07.794-05_00_leaf.png,2.21
250344_LeafPhotoA_2025-10-01 14_17_27.498-05_00_leaf.png,24.6
250345_LeafPhotoA_2025-10-01 14_15_33.503-05_00_leaf.png,1.8
250345_LeafPhotoA_2025-10-01 14_15_51.052-05_00_leaf.png,2.28
250345_LeafPhotoA_2025-10-01 14_16_14.260-05_00_leaf.png,9.53
250346_LeafPhotoA_2025-10-01 14_14_20.603-05_00_leaf.png,6.88
250346_LeafPhotoA_2025-10-01 14_14_44.069-05_00_leaf.png,20.95
250346_LeafPhotoA_2025-10-01 14_15_02.886-05_00_leaf.png,14.21
250347_LeafPhotoA_2025-10-01 14_13_19.280-05_00_leaf.png,0.38
250347_LeafPhotoA_2025-10-01 14_13_32.641-05_00_leaf.png,0.5
250347_LeafPhotoA_2025-10-01 14_13_51.238-05_00_leaf.png,0.78
250348_LeafPhotoA_2025-10-01 14_06_48.409-05_00_leaf.png,16.96
250348_LeafPhotoA_2025-10-01 14_07_03.627-05_00_leaf.png,8.57
250348_LeafPhotoA_2025-10-01 14_07_12.832-05_00_leaf.png,47.53
250349_LeafPhotoA_2025-10-01 14_07_51.518-05_00_leaf.png,0.26
250349_LeafPhotoA_2025-10-01 14_08_11.067-05_00_leaf.png,6.5
250349_LeafPhotoA_2025-10-01 14_08_27.027-05_00_leaf.png,69.97
250350_LeafPhotoA_2025-10-01 14_09_19.865-05_00_leaf.png,1.96
250350_LeafPhotoA_2025-10-01 14_09_30.491-05_00_leaf.png,3.02
250350_LeafPhotoA_2025-10-01 14_09_44.822-05_00_leaf.png,12.32
250351_LeafPhotoA_2025-10-01 14_10_30.423-05_00_leaf.png,12.13
250351_LeafPhotoA_2025-10-01 14_10_41.198-05_00_leaf.png,0.67
250351_LeafPhotoA_2025-10-01 14_10_56.344-05_00_leaf.png,1.12
250352_LeafPhotoA_2025-10-01 14_11_38.306-05_00_leaf.png,2.07
250352_LeafPhotoA_2025-10-01 14_11_53.799-05_00_leaf.png,8.7
250352_LeafPhotoA_2025-10-01 14_12_07.671-05_00_leaf.png,4.31
250353_LeafPhotoA_2025-10-01 14_12_37.114-05_00_leaf.png,4.38
250353_LeafPhotoA_2025-10-01 14_12_53.972-05_00_leaf.png,1.97
250353_LeafPhotoA_2025-10-01 14_13_07.213-05_00_leaf.png,6.06
250354_LeafPhotoA_2025-10-01 14_13_39.223-05_00_leaf.png,0.63
250354_LeafPhotoA_2025-10-01 14_13_55.547-05_00_leaf.png,7.41
250354_LeafPhotoA_2025-10-01 14_14_09.134-05_00_leaf.png,2.78
250355_LeafPhotoA_2025-10-01 14_14_40.074-05_00_leaf.png,0.79
250355_LeafPhotoA_2025-10-01 14_14_52.129-05_00_leaf.png,6.57
250355_LeafPhotoA_2025-10-01 14_15_07.411-05_00_leaf.png,1.17
250356_LeafPhotoA_2025-10-01 14_16_04.296-05_00_leaf.png,1.23
250356_LeafPhotoA_2025-10-01 14_16_17.500-05_00_leaf.png,0.7
250356_LeafPhotoA_2025-10-01 14_16_30.526-05_00_leaf.png,0.27
250357_LeafPhotoA_2025-10-01 14_17_04.324-05_00_leaf.png,22.36
250357_LeafPhotoA_2025-10-01 14_17_23.061-05_00_leaf.png,2.08
250357_LeafPhotoA_2025-10-01 14_17_39.728-05_00_leaf.png,23.5
250358_LeafPhotoA_2025-10-01 14_18_06.978-05_00_leaf.png,9.34
250358_LeafPhotoA_2025-10-01 14_18_23.494-05_00_leaf.png,0.19
250358_LeafPhotoA_2025-10-01 14_18_35.516-05_00_leaf.png,1.32
250359_LeafPhotoA_2025-10-01 14_19_02.149-05_00_leaf.png,7.47
250359_LeafPhotoA_2025-10-01 14_19_20.771-05_00_leaf.png,6.56
250359_LeafPhotoA_2025-10-01 14_19_32.462-05_00_leaf.png,6.11
250359_LeafPhotoA_2025-10-01 14_19_46.565-05_00_leaf.png,13.76
250360_LeafPhotoA_2025-10-01 14_21_15.089-05_00_leaf.png,0.72
250360_LeafPhotoA_2025-10-01 14_21_29.779-05_00_leaf.png,1.65
250360_LeafPhotoA_2025-10-01 14_21_42.208-05_00_leaf.png,5.25
250361_LeafPhotoA_2025-10-01 14_22_15.777-05_00_leaf.png,7.74
250361_LeafPhotoA_2025-10-01 14_22_32.699-05_00_leaf.png,51.97
250361_LeafPhotoA_2025-10-01 14_22_45.596-05_00_leaf.png,2.49
250362_LeafPhotoA_2025-10-01 14_23_11.594-05_00_leaf.png,3.11
250362_LeafPhotoA_2025-10-01 14_23_25.803-05_00_leaf.png,0.08
250362_LeafPhotoA_2025-10-01 14_23_37.378-05_00_leaf.png,0.72
250363_LeafPhotoA_2025-10-01 14_24_24.079-05_00_leaf.png,9.7
250363_LeafPhotoA_2025-10-01 14_24_37.526-05_00_leaf.png,3.06
250363_LeafPhotoA_2025-10-01 14_24_51.900-05_00_leaf.png,4.87
250364_LeafPhotoA_2025-10-01 14_42_27.334-05_00_leaf.png,0.88
250364_LeafPhotoA_2025-10-01 14_42_42.064-05_00_leaf.png,14.85
250364_LeafPhotoA_2025-10-01 14_42_58.336-05_00_leaf.png,0.12
250365_LeafPhotoA_2025-10-01 14_41_20.703-05_00_leaf.png,0.42
250365_LeafPhotoA_2025-10-01 14_41_45.848-05_00_leaf.png,1.43
250365_LeafPhotoA_2025-10-01 14_41_58.718-05_00_leaf.png,6.57
250366_LeafPhotoA_2025-10-01 14_40_13.250-05_00_leaf.png,16.56
250366_LeafPhotoA_2025-10-01 14_40_37.970-05_00_leaf.png,0.01
250366_LeafPhotoA_2025-10-01 14_40_48.715-05_00_leaf.png,0.61
250367_LeafPhotoA_2025-10-01 14_38_59.175-05_00_leaf.png,17.29
250367_LeafPhotoA_2025-10-01 14_39_14.299-05_00_leaf.png,6.31
250367_LeafPhotoA_2025-10-01 14_39_44.955-05_00_leaf.png,0.73
250368_LeafPhotoA_2025-10-01 14_37_50.275-05_00_leaf.png,0.05
250368_LeafPhotoA_2025-10-01 14_38_06.519-05_00_leaf.png,0
250368_LeafPhotoA_2025-10-01 14_38_26.822-05_00_leaf.png,0.36
250369_LeafPhotoA_2025-10-01 14_36_22.236-05_00_leaf.png,8.02
250369_LeafPhotoA_2025-10-01 14_36_35.931-05_00_leaf.png,13.65
250369_LeafPhotoA_2025-10-01 14_36_51.920-05_00_leaf.png,0.02
250370_LeafPhotoA_2025-10-01 14_35_09.328-05_00_leaf.png,0.17
250370_LeafPhotoA_2025-10-01 14_35_29.709-05_00_leaf.png,1.13
250370_LeafPhotoA_2025-10-01 14_35_48.927-05_00_leaf.png,4.89
250371_LeafPhotoA_2025-10-01 14_34_11.656-05_00_leaf.png,38.38
250371_LeafPhotoA_2025-10-01 14_34_22.375-05_00_leaf.png,27.9
250371_LeafPhotoA_2025-10-01 14_34_36.575-05_00_leaf.png,44.52
250372_LeafPhotoA_2025-10-01 14_33_20.172-05_00_leaf.png,9.69
250372_LeafPhotoA_2025-10-01 14_33_35.274-05_00_leaf.png,0.01
250372_LeafPhotoA_2025-10-01 14_33_45.939-05_00_leaf.png,0.06
250373_LeafPhotoA_2025-10-01 14_32_22.273-05_00_leaf.png,6.89
250373_LeafPhotoA_2025-10-01 14_32_35.892-05_00_leaf.png,9.17
250373_LeafPhotoA_2025-10-01 14_32_46.484-05_00_leaf.png,2.4
250374_LeafPhotoA_2025-10-01 14_30_35.549-05_00_leaf.png,0.29
250374_LeafPhotoA_2025-10-01 14_30_45.458-05_00_leaf.png,0.61
250374_LeafPhotoA_2025-10-01 14_30_56.984-05_00_leaf.png,5.01
250375_LeafPhotoA_2025-10-01 14_29_30.025-05_00_leaf.png,2.66
250375_LeafPhotoA_2025-10-01 14_29_47.411-05_00_leaf.png,0.2
250375_LeafPhotoA_2025-10-01 14_30_04.927-05_00_leaf.png,0
250376_LeafPhotoA_2025-10-01 14_28_13.479-05_00_leaf.png,0.63
250376_LeafPhotoA_2025-10-01 14_28_25.517-05_00_leaf.png,0.01
250376_LeafPhotoA_2025-10-01 14_28_38.575-05_00_leaf.png,0.01
250377_LeafPhotoA_2025-10-01 14_27_26.029-05_00_leaf.png,0.03
250377_LeafPhotoA_2025-10-01 14_27_36.641-05_00_leaf.png,7.03
250377_LeafPhotoA_2025-10-01 14_27_47.281-05_00_leaf.png,14.7
250378_LeafPhotoA_2025-10-01 14_26_25.879-05_00_leaf.png,9.27
250378_LeafPhotoA_2025-10-01 14_26_42.750-05_00_leaf.png,24.23
250378_LeafPhotoA_2025-10-01 14_26_54.785-05_00_leaf.png,10.7
250379_LeafPhotoA_2025-10-01 14_25_41.754-05_00_leaf.png,1.62
250379_LeafPhotoA_2025-10-01 14_25_54.083-05_00_leaf.png,11.79
250379_LeafPhotoA_2025-10-01 14_26_04.131-05_00_leaf.png,22.63
250380_LeafPhotoA_2025-10-02 10_14_48.034-05_00_leaf.png,23.33
250380_LeafPhotoA_2025-10-02 10_17_35.743-05_00_leaf.png,9.36
250380_LeafPhotoA_2025-10-02 10_18_44.751-05_00_leaf.png,12.82
250381_LeafPhotoA_2025-10-02 10_19_45.900-05_00_leaf.png,1.72
250381_LeafPhotoA_2025-10-02 10_20_19.386-05_00_leaf.png,5.1
250381_LeafPhotoA_2025-10-02 10_20_50.628-05_00_leaf.png,5.87
250382_LeafPhotoA_2025-10-02 10_21_48.818-05_00_leaf.png,0.79
250382_LeafPhotoA_2025-10-02 10_22_49.379-05_00_leaf.png,0.32
250382_LeafPhotoA_2025-10-02 10_23_47.509-05_00_leaf.png,0.28
250383_LeafPhotoA_2025-10-02 10_25_43.306-05_00_leaf.png,4.48
250383_LeafPhotoA_2025-10-02 10_27_42.161-05_00_leaf.png,1.98
250383_LeafPhotoA_2025-10-02 10_29_06.832-05_00_leaf.png,14.24
250384_LeafPhotoA_2025-10-02 10_30_37.488-05_00_leaf.png,5.58
250384_LeafPhotoA_2025-10-02 10_32_01.525-05_00_leaf.png,0.94
250384_LeafPhotoA_2025-10-02 10_33_03.103-05_00_leaf.png,11.98
250385_LeafPhotoA_2025-10-02 10_34_07.355-05_00_leaf.png,3.48
250385_LeafPhotoA_2025-10-02 10_35_24.410-05_00_leaf.png,7.81
250385_LeafPhotoA_2025-10-02 10_36_14.584-05_00_leaf.png,0.97
250386_LeafPhotoA_2025-10-02 10_37_17.149-05_00_leaf.png,3.1
250386_LeafPhotoA_2025-10-02 10_38_18.008-05_00_leaf.png,2.9
250386_LeafPhotoA_2025-10-02 10_38_59.749-05_00_leaf.png,1.54
250387_LeafPhotoA_2025-10-02 10_40_06.677-05_00_leaf.png,3.84
250387_LeafPhotoA_2025-10-02 10_40_55.268-05_00_leaf.png,5.5
250387_LeafPhotoA_2025-10-02 10_41_39.394-05_00_leaf.png,8.28
250388_LeafPhotoA_2025-10-02 10_42_25.799-05_00_leaf.png,8.16
250388_LeafPhotoA_2025-10-02 10_43_36.841-05_00_leaf.png,15.09
250388_LeafPhotoA_2025-10-02 10_45_34.506-05_00_leaf.png,1.61
250389_LeafPhotoA_2025-10-02 10_46_51.653-05_00_leaf.png,14.64
250389_LeafPhotoA_2025-10-02 10_47_48.148-05_00_leaf.png,13.2
250389_LeafPhotoA_2025-10-02 10_48_34.723-05_00_leaf.png,7.3
250390_LeafPhotoA_2025-10-02 10_40_56.958-05_00_leaf.png,0.42
250390_LeafPhotoA_2025-10-02 10_41_17.863-05_00_leaf.png,1.08
250390_LeafPhotoA_2025-10-02 10_41_37.601-05_00_leaf.png,0.03
250391_LeafPhotoA_2025-10-02 10_39_44.127-05_00_leaf.png,7.38
250391_LeafPhotoA_2025-10-02 10_40_02.480-05_00_leaf.png,25.21
250391_LeafPhotoA_2025-10-02 10_40_18.456-05_00_leaf.png,1.68
250392_LeafPhotoA_2025-10-02 10_38_29.591-05_00_leaf.png,17.31
250392_LeafPhotoA_2025-10-02 10_38_52.126-05_00_leaf.png,4.52
250392_LeafPhotoA_2025-10-02 10_39_12.993-05_00_leaf.png,4.92
250393_LeafPhotoA_2025-10-02 10_37_19.524-05_00_leaf.png,1.3
250393_LeafPhotoA_2025-10-02 10_37_31.340-05_00_leaf.png,0.97
250393_LeafPhotoA_2025-10-02 10_37_49.332-05_00_leaf.png,1.33
250394_LeafPhotoA_2025-10-02 10_36_14.389-05_00_leaf.png,1.98
250394_LeafPhotoA_2025-10-02 10_36_30.865-05_00_leaf.png,0.79
250394_LeafPhotoA_2025-10-02 10_36_54.443-05_00_leaf.png,1
250395_LeafPhotoA_2025-10-02 10_35_13.599-05_00_leaf.png,1.61
250395_LeafPhotoA_2025-10-02 10_35_30.145-05_00_leaf.png,0.23
250395_LeafPhotoA_2025-10-02 10_35_43.706-05_00_leaf.png,1.41
250396_LeafPhotoA_2025-10-02 10_10_18.242-05_00_leaf.png,5.75
250396_LeafPhotoA_2025-10-02 10_10_57.624-05_00_leaf.png,7.89
250396_LeafPhotoA_2025-10-02 10_11_14.938-05_00_leaf.png,35.12
250397_LeafPhotoA_2025-10-02 10_12_13.224-05_00_leaf.png,29.82
250397_LeafPhotoA_2025-10-02 10_12_32.240-05_00_leaf.png,17.43
250397_LeafPhotoA_2025-10-02 10_12_49.955-05_00_leaf.png,0.48
250398_LeafPhotoA_2025-10-02 10_13_53.486-05_00_leaf.png,14.25
250398_LeafPhotoA_2025-10-02 10_14_15.923-05_00_leaf.png,10.66
250398_LeafPhotoA_2025-10-02 10_14_31.073-05_00_leaf.png,9.91
250399_LeafPhotoA_2025-10-02 10_15_08.115-05_00_leaf.png,4.11
250399_LeafPhotoA_2025-10-02 10_15_36.231-05_00_leaf.png,4.4
250399_LeafPhotoA_2025-10-02 10_16_08.578-05_00_leaf.png,16.13
250400_LeafPhotoA_2025-10-02 10_17_42.338-05_00_leaf.png,17.5
250400_LeafPhotoA_2025-10-02 10_18_05.680-05_00_leaf.png,5.23
250400_LeafPhotoA_2025-10-02 10_18_30.751-05_00_leaf.png,34.98
250401_LeafPhotoA_2025-10-02 10_19_04.994-05_00_leaf.png,1.22
250401_LeafPhotoA_2025-10-02 10_19_17.551-05_00_leaf.png,1.25
250401_LeafPhotoA_2025-10-02 10_20_11.400-05_00_leaf.png,1.62
250402_LeafPhotoA_2025-10-02 10_20_50.940-05_00_leaf.png,14.28
250402_LeafPhotoA_2025-10-02 10_21_09.864-05_00_leaf.png,5.95
250402_LeafPhotoA_2025-10-02 10_22_07.922-05_00_leaf.png,0.09
250403_LeafPhotoA_2025-10-02 10_23_13.045-05_00_leaf.png,12.01
250403_LeafPhotoA_2025-10-02 10_23_33.442-05_00_leaf.png,11.07
250403_LeafPhotoA_2025-10-02 10_23_51.512-05_00_leaf.png,36.95
250404_LeafPhotoA_2025-10-02 10_24_13.283-05_00_leaf.png,6.01
250404_LeafPhotoA_2025-10-02 10_24_42.934-05_00_leaf.png,6.06
250404_LeafPhotoA_2025-10-02 10_25_22.448-05_00_leaf.png,24.18
250405_LeafPhotoA_2025-10-02 10_25_50.683-05_00_leaf.png,8.71
250405_LeafPhotoA_2025-10-02 10_26_04.702-05_00_leaf.png,10.28
250405_LeafPhotoA_2025-10-02 10_26_18.942-05_00_leaf.png,2.41
250406_LeafPhotoA_2025-10-02 10_26_59.019-05_00_leaf.png,0.18
250406_LeafPhotoA_2025-10-02 10_27_17.304-05_00_leaf.png,1.65
250406_LeafPhotoA_2025-10-02 10_27_48.194-05_00_leaf.png,0.01
250407_LeafPhotoA_2025-10-02 10_28_43.272-05_00_leaf.png,0.35
250407_LeafPhotoA_2025-10-02 10_28_58.729-05_00_leaf.png,0.83
250407_LeafPhotoA_2025-10-02 10_29_10.700-05_00_leaf.png,0.49
250408_LeafPhotoA_2025-10-02 10_29_45.166-05_00_leaf.png,4.44
250408_LeafPhotoA_2025-10-02 10_30_03.471-05_00_leaf.png,4.85
250408_LeafPhotoA_2025-10-02 10_30_18.414-05_00_leaf.png,1.5
