image_path,pctd,plotNumber
1970_LeafPhotoA_2025-09-09 17_05_13.365-05_00_leaf.png,0.03,1970
1971_LeafPhotoA_2025-09-09 17_00_57.416-05_00_leaf.png,1.79,1971
1971_LeafPhotoA_2025-09-09 17_01_42.859-05_00_leaf.png,0.03,1971
1971_LeafPhotoA_2025-09-09 17_02_47.573-05_00_masked.png,0.03,1971
1972_LeafPhotoA_2025-09-09 16_58_45.502-05_00_leaf.png,0.09,1972
1972_LeafPhotoA_2025-09-09 16_59_11.949-05_00_leaf.png,0.03,1972
1972_LeafPhotoA_2025-09-09 16_59_52.671-05_00_leaf.png,0.01,1972
1973_LeafPhotoA_2025-09-09 16_56_08.078-05_00_leaf.png,0.03,1973
1973_LeafPhotoA_2025-09-09 16_56_43.084-05_00_leaf.png,0.24,1973
1973_LeafPhotoA_2025-09-09 16_57_35.226-05_00_leaf.png,0.06,1973
1974_LeafPhotoA_2025-09-09 16_53_52.915-05_00_leaf.png,0.3,1974
1974_LeafPhotoA_2025-09-09 16_54_37.970-05_00_leaf.png,1.22,1974
1974_LeafPhotoA_2025-09-09 16_55_20.811-05_00_leaf.png,2,1974
1975_LeafPhotoA_2025-09-09 16_50_58.525-05_00_leaf.png,0.06,1975
1975_LeafPhotoA_2025-09-09 16_51_47.447-05_00_leaf.png,0,1975
1975_LeafPhotoA_2025-09-09 16_53_06.153-05_00_leaf.png,0,1975
1976_LeafPhotoA_2025-09-09 16_49_21.774-05_00_leaf.png,1.41,1976
1976_LeafPhotoA_2025-09-09 16_49_56.599-05_00_leaf.png,0,1976
1976_LeafPhotoA_2025-09-09 16_50_22.968-05_00_leaf.png,0.22,1976
1977_LeafPhotoA_2025-09-09 16_47_53.833-05_00_leaf.png,3.12,1977
1977_LeafPhotoA_2025-09-09 16_48_12.095-05_00_leaf.png,0.02,1977
1977_LeafPhotoA_2025-09-09 16_48_43.256-05_00_leaf.png,1.29,1977
1978_LeafPhotoA_2025-09-09 16_45_40.590-05_00_leaf.png,0.2,1978
1978_LeafPhotoA_2025-09-09 16_46_02.859-05_00_leaf.png,0.55,1978
1978_LeafPhotoA_2025-09-09 16_46_20.867-05_00_leaf.png,0,1978
1979_LeafPhotoA_2025-09-09 16_43_21.079-05_00_leaf.png,0,1979
1979_LeafPhotoA_2025-09-09 16_43_47.139-05_00_leaf.png,0,1979
1979_LeafPhotoA_2025-09-09 16_44_30.938-05_00_leaf.png,0,1979
1980_LeafPhotoA_2025-09-09 16_41_59.678-05_00_leaf.png,1.11,1980
1980_LeafPhotoA_2025-09-09 16_42_23.522-05_00_leaf.png,0.27,1980
1980_LeafPhotoA_2025-09-09 16_42_42.136-05_00_leaf.png,0.35,1980
1981_LeafPhotoA_2025-09-09 16_40_09.824-05_00_leaf.png,0,1981
1981_LeafPhotoA_2025-09-09 16_40_33.538-05_00_leaf.png,0,1981
1981_LeafPhotoA_2025-09-09 16_41_00.551-05_00_leaf.png,0.03,1981
1982_LeafPhotoA_2025-09-09 16_37_30.543-05_00_leaf.png,0.32,1982
1982_LeafPhotoA_2025-09-09 16_38_09.128-05_00_leaf.png,0.02,1982
1982_LeafPhotoA_2025-09-09 16_38_38.228-05_00_leaf.png,0.26,1982
1983_LeafPhotoA_2025-09-09 16_36_01.643-05_00_leaf.png,0.03,1983
1983_LeafPhotoA_2025-09-09 16_36_28.793-05_00_leaf.png,0.05,1983
1983_LeafPhotoA_2025-09-09 16_36_50.818-05_00_leaf.png,0.54,1983
1984_LeafPhotoA_2025-09-09 16_31_27.437-05_00_leaf.png,0,1984
1984_LeafPhotoA_2025-09-09 16_31_54.710-05_00_leaf.png,0.32,1984
1984_LeafPhotoA_2025-09-09 16_32_45.924-05_00_leaf.png,0.34,1984
1985_LeafPhotoA_2025-09-09 16_28_39.988-05_00_leaf.png,0.04,1985
1985_LeafPhotoA_2025-09-09 16_29_04.899-05_00_leaf.png,0.33,1985
1985_LeafPhotoA_2025-09-09 16_29_32.710-05_00_leaf.png,0,1985
1986_LeafPhotoA_2025-09-09 16_26_46.681-05_00_leaf.png,0.08,1986
1986_LeafPhotoA_2025-09-09 16_27_33.169-05_00_leaf.png,0.07,1986
1986_LeafPhotoA_2025-09-09 16_28_01.285-05_00_leaf.png,0.04,1986
1987_LeafPhotoA_2025-09-09 16_24_10.036-05_00_leaf.png,0,1987
1987_LeafPhotoA_2025-09-09 16_24_58.420-05_00_leaf.png,0.71,1987
1987_LeafPhotoA_2025-09-09 16_25_49.901-05_00_leaf.png,0.25,1987
1988_LeafPhotoA_2025-09-09 16_21_38.404-05_00_leaf.png,0.09,1988
1988_LeafPhotoA_2025-09-09 16_22_13.320-05_00_leaf.png,0.06,1988
1988_LeafPhotoA_2025-09-09 16_22_55.706-05_00_leaf.png,0.24,1988
1989_LeafPhotoA_2025-09-09 16_17_42.693-05_00_leaf.png,0,1989
1989_LeafPhotoA_2025-09-09 16_18_21.948-05_00_leaf.png,0.67,1989
1989_LeafPhotoA_2025-09-09 16_19_15.931-05_00_leaf.png,0.04,1989
1990_LeafPhotoA_2025-09-09 16_15_32.835-05_00_leaf.png,4.33,1990
1990_LeafPhotoA_2025-09-09 16_16_23.794-05_00_leaf.png,13.41,1990
1990_LeafPhotoA_2025-09-09 16_16_52.207-05_00_leaf.png,2.95,1990
1991_LeafPhotoA_2025-09-09 16_11_50.518-05_00_leaf.png,0.01,1991
1991_LeafPhotoA_2025-09-09 16_12_26.389-05_00_leaf.png,0.02,1991
1991_LeafPhotoA_2025-09-09 16_13_21.006-05_00_leaf.png,0.31,1991
1992_LeafPhotoA_2025-09-09 16_10_24.121-05_00_leaf.png,0,1992
1992_LeafPhotoA_2025-09-09 16_10_46.603-05_00_leaf.png,0.05,1992
1992_LeafPhotoA_2025-09-09 16_11_11.075-05_00_leaf.png,0.01,1992
1993_LeafPhotoA_2025-09-09 16_08_35.570-05_00_leaf.png,1.09,1993
1993_LeafPhotoA_2025-09-09 16_09_06.117-05_00_leaf.png,0.85,1993
1993_LeafPhotoA_2025-09-09 16_09_43.430-05_00_leaf.png,0.08,1993
1994_LeafPhotoA_2025-09-09 16_05_55.793-05_00_leaf.png,0.11,1994
1994_LeafPhotoA_2025-09-09 16_06_30.805-05_00_leaf.png,0.06,1994
1994_LeafPhotoA_2025-09-09 16_07_18.609-05_00_leaf.png,0.06,1994
1995_LeafPhotoA_2025-09-09 16_03_55.682-05_00_leaf.png,0.14,1995
1995_LeafPhotoA_2025-09-09 16_04_38.776-05_00_leaf.png,0.03,1995
1995_LeafPhotoA_2025-09-09 16_05_00.473-05_00_leaf.png,0.31,1995
1996_LeafPhotoA_2025-09-09 15_59_40.117-05_00_leaf.png,0.14,1996
1996_LeafPhotoA_2025-09-09 15_59_59.812-05_00_leaf.png,0.02,1996
1996_LeafPhotoA_2025-09-09 16_01_11.417-05_00_leaf.png,1.23,1996
1997_LeafPhotoA_2025-09-09 15_56_12.339-05_00_leaf.png,0.02,1997
1997_LeafPhotoA_2025-09-09 15_58_08.714-05_00_leaf.png,0.61,1997
1997_LeafPhotoA_2025-09-09 15_58_29.800-05_00_leaf.png,0.31,1997
1998_LeafPhotoA_2025-09-09 15_54_24.664-05_00_leaf.png,0.14,1998
1998_LeafPhotoA_2025-09-09 15_54_42.932-05_00_leaf.png,0.07,1998
1998_LeafPhotoA_2025-09-09 15_54_59.250-05_00_leaf.png,0.2,1998
1999_LeafPhotoA_2025-09-09 17_06_20.755-05_00_leaf.png,1.43,1999
1999_LeafPhotoA_2025-09-09 17_06_37.796-05_00_leaf.png,1.96,1999
1999_LeafPhotoA_2025-09-09 17_06_52.482-05_00_leaf.png,0.75,1999
2001_LeafPhotoA_2025-09-08 10_33_00.415-05_00_leaf.png,0.17,2001
2001_LeafPhotoA_2025-09-08 10_33_25.145-05_00_leaf.png,0.01,2001
2001_LeafPhotoA_2025-09-08 10_33_39.142-05_00_leaf.png,0.03,2001
2002_LeafPhotoA_2025-09-08 10_34_19.260-05_00_leaf.png,0.22,2002
2002_LeafPhotoA_2025-09-08 10_34_30.740-05_00_leaf.png,0.03,2002
2002_LeafPhotoA_2025-09-08 10_34_47.962-05_00_leaf.png,1.1,2002
2003_LeafPhotoA_2025-09-08 10_35_47.277-05_00_leaf.png,0.27,2003
2003_LeafPhotoA_2025-09-08 10_36_06.330-05_00_leaf.png,1.07,2003
2003_LeafPhotoA_2025-09-08 10_36_50.744-05_00_leaf.png,0.26,2003
2004_LeafPhotoA_2025-09-08 10_37_13.959-05_00_leaf.png,0.06,2004
2004_LeafPhotoA_2025-09-08 10_37_27.418-05_00_leaf.png,0.01,2004
2004_LeafPhotoA_2025-09-08 10_37_41.786-05_00_leaf.png,0.5,2004
2005_LeafPhotoA_2025-09-08 10_38_51.151-05_00_leaf.png,0.14,2005
2005_LeafPhotoA_2025-09-08 10_39_03.351-05_00_leaf.png,0.07,2005
2005_LeafPhotoA_2025-09-08 10_39_22.370-05_00_leaf.png,0.49,2005
2006_LeafPhotoA_2025-09-08 10_39_46.824-05_00_leaf.png,0.17,2006
2006_LeafPhotoA_2025-09-08 10_40_11.377-05_00_leaf.png,1.53,2006
2006_LeafPhotoA_2025-09-08 10_40_23.832-05_00_leaf.png,0.02,2006
2007_LeafPhotoA_2025-09-08 10_41_04.967-05_00_leaf.png,0.18,2007
2007_LeafPhotoA_2025-09-08 10_41_21.522-05_00_leaf.png,0.26,2007
2007_LeafPhotoA_2025-09-08 10_41_44.887-05_00_leaf.png,0.11,2007
2008_LeafPhotoA_2025-09-08 10_42_14.018-05_00_leaf.png,0.05,2008
2008_LeafPhotoA_2025-09-08 10_42_25.153-05_00_leaf.png,0.33,2008
2008_LeafPhotoA_2025-09-08 10_42_41.786-05_00_leaf.png,0.07,2008
2009_LeafPhotoA_2025-09-08 10_43_20.723-05_00_leaf.png,0,2009
2009_LeafPhotoA_2025-09-08 10_43_35.775-05_00_leaf.png,0.02,2009
2010_LeafPhotoA_2025-09-08 10_43_56.742-05_00_leaf.png,0.05,2010
2010_LeafPhotoA_2025-09-08 10_44_09.779-05_00_leaf.png,0.31,2010
2010_LeafPhotoA_2025-09-08 10_44_22.059-05_00_leaf.png,0.05,2010
2011_LeafPhotoA_2025-09-08 10_44_49.899-05_00_leaf.png,0.25,2011
2011_LeafPhotoA_2025-09-08 10_45_04.494-05_00_leaf.png,0.07,2011
2011_LeafPhotoA_2025-09-08 10_45_16.513-05_00_leaf.png,0.15,2011
2012_LeafPhotoA_2025-09-08 10_45_43.023-05_00_leaf.png,0.89,2012
2012_LeafPhotoA_2025-09-08 10_46_45.417-05_00_leaf.png,0.15,2012
2012_LeafPhotoA_2025-09-08 10_47_00.708-05_00_leaf.png,0.29,2012
2013_LeafPhotoA_2025-09-08 10_47_41.391-05_00_leaf.png,0.28,2013
2013_LeafPhotoA_2025-09-08 10_47_58.599-05_00_leaf.png,2.37,2013
2013_LeafPhotoA_2025-09-08 10_48_14.101-05_00_leaf.png,1.09,2013
2014_LeafPhotoA_2025-09-08 10_48_40.371-05_00_leaf.png,1.63,2014
2014_LeafPhotoA_2025-09-08 10_48_54.835-05_00_leaf.png,4.74,2014
2014_LeafPhotoA_2025-09-08 10_49_16.735-05_00_leaf.png,1.13,2014
2015_LeafPhotoA_2025-09-08 10_49_58.274-05_00_leaf.png,0.14,2015
2015_LeafPhotoA_2025-09-08 10_50_10.021-05_00_leaf.png,0.21,2015
2015_LeafPhotoA_2025-09-08 10_50_22.360-05_00_leaf.png,0.02,2015
2016_LeafPhotoA_2025-09-08 10_50_51.583-05_00_leaf.png,0.07,2016
2016_LeafPhotoA_2025-09-08 10_51_09.549-05_00_leaf.png,0.18,2016
2016_LeafPhotoA_2025-09-08 10_51_23.187-05_00_leaf.png,0.05,2016
2017_LeafPhotoA_2025-09-08 10_51_43.947-05_00_leaf.png,0.1,2017
2017_LeafPhotoA_2025-09-08 10_52_02.425-05_00_leaf.png,0.72,2017
2017_LeafPhotoA_2025-09-08 10_52_13.069-05_00_leaf.png,0.74,2017
2018_LeafPhotoA_2025-09-08 10_52_35.412-05_00_leaf.png,0.07,2018
2018_LeafPhotoA_2025-09-08 10_52_50.641-05_00_leaf.png,0.02,2018
2018_LeafPhotoA_2025-09-08 10_53_10.410-05_00_leaf.png,0.52,2018
2019_LeafPhotoA_2025-09-08 10_53_38.798-05_00_leaf.png,1.53,2019
2019_LeafPhotoA_2025-09-08 10_54_15.123-05_00_leaf.png,0.37,2019
2019_LeafPhotoA_2025-09-08 10_54_32.129-05_00_leaf.png,0,2019
2020_LeafPhotoA_2025-09-08 10_55_08.462-05_00_leaf.png,1.3,2020
2020_LeafPhotoA_2025-09-08 10_56_02.471-05_00_leaf.png,0,2020
2020_LeafPhotoA_2025-09-08 10_56_20.686-05_00_leaf.png,0.47,2020
2021_LeafPhotoA_2025-09-08 10_57_17.324-05_00_leaf.png,2.37,2021
2021_LeafPhotoA_2025-09-08 10_57_41.091-05_00_leaf.png,0.78,2021
2021_LeafPhotoA_2025-09-08 10_58_05.347-05_00_leaf.png,5.74,2021
2022_LeafPhotoA_2025-09-08 10_58_46.955-05_00_leaf.png,2.23,2022
2022_LeafPhotoA_2025-09-08 10_59_14.434-05_00_leaf.png,0.52,2022
2022_LeafPhotoA_2025-09-08 11_00_05.092-05_00_leaf.png,3.37,2022
2023_LeafPhotoA_2025-09-08 11_00_30.566-05_00_leaf.png,3.38,2023
2023_LeafPhotoA_2025-09-08 11_00_43.852-05_00_leaf.png,0.24,2023
2023_LeafPhotoA_2025-09-08 11_00_57.230-05_00_leaf.png,1.32,2023
2024_LeafPhotoA_2025-09-08 11_01_36.170-05_00_leaf.png,2.85,2024
2024_LeafPhotoA_2025-09-08 11_01_54.771-05_00_leaf.png,5.09,2024
2024_LeafPhotoA_2025-09-08 11_02_10.041-05_00_leaf.png,6.41,2024
2025_LeafPhotoA_2025-09-08 11_02_42.776-05_00_leaf.png,2.11,2025
2025_LeafPhotoA_2025-09-08 11_03_05.262-05_00_leaf.png,16.04,2025
2025_LeafPhotoA_2025-09-08 11_03_24.696-05_00_leaf.png,5.57,2025
2026_LeafPhotoA_2025-09-08 11_03_53.558-05_00_leaf.png,0.08,2026
2026_LeafPhotoA_2025-09-08 11_04_07.433-05_00_leaf.png,0.03,2026
2026_LeafPhotoA_2025-09-08 11_04_24.520-05_00_leaf.png,0.03,2026
2027_LeafPhotoA_2025-09-08 11_04_52.960-05_00_leaf.png,0.16,2027
2027_LeafPhotoA_2025-09-08 11_05_15.365-05_00_leaf.png,1.2,2027
2027_LeafPhotoA_2025-09-08 11_05_31.496-05_00_leaf.png,0.36,2027
2028_LeafPhotoA_2025-09-08 11_06_07.435-05_00_leaf.png,0.43,2028
2028_LeafPhotoA_2025-09-08 11_06_20.578-05_00_leaf.png,0.57,2028
2028_LeafPhotoA_2025-09-08 11_06_34.290-05_00_leaf.png,0.48,2028
2029_LeafPhotoA_2025-09-08 11_07_01.047-05_00_leaf.png,3.93,2029
2029_LeafPhotoA_2025-09-08 11_07_23.840-05_00_leaf.png,10.56,2029
2029_LeafPhotoA_2025-09-08 11_07_39.556-05_00_leaf.png,8.79,2029
2030_LeafPhotoA_2025-09-08 11_08_05.704-05_00_leaf.png,0.12,2030
2030_LeafPhotoA_2025-09-08 11_08_19.875-05_00_leaf.png,0.19,2030
2030_LeafPhotoA_2025-09-08 11_08_32.970-05_00_leaf.png,1.06,2030
2031_LeafPhotoA_2025-09-08 11_09_01.241-05_00_leaf.png,4.92,2031
2031_LeafPhotoA_2025-09-08 11_09_17.583-05_00_leaf.png,2.24,2031
2031_LeafPhotoA_2025-09-08 11_09_35.917-05_00_leaf.png,0.03,2031
2032_LeafPhotoA_2025-09-08 11_10_13.542-05_00_leaf.png,0.01,2032
2032_LeafPhotoA_2025-09-08 11_10_28.852-05_00_leaf.png,0.2,2032
2032_LeafPhotoA_2025-09-08 11_10_42.319-05_00_leaf.png,0.02,2032
2033_LeafPhotoA_2025-09-08 11_11_13.000-05_00_leaf.png,0.51,2033
2033_LeafPhotoA_2025-09-08 11_11_29.285-05_00_leaf.png,2.17,2033
2033_LeafPhotoA_2025-09-08 11_11_44.554-05_00_leaf.png,0.46,2033
2034_LeafPhotoA_2025-09-08 11_12_08.463-05_00_leaf.png,1.79,2034
2034_LeafPhotoA_2025-09-08 11_12_26.101-05_00_leaf.png,1.64,2034
2034_LeafPhotoA_2025-09-08 11_12_42.774-05_00_leaf.png,0.41,2034
2035_LeafPhotoA_2025-09-08 11_13_14.336-05_00_leaf.png,0,2035
2035_LeafPhotoA_2025-09-08 11_13_27.574-05_00_leaf.png,0.94,2035
2035_LeafPhotoA_2025-09-08 11_13_47.216-05_00_leaf.png,1.3,2035
2036_LeafPhotoA_2025-09-08 11_14_51.000-05_00_leaf.png,0.76,2036
2036_LeafPhotoA_2025-09-08 11_15_14.195-05_00_leaf.png,0.01,2036
2036_LeafPhotoA_2025-09-08 11_15_44.674-05_00_leaf.png,0.05,2036
2037_LeafPhotoA_2025-09-08 11_16_12.785-05_00_leaf.png,0.06,2037
2037_LeafPhotoA_2025-09-08 11_16_27.368-05_00_leaf.png,0.11,2037
2037_LeafPhotoA_2025-09-08 11_16_47.930-05_00_leaf.png,0.07,2037
2038_LeafPhotoA_2025-09-08 11_17_28.924-05_00_leaf.png,17.15,2038
2038_LeafPhotoA_2025-09-08 11_17_41.875-05_00_leaf.png,1.23,2038
2038_LeafPhotoA_2025-09-08 11_17_54.751-05_00_leaf.png,4.92,2038
2039_LeafPhotoA_2025-09-08 11_18_25.248-05_00_leaf.png,1.9,2039
2039_LeafPhotoA_2025-09-08 11_18_42.001-05_00_leaf.png,7.56,2039
2039_LeafPhotoA_2025-09-08 11_18_59.080-05_00_leaf.png,3.65,2039
2040_LeafPhotoA_2025-09-08 11_19_26.696-05_00_leaf.png,0.38,2040
2040_LeafPhotoA_2025-09-08 11_19_38.777-05_00_leaf.png,1.81,2040
2040_LeafPhotoA_2025-09-08 11_19_56.770-05_00_leaf.png,1.21,2040
2041_LeafPhotoA_2025-09-08 11_20_20.644-05_00_leaf.png,0.24,2041
2041_LeafPhotoA_2025-09-08 11_20_39.452-05_00_leaf.png,0.01,2041
2041_LeafPhotoA_2025-09-08 11_21_09.187-05_00_leaf.png,0.06,2041
2042_LeafPhotoA_2025-09-08 11_21_33.880-05_00_leaf.png,0.3,2042
2042_LeafPhotoA_2025-09-08 11_21_46.728-05_00_leaf.png,0.42,2042
2042_LeafPhotoA_2025-09-08 11_21_59.003-05_00_leaf.png,0.03,2042
2043_LeafPhotoA_2025-09-08 11_22_41.762-05_00_leaf.png,0.53,2043
2043_LeafPhotoA_2025-09-08 11_22_55.838-05_00_leaf.png,1.38,2043
2043_LeafPhotoA_2025-09-08 11_23_13.129-05_00_leaf.png,3.31,2043
2044_LeafPhotoA_2025-09-08 11_23_43.148-05_00_leaf.png,0.28,2044
2044_LeafPhotoA_2025-09-08 11_24_28.147-05_00_leaf.png,10.94,2044
2044_LeafPhotoA_2025-09-08 11_24_45.702-05_00_leaf.png,2.19,2044
2045_LeafPhotoA_2025-09-08 11_25_27.690-05_00_leaf.png,0.02,2045
2045_LeafPhotoA_2025-09-08 11_25_42.703-05_00_leaf.png,0.16,2045
2045_LeafPhotoA_2025-09-08 11_26_04.594-05_00_leaf.png,0.06,2045
2046_LeafPhotoA_2025-09-08 11_26_31.500-05_00_leaf.png,0.2,2046
2046_LeafPhotoA_2025-09-08 11_26_43.488-05_00_leaf.png,0.45,2046
2046_LeafPhotoA_2025-09-08 11_26_58.418-05_00_leaf.png,0.24,2046
2047_LeafPhotoA_2025-09-08 11_27_32.816-05_00_leaf.png,1.45,2047
2047_LeafPhotoA_2025-09-08 11_27_45.065-05_00_leaf.png,0.54,2047
2047_LeafPhotoA_2025-09-08 11_28_01.448-05_00_leaf.png,0.69,2047
2048_LeafPhotoA_2025-09-08 11_28_25.459-05_00_leaf.png,0.16,2048
2048_LeafPhotoA_2025-09-08 11_28_37.140-05_00_leaf.png,0.81,2048
2048_LeafPhotoA_2025-09-08 11_28_55.893-05_00_leaf.png,0.47,2048
2049_LeafPhotoA_2025-09-08 11_29_12.336-05_00_leaf.png,1.75,2049
2049_LeafPhotoA_2025-09-08 11_29_22.980-05_00_leaf.png,0,2049
2049_LeafPhotoA_2025-09-08 11_29_38.790-05_00_leaf.png,0.54,2049
2050_LeafPhotoA_2025-09-08 11_30_03.692-05_00_leaf.png,0.55,2050
2050_LeafPhotoA_2025-09-08 11_30_29.447-05_00_leaf.png,0.1,2050
2050_LeafPhotoA_2025-09-08 11_31_03.093-05_00_leaf.png,0,2050
2051_LeafPhotoA_2025-09-08 11_43_12.742-05_00_leaf.png,11.11,2051
2051_LeafPhotoA_2025-09-08 11_43_37.507-05_00_leaf.png,15.75,2051
2051_LeafPhotoA_2025-09-08 11_43_52.523-05_00_leaf.png,33.5,2051
2052_LeafPhotoA_2025-09-08 11_45_37.237-05_00_leaf.png,3.08,2052
2052_LeafPhotoA_2025-09-08 11_45_38.516-05_00_leaf.png,3.67,2052
2052_LeafPhotoA_2025-09-08 11_46_03.735-05_00_leaf.png,1.92,2052
2052_LeafPhotoA_2025-09-08 11_46_20.148-05_00_leaf.png,5.65,2052
2053_LeafPhotoA_2025-09-08 11_46_54.815-05_00_leaf.png,4.25,2053
2053_LeafPhotoA_2025-09-08 11_47_19.777-05_00_leaf.png,0.22,2053
2053_LeafPhotoA_2025-09-08 11_47_32.581-05_00_leaf.png,4.16,2053
2054_LeafPhotoA_2025-09-08 11_48_05.690-05_00_leaf.png,0.54,2054
2054_LeafPhotoA_2025-09-08 11_48_20.743-05_00_leaf.png,0.47,2054
2054_LeafPhotoA_2025-09-08 11_48_38.141-05_00_leaf.png,0.39,2054
2055_LeafPhotoA_2025-09-08 11_49_04.884-05_00_leaf.png,0.7,2055
2055_LeafPhotoA_2025-09-08 11_49_17.884-05_00_leaf.png,3.96,2055
2055_LeafPhotoA_2025-09-08 11_49_38.748-05_00_leaf.png,1.32,2055
2056_LeafPhotoA_2025-09-08 11_50_05.707-05_00_leaf.png,2.07,2056
2056_LeafPhotoA_2025-09-08 11_50_24.829-05_00_leaf.png,0.14,2056
2056_LeafPhotoA_2025-09-08 11_50_35.688-05_00_leaf.png,0.27,2056
2057_LeafPhotoA_2025-09-08 11_50_58.255-05_00_leaf.png,0.16,2057
2057_LeafPhotoA_2025-09-08 11_51_09.975-05_00_leaf.png,0,2057
2057_LeafPhotoA_2025-09-08 11_51_27.707-05_00_leaf.png,0,2057
2058_LeafPhotoA_2025-09-08 11_51_50.795-05_00_leaf.png,0.7,2058
2058_LeafPhotoA_2025-09-08 11_52_16.226-05_00_leaf.png,0.13,2058
2058_LeafPhotoA_2025-09-08 11_52_37.403-05_00_leaf.png,0.13,2058
2059_LeafPhotoA_2025-09-08 11_52_57.079-05_00_leaf.png,0.03,2059
2059_LeafPhotoA_2025-09-08 11_53_10.159-05_00_leaf.png,0,2059
2059_LeafPhotoA_2025-09-08 11_53_37.810-05_00_leaf.png,0.04,2059
2060_LeafPhotoA_2025-09-08 11_54_01.131-05_00_leaf.png,1.07,2060
2060_LeafPhotoA_2025-09-08 11_54_13.998-05_00_leaf.png,1.68,2060
2060_LeafPhotoA_2025-09-08 11_54_39.708-05_00_leaf.png,0.1,2060
2061_LeafPhotoA_2025-09-08 11_55_09.806-05_00_leaf.png,0.8,2061
2061_LeafPhotoA_2025-09-08 11_55_23.114-05_00_leaf.png,0.63,2061
2061_LeafPhotoA_2025-09-08 11_55_36.655-05_00_leaf.png,0.32,2061
2062_LeafPhotoA_2025-09-08 11_56_00.618-05_00_leaf.png,0.01,2062
2062_LeafPhotoA_2025-09-08 11_56_16.610-05_00_leaf.png,0.09,2062
2062_LeafPhotoA_2025-09-08 11_56_29.638-05_00_leaf.png,0.01,2062
2063_LeafPhotoA_2025-09-08 11_56_52.721-05_00_leaf.png,0.03,2063
2063_LeafPhotoA_2025-09-08 11_57_10.603-05_00_leaf.png,8.19,2063
2063_LeafPhotoA_2025-09-08 11_57_23.639-05_00_leaf.png,0.01,2063
2064_LeafPhotoA_2025-09-08 11_57_49.749-05_00_leaf.png,0.02,2064
2064_LeafPhotoA_2025-09-08 11_58_02.700-05_00_leaf.png,0,2064
2064_LeafPhotoA_2025-09-08 11_58_16.799-05_00_leaf.png,0.63,2064
2065_LeafPhotoA_2025-09-08 11_58_33.163-05_00_leaf.png,1.1,2065
2065_LeafPhotoA_2025-09-08 11_58_51.273-05_00_leaf.png,1.18,2065
2065_LeafPhotoA_2025-09-08 11_59_20.400-05_00_leaf.png,2.04,2065
2066_LeafPhotoA_2025-09-08 11_59_48.439-05_00_leaf.png,0.06,2066
2066_LeafPhotoA_2025-09-08 12_00_00.120-05_00_leaf.png,0.02,2066
2066_LeafPhotoA_2025-09-08 12_00_44.750-05_00_leaf.png,0.01,2066
2067_LeafPhotoA_2025-09-08 12_01_11.396-05_00_leaf.png,0.24,2067
2067_LeafPhotoA_2025-09-08 12_01_32.584-05_00_leaf.png,0.62,2067
2067_LeafPhotoA_2025-09-08 12_01_55.257-05_00_leaf.png,0.5,2067
2068_LeafPhotoA_2025-09-08 12_02_28.342-05_00_leaf.png,6.19,2068
2068_LeafPhotoA_2025-09-08 12_02_41.449-05_00_leaf.png,2.56,2068
2068_LeafPhotoA_2025-09-08 12_02_55.291-05_00_leaf.png,4.23,2068
2069_LeafPhotoA_2025-09-08 12_03_26.688-05_00_leaf.png,0.48,2069
2069_LeafPhotoA_2025-09-08 12_03_40.102-05_00_leaf.png,0.13,2069
2069_LeafPhotoA_2025-09-08 12_03_55.448-05_00_leaf.png,0.37,2069
2070_LeafPhotoA_2025-09-08 12_04_24.225-05_00_leaf.png,0.29,2070
2070_LeafPhotoA_2025-09-08 12_04_38.455-05_00_leaf.png,0.23,2070
2070_LeafPhotoA_2025-09-08 12_04_58.888-05_00_leaf.png,3.81,2070
2071_LeafPhotoA_2025-09-08 12_05_40.977-05_00_leaf.png,1.44,2071
2071_LeafPhotoA_2025-09-08 12_06_01.483-05_00_leaf.png,4.3,2071
2071_LeafPhotoA_2025-09-08 12_06_16.416-05_00_leaf.png,8.53,2071
2072_LeafPhotoA_2025-09-08 12_06_56.217-05_00_leaf.png,3.55,2072
2072_LeafPhotoA_2025-09-08 12_07_15.598-05_00_leaf.png,0.1,2072
2072_LeafPhotoA_2025-09-08 12_07_29.298-05_00_leaf.png,1.55,2072
2073_LeafPhotoA_2025-09-08 12_07_54.433-05_00_leaf.png,0.05,2073
2073_LeafPhotoA_2025-09-08 12_08_09.567-05_00_leaf.png,0.33,2073
2073_LeafPhotoA_2025-09-08 12_08_20.725-05_00_leaf.png,0.03,2073
2074_LeafPhotoA_2025-09-08 12_09_18.987-05_00_leaf.png,17.64,2074
2074_LeafPhotoA_2025-09-08 12_09_58.431-05_00_leaf.png,2.08,2074
2074_LeafPhotoA_2025-09-08 12_10_39.627-05_00_leaf.png,0.65,2074
2075_LeafPhotoA_2025-09-08 12_10_54.878-05_00_leaf.png,1.29,2075
2075_LeafPhotoA_2025-09-08 12_11_12.357-05_00_leaf.png,0.07,2075
2075_LeafPhotoA_2025-09-08 12_11_28.690-05_00_leaf.png,0.69,2075
2076_LeafPhotoA_2025-09-08 12_11_50.135-05_00_leaf.png,3.47,2076
2076_LeafPhotoA_2025-09-08 12_12_04.243-05_00_leaf.png,1.26,2076
2076_LeafPhotoA_2025-09-08 12_12_20.490-05_00_leaf.png,0.12,2076
2077_LeafPhotoA_2025-09-08 12_12_49.370-05_00_leaf.png,1.48,2077
2077_LeafPhotoA_2025-09-08 12_13_08.868-05_00_leaf.png,1.1,2077
2077_LeafPhotoA_2025-09-08 12_13_22.676-05_00_leaf.png,0.04,2077
