"S.No","Plot No","Accession","Replication","Population","height","color","lodging","flowering","insect damage","picture_test","Picture_fieldbook_default","plants","type","rust score","audio","location","gnss","GoPro","angle","Picture_android","notes","LeafPhoto1","LeafPhoto2","LeafPhoto3","LeafPhotoA","LeafPhotoNotesA","LeafPhotoB","LeafPhotoNotesB","LeafPhoto6"
"26","250788","PI152828","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250788_LeafPhotoA_2025-10-07%2014_27_12.225-05_00.jpg",,,,
"590","250789","PI651497","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250789_LeafPhotoA_2025-10-07%2014_28_17.032-05_00.jpg","1 plant only",,,
"66","250790","PI179749","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,"damaged",,,
"585","250791","PI651491","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250791_LeafPhotoA_2025-10-07%2014_51_57.810-05_00.jpg",,,,
"139","250792","PI329583","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250792_LeafPhotoA_2025-10-07%2014_49_37.949-05_00.jpg",,,,
"119","250793","PI329465","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250793_LeafPhotoA_2025-10-07%2014_48_33.501-05_00.jpg",,,,
"459","250794","PI570431","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250794_LeafPhotoA_2025-10-07%2014_47_32.851-05_00.jpg",,,,
"511","250795","PI586443","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250795_LeafPhotoA_2025-10-07%2014_45_07.186-05_00.jpg",,,,
"202","250796","PI513898","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250796_LeafPhotoA_2025-10-07%2014_44_08.708-05_00.jpg",,,,
"16","250797","PI146890","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250797_LeafPhotoA_2025-10-07%2014_42_44.897-05_00.jpg","1 plant only",,,
"501","250798","PI585448","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250798_LeafPhotoA_2025-10-07%2014_41_34.747-05_00.jpg",,,,
"557","250799","PI641807","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250799_LeafPhotoA_2025-10-07%2014_40_18.911-05_00.jpg",,,,
"206","250800","PI521290","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250800_LeafPhotoA_2025-10-07%2014_39_14.907-05_00.jpg",,,,
"189","250801","PI455307","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250801_LeafPhotoA_2025-10-07%2014_37_59.676-05_00.jpg",,,,
"388","250802","PI563331","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250802_LeafPhotoA_2025-10-07%2014_36_53.761-05_00.jpg",,,,
"101","250803","PI300118","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250803_LeafPhotoA_2025-10-07%2014_35_03.283-05_00.jpg",,,,
"137","250804","PI329569","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250804_LeafPhotoA_2025-10-07%2014_33_38.099-05_00.jpg",,,,
"443","250805","PI570085","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250805_LeafPhotoA_2025-10-07%2014_32_11.321-05_00.jpg",,,,
"316","250806","PI534120","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250806_LeafPhotoA_2025-10-07%2014_30_53.222-05_00.jpg",,,,
"20","250807","PI152727","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250807_LeafPhotoA_2025-10-08%2008_27_26.304-05_00.jpg",,,,
"191","250808","PI505722","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250808_LeafPhotoA_2025-10-08%2008_28_34.639-05_00.jpg",,,,
"105","250809","PI329286","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250809_LeafPhotoA_2025-10-08%2008_29_58.952-05_00.jpg",,,,
"194","250810","PI506069","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250810_LeafPhotoA_2025-10-08%2008_31_42.503-05_00.jpg",,,,
"53","250811","PI156393","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250811_LeafPhotoA_2025-10-08%2008_32_42.426-05_00.jpg",,,,
"111","250812","PI329319","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250812_LeafPhotoA_2025-10-08%2008_33_42.471-05_00.jpg",,,,
"436","250813","PI570047","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250813_LeafPhotoA_2025-10-08%2008_34_54.370-05_00.jpg",,,,
"41","250814","PI154987","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250814_LeafPhotoA_2025-10-08%2008_36_01.141-05_00.jpg",,,,
"22","250815","PI152730","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250815_LeafPhotoA_2025-10-08%2008_37_04.290-05_00.jpg",,,,
"503","250816","PI585454","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250816_LeafPhotoA_2025-10-08%2008_38_27.271-05_00.jpg","from single plant ",,,
"418","250817","PI569445","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250817_LeafPhotoA_2025-10-08%2008_40_00.876-05_00.jpg",,,,
"126","250818","PI329510","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250818_LeafPhotoA_2025-10-08%2008_41_14.117-05_00.jpg",,,,
"138","250819","PI329570","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250819_LeafPhotoA_2025-10-08%2008_42_45.708-05_00.jpg","from single plant ",,,
"553","250820","PI619838","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250820_LeafPhotoA_2025-10-08%2008_44_05.648-05_00.jpg",,,,
"163","250821","PI330181","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250821_LeafPhotoA_2025-10-08%2008_44_59.135-05_00.jpg","from single plant ",,,
"423","250822","PI569454","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250822_LeafPhotoA_2025-10-08%2008_48_06.942-05_00.jpg",,,,
"184","250823","PI453696","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250823_LeafPhotoA_2025-10-08%2009_11_46.684-05_00.jpg",,,,
"142","250824","PI329614","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250824_LeafPhotoA_2025-10-08%2009_10_41.048-05_00.jpg",,,,
"175","250825","PI337680","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250825_LeafPhotoA_2025-10-08%2009_09_17.498-05_00.jpg",,,,
"114","250826","PI329338","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,"no plants ",,,
"124","250827","PI329501","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250827_LeafPhotoA_2025-10-08%2009_07_28.581-05_00.jpg","from one plant ",,,
"571","250828","PI641862","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250828_LeafPhotoA_2025-10-08%2009_05_47.657-05_00.jpg","from one plant ",,,
"177","250829","PI365512","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250829_LeafPhotoA_2025-10-08%2009_04_33.687-05_00.jpg",,,,
"339","250830","PI535796","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250830_LeafPhotoA_2025-10-08%2009_03_16.398-05_00.jpg",,,,
"145","250831","PI329618","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250831_LeafPhotoA_2025-10-08%2009_02_04.497-05_00.jpg",,,,
"65","250832","PI176766","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,"no plants ",,,
"45","250833","PI155760","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250833_LeafPhotoA_2025-10-08%2009_00_01.942-05_00.jpg",,,,
"78","250834","PI218112","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250834_LeafPhotoA_2025-10-08%2008_58_14.423-05_00.jpg",,,,
"122","250835","PI329478","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250835_LeafPhotoA_2025-10-08%2008_56_30.768-05_00.jpg","photos from two plants ",,,
"43","250836","PI155149","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250836_LeafPhotoA_2025-10-08%2008_55_28.513-05_00.jpg",,,,
"434","250837","PI570039","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250837_LeafPhotoA_2025-10-08%2008_54_12.316-05_00.jpg",,,,
"15","250838","PI145633","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,"no plants ",,,
"74","250839","PI196586","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250839_LeafPhotoA_2025-10-08%2009_20_32.698-05_00.jpg",,,,
"334","250840","PI535783","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250840_LeafPhotoA_2025-10-08%2009_21_31.449-05_00.jpg",,,,
"172","250841","PI330807","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250841_LeafPhotoA_2025-10-08%2009_22_34.983-05_00.jpg",,,,
"155","250842","PI329711","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250842_LeafPhotoA_2025-10-08%2009_24_11.888-05_00.jpg","high aphid infeststion ",,,
"373","250843","PI562990","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250843_LeafPhotoA_2025-10-08%2009_27_36.267-05_00.jpg",,,,
"456","250844","PI570388","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250844_LeafPhotoA_2025-10-08%2009_28_12.833-05_00.jpg",,,,
"587","250845","PI651493","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250845_LeafPhotoA_2025-10-08%2009_29_03.456-05_00.jpg",,,,
"167","250846","PI330195","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250846_LeafPhotoA_2025-10-08%2009_29_49.332-05_00.jpg",,,,
"454","250847","PI570371","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250847_LeafPhotoA_2025-10-08%2009_30_47.582-05_00.jpg",,,,
"127","250848","PI329511","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250848_LeafPhotoA_2025-10-08%2009_31_43.065-05_00.jpg",,,,
"569","250849","PI641850","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250849_LeafPhotoA_2025-10-08%2009_32_38.873-05_00.jpg",,,,
"171","250850","PI330803","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250850_LeafPhotoA_2025-10-08%2009_33_23.430-05_00.jpg",,,,
"425","250851","PI569457","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250851_LeafPhotoA_2025-10-08%2009_34_41.561-05_00.jpg",,,,
"37","250852","PI154750","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250852_LeafPhotoA_2025-10-08%2009_35_47.761-05_00.jpg",,,,
"63","250853","PI170787","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250853_LeafPhotoA_2025-10-08%2009_36_43.597-05_00.jpg","from single plant ",,,
"3","250854","PI22913","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250854_LeafPhotoA_2025-10-08%2009_38_13.386-05_00.jpg",,,,
"14","250855","PI145632","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250855_LeafPhotoA_2025-10-08%2010_11_17.214-05_00.jpg",,,,
"552","250856","PI619807","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250856_LeafPhotoA_2025-10-08%2010_10_11.121-05_00.jpg",,,,
"371","250857","PI562982","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250857_LeafPhotoA_2025-10-08%2010_08_57.582-05_00.jpg",,,,
"178","250858","PI452542","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250858_LeafPhotoA_2025-10-08%2010_07_46.423-05_00.jpg",,,,
"205","250859","PI521281","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250859_LeafPhotoA_2025-10-08%2010_06_40.873-05_00.jpg",,,,
"24","250860","PI152751","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250860_LeafPhotoA_2025-10-08%2010_05_39.458-05_00.jpg",,,,
"27","250861","PI152860","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250861_LeafPhotoA_2025-10-08%2010_04_36.002-05_00.jpg",,,,
"427","250862","PI569459","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250862_LeafPhotoA_2025-10-08%2010_03_17.394-05_00.jpg",,,,
"28","250863","PI152862","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250863_LeafPhotoA_2025-10-08%2010_02_06.443-05_00.jpg",,,,
"343","250864","PI542718","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250864_LeafPhotoA_2025-10-08%2010_00_27.966-05_00.jpg","all leaves are dried ",,,
"52","250865","PI156330","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250865_LeafPhotoA_2025-10-08%2009_59_02.594-05_00.jpg",,,,
"562","250866","PI641824","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250866_LeafPhotoA_2025-10-08%2009_57_40.199-05_00.jpg",,,,
"103","250867","PI303658","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250867_LeafPhotoA_2025-10-08%2009_56_32.980-05_00.jpg",,,,
"188","250868","PI455301","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250868_LeafPhotoA_2025-10-08%2009_55_40.967-05_00.jpg",,,,
"457","250869","PI570393","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,"no plants ",,,
"61","250870","PI157804","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,"no plants ",,,
"209","250871","PI526905","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"381","250872","PI563021","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"500","250873","PI585406","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"62","250874","PI167093","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"564","250875","PI641830","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"563","250876","PI641829","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"25","250877","PI152816","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"414","250878","PI569433","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"81","250879","PI226096","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"514","250880","PI593916","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"408","250881","PI569420","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"112","250882","PI329326","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"168","250883","PI330196","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"35","250884","PI152971","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"89","250885","PI257599","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"162","250886","PI330169","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"389","250887","PI563332","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"365","250888","PI562781","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"148","250889","PI329645","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"179","250890","PI452544","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"9","250891","PI63715","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"512","250892","PI586499","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"502","250893","PI585452","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
"448","250894","PI570106","Rep 1","BAP",,,,,,,,,,,,,,,,,,,,,,,,,
