"S.No","Plot No","Accession","Replication","Population","trait","value","timestamp","person","location","number","device_name"
"109","250723","PI329301","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250723_LeafPhotoA_2025-10-07%2013_55_37.365-05_00.jpg","2025-10-07 13:55:39.204-05:00"," ","","3","SM-A166U1"
"19","250724","PI152694","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250724_LeafPhotoA_2025-10-07%2013_56_04.191-05_00.jpg","2025-10-07 13:56:06.222-05:00"," ","","1","SM-A166U1"
"19","250724","PI152694","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250724_LeafPhotoA_2025-10-07%2013_56_24.945-05_00.jpg","2025-10-07 13:56:26.844-05:00"," ","","2","SM-A166U1"
"19","250724","PI152694","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250724_LeafPhotoA_2025-10-07%2013_56_45.689-05_00.jpg","2025-10-07 13:56:47.603-05:00"," ","","3","SM-A166U1"
"19","250724","PI152694","Rep 1","BAP","LeafPhotoNotesA","photos from single plant ","2025-10-07 13:57:31.622-05:00"," ","","1","SM-A166U1"
"55","250725","PI156487","Rep 1","BAP","LeafPhotoNotesA","no plants ","2025-10-07 13:57:55.459-05:00"," ","","1","SM-A166U1"
"415","250726","PI569435","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250726_LeafPhotoA_2025-10-07%2013_58_51.654-05_00.jpg","2025-10-07 13:58:53.735-05:00"," ","","1","SM-A166U1"
"415","250726","PI569435","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250726_LeafPhotoA_2025-10-07%2013_59_03.798-05_00.jpg","2025-10-07 13:59:05.920-05:00"," ","","2","SM-A166U1"
"415","250726","PI569435","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250726_LeafPhotoA_2025-10-07%2013_59_25.552-05_00.jpg","2025-10-07 13:59:27.424-05:00"," ","","3","SM-A166U1"
"99","250743","PI297171","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250743_LeafPhotoA_2025-10-07%2014_24_59.467-05_00.jpg","2025-10-07 14:25:01.689-05:00"," ","","1","SM-A166U1"
"99","250743","PI297171","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250743_LeafPhotoA_2025-10-07%2014_25_26.346-05_00.jpg","2025-10-07 14:25:28.472-05:00"," ","","2","SM-A166U1"
"99","250743","PI297171","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250743_LeafPhotoA_2025-10-07%2014_25_36.236-05_00.jpg","2025-10-07 14:25:38.378-05:00"," ","","3","SM-A166U1"
"433","250744","PI570038","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250744_LeafPhotoA_2025-10-07%2014_23_54.897-05_00.jpg","2025-10-07 14:23:57.231-05:00"," ","","1","SM-A166U1"
"433","250744","PI570038","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250744_LeafPhotoA_2025-10-07%2014_24_08.928-05_00.jpg","2025-10-07 14:24:10.988-05:00"," ","","2","SM-A166U1"
"433","250744","PI570038","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250744_LeafPhotoA_2025-10-07%2014_24_24.612-05_00.jpg","2025-10-07 14:24:26.645-05:00"," ","","3","SM-A166U1"
"407","250745","PI569419","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250745_LeafPhotoA_2025-10-07%2014_23_01.718-05_00.jpg","2025-10-07 14:23:03.938-05:00"," ","","1","SM-A166U1"
"407","250745","PI569419","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250745_LeafPhotoA_2025-10-07%2014_23_16.568-05_00.jpg","2025-10-07 14:23:18.561-05:00"," ","","2","SM-A166U1"
"407","250745","PI569419","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250745_LeafPhotoA_2025-10-07%2014_23_31.432-05_00.jpg","2025-10-07 14:23:33.637-05:00"," ","","3","SM-A166U1"
"164","250746","PI330184","Rep 1","BAP","LeafPhotoNotesA","no plants ","2025-10-07 14:22:20.580-05:00"," ","","1","SM-A166U1"
"428","250747","PI569460","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250747_LeafPhotoA_2025-10-07%2014_21_00.178-05_00.jpg","2025-10-07 14:21:02.525-05:00"," ","","1","SM-A166U1"
"428","250747","PI569460","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250747_LeafPhotoA_2025-10-07%2014_21_24.516-05_00.jpg","2025-10-07 14:21:26.701-05:00"," ","","2","SM-A166U1"
"428","250747","PI569460","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250747_LeafPhotoA_2025-10-07%2014_21_54.065-05_00.jpg","2025-10-07 14:21:56.245-05:00"," ","","3","SM-A166U1"
"110","250748","PI329310","Rep 1","BAP","LeafPhotoNotesA","no plants ","2025-10-07 14:20:27.199-05:00"," ","","1","SM-A166U1"
"42","250749","PI154988","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250749_LeafPhotoA_2025-10-07%2014_19_34.928-05_00.jpg","2025-10-07 14:19:37.075-05:00"," ","","1","SM-A166U1"
"42","250749","PI154988","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250749_LeafPhotoA_2025-10-07%2014_19_49.758-05_00.jpg","2025-10-07 14:19:51.909-05:00"," ","","2","SM-A166U1"
"42","250749","PI154988","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250749_LeafPhotoA_2025-10-07%2014_20_01.752-05_00.jpg","2025-10-07 14:20:03.978-05:00"," ","","3","SM-A166U1"
"90","250750","PI257600","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250750_LeafPhotoA_2025-10-07%2014_18_28.292-05_00.jpg","2025-10-07 14:18:30.524-05:00"," ","","1","SM-A166U1"
"90","250750","PI257600","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250750_LeafPhotoA_2025-10-07%2014_18_44.148-05_00.jpg","2025-10-07 14:18:46.111-05:00"," ","","2","SM-A166U1"
"90","250750","PI257600","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250750_LeafPhotoA_2025-10-07%2014_18_57.873-05_00.jpg","2025-10-07 14:18:59.904-05:00"," ","","3","SM-A166U1"
"565","250751","PI641834","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250751_LeafPhotoA_2025-10-07%2014_17_19.416-05_00.jpg","2025-10-07 14:17:21.580-05:00"," ","","1","SM-A166U1"
"565","250751","PI641834","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250751_LeafPhotoA_2025-10-07%2014_17_31.645-05_00.jpg","2025-10-07 14:17:33.751-05:00"," ","","2","SM-A166U1"
"565","250751","PI641834","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250751_LeafPhotoA_2025-10-07%2014_17_45.449-05_00.jpg","2025-10-07 14:17:47.546-05:00"," ","","3","SM-A166U1"
"32","250752","PI152965","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250752_LeafPhotoA_2025-10-07%2014_16_16.280-05_00.jpg","2025-10-07 14:16:18.340-05:00"," ","","1","SM-A166U1"
"32","250752","PI152965","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250752_LeafPhotoA_2025-10-07%2014_16_29.379-05_00.jpg","2025-10-07 14:16:31.414-05:00"," ","","2","SM-A166U1"
"32","250752","PI152965","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250752_LeafPhotoA_2025-10-07%2014_16_41.782-05_00.jpg","2025-10-07 14:16:43.781-05:00"," ","","3","SM-A166U1"
