,cluster025_1,cluster025_7,cluster025_13,cluster025_14,cluster025_21,cluster025_27,cluster025_29,cluster025_30,cluster025_31,cluster025_32,cluster025_33,cluster025_40,cluster025_41,cluster025_43,cluster025_45,cluster025_46,cluster025_47,cluster025_50,cluster025_57,cluster025_61,cluster025_62,cluster025_63,cluster025_64,cluster025_66,cluster025_69,cluster025_71,cluster025_72,cluster025_73,cluster025_74,cluster025_75,cluster025_76,cluster025_80,cluster025_81,cluster025_82,cluster025_86,cluster025_104,cluster025_109,cluster025_110,cluster025_111,cluster025_112,cluster025_119,cluster025_120,cluster025_121,cluster025_122,cluster025_132,cluster025_136,cluster025_154,cluster025_156,cluster025_164,cluster025_166,cluster025_167,cluster025_174,cluster025_175,cluster025_186,cluster025_189,cluster025_190,cluster025_191,cluster025_192,cluster025_202,cluster025_204,cluster025_207,cluster025_211,cluster025_212
cluster025_33,0.29066231805342735,0.3337197598760913,0.04775803911097129,0.27523336075785104,0.59155041767932,0.3653641825130027,0.6620326438306516,0.5684751471889236,0.6434227238615732,0.2044249742699369,1.0,0.08187721823444921,0.19236968534556126,-0.224342156228123,-0.3329105816854861,-0.06469679849097805,0.04614080502960921,0.45497501918716327,0.4272039763595105,0.09880680166456145,0.5359261508743037,0.13146516609939551,0.30322743414842507,0.4958118996274497,0.3690115447899066,0.14694782766025016,0.46016125933714885,0.21275407360474488,0.10963200096607569,-0.2763220909658257,0.05106675313988,-0.08656879687749618,0.26400186089004896,0.6238445958133894,0.42093469115528676,0.470141479082898,-0.042237110059893355,0.034003693320455684,-0.15018939230802056,0.13031122089224634,0.005639932562002845,0.280690127254609,0.42703590852211104,0.1750956564620917,0.36314200813061914,0.00763551679415926,0.4207992383172557,0.34420713193214886,0.3542693820767753,0.31817399905835114,0.07197254268282328,-0.08675708508316708,0.1773498361939596,0.0981124832395418,0.02765569205188627,-0.007607093461390091,0.283410225233893,0.48130667387858644,0.0709193995488542,0.28040101426234953,0.5859623258693636,0.4072785319159901,-0.04086939417633483
cluster025_40,0.3030624747806935,0.47618638914847145,0.6532690343424741,0.7516835813573738,0.1737137254621936,0.5245418852620382,0.5127793129047356,0.6564408782181615,0.7085258890098463,0.769412421186213,0.08187721823444921,1.0,0.8444318852854662,0.7260277906417503,0.7380284308577078,0.866346585810199,0.7874917772245432,0.385289738774299,0.6409642601269816,0.8270328985510927,0.2036477074352801,0.177052848132613,0.19556591388450048,0.2915689312999149,0.29766680732357337,0.33416843667386453,-0.07041996755515265,0.8136468072105018,0.8126556480855942,0.20663263226861542,0.7577917114750821,0.633708452045455,0.42871308316435885,-0.12096296639117339,0.2945275662589356,0.40772360032617966,0.6559198316505289,0.5635443307113557,0.08588537191130628,0.47976853320431795,0.6836480883273705,0.5043527793358636,-0.031963943389977316,0.4986846710202138,0.6843354922608094,0.568925383864189,0.7006265115369478,0.2216593042336541,0.7459557802633158,0.5895620175888918,0.2142867594285894,0.23560924178943932,0.6343596245604197,0.5284637924848062,0.3876987585078088,0.761078509526625,0.5651561697690597,0.3489962434789398,0.7302833581114689,0.6098515937062098,0.36916965475837293,0.683009783056637,0.7031975413984386
cluster025_41,0.439405423413775,0.7106662171107573,0.8083545628040255,0.7309041950242391,0.15028035471072315,0.47295800278212513,0.48055995691939796,0.7292068911791973,0.7270205388447757,0.7637885185592279,0.19236968534556126,0.8444318852854662,1.0,0.7072423047336446,0.7179423114870839,0.804029387533757,0.8357940645994106,0.3370216876448332,0.7340709715970983,0.8833918673495448,0.40191709576632295,0.14754115747104204,0.3198087410267567,0.25025465684994724,0.5033147546881199,0.33294027118720826,0.10879381132439264,0.6853148664130698,0.8088451761826984,0.31609656593361496,0.6555326372548359,0.7618436325183644,0.3219145949570251,-0.07145663493709888,0.20713819739396921,0.4357255930856677,0.4725802432829056,0.4119764937663678,0.17973881781815984,0.49793398354278184,0.7528225125052294,0.5184122231541561,0.21200087000773876,0.555762277039659,0.7846344663135593,0.6926193562953725,0.8402953737322537,0.46685341657040114,0.7708953103763442,0.7113103414031745,0.3487250548975191,0.38783166362491306,0.8083924623615146,0.5877037442856121,0.5145052740939585,0.5491412696247796,0.6435095135450665,0.511215889054364,0.6637594116856701,0.7930290489403603,0.42858872804063497,0.5636260098994084,0.6399514672281047
cluster025_43,0.2110345434402231,0.48260254264325564,0.6235539201526866,0.45718428528290056,-0.030891106921254022,0.31416862313925836,0.18063839726154346,0.40489304215899735,0.3645292475408797,0.5692654647312931,-0.224342156228123,0.7260277906417503,0.7072423047336446,1.0,0.7463890773962945,0.7499274643579311,0.6293494204541784,0.10064261989345862,0.43770857797798707,0.6979221656436575,0.10883331627905188,0.24723825154774262,0.14415433710391476,0.12157119509698619,0.24115931441956934,0.31786901854329774,-0.08272323476893907,0.5047567416481742,0.6151974999424119,0.2840562520252251,0.517977323648449,0.6440285716791249,0.19346838866602914,-0.25048164199426054,0.06212190594908421,0.2126357270857444,0.5088508144607271,0.3656556437835993,0.23471955789017615,0.26704293128071177,0.5808738855446605,0.3741076132965026,0.004554942324117622,0.33416357370053773,0.4772238517246539,0.5716981320274297,0.43318104466186735,0.22636297564741845,0.5318519835564188,0.469412198937791,0.264911114887158,0.3494821686339363,0.5430609114855646,0.4830877228938214,0.44644418268985697,0.5869149042118345,0.3673398150256885,0.21157919725742094,0.5512599987892736,0.4949322448216039,0.22104726343597,0.44054246869948466,0.589273950419988
cluster025_45,0.24079269283934113,0.3505137425756708,0.6461225844915723,0.5208704926043182,-0.2834747884738346,0.2695156790760015,0.09350477660635548,0.266559653505634,0.32235782067214025,0.647674988172629,-0.3329105816854861,0.7380284308577078,0.7179423114870839,0.7463890773962945,1.0,0.8149382542889598,0.7743686298786688,0.09625621756671125,0.3940460559426031,0.7766710841323944,0.02024676624028905,0.2329976132329701,0.210336527501579,0.09537705332823769,0.34038420083510884,0.32146669104489023,-0.1360397163959506,0.6383899946519606,0.6330596315225857,0.47451732619131637,0.6135932972878677,0.7640260049745623,0.14230734099503825,-0.3880652782339848,0.0666241240204181,0.03460131798966131,0.4572286120754668,0.4799513898266716,0.3289983566443896,0.45023031306746936,0.6357049623916216,0.440251963191195,-0.09361835585954219,0.46986132632782673,0.5232214490476828,0.620718150968233,0.4727070310207594,0.18936389159910663,0.5519539426637887,0.4127212564277687,0.2267376753961076,0.3559019583129387,0.540502345140154,0.41445547875267785,0.4336848797135751,0.5849543293116906,0.4691129851145848,0.07139854789510218,0.5519854821404172,0.5140431715075623,0.04748127447723742,0.29187355000475185,0.5842687978672637
cluster025_46,0.3871261920299118,0.4366634429538774,0.6717747676635896,0.6257682115583674,0.10727253388005793,0.528602976019342,0.3987887971692454,0.5184630530051836,0.6149980672593737,0.8265336115371136,-0.06469679849097805,0.866346585810199,0.804029387533757,0.7499274643579311,0.8149382542889598,1.0,0.8474066694744736,0.36491567231621247,0.5026475793491438,0.7727308577100834,0.21445009313545574,0.32201001994916034,0.24535228276771148,0.19110838866107913,0.3062812120355772,0.3851794579227125,0.012203187112720625,0.6641134999793356,0.6474324767594848,0.36830202682582813,0.8720730662175278,0.7313877778346487,0.531899373311868,-0.048676248731836236,0.28335818151959896,0.3337362015688685,0.7079082873946773,0.6006703384763751,0.25394691112078216,0.5094111700186568,0.8023122733088078,0.5312308586393522,0.10505269399073541,0.5853341329349536,0.6331817563661176,0.6758450850729101,0.6139133983691949,0.3311524739093074,0.7522410076913649,0.6241609851340526,0.35302383228531187,0.4888081698400775,0.6204946775778674,0.5566381146737264,0.4525434412317005,0.6554566330229856,0.5305104126626169,0.2473971544472265,0.7486896996855098,0.6249916441217604,0.4005738493589771,0.559352175290498,0.7516920191360681
cluster025_47,0.5415800648543557,0.46785748666167665,0.6635784435266712,0.7067913887303836,-0.015431931546218592,0.4719349142404391,0.31099980951765827,0.4853747916134684,0.6032294627054008,0.8125589172897468,0.04614080502960921,0.7874917772245432,0.8357940645994106,0.6293494204541784,0.7743686298786688,0.8474066694744736,1.0,0.44274255248972527,0.5071824910199534,0.7791913206716772,0.37459689444480926,0.3059593925540848,0.45542515397743477,0.28289079974778547,0.5778476415668327,0.5590789520698976,0.22456033131862735,0.6818663195542874,0.6158805316300711,0.4753760539202228,0.7313100509397975,0.7753870686520666,0.38471809793758055,-0.025805349043810346,0.34985540148467353,0.15387233149011478,0.43389190150803014,0.5969877920992278,0.3447452897005223,0.6412188955595326,0.7351643803564294,0.4963099181145101,0.2014612301439883,0.6470005794437127,0.7478456811030945,0.6689764082992592,0.68757058567585,0.3639726431907037,0.6672629640428384,0.6146081534347592,0.34494082443795526,0.42643642611746124,0.6021114387097869,0.4737135350715175,0.518475667393363,0.577872837258552,0.6384257132022919,0.29218739640644564,0.6387984298788861,0.6664524288430158,0.38184786362021417,0.41738098088630005,0.6111308410019738
cluster025_50,0.5402896326131492,0.15647924099674956,0.1029010548187917,0.45168799974289053,0.41056451936842786,0.6958194712179371,0.4761784328292605,0.3636053575130869,0.6116757463417226,0.48565264847007017,0.45497501918716327,0.385289738774299,0.3370216876448332,0.10064261989345862,0.09625621756671125,0.36491567231621247,0.44274255248972527,1.0,0.3634998303849631,0.2293151070858963,0.5598914184738187,0.3989174730767031,0.5478201142403355,0.5504900689878874,0.3692130761513748,0.535493213402399,0.47621667524541134,0.461756216044888,0.11381554700686122,-0.11760533397261715,0.44675701819641406,0.16604712942338973,0.5106650979481407,0.5060722180957613,0.5643021466808322,0.25149697104232077,0.313699401642508,0.5232984485157038,0.028834388972279884,0.4164623268986529,0.33146178471766335,0.45386242797937226,0.3972082954246743,0.43306329303523666,0.40564679472618836,0.09486915444017889,0.3031770524869515,0.22088331576091563,0.5615872732892403,0.3587418308114986,0.19063936121803857,0.12294148052394409,0.06639363286246001,0.18711214892292136,0.39397642737826044,0.359227543109027,0.41511031337834225,0.3949112208234583,0.24315403651252165,0.3329458118089365,0.5949293728738024,0.46658145865682105,0.36333238554921654
cluster025_57,0.2630551878928835,0.7026585386233646,0.6253839849324213,0.5381358311152605,0.32290978994001635,0.4465981877585397,0.5737003180636573,0.7319597822148087,0.7088123701872979,0.553692187321124,0.4272039763595105,0.6409642601269816,0.7340709715970983,0.43770857797798707,0.3940460559426031,0.5026475793491438,0.5071824910199534,0.3634998303849631,1.0,0.6323621469376022,0.39738411725152384,0.03321114556486682,0.23296983952263906,0.27825111310592404,0.3790464685286708,0.20559121349053683,0.1338219665658272,0.5425025813641383,0.6298303470160092,-0.07160592111681556,0.4010380392070165,0.48597262078427894,0.24034065627766357,0.05969454264354985,0.16180189656061836,0.5838814443364178,0.32374689110242727,0.20975730595142045,-0.05996832809098662,0.2580763306304562,0.4715090722681969,0.40820007796088104,0.1953298663164013,0.358317724919045,0.5965035743781618,0.4464513143347024,0.7093880727138773,0.405214811546101,0.7038687731600476,0.5194025263542799,0.2216446182841525,0.14728734675194732,0.6511446514767658,0.4081317955953806,0.36663177099555455,0.32873895081225885,0.47990724951991837,0.5647807890666586,0.4659033550505145,0.6620368895402567,0.3685582246002354,0.5782103980277772,0.3797369769403818
cluster025_61,0.31093821081923323,0.6775431083087532,0.8028665165459683,0.6418729509767681,-0.052980549224927086,0.3095254442069813,0.3703234010825535,0.6585938609805494,0.6108747376168169,0.7565177764327125,0.09880680166456145,0.8270328985510927,0.8833918673495448,0.6979221656436575,0.7766710841323944,0.7727308577100834,0.7791913206716772,0.2293151070858963,0.6323621469376022,1.0,0.3067835534476644,0.15161577930018372,0.31297314934087744,0.2974953999033531,0.5211264950051062,0.25838521784057805,-0.002703928966949083,0.6962703086119761,0.8551159154772415,0.3200014960256977,0.5855264828423518,0.7531897858519117,0.17966381799733594,-0.17936587757857855,0.11862628029511657,0.2913564197332972,0.4238718119196017,0.3470611554374347,0.2246003413082183,0.4120507441815345,0.6787851439431408,0.47212411835238344,0.09925839479665159,0.532601225035739,0.7539885366546908,0.7345379894094315,0.7774324147941869,0.30952747871239733,0.66573430552549,0.6120958540653924,0.34405086784182176,0.3660644555215768,0.7557022690146334,0.4977751083226754,0.5316992944671358,0.5867764964956702,0.6011258056672613,0.3966883840165646,0.6281492253910025,0.6488368554189042,0.2946582594722971,0.52718607338908,0.6704507186324942
