cluster025,axis_id,severity_related,severity_class,cluster_type,n_embeddings,n_loci,has_validated_locus,has_validated_or_proposed_locus,median_max_abs_severity_r,max_abs_severity_r,axis_spearman_abs_r_with_human_exg_anchor,axis_orientation,example_embeddings,reported_candidate_genes
109,cluster025_109,True,severity_correlated,multi_trait,2,2,False,False,0.3673746590910333,0.4752918150818439,0.4330520845197856,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_87;embedding_mean_594,
110,cluster025_110,True,severity_correlated,multi_trait,2,2,False,False,0.4067595827314239,0.595145277287318,0.5287138031293591,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_476;embedding_mean_548,
111,cluster025_111,True,severity_correlated,multi_trait,2,2,False,False,0.2689349476714361,0.440239911236581,0.23965840671748082,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_152;embedding_mean_421,
112,cluster025_112,True,severity_correlated,singleton,1,1,False,False,0.4698674158106938,0.4698674158106938,0.48305681325048905,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_3,
113,cluster025_113,False,not_severity_correlated,singleton,1,1,False,False,0.1970592588347864,0.1970592588347864,0.2043193214340339,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_17,
114,cluster025_114,False,not_severity_correlated,singleton,1,1,False,False,0.3679713303675667,0.3679713303675667,0.379062568592676,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_55,
115,cluster025_115,False,not_severity_correlated,singleton,1,1,False,False,0.1516781867697372,0.1516781867697372,0.17624338741853177,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_63,
116,cluster025_116,False,not_severity_correlated,singleton,1,2,False,False,0.0339183131272656,0.0339183131272656,0.008104727099532617,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_70,
117,cluster025_117,False,not_severity_correlated,singleton,1,1,False,False,0.1781909618657911,0.1781909618657911,0.17061846724967453,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_90,
118,cluster025_118,False,not_severity_correlated,singleton,1,1,False,False,0.261121387910054,0.261121387910054,0.255069401352803,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_104,
119,cluster025_119,True,severity_correlated,singleton,1,1,False,False,0.6087249087814846,0.6087249087814846,0.6302754895220147,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_108,
120,cluster025_120,True,severity_correlated,singleton,1,1,False,False,0.5433452990698351,0.5433452990698351,0.5371215332735301,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_161,
121,cluster025_121,True,severity_correlated,singleton,1,1,False,False,0.4481090719991962,0.4481090719991962,0.42972707382003,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_191,
122,cluster025_122,True,severity_correlated,singleton,1,1,False,False,0.608612724086292,0.608612724086292,0.5851279102510419,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_237,
123,cluster025_123,False,not_severity_correlated,singleton,1,1,False,False,0.1008151001711532,0.1008151001711532,0.0952528107348855,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_247,
124,cluster025_124,False,not_severity_correlated,singleton,1,2,False,False,0.0358405932146039,0.0358405932146039,0.011379433551264988,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_266,
125,cluster025_125,False,not_severity_correlated,singleton,1,1,False,False,0.1833695312923334,0.1833695312923334,0.161191987262469,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_320,
126,cluster025_126,False,not_severity_correlated,singleton,1,1,False,False,0.3771276368080883,0.3771276368080883,0.36726372697458054,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_323,
127,cluster025_127,False,not_severity_correlated,singleton,1,1,False,False,0.3684996138707444,0.3684996138707444,0.3331169489703685,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_327,
128,cluster025_128,False,not_severity_correlated,singleton,1,1,False,False,0.1368155654912491,0.1368155654912491,0.1703594453890892,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_329,
129,cluster025_129,False,not_severity_correlated,singleton,1,2,False,False,0.2765613930643032,0.2765613930643032,0.23438214655226838,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_349,
130,cluster025_130,False,not_severity_correlated,singleton,1,1,False,False,0.2007491069810262,0.2007491069810262,0.22193272449337573,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_410,
131,cluster025_131,False,not_severity_correlated,singleton,1,1,False,False,0.2953442709242135,0.2953442709242135,0.2917660107888919,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_414,
132,cluster025_132,True,severity_correlated,singleton,1,1,False,False,0.6121886163159705,0.6121886163159705,0.6353642379907625,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_433,
133,cluster025_133,False,not_severity_correlated,singleton,1,1,False,False,0.0288821843203259,0.0288821843203259,0.01794013457018569,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_451,
134,cluster025_134,False,not_severity_correlated,singleton,1,1,False,False,0.0322476069146714,0.0322476069146714,0.027526758556883753,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_481,
135,cluster025_135,False,not_severity_correlated,singleton,1,1,False,False,0.1852046170946898,0.1852046170946898,0.1786222953482724,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_485,
136,cluster025_136,True,severity_correlated,singleton,1,1,False,False,0.4810032654169955,0.4810032654169955,0.4556284734594703,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_486,
137,cluster025_137,False,not_severity_correlated,singleton,1,1,False,False,0.0290308693151061,0.0290308693151061,0.017734864326863442,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_487,
138,cluster025_138,False,not_severity_correlated,singleton,1,1,False,False,0.0659133963088301,0.0659133963088301,0.019040892450139662,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_523,
139,cluster025_139,False,not_severity_correlated,singleton,1,1,False,False,0.1846347102196379,0.1846347102196379,0.1668803739579001,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_553,
140,cluster025_140,False,not_severity_correlated,singleton,1,1,False,False,0.0452423400078049,0.0452423400078049,0.039144148935431326,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_564,
141,cluster025_141,False,not_severity_correlated,singleton,1,1,False,False,0.0696920545666249,0.0696920545666249,0.026742559672114533,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_591,
142,cluster025_142,False,not_severity_correlated,singleton,1,1,False,False,0.3219255028452145,0.3219255028452145,0.3008863524207792,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_627,
143,cluster025_143,False,not_severity_correlated,singleton,1,1,False,False,0.2663758803365982,0.2663758803365982,0.27041818423995506,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_650,
144,cluster025_144,False,not_severity_correlated,singleton,1,5,False,False,0.0665436082379904,0.0665436082379904,0.017824972902052146,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_678,
145,cluster025_145,False,not_severity_correlated,singleton,1,1,False,False,0.2487373002077722,0.2487373002077722,0.2568213191907747,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_685,
146,cluster025_146,False,not_severity_correlated,singleton,1,2,False,False,0.1970684037718178,0.1970684037718178,0.12644104506323653,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_686,
147,cluster025_147,False,not_severity_correlated,singleton,1,1,False,False,0.1081630557288324,0.1081630557288324,0.0608248252692804,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_688,
148,cluster025_148,False,not_severity_correlated,singleton,1,1,False,False,0.1893916606762491,0.1893916606762491,0.19235197466046272,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_697,
149,cluster025_149,False,not_severity_correlated,singleton,1,1,False,False,0.3523658132386458,0.3523658132386458,0.3785164813137204,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_704,
150,cluster025_150,False,not_severity_correlated,singleton,1,1,False,False,0.3241143280624193,0.3241143280624193,0.3448351510932182,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_731,
151,cluster025_151,False,not_severity_correlated,singleton,1,1,False,False,0.2891181596491302,0.2891181596491302,0.2614982829571432,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_736,
152,cluster025_152,False,not_severity_correlated,singleton,1,1,False,False,0.0835485038581488,0.0835485038581488,0.025995498730346393,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_791,
153,cluster025_153,False,not_severity_correlated,singleton,1,1,False,False,0.0616441378967188,0.0616441378967188,0.07575197105499473,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_796,
154,cluster025_154,True,severity_correlated,singleton,1,1,False,False,0.5096663446039297,0.5096663446039297,0.554861210169751,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_819,
155,cluster025_155,False,not_severity_correlated,singleton,1,1,False,False,0.3057560537921354,0.3057560537921354,0.26388100452776075,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_831,
156,cluster025_156,True,severity_correlated,singleton,1,1,False,False,0.4691749530259547,0.4691749530259547,0.48250967987887555,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_844,
157,cluster025_157,False,not_severity_correlated,singleton,1,1,False,False,0.2203521114810563,0.2203521114810563,0.2213232062139606,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_868,
158,cluster025_158,False,not_severity_correlated,singleton,1,1,False,False,0.246621516056426,0.246621516056426,0.1827107822508135,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_885,
159,cluster025_159,False,not_severity_correlated,singleton,1,1,False,False,0.1845858339796505,0.1845858339796505,0.12944675757861746,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_895,
160,cluster025_160,False,not_severity_correlated,singleton,1,1,False,False,0.2556007228628082,0.2556007228628082,0.2677504145569646,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_910,
161,cluster025_161,False,not_severity_correlated,singleton,1,1,False,False,0.3522724769784417,0.3522724769784417,0.3856815864810375,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_911,
162,cluster025_162,False,not_severity_correlated,singleton,1,1,False,False,0.2248027083335164,0.2248027083335164,0.22183797757349308,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_912,
163,cluster025_163,False,not_severity_correlated,singleton,1,1,False,False,0.0830255138716842,0.0830255138716842,0.023145168207403324,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_970,
164,cluster025_164,True,severity_correlated,singleton,1,1,False,False,0.626082397407353,0.626082397407353,0.6397835013496046,positive_axis_aligned_to_higher_human_exg_severity,embedding_mean_984,
165,cluster025_165,False,not_severity_correlated,singleton,1,1,False,False,0.2543798662170607,0.2543798662170607,0.22952323417107237,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_7,
166,cluster025_166,True,severity_correlated,singleton,1,1,False,False,0.5376145297636596,0.5376145297636596,0.5667290712919524,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_27,
167,cluster025_167,True,severity_correlated,singleton,1,4,False,False,0.4375743923323376,0.4375743923323376,0.39375115176154013,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_65,
168,cluster025_168,False,not_severity_correlated,singleton,1,1,False,False,0.1620842400649716,0.1620842400649716,0.11971991793125523,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_74,
169,cluster025_169,False,not_severity_correlated,singleton,1,1,False,False,0.3864260575151745,0.3864260575151745,0.39868742983181504,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_83,
170,cluster025_170,False,not_severity_correlated,singleton,1,2,False,False,0.365513965655961,0.365513965655961,0.3923688163572384,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_87,
171,cluster025_171,False,not_severity_correlated,singleton,1,1,False,False,0.351870744355661,0.351870744355661,0.38387979445297493,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_102,
172,cluster025_172,False,not_severity_correlated,singleton,1,1,False,False,0.1598100864682095,0.1598100864682095,0.1467023795847876,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_103,
173,cluster025_173,False,not_severity_correlated,singleton,1,1,False,False,0.2874239119769297,0.2874239119769297,0.2582141859249875,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_105,
174,cluster025_174,True,severity_correlated,singleton,1,2,False,False,0.4086527229261802,0.4086527229261802,0.4333854371214407,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_111,
175,cluster025_175,True,severity_correlated,singleton,1,1,False,False,0.4019921016086596,0.4019921016086596,0.44670486521990643,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_124,
176,cluster025_176,False,not_severity_correlated,singleton,1,1,False,False,0.2477227027438872,0.2477227027438872,0.2595915516475092,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_200,
177,cluster025_177,False,not_severity_correlated,singleton,1,1,False,False,0.1095227255810513,0.1095227255810513,0.05633526193339483,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_219,
178,cluster025_178,False,not_severity_correlated,singleton,1,1,False,False,0.365630270911098,0.365630270911098,0.29426919156608394,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_251,
179,cluster025_179,False,not_severity_correlated,singleton,1,1,False,False,0.107929276126119,0.107929276126119,0.06087323392479601,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_312,
180,cluster025_180,False,not_severity_correlated,singleton,1,1,False,False,0.3499098885258394,0.3499098885258394,0.38020513258250865,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_317,
181,cluster025_181,False,not_severity_correlated,singleton,1,6,False,False,0.2201176688596338,0.2201176688596338,0.24165216187029448,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_322,
182,cluster025_182,False,not_severity_correlated,singleton,1,1,False,False,0.1275443709210014,0.1275443709210014,0.0973274406198686,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_378,
183,cluster025_183,False,not_severity_correlated,singleton,1,1,False,False,0.3242160215153686,0.3242160215153686,0.3387973494954839,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_406,
184,cluster025_184,False,not_severity_correlated,singleton,1,1,False,False,0.2065625004436615,0.2065625004436615,0.21018265213427054,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_415,
185,cluster025_185,False,not_severity_correlated,singleton,1,1,False,False,0.2207864468935541,0.2207864468935541,0.22556121435342702,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_417,
186,cluster025_186,True,severity_correlated,singleton,1,1,False,False,0.4245984989057593,0.4245984989057593,0.48262729889016986,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_421,
187,cluster025_187,False,not_severity_correlated,singleton,1,1,False,False,0.0613795398074823,0.0613795398074823,0.03312762199471708,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_438,
188,cluster025_188,False,not_severity_correlated,singleton,1,1,False,False,0.3042078015619457,0.3042078015619457,0.2614051794984884,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_450,
189,cluster025_189,True,severity_correlated,singleton,1,1,False,False,0.565542302533742,0.565542302533742,0.4774387491103164,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_466,
190,cluster025_190,True,severity_correlated,singleton,1,1,False,False,0.444423712818538,0.444423712818538,0.4459473607651319,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_479,
191,cluster025_191,True,severity_correlated,singleton,1,1,False,False,0.4921122210939778,0.4921122210939778,0.5120922702246967,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_506,
192,cluster025_192,True,severity_correlated,singleton,1,1,False,False,0.4116993750337605,0.4116993750337605,0.41833744193395955,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_531,
193,cluster025_193,False,not_severity_correlated,singleton,1,2,False,False,0.3026598839793643,0.3026598839793643,0.29815209485503363,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_541,
194,cluster025_194,False,not_severity_correlated,singleton,1,1,False,False,0.365693431599188,0.365693431599188,0.35574810561228226,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_570,
195,cluster025_195,False,not_severity_correlated,singleton,1,1,False,False,0.2958387009344916,0.2958387009344916,0.2936807666573884,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_609,
196,cluster025_196,False,not_severity_correlated,singleton,1,1,False,False,0.115600061358822,0.115600061358822,0.05611869370734615,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_662,
197,cluster025_197,False,not_severity_correlated,singleton,1,1,False,False,0.2896985325330545,0.2896985325330545,0.30424551621384355,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_673,
198,cluster025_198,False,not_severity_correlated,singleton,1,1,False,False,0.1146239585107275,0.1146239585107275,0.07493793816383451,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_680,
199,cluster025_199,False,not_severity_correlated,singleton,1,1,False,False,0.1209015758116438,0.1209015758116438,0.14827807309704277,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_698,
200,cluster025_200,False,not_severity_correlated,singleton,1,1,False,False,0.1313253383878868,0.1313253383878868,0.14846429908269348,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_713,
201,cluster025_201,False,not_severity_correlated,singleton,1,1,False,False,0.1808028034168386,0.1808028034168386,0.20580670411244156,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_724,
202,cluster025_202,True,severity_correlated,singleton,1,1,False,False,0.4424980161930835,0.4424980161930835,0.4746907682280673,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_733,
203,cluster025_203,False,not_severity_correlated,singleton,1,1,False,False,0.0635684030992354,0.0635684030992354,0.07136539090865314,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_745,
204,cluster025_204,True,severity_correlated,singleton,1,1,False,False,0.520376114841324,0.520376114841324,0.5508864189330508,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_781,
205,cluster025_205,False,not_severity_correlated,singleton,1,1,False,False,0.1186042402623799,0.1186042402623799,0.08286198590369084,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_784,
206,cluster025_206,False,not_severity_correlated,singleton,1,1,False,False,0.3959209262180446,0.3959209262180446,0.39258298092171495,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_835,
207,cluster025_207,True,severity_correlated,singleton,1,1,True,True,0.6041615034976718,0.6041615034976718,0.6507624730928515,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_839,Sobic.001G329100
208,cluster025_208,False,not_severity_correlated,singleton,1,1,False,False,0.0762651698834383,0.0762651698834383,0.06224417580703129,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_878,
209,cluster025_209,False,not_severity_correlated,singleton,1,1,False,False,0.1798282500586985,0.1798282500586985,0.18474044264727937,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_986,
210,cluster025_210,False,not_severity_correlated,singleton,1,1,False,False,0.2231748564897634,0.2231748564897634,0.22738991146843074,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_995,
211,cluster025_211,True,severity_correlated,singleton,1,1,False,False,0.4548444559495356,0.4548444559495356,0.4820276534419041,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_1006,
212,cluster025_212,True,severity_correlated,singleton,1,1,False,False,0.5762230474309238,0.5762230474309238,0.5563140827571893,positive_axis_aligned_to_higher_human_exg_severity,embedding_std_1011,
