image_path,segmentation_method
data/fvsu2025/sap2/250021_LeafPhotoA_2025-10-01 08_27_19.755-05_00.jpg,CV2
data/fvsu2025/sap2/250211_LeafPhotoA_2025-10-01 13_20_31.933-05_00.jpg,CV2
data/fvsu2025/sap2/250347_LeafPhotoA_2025-10-01 14_13_19.280-05_00.jpg,CV2
data/fvsu2025/sap2/250192_LeafPhotoA_2025-10-01 09_53_59.715-05_00.jpg,CV2
data/fvsu2025/sap2/250027_LeafPhotoA_2025-10-01 08_38_57.670-05_00.jpg,CV2
data/fvsu2025/sap2/250027_LeafPhotoA_2025-10-01 08_38_31.362-05_00.jpg,CV2
data/fvsu2025/sap2/250162_LeafPhotoA_2025-10-01 09_32_34.415-05_00.jpg,CV2
data/fvsu2025/sap2/250060_LeafPhotoA_2025-10-01 08_56_50.632-05_00.jpg,CV2
data/fvsu2025/sap2/250346_LeafPhotoA_2025-10-01 14_14_44.069-05_00.jpg,CV2
data/fvsu2025/sap2/250219_LeafPhotoA_2025-10-01 13_29_37.576-05_00.jpg,CV2
data/fvsu2025/sap2/250189_LeafPhotoA_2025-10-01 09_57_14.064-05_00.jpg,CV2
data/fvsu2025/sap2/250022_LeafPhotoA_2025-10-01 08_28_46.373-05_00.jpg,CV2
data/fvsu2025/sap2/250171_LeafPhotoA_2025-10-01 09_44_36.513-05_00.jpg,CV2
data/fvsu2025/sap2/250163_LeafPhotoA_2025-10-01 09_34_05.872-05_00.jpg,CV2
data/fvsu2025/sap2/250032_LeafPhotoA_2025-10-01 08_46_36.960-05_00.jpg,CV2
data/fvsu2025/sap2/250223_LeafPhotoA_2025-10-01 13_37_06.230-05_00.jpg,CV2
data/fvsu2025/sap2/250215_LeafPhotoA_2025-10-01 13_24_50.197-05_00.jpg,CV2
data/fvsu2025/sap2/250022_LeafPhotoA_2025-10-01 08_29_41.874-05_00.jpg,CV2
data/fvsu2025/sap2/250195_LeafPhotoA_2025-10-01 10_24_10.507-05_00.jpg,CV2
data/fvsu2025/sap2/250194_LeafPhotoA_2025-10-01 10_23_30.737-05_00.jpg,CV2
data/fvsu2025/sap2/250182_LeafPhotoA_2025-10-01 10_05_24.656-05_00.jpg,CV2
data/fvsu2025/sap2/250052_LeafPhotoA_2025-10-01 09_13_28.092-05_00.jpg,CV2
data/fvsu2025/sap2/250051_LeafPhotoA_2025-10-01 09_14_56.862-05_00.jpg,CV2
data/fvsu2025/sap2/250052_LeafPhotoA_2025-10-01 09_13_51.583-05_00.jpg,CV2
data/fvsu2025/sap2/250175_LeafPhotoA_2025-10-01 09_50_01.122-05_00.jpg,CV2
data/fvsu2025/sap2/250057_LeafPhotoA_2025-10-01 09_05_27.847-05_00.jpg,CV2
data/fvsu2025/sap2/250344_LeafPhotoA_2025-10-01 14_17_07.794-05_00.jpg,CV2
data/fvsu2025/sap2/250056_LeafPhotoA_2025-10-01 09_08_00.226-05_00.jpg,CV2
data/fvsu2025/sap2/250063_LeafPhotoA_2025-10-01 08_50_33.642-05_00.jpg,CV2
data/fvsu2025/sap2/250027_LeafPhotoA_2025-10-01 08_39_28.548-05_00.jpg,CV2
data/fvsu2025/sap2/250049_LeafPhotoA_2025-10-01 09_18_00.155-05_00.jpg,CV2
data/fvsu2025/sap2/250168_LeafPhotoA_2025-10-01 09_40_58.726-05_00.jpg,CV2
data/fvsu2025/sap2/250198_LeafPhotoA_2025-10-01 10_27_34.369-05_00.jpg,CV2
data/fvsu2025/sap2/250340_LeafPhotoA_2025-10-01 14_21_22.811-05_00.jpg,CV2
data/fvsu2025/sap2/250019_LeafPhotoA_2025-10-01 08_16_51.576-05_00.jpg,CV2
data/fvsu2025/sap2/250324_LeafPhotoA_2025-10-01 13_56_04.214-05_00.jpg,CV2
data/fvsu2025/sap2/250164_LeafPhotoA_2025-10-01 09_35_22.574-05_00.jpg,CV2
data/fvsu2025/sap2/250333_LeafPhotoA_2025-10-01 14_05_43.558-05_00.jpg,CV2
data/fvsu2025/sap2/250022_LeafPhotoA_2025-10-01 08_29_09.695-05_00.jpg,CV2
data/fvsu2025/sap2/250161_LeafPhotoA_2025-10-01 09_31_20.398-05_00.jpg,CV2
data/fvsu2025/sap2/250059_LeafPhotoA_2025-10-01 08_58_19.600-05_00.jpg,CV2
data/fvsu2025/sap2/250207_LeafPhotoA_2025-10-01 10_37_50.861-05_00.jpg,CV2
data/fvsu2025/sap2/250060_LeafPhotoA_2025-10-01 08_56_14.677-05_00.jpg,CV2
data/fvsu2025/sap2/250327_LeafPhotoA_2025-10-01 13_58_48.404-05_00.jpg,CV2
data/fvsu2025/sap2/250341_LeafPhotoA_2025-10-01 14_20_26.340-05_00.jpg,CV2
data/fvsu2025/sap2/250050_LeafPhotoA_2025-10-01 09_17_34.450-05_00.jpg,CV2
data/fvsu2025/sap2/250179_LeafPhotoA_2025-10-01 10_09_32.734-05_00.jpg,CV2
data/fvsu2025/sap2/250328_LeafPhotoA_2025-10-01 13_59_51.988-05_00.jpg,CV2
data/fvsu2025/sap2/250172_LeafPhotoA_2025-10-01 09_45_24.444-05_00.jpg,CV2
data/fvsu2025/sap2/250203_LeafPhotoA_2025-10-01 10_33_21.049-05_00.jpg,CV2
data/fvsu2025/sap2/250017_LeafPhotoA_2025-10-01 08_09_22.902-05_00.jpg,CV2
data/fvsu2025/sap2/250055_LeafPhotoA_2025-10-01 09_08_58.929-05_00.jpg,CV2
data/fvsu2025/sap2/250216_LeafPhotoA_2025-10-01 13_26_44.654-05_00.jpg,CV2
data/fvsu2025/sap2/250326_LeafPhotoA_2025-10-01 13_58_17.412-05_00.jpg,CV2
data/fvsu2025/sap2/250189_LeafPhotoA_2025-10-01 09_56_55.195-05_00.jpg,CV2
data/fvsu2025/sap2/250222_LeafPhotoA_2025-10-01 13_35_53.041-05_00.jpg,CV2
data/fvsu2025/sap2/250208_LeafPhotoA_2025-10-01 10_39_01.689-05_00.jpg,CV2
data/fvsu2025/sap2/250325_LeafPhotoA_2025-10-01 13_56_41.691-05_00.jpg,CV2
data/fvsu2025/sap2/250023_LeafPhotoA_2025-10-01 08_32_10.319-05_00.jpg,CV2
data/fvsu2025/sap2/250172_LeafPhotoA_2025-10-01 09_45_54.403-05_00.jpg,CV2
data/fvsu2025/sap2/250024_LeafPhotoA_2025-10-01 08_34_11.861-05_00.jpg,CV2
data/fvsu2025/sap2/250178_LeafPhotoA_2025-10-01 10_10_28.381-05_00.jpg,CV2
data/fvsu2025/sap2/250329_LeafPhotoA_2025-10-01 14_01_47.280-05_00.jpg,CV2
data/fvsu2025/sap2/250197_LeafPhotoA_2025-10-01 10_26_18.913-05_00.jpg,CV2
data/fvsu2025/sap2/250213_LeafPhotoA_2025-10-01 13_23_15.904-05_00.jpg,CV2
data/fvsu2025/sap2/250185_LeafPhotoA_2025-10-01 10_01_46.630-05_00.jpg,CV2
data/fvsu2025/sap2/250214_LeafPhotoA_2025-10-01 13_23_44.064-05_00.jpg,CV2
data/fvsu2025/sap2/250207_LeafPhotoA_2025-10-01 10_38_03.659-05_00.jpg,CV2
data/fvsu2025/sap2/250062_LeafPhotoA_2025-10-01 08_52_40.989-05_00.jpg,CV2
data/fvsu2025/sap2/250062_LeafPhotoA_2025-10-01 08_53_37.138-05_00.jpg,CV2
data/fvsu2025/sap2/250168_LeafPhotoA_2025-10-01 09_41_16.759-05_00.jpg,CV2
data/fvsu2025/sap2/250218_LeafPhotoA_2025-10-01 13_28_24.396-05_00.jpg,CV2
data/fvsu2025/sap2/250321_LeafPhotoA_2025-10-01 13_52_51.932-05_00.jpg,CV2
data/fvsu2025/sap2/250173_LeafPhotoA_2025-10-01 09_46_51.308-05_00.jpg,CV2
data/fvsu2025/sap2/250345_LeafPhotoA_2025-10-01 14_15_51.052-05_00.jpg,CV2
data/fvsu2025/sap2/250202_LeafPhotoA_2025-10-01 10_33_00.005-05_00.jpg,CV2
data/fvsu2025/sap2/250197_LeafPhotoA_2025-10-01 10_26_54.589-05_00.jpg,CV2
data/fvsu2025/sap2/250053_LeafPhotoA_2025-10-01 09_12_58.975-05_00.jpg,CV2
data/fvsu2025/sap2/250029_LeafPhotoA_2025-10-01 08_41_24.957-05_00.jpg,CV2
data/fvsu2025/sap2/250061_LeafPhotoA_2025-10-01 08_54_44.881-05_00.jpg,CV2
data/fvsu2025/sap2/250057_LeafPhotoA_2025-10-01 09_06_02.637-05_00.jpg,CV2
data/fvsu2025/sap2/250332_LeafPhotoA_2025-10-01 14_04_47.124-05_00.jpg,CV2
data/fvsu2025/sap2/250195_LeafPhotoA_2025-10-01 10_24_42.700-05_00.jpg,CV2
data/fvsu2025/sap2/250173_LeafPhotoA_2025-10-01 09_47_12.052-05_00.jpg,CV2
data/fvsu2025/sap2/250200_LeafPhotoA_2025-10-01 10_29_51.727-05_00.jpg,CV2
data/fvsu2025/sap2/250192_LeafPhotoA_2025-10-01 09_53_41.539-05_00.jpg,CV2
data/fvsu2025/sap2/250059_LeafPhotoA_2025-10-01 08_57_51.704-05_00.jpg,CV2
