model_name,mse_mean,mse_std,weighted_mse_mean,weighted_mse_std,ssim_mean,ssim_std,psnr_mean,psnr_std,masked_mse_mean,masked_mse_std,inference_time_mean,inference_time_std,num_parameters,model_size_mb,latent_dim
disease_autoencoder,0.577575219149818,0.9738715074250932,0.002561294886524416,0.001644175446862938,0.8713011903838885,0.16237786807111584,27.54298347345478,6.381723176349617,0.0012887227604982583,0.0008310439527002729,0.0005661502522246845,0.0029963616042555682,31438724,119.97427368164062,256
disease_autoencoder_cropped,0.0012480360633151317,0.0019484394535427552,0.002450208964598015,0.00379179107961678,0.9842447141940623,0.011147740023144755,39.453712966598914,1.4933665214324432,0.000992257074946057,0.0006862484615643617,0.00012565923839056193,3.2806204282913445e-05,31438724,119.97427368164062,256
autoencoder_no_weighting,0.0007548889814428664,0.00032967156986398767,0.0006467296474605241,0.0004778618322982467,0.9860582143584652,0.007356671665566259,40.21351105339691,1.1604894737012406,0.0006467296474605241,0.0004778618322982467,0.0001280003068159942,4.018102204471267e-05,31438724,119.97427368164062,256
