image_path,ExG_P20_disease_pct
10525_LeafPhotoA_2025-10-23 15_38_54.771-05_00_leaf.png,17.04
10526_LeafPhotoA_2025-10-23 15_39_26.219-05_00_leaf.png,38.15
10526_LeafPhotoA_2025-10-23 15_39_45.712-05_00_leaf.png,0.98
10526_LeafPhotoA_2025-10-23 15_40_03.712-05_00_leaf.png,12.48
10527_LeafPhotoA_2025-10-23 15_40_26.685-05_00_leaf.png,52.99
10527_LeafPhotoA_2025-10-23 15_40_45.564-05_00_leaf.png,8.78
10527_LeafPhotoA_2025-10-23 15_41_01.338-05_00_leaf.png,50.01
10601_LeafPhotoA_2025-10-23 15_44_00.481-05_00_leaf.png,24.48
10601_LeafPhotoA_2025-10-23 15_44_26.552-05_00_leaf.png,10.29
10601_LeafPhotoA_2025-10-23 15_44_52.478-05_00_leaf.png,26.02
10602_LeafPhotoA_2025-10-23 15_45_27.907-05_00_leaf.png,4.12
10602_LeafPhotoA_2025-10-23 15_45_58.920-05_00_leaf.png,0.01
10602_LeafPhotoA_2025-10-23 15_46_14.166-05_00_leaf.png,3.74
10603_LeafPhotoA_2025-10-23 15_49_49.497-05_00_leaf.png,14.28
10603_LeafPhotoA_2025-10-23 15_50_07.812-05_00_leaf.png,29.23
10603_LeafPhotoA_2025-10-23 15_50_21.441-05_00_leaf.png,76.04
10604_LeafPhotoA_2025-10-23 15_50_56.691-05_00_leaf.png,14.38
10604_LeafPhotoA_2025-10-23 15_51_29.292-05_00_leaf.png,97.31
10604_LeafPhotoA_2025-10-23 15_51_44.819-05_00_leaf.png,63.65
10605_LeafPhotoA_2025-10-23 15_52_20.771-05_00_leaf.png,20.91
10605_LeafPhotoA_2025-10-23 15_52_36.122-05_00_leaf.png,19.33
10605_LeafPhotoA_2025-10-23 15_52_47.498-05_00_leaf.png,9.96
10606_LeafPhotoA_2025-10-23 15_53_15.968-05_00_leaf.png,46.24
10606_LeafPhotoA_2025-10-23 15_53_33.469-05_00_leaf.png,24.78
10606_LeafPhotoA_2025-10-23 15_53_55.920-05_00_leaf.png,24.67
10607_LeafPhotoA_2025-10-23 15_54_41.187-05_00_leaf.png,28.58
10607_LeafPhotoA_2025-10-23 15_55_08.108-05_00_leaf.png,1.01
10607_LeafPhotoA_2025-10-23 15_56_17.321-05_00_leaf.png,2.41
10608_LeafPhotoA_2025-10-23 15_56_45.973-05_00_leaf.png,4.09
10608_LeafPhotoA_2025-10-23 15_57_01.619-05_00_leaf.png,9.59
10608_LeafPhotoA_2025-10-23 15_57_27.687-05_00_leaf.png,2.97
10609_LeafPhotoA_2025-10-23 15_58_38.158-05_00_leaf.png,2.78
10609_LeafPhotoA_2025-10-23 15_58_56.584-05_00_leaf.png,9.87
10609_LeafPhotoA_2025-10-23 15_59_26.021-05_00_leaf.png,1.39
10610_LeafPhotoA_2025-10-23 16_00_05.705-05_00_leaf.png,37.24
10610_LeafPhotoA_2025-10-23 16_00_42.686-05_00_leaf.png,8.16
10610_LeafPhotoA_2025-10-23 16_00_59.254-05_00_leaf.png,1.81
10611_LeafPhotoA_2025-10-23 16_03_16.465-05_00_leaf.png,0.01
10611_LeafPhotoA_2025-10-23 16_03_34.378-05_00_leaf.png,0.01
10612_LeafPhotoA_2025-10-23 16_04_24.032-05_00_leaf.png,2.5
10612_LeafPhotoA_2025-10-23 16_05_22.231-05_00_leaf.png,0.32
10613_LeafPhotoA_2025-10-23 16_06_12.870-05_00_leaf.png,0
10613_LeafPhotoA_2025-10-23 16_06_33.362-05_00_leaf.png,15.25
10613_LeafPhotoA_2025-10-23 16_06_56.665-05_00_leaf.png,16.79
10614_LeafPhotoA_2025-10-23 16_07_33.897-05_00_leaf.png,21.78
10614_LeafPhotoA_2025-10-23 16_07_51.893-05_00_leaf.png,25.01
10614_LeafPhotoA_2025-10-23 16_08_09.257-05_00_leaf.png,16.34
10615_LeafPhotoA_2025-10-23 16_08_30.829-05_00_leaf.png,10.35
10615_LeafPhotoA_2025-10-23 16_08_49.455-05_00_leaf.png,4.17
10615_LeafPhotoA_2025-10-23 16_09_10.477-05_00_leaf.png,2.2
10616_LeafPhotoA_2025-10-23 16_10_14.176-05_00_leaf.png,1.8
10616_LeafPhotoA_2025-10-23 16_10_29.776-05_00_leaf.png,11.76
10616_LeafPhotoA_2025-10-23 16_10_42.417-05_00_leaf.png,53.8
10617_LeafPhotoA_2025-10-23 16_11_16.629-05_00_leaf.png,17.37
10617_LeafPhotoA_2025-10-23 16_11_51.960-05_00_leaf.png,23.16
10618_LeafPhotoA_2025-10-23 16_12_47.403-05_00_leaf.png,1.06
10618_LeafPhotoA_2025-10-23 16_12_58.611-05_00_leaf.png,28.36
10618_LeafPhotoA_2025-10-23 16_13_12.402-05_00_leaf.png,11.05
10619_LeafPhotoA_2025-10-23 16_13_43.938-05_00_leaf.png,18.05
10619_LeafPhotoA_2025-10-23 16_14_00.075-05_00_leaf.png,6.82
10619_LeafPhotoA_2025-10-23 16_14_13.748-05_00_leaf.png,31.04
10620_LeafPhotoA_2025-10-23 16_14_39.626-05_00_leaf.png,31.77
10620_LeafPhotoA_2025-10-23 16_15_02.822-05_00_leaf.png,41.58
10620_LeafPhotoA_2025-10-23 16_15_33.308-05_00_leaf.png,94.22
10621_LeafPhotoA_2025-10-23 16_16_01.442-05_00_leaf.png,23.18
10621_LeafPhotoA_2025-10-23 16_16_14.678-05_00_leaf.png,1.59
10621_LeafPhotoA_2025-10-23 16_16_38.739-05_00_leaf.png,3.53
10622_LeafPhotoA_2025-10-23 16_17_24.177-05_00_leaf.png,9.16
10622_LeafPhotoA_2025-10-23 16_17_42.527-05_00_leaf.png,21.16
10622_LeafPhotoA_2025-10-23 16_18_15.817-05_00_leaf.png,0.99
10623_LeafPhotoA_2025-10-23 16_19_02.711-05_00_leaf.png,13.18
10623_LeafPhotoA_2025-10-23 16_19_22.127-05_00_leaf.png,27.88
10623_LeafPhotoA_2025-10-23 16_19_42.143-05_00_leaf.png,3.34
10625_LeafPhotoA_2025-10-23 16_21_04.554-05_00_leaf.png,9.47
10625_LeafPhotoA_2025-10-23 16_21_24.754-05_00_leaf.png,17.5
10625_LeafPhotoA_2025-10-23 16_22_05.314-05_00_leaf.png,24.65
10626_LeafPhotoA_2025-10-23 16_22_33.810-05_00_leaf.png,23.82
10626_LeafPhotoA_2025-10-23 16_22_48.727-05_00_leaf.png,6.3
10626_LeafPhotoA_2025-10-23 16_23_09.186-05_00_leaf.png,11.07
10626_LeafPhotoA_2025-10-23 16_23_29.127-05_00_leaf.png,0
10626_LeafPhotoA_2025-10-23 16_23_49.766-05_00_leaf.png,5.14
10626_LeafPhotoA_2025-10-23 16_24_07.289-05_00_leaf.png,0.03
10701_LeafPhotoA_2025-10-23 16_40_22.854-05_00_leaf.png,6.04
10701_LeafPhotoA_2025-10-23 16_40_34.815-05_00_leaf.png,2.16
10701_LeafPhotoA_2025-10-23 16_40_50.605-05_00_leaf.png,13.26
10702_LeafPhotoA_2025-10-23 16_41_28.943-05_00_leaf.png,32.53
10702_LeafPhotoA_2025-10-23 16_41_44.503-05_00_leaf.png,20.11
10702_LeafPhotoA_2025-10-23 16_41_58.309-05_00_leaf.png,34.79
10703_LeafPhotoA_2025-10-23 16_42_19.954-05_00_leaf.png,27.31
10703_LeafPhotoA_2025-10-23 16_42_33.306-05_00_leaf.png,53.61
10703_LeafPhotoA_2025-10-23 16_42_46.527-05_00_leaf.png,4.16
10704_LeafPhotoA_2025-10-23 16_43_17.070-05_00_leaf.png,0.08
10704_LeafPhotoA_2025-10-23 16_43_34.812-05_00_leaf.png,22.43
10704_LeafPhotoA_2025-10-23 16_43_53.005-05_00_leaf.png,2.17
10706_LeafPhotoA_2025-10-23 16_45_17.715-05_00_leaf.png,13.51
10706_LeafPhotoA_2025-10-23 16_45_30.807-05_00_leaf.png,4.24
10706_LeafPhotoA_2025-10-23 16_45_39.207-05_00_leaf.png,14.8
10707_LeafPhotoA_2025-10-23 16_46_14.613-05_00_leaf.png,0
10707_LeafPhotoA_2025-10-23 16_46_58.221-05_00_leaf.png,0
10707_LeafPhotoA_2025-10-23 16_47_13.860-05_00_leaf.png,0
10708_LeafPhotoA_2025-10-23 16_47_40.762-05_00_leaf.png,4.91
10708_LeafPhotoA_2025-10-23 16_47_51.996-05_00_leaf.png,1.97
10708_LeafPhotoA_2025-10-23 16_48_18.428-05_00_leaf.png,5.01
10709_LeafPhotoA_2025-10-23 16_49_08.940-05_00_leaf.png,13.17
10709_LeafPhotoA_2025-10-23 16_49_25.643-05_00_leaf.png,33.72
10709_LeafPhotoA_2025-10-23 16_49_39.080-05_00_leaf.png,13.83
10710_LeafPhotoA_2025-10-23 16_50_14.982-05_00_leaf.png,9.99
10710_LeafPhotoA_2025-10-23 16_50_29.953-05_00_leaf.png,9.52
10710_LeafPhotoA_2025-10-23 16_50_53.037-05_00_leaf.png,18.12
10711_LeafPhotoA_2025-10-23 16_51_21.239-05_00_leaf.png,0.01
10711_LeafPhotoA_2025-10-23 16_51_45.553-05_00_leaf.png,16.68
10711_LeafPhotoA_2025-10-23 16_52_03.548-05_00_leaf.png,19.37
10712_LeafPhotoA_2025-10-23 16_52_33.159-05_00_leaf.png,0.23
10712_LeafPhotoA_2025-10-23 16_52_46.098-05_00_leaf.png,6.01
10712_LeafPhotoA_2025-10-23 16_52_57.314-05_00_leaf.png,0.82
10713_LeafPhotoA_2025-10-23 16_53_17.449-05_00_leaf.png,94.41
10713_LeafPhotoA_2025-10-23 16_53_51.510-05_00_leaf.png,28.11
10713_LeafPhotoA_2025-10-23 16_54_03.430-05_00_leaf.png,39.02
10714_LeafPhotoA_2025-10-23 16_54_53.346-05_00_leaf.png,14.55
10714_LeafPhotoA_2025-10-23 16_55_07.790-05_00_leaf.png,33.47
10715_LeafPhotoA_2025-10-23 16_55_35.555-05_00_leaf.png,4.25
10715_LeafPhotoA_2025-10-23 16_55_48.624-05_00_leaf.png,18.52
10715_LeafPhotoA_2025-10-23 16_56_05.734-05_00_leaf.png,4.63
10716_LeafPhotoA_2025-10-23 16_56_51.061-05_00_leaf.png,0.94
10716_LeafPhotoA_2025-10-23 16_57_04.213-05_00_leaf.png,1.01
10716_LeafPhotoA_2025-10-23 16_57_19.171-05_00_leaf.png,30.77
10717_LeafPhotoA_2025-10-23 16_57_56.159-05_00_leaf.png,0.57
10717_LeafPhotoA_2025-10-23 16_58_10.122-05_00_leaf.png,0.32
10717_LeafPhotoA_2025-10-23 16_58_23.762-05_00_leaf.png,0.45
10718_LeafPhotoA_2025-10-23 16_58_52.009-05_00_leaf.png,2.97
10718_LeafPhotoA_2025-10-23 16_59_05.330-05_00_leaf.png,14.62
10718_LeafPhotoA_2025-10-23 16_59_22.582-05_00_leaf.png,16.81
10719_LeafPhotoA_2025-10-23 17_00_19.195-05_00_leaf.png,6.21
10719_LeafPhotoA_2025-10-23 17_00_48.064-05_00_leaf.png,0.1
10719_LeafPhotoA_2025-10-23 17_01_02.224-05_00_leaf.png,2.25
10720_LeafPhotoA_2025-10-23 17_01_23.853-05_00_leaf.png,0.79
10720_LeafPhotoA_2025-10-23 17_01_53.074-05_00_leaf.png,13.43
10720_LeafPhotoA_2025-10-23 17_02_11.565-05_00_leaf.png,0.15
10721_LeafPhotoA_2025-10-23 17_02_36.050-05_00_leaf.png,19.27
10721_LeafPhotoA_2025-10-23 17_02_57.546-05_00_leaf.png,27.89
10721_LeafPhotoA_2025-10-23 17_03_11.882-05_00_leaf.png,9.18
10722_LeafPhotoA_2025-10-23 17_03_53.785-05_00_leaf.png,0.09
10722_LeafPhotoA_2025-10-23 17_04_09.986-05_00_leaf.png,0
10722_LeafPhotoA_2025-10-23 17_04_24.142-05_00_leaf.png,0
10723_LeafPhotoA_2025-10-23 17_04_46.188-05_00_leaf.png,0.96
10723_LeafPhotoA_2025-10-23 17_05_01.023-05_00_leaf.png,17.01
10723_LeafPhotoA_2025-10-23 17_05_15.229-05_00_leaf.png,9.63
10724_LeafPhotoA_2025-10-23 17_05_41.776-05_00_leaf.png,53.58
10725_LeafPhotoA_2025-10-23 17_06_37.294-05_00_leaf.png,44.79
10725_LeafPhotoA_2025-10-23 17_06_56.141-05_00_leaf.png,47.86
10725_LeafPhotoA_2025-10-23 17_07_13.010-05_00_leaf.png,35.41
10726_LeafPhotoA_2025-10-23 17_07_53.382-05_00_leaf.png,14.26
10726_LeafPhotoA_2025-10-23 17_08_20.992-05_00_leaf.png,19.76
10727_LeafPhotoA_2025-10-23 17_08_40.255-05_00_leaf.png,1.82
10727_LeafPhotoA_2025-10-23 17_08_55.419-05_00_leaf.png,10.86
10727_LeafPhotoA_2025-10-23 17_09_15.816-05_00_leaf.png,2.53
10801_LeafPhotoA_2025-10-24 09_24_34.813-05_00_leaf.png,0.14
10801_LeafPhotoA_2025-10-24 09_24_48.806-05_00_leaf.png,1.25
10802_LeafPhotoA_2025-10-24 09_25_03.933-05_00_leaf.png,0.83
10802_LeafPhotoA_2025-10-24 09_25_17.124-05_00_leaf.png,3.11
10802_LeafPhotoA_2025-10-24 09_25_32.459-05_00_leaf.png,2.01
10803_LeafPhotoA_2025-10-24 09_25_51.889-05_00_leaf.png,2.5
10803_LeafPhotoA_2025-10-24 09_26_05.200-05_00_leaf.png,4.95
10803_LeafPhotoA_2025-10-24 09_26_15.121-05_00_leaf.png,6.22
10804_LeafPhotoA_2025-10-24 09_26_31.233-05_00_leaf.png,6.39
10804_LeafPhotoA_2025-10-24 09_26_43.781-05_00_leaf.png,4.94
10804_LeafPhotoA_2025-10-24 09_26_53.930-05_00_leaf.png,0
10805_LeafPhotoA_2025-10-24 09_27_11.432-05_00_leaf.png,31.94
10805_LeafPhotoA_2025-10-24 09_27_24.979-05_00_leaf.png,6.34
10805_LeafPhotoA_2025-10-24 09_27_40.857-05_00_leaf.png,4.1
10806_LeafPhotoA_2025-10-24 09_28_01.875-05_00_leaf.png,0.56
10806_LeafPhotoA_2025-10-24 09_28_14.166-05_00_leaf.png,24.61
10806_LeafPhotoA_2025-10-24 09_28_25.628-05_00_leaf.png,2.14
10807_LeafPhotoA_2025-10-24 09_29_05.086-05_00_leaf.png,16.61
10807_LeafPhotoA_2025-10-24 09_29_18.746-05_00_leaf.png,11.55
10807_LeafPhotoA_2025-10-24 09_29_31.657-05_00_leaf.png,14.97
10808_LeafPhotoA_2025-10-24 09_29_55.437-05_00_leaf.png,3.04
10808_LeafPhotoA_2025-10-24 09_30_09.653-05_00_leaf.png,7.3
10808_LeafPhotoA_2025-10-24 09_30_20.603-05_00_leaf.png,0
10809_LeafPhotoA_2025-10-24 09_30_47.060-05_00_leaf.png,14.09
10809_LeafPhotoA_2025-10-24 09_30_58.498-05_00_leaf.png,41.88
10809_LeafPhotoA_2025-10-24 09_31_11.184-05_00_leaf.png,19.9
10810_LeafPhotoA_2025-10-24 09_31_30.953-05_00_leaf.png,15
10810_LeafPhotoA_2025-10-24 09_31_45.051-05_00_leaf.png,1.22
10810_LeafPhotoA_2025-10-24 09_31_58.958-05_00_leaf.png,0.73
10811_LeafPhotoA_2025-10-24 09_32_26.839-05_00_leaf.png,7.83
10811_LeafPhotoA_2025-10-24 09_32_38.773-05_00_leaf.png,27.75
10811_LeafPhotoA_2025-10-24 09_32_49.950-05_00_leaf.png,1.79
10813_LeafPhotoA_2025-10-24 09_33_30.354-05_00_leaf.png,9.73
10813_LeafPhotoA_2025-10-24 09_33_46.503-05_00_leaf.png,17.48
10813_LeafPhotoA_2025-10-24 09_34_00.505-05_00_leaf.png,3.56
10815_LeafPhotoA_2025-10-24 09_34_32.853-05_00_leaf.png,46.14
10815_LeafPhotoA_2025-10-24 09_34_45.456-05_00_leaf.png,34.59
10815_LeafPhotoA_2025-10-24 09_34_57.376-05_00_leaf.png,37.64
10816_LeafPhotoA_2025-10-24 09_35_12.822-05_00_leaf.png,61.86
10816_LeafPhotoA_2025-10-24 09_35_25.029-05_00_leaf.png,47.62
10816_LeafPhotoA_2025-10-24 09_35_41.994-05_00_leaf.png,82.1
10817_LeafPhotoA_2025-10-24 09_36_24.075-05_00_leaf.png,3.27
10817_LeafPhotoA_2025-10-24 09_36_39.770-05_00_leaf.png,0.12
10817_LeafPhotoA_2025-10-24 09_36_54.152-05_00_leaf.png,0.75
10818_LeafPhotoA_2025-10-24 09_37_35.666-05_00_leaf.png,29.2
10818_LeafPhotoA_2025-10-24 09_37_51.868-05_00_leaf.png,0.95
10818_LeafPhotoA_2025-10-24 09_38_06.909-05_00_leaf.png,4.71
10819_LeafPhotoA_2025-10-24 09_38_28.763-05_00_leaf.png,0.39
10819_LeafPhotoA_2025-10-24 09_38_48.565-05_00_leaf.png,12.03
10819_LeafPhotoA_2025-10-24 09_39_01.689-05_00_leaf.png,2.91
10820_LeafPhotoA_2025-10-24 09_39_43.441-05_00_leaf.png,19.75
10820_LeafPhotoA_2025-10-24 09_40_01.586-05_00_leaf.png,1.16
10820_LeafPhotoA_2025-10-24 09_40_14.620-05_00_leaf.png,2.04
10821_LeafPhotoA_2025-10-24 09_40_44.661-05_00_leaf.png,2.06
10821_LeafPhotoA_2025-10-24 09_40_59.109-05_00_leaf.png,7.5
10821_LeafPhotoA_2025-10-24 09_41_12.221-05_00_leaf.png,32.78
10822_LeafPhotoA_2025-10-24 09_41_34.633-05_00_leaf.png,42.23
10822_LeafPhotoA_2025-10-24 09_41_51.598-05_00_leaf.png,7.06
10822_LeafPhotoA_2025-10-24 09_42_07.144-05_00_leaf.png,3.49
10823_LeafPhotoA_2025-10-24 09_42_34.439-05_00_leaf.png,9.76
10823_LeafPhotoA_2025-10-24 09_42_50.740-05_00_leaf.png,5.27
10823_LeafPhotoA_2025-10-24 09_43_06.816-05_00_leaf.png,9.55
10824_LeafPhotoA_2025-10-24 09_43_29.938-05_00_leaf.png,0.94
10824_LeafPhotoA_2025-10-24 09_43_51.143-05_00_leaf.png,4.73
10824_LeafPhotoA_2025-10-24 09_44_01.197-05_00_leaf.png,2.02
10825_LeafPhotoA_2025-10-24 09_44_29.157-05_00_leaf.png,7.9
10825_LeafPhotoA_2025-10-24 09_44_44.024-05_00_leaf.png,13.7
10825_LeafPhotoA_2025-10-24 09_44_59.881-05_00_leaf.png,37.74
10827_LeafPhotoA_2025-10-24 09_46_32.444-05_00_leaf.png,24.3
10827_LeafPhotoA_2025-10-24 09_46_45.794-05_00_leaf.png,26.63
10827_LeafPhotoA_2025-10-24 09_46_58.546-05_00_leaf.png,4.72
10902_LeafPhotoA_2025-10-24 10_20_36.434-05_00_leaf.png,33.59
10902_LeafPhotoA_2025-10-24 10_20_53.805-05_00_leaf.png,0.23
10903_LeafPhotoA_2025-10-24 10_22_29.227-05_00_leaf.png,0.75
10903_LeafPhotoA_2025-10-24 10_23_03.277-05_00_leaf.png,5.88
10903_LeafPhotoA_2025-10-24 10_23_23.369-05_00_leaf.png,3.55
10907_LeafPhotoA_2025-10-24 10_26_29.627-05_00_leaf.png,7.12
10907_LeafPhotoA_2025-10-24 10_26_53.305-05_00_leaf.png,2.09
10907_LeafPhotoA_2025-10-24 10_27_09.582-05_00_leaf.png,0.69
10908_LeafPhotoA_2025-10-24 10_28_20.751-05_00_leaf.png,0.05
10908_LeafPhotoA_2025-10-24 10_28_42.827-05_00_leaf.png,0
10910_LeafPhotoA_2025-10-24 10_30_04.578-05_00_leaf.png,0.13
10910_LeafPhotoA_2025-10-24 10_30_22.499-05_00_leaf.png,12.63
10912_LeafPhotoA_2025-10-24 10_32_54.084-05_00_leaf.png,2.12
10914_LeafPhotoA_2025-10-24 10_35_24.879-05_00_leaf.png,0
10915_LeafPhotoA_2025-10-24 10_35_56.440-05_00_leaf.png,0.08
10915_LeafPhotoA_2025-10-24 10_36_17.457-05_00_leaf.png,2.28
10915_LeafPhotoA_2025-10-24 10_36_52.306-05_00_leaf.png,6.04
10916_LeafPhotoA_2025-10-24 10_39_16.584-05_00_leaf.png,1.72
10916_LeafPhotoA_2025-10-24 10_39_35.856-05_00_leaf.png,6.93
10916_LeafPhotoA_2025-10-24 10_39_56.584-05_00_leaf.png,3.86
10919_LeafPhotoA_2025-10-24 10_40_53.847-05_00_leaf.png,0.12
10919_LeafPhotoA_2025-10-24 10_41_41.968-05_00_leaf.png,0
10919_LeafPhotoA_2025-10-24 10_42_30.112-05_00_leaf.png,0.71
10920_LeafPhotoA_2025-10-24 10_43_33.991-05_00_leaf.png,40.36
10920_LeafPhotoA_2025-10-24 10_43_54.124-05_00_leaf.png,0
10920_LeafPhotoA_2025-10-24 10_44_26.491-05_00_leaf.png,33.82
10921_LeafPhotoA_2025-10-24 10_45_13.465-05_00_leaf.png,29.73
10921_LeafPhotoA_2025-10-24 10_45_56.176-05_00_leaf.png,4.6
10921_LeafPhotoA_2025-10-24 10_46_53.369-05_00_leaf.png,2.36
10922_LeafPhotoA_2025-10-24 10_47_33.053-05_00_leaf.png,5.09
10922_LeafPhotoA_2025-10-24 10_48_02.875-05_00_leaf.png,21.37
10922_LeafPhotoA_2025-10-24 10_48_38.249-05_00_leaf.png,39.53
10925_LeafPhotoA_2025-10-24 10_49_36.422-05_00_leaf.png,0.33
10925_LeafPhotoA_2025-10-24 10_49_59.375-05_00_leaf.png,49.82
10925_LeafPhotoA_2025-10-24 10_50_32.120-05_00_leaf.png,53.55
10927_LeafPhotoA_2025-10-24 10_51_21.548-05_00_leaf.png,0.13
10927_LeafPhotoA_2025-10-24 10_51_53.782-05_00_leaf.png,0.09
10927_LeafPhotoA_2025-10-24 10_52_18.114-05_00_leaf.png,0.11
11001_LeafPhotoA_2025-10-24 10_58_01.567-05_00_leaf.png,1.52
11001_LeafPhotoA_2025-10-24 10_58_22.881-05_00_leaf.png,0.13
11001_LeafPhotoA_2025-10-24 10_58_55.760-05_00_leaf.png,0.07
11004_LeafPhotoA_2025-10-24 11_01_18.216-05_00_leaf.png,5.38
11004_LeafPhotoA_2025-10-24 11_01_51.844-05_00_leaf.png,1.17
11004_LeafPhotoA_2025-10-24 11_02_17.058-05_00_leaf.png,9.53
11005_LeafPhotoA_2025-10-24 11_03_16.441-05_00_leaf.png,0
11005_LeafPhotoA_2025-10-24 11_04_01.883-05_00_leaf.png,0
11005_LeafPhotoA_2025-10-24 11_04_29.986-05_00_leaf.png,23.98
11006_LeafPhotoA_2025-10-24 11_05_26.766-05_00_leaf.png,0
11006_LeafPhotoA_2025-10-24 11_05_51.198-05_00_leaf.png,0.44
11006_LeafPhotoA_2025-10-24 11_06_11.491-05_00_leaf.png,0
11008_LeafPhotoA_2025-10-24 11_07_49.265-05_00_leaf.png,7.15
11008_LeafPhotoA_2025-10-24 11_08_30.863-05_00_leaf.png,82.19
11008_LeafPhotoA_2025-10-24 11_09_03.749-05_00_leaf.png,17.47
11009_LeafPhotoA_2025-10-24 11_10_03.108-05_00_leaf.png,0.61
11009_LeafPhotoA_2025-10-24 11_10_37.623-05_00_leaf.png,7.03
11009_LeafPhotoA_2025-10-24 11_11_24.832-05_00_leaf.png,0.52
11010_LeafPhotoA_2025-10-24 11_13_05.082-05_00_leaf.png,0.02
11010_LeafPhotoA_2025-10-24 11_13_47.239-05_00_leaf.png,2.14
11010_LeafPhotoA_2025-10-24 11_14_42.424-05_00_leaf.png,2.11
11011_LeafPhotoA_2025-10-24 11_15_54.101-05_00_leaf.png,13.88
11011_LeafPhotoA_2025-10-24 11_16_18.769-05_00_leaf.png,3.06
11011_LeafPhotoA_2025-10-24 11_16_40.485-05_00_leaf.png,4.85
11012_LeafPhotoA_2025-10-24 11_18_53.647-05_00_leaf.png,0.44
11012_LeafPhotoA_2025-10-24 11_19_20.147-05_00_leaf.png,12.14
11012_LeafPhotoA_2025-10-24 11_19_46.925-05_00_leaf.png,1.35
11013_LeafPhotoA_2025-10-24 11_20_33.992-05_00_leaf.png,0.1
11013_LeafPhotoA_2025-10-24 11_21_03.587-05_00_leaf.png,0.1
11013_LeafPhotoA_2025-10-24 11_21_52.021-05_00_leaf.png,3.45
11017_LeafPhotoA_2025-10-24 11_22_51.396-05_00_leaf.png,18.5
11017_LeafPhotoA_2025-10-24 11_23_20.592-05_00_leaf.png,12.34
11017_LeafPhotoA_2025-10-24 11_23_56.458-05_00_leaf.png,41.76
11019_LeafPhotoA_2025-10-24 11_25_26.076-05_00_leaf.png,19.29
11019_LeafPhotoA_2025-10-24 11_26_08.786-05_00_leaf.png,2.45
11019_LeafPhotoA_2025-10-24 11_26_34.441-05_00_leaf.png,6.15
11020_LeafPhotoA_2025-10-24 11_27_42.381-05_00_leaf.png,9.57
11020_LeafPhotoA_2025-10-24 11_27_43.079-05_00_leaf.png,9.83
11020_LeafPhotoA_2025-10-24 11_28_00.379-05_00_leaf.png,15.58
11020_LeafPhotoA_2025-10-24 11_28_23.498-05_00_leaf.png,9.09
11021_LeafPhotoA_2025-10-24 11_29_22.359-05_00_leaf.png,24.06
11021_LeafPhotoA_2025-10-24 11_29_44.786-05_00_leaf.png,1.82
11021_LeafPhotoA_2025-10-24 11_30_11.572-05_00_leaf.png,36.6
11025_LeafPhotoA_2025-10-24 11_31_53.538-05_00_leaf.png,3.15
11025_LeafPhotoA_2025-10-24 11_32_24.261-05_00_leaf.png,0.16
11025_LeafPhotoA_2025-10-24 11_32_47.811-05_00_leaf.png,0.6
11102_LeafPhotoA_2025-10-24 11_40_54.220-05_00_leaf.png,1.68
11102_LeafPhotoA_2025-10-24 11_41_32.744-05_00_leaf.png,33.55
11102_LeafPhotoA_2025-10-24 11_41_58.550-05_00_leaf.png,9.13
11104_LeafPhotoA_2025-10-24 11_43_12.715-05_00_leaf.png,34.85
11104_LeafPhotoA_2025-10-24 11_43_49.288-05_00_leaf.png,20.01
11105_LeafPhotoA_2025-10-24 11_44_10.665-05_00_leaf.png,0
11105_LeafPhotoA_2025-10-24 11_44_28.733-05_00_leaf.png,0.24
11105_LeafPhotoA_2025-10-24 11_44_40.988-05_00_leaf.png,2.37
11108_LeafPhotoA_2025-10-24 11_45_20.821-05_00_leaf.png,17.08
11108_LeafPhotoA_2025-10-24 11_45_34.217-05_00_leaf.png,5.81
11108_LeafPhotoA_2025-10-24 11_45_47.821-05_00_leaf.png,2.21
11109_LeafPhotoA_2025-10-24 11_46_04.177-05_00_leaf.png,1.06
11109_LeafPhotoA_2025-10-24 11_46_22.448-05_00_leaf.png,12.08
11109_LeafPhotoA_2025-10-24 11_46_36.628-05_00_leaf.png,15.64
11110_LeafPhotoA_2025-10-24 11_47_01.595-05_00_leaf.png,9.11
11110_LeafPhotoA_2025-10-24 11_47_17.496-05_00_leaf.png,15.89
11110_LeafPhotoA_2025-10-24 11_47_32.744-05_00_leaf.png,17.01
11111_LeafPhotoA_2025-10-24 11_47_57.125-05_00_leaf.png,1.65
11111_LeafPhotoA_2025-10-24 11_48_13.727-05_00_leaf.png,37.69
11111_LeafPhotoA_2025-10-24 11_48_31.412-05_00_leaf.png,66.73
11113_LeafPhotoA_2025-10-24 11_49_42.324-05_00_leaf.png,14.23
11113_LeafPhotoA_2025-10-24 11_50_00.546-05_00_leaf.png,4.54
11113_LeafPhotoA_2025-10-24 11_50_17.882-05_00_leaf.png,16.06
11114_LeafPhotoA_2025-10-24 11_50_44.957-05_00_leaf.png,4.34
11114_LeafPhotoA_2025-10-24 11_50_59.948-05_00_leaf.png,41.3
11114_LeafPhotoA_2025-10-24 11_51_16.450-05_00_leaf.png,35
11115_LeafPhotoA_2025-10-24 11_51_46.334-05_00_leaf.png,29.64
11115_LeafPhotoA_2025-10-24 11_52_05.039-05_00_leaf.png,7.6
11115_LeafPhotoA_2025-10-24 11_52_27.808-05_00_leaf.png,39.27
11116_LeafPhotoA_2025-10-24 11_52_51.650-05_00_leaf.png,7.14
11116_LeafPhotoA_2025-10-24 11_53_07.331-05_00_leaf.png,4.1
