image_path,segmentation_method
data/fvsu2025/bap2/251067_LeafPhotoA_2025-10-08 14_05_40.052-05_00.jpg,CV2
data/fvsu2025/bap2/250479_LeafPhotoA_2025-10-02 14_22_14.302-05_00.jpg,CV2
data/fvsu2025/bap2/250559_LeafPhotoA_2025-10-03 10_10_31.627-05_00.jpg,CV2
data/fvsu2025/bap2/250532_LeafPhotoA_2025-10-03 09_20_36.791-05_00.jpg,CV2
data/fvsu2025/bap2/251354_LeafPhotoA_2025-10-10 10_52_07.505-05_00.jpg,CV2
data/fvsu2025/bap2/250248_LeafPhotoA_2025-10-01 10_36_37.862-05_00.jpg,CV2
data/fvsu2025/bap2/250436_LeafPhotoA_2025-10-02 13_59_46.894-05_00.jpg,CV2
data/fvsu2025/bap2/250440_LeafPhotoA_2025-10-02 13_53_27.423-05_00.jpg,CV2
data/fvsu2025/bap2/250718_LeafPhotoA_2025-10-07 13_49_27.322-05_00.jpg,CV2
data/fvsu2025/bap2/250562_LeafPhotoA_2025-10-03 10_13_36.480-05_00.jpg,CV2
data/fvsu2025/bap2/250567_LeafPhotoA_2025-10-03 10_19_18.692-05_00.jpg,CV2
data/fvsu2025/bap2/250279_LeafPhotoA_2025-10-01 13_32_16.510-05_00.jpg,CV2
data/fvsu2025/bap2/250015_LeafPhotoA_2025-10-01 08_48_48.257-05_00.jpg,CV2
data/fvsu2025/bap2/251353_LeafPhotoA_2025-10-10 10_53_53.027-05_00.jpg,CV2
data/fvsu2025/bap2/250414_LeafPhotoA_2025-10-02 13_32_07.987-05_00.jpg,CV2
data/fvsu2025/bap2/251328_LeafPhotoA_2025-10-10 10_29_16.235-05_00.jpg,CV2
data/fvsu2025/bap2/250578_LeafPhotoA_2025-10-03 10_34_11.803-05_00.jpg,CV2
data/fvsu2025/bap2/251361_LeafPhotoA_2025-10-10 14_11_17.921-05_00.jpg,CV2
data/fvsu2025/bap2/251330_LeafPhotoA_2025-10-10 10_31_37.215-05_00.jpg,CV2
data/fvsu2025/bap2/251328_LeafPhotoA_2025-10-10 10_29_48.988-05_00.jpg,CV2
data/fvsu2025/bap2/250405_LeafPhotoA_2025-10-02 10_25_50.683-05_00.jpg,CV2
data/fvsu2025/bap2/251354_LeafPhotoA_2025-10-10 10_52_41.011-05_00.jpg,CV2
data/fvsu2025/bap2/250002_LeafPhotoA_2025-10-01 08_15_32.996-05_00.jpg,CV2
data/fvsu2025/bap2/251304_LeafPhotoA_2025-10-10 13_49_18.284-05_00.jpg,CV2
data/fvsu2025/bap2/250392_LeafPhotoA_2025-10-02 10_39_12.993-05_00.jpg,CV2
data/fvsu2025/bap2/250438_LeafPhotoA_2025-10-02 13_56_09.801-05_00.jpg,CV2
data/fvsu2025/bap2/251045_LeafPhotoA_2025-10-08 13_45_09.521-05_00.jpg,CV2
data/fvsu2025/bap2/250273_LeafPhotoA_2025-10-01 13_23_09.036-05_00.jpg,CV2
data/fvsu2025/bap2/250276_LeafPhotoA_2025-10-01 13_26_39.930-05_00.jpg,CV2
