"","device","image_name","leaf_pixels","ExG_P20_disease_pct"
"93","device3","2181_LeafPhotoA_2025-09-09 12_25_47.850-05_00_leaf.png",3515974,16.8322917063664
"94","device3","2182_LeafPhotoA_2025-09-09 12_26_51.449-05_00_leaf.png",3607242,1.24607664248753
"95","device3","2187_LeafPhotoA_2025-09-09 12_33_18.243-05_00_leaf.png",2204297,1.07594394040368
"96","device7","2273_LeafPhotoA_2025-09-08 17_10_20.317-05_00_leaf.png",6308963,0.24339974731188
"97","device7","2280_LeafPhotoA_2025-09-08 16_59_56.766-05_00_leaf.png",2893061,2.39984569976229
"98","device7","2281_LeafPhotoA_2025-09-08 16_59_13.027-05_00_leaf.png",2338010,88.3684415378891
"99","device7","2283_LeafPhotoA_2025-09-08 16_56_36.626-05_00_leaf.png",3443187,1.75636699371832
"100","device7","2295_LeafPhotoA_2025-09-08 16_45_22.277-05_00_leaf.png",2987956,0.243510948621733
"101","device3","2651_LeafPhotoA_2025-09-09 11_25_22.604-05_00_leaf.png",4127027,7.31720437011922
"102","device3","2652_LeafPhotoA_2025-09-09 11_26_23.246-05_00_leaf.png",4349989,16.3067538791477
"103","device3","2666_LeafPhotoA_2025-09-09 11_39_27.702-05_00_leaf.png",4026174,0.957484698872925
"104","device8","2686_LeafPhotoA_2025-09-09 10_48_44.524-05_00_leaf.png",4600237,3.87293089464738
"105","device3","2721_LeafPhotoA_2025-09-09 10_41_55.885-05_00_leaf.png",3278105,0.0344711350002517
"106","device3","2728_LeafPhotoA_2025-09-09 10_52_01.471-05_00_leaf.png",2957387,3.11240970491856
"107","device2","2807_LeafPhotoA_2025-09-09 10_15_33.932-05_00_leaf.png",4204962,2.34989043896235
"108","device2","2819_LeafPhotoA_2025-09-09 10_31_56.479-05_00_leaf.png",4337787,1.37526346959867
"109","device7","2957_LeafPhotoA_2025-09-09 16_00_50.634-05_00_leaf.png",4273523,0.347160878741029
"110","device7","2957_LeafPhotoA_2025-09-09 16_01_36.267-05_00_leaf.png",2526383,0.827230075566531
"111","device2","5011_LeafPhotoA_2025-09-09 16_15_48.428-05_00_leaf.png",2957884,0.285575769705641
