plot,accession,flagleaflength,flagleafwidth,leaf.number,plant.height
6305,PI 561072,48.6,7.3,12,92
6306,PI 656111,43.7,5.1,15,123
6307,PI 576387,34.8,4.4,13,88
6308,PI 655998,54,4.5,10,68
6309,PI 597965,31.6,4.5,16,128
6310,PI 597976,61.5,3.7,11,207
6311,PI 597957,45,6.5,11,72
6312,BTx623,33.5,4.7,13,100
6313,PI 533769,45.6,4.5,11,60
6314,PI 564164,35.8,5.8,13,90
6315,PI 656051,37.2,6.9,14,131
6316,PI 533841,39.6,5,14,85
6317,PI 601816,42,6.8,14,200
6318,PI 656013,34.5,6.1,11,231
6319,PI 656095,50,4.5,12,110
6320,PI 534137,NA,NA,13,127
6321,PI 533750,50.5,5.1,9,75
6322,PI 656092,33.5,3.7,17,76
6323,PI 34911,62.2,8,17,158
6324,PI 533766,30.5,3.4,13,82
6325,PI 534127,46.5,5.8,12,142
6326,BTx623,28.8,3.6,13,94
6327,PI 656058,32.3,4.2,12,83
6328,PI 656071,32,5.6,15,125
6329,PI 656005,31.8,3.3,12,77
6330,PI 659694,31.6,4,14,145
6331,PI 534155,43.3,6.3,13,98
6332,PI 533855,?,NA,14,125
6333,PI 533876,?,NA,19,290
6334,PI 656059,29.9,7.2,14,117
6335,PI 597966,x,NA,NA,NA
6336,PI 576359,x,NA,NA,NA
6337,PI 656031,37.5,5.8,15,117
6338,PI 656116,40.5,3,11,90
6339,PI 656024,NA,NA,14,138
6340,PI 597951,40.1,4,10,130
6341,BTx623,40.4,5,12,102
6342,PI 656119,41,4.3,10,123
6343,BTx623,29.8,3.5,13,98
6344,PI 597980,38.8,4.5,13,85
6345,PI 656026,32.7,6.5,15,115
6346,BTx623,36.8,4,12,100
6347,BTx623,36,4.6,11,90
6348,PI 651496,x,NA,NA,NA
6349,PI 533799,37.4,5.1,12,163
6350,TX430,40.6,5,13,108
6351,PI 533758,47,7.1,14,127
6352,PI 656105,40.7,4.6,12,62
6353,PI 533991,26.2,5.6,13,120
6354,PI 656010,40.5,5.6,11,78
6355,PI 656072,NA,NA,16,98
6356,PI 329440,35.6,3.8,14,78
6357,PI 656025,40.1,7,13,132
6358,PI 656060,36.4,7.3,11,91
6359,PI 533989,?,NA,13,92
6360,PI 655995,44,6.4,13,222
6361,PI 576366,25.5,4.3,10,58
6362,PI 576130,48.3,7.1,13,242
6363,PI 534144,36.2,3.3,15,183
6364,PI 655993,51.5,5.1,12,91
6365,PI 656076,36.6,4.1,12,82
6366,PI 576375,43,3.8,13,121
6367,PI 552861,36.5,4,12,95
6368,PI 533921,35.5,4.2,16,130
6369,PI 533964,26.8,4.5,15,80
6370,PI 533856,NA,NA,16,97
6371,PI 576426,44.6,5.3,8,75
6372,PI 656090,45.6,5.5,11,152
6373,PI 576339,39.8,5.2,11,102
6374,PI 656070,18.5,4.8,13,85
6375,PI 656074,36.3,4.6,12,280
6376,PI 656096,44.6,3.5,14,131
6377,PI 597982,46.5,7.2,11,112
6378,Border,45.6,5.7,10,69
6379,Border,47.9,6,12,83
6380,Border,42,6,13,75
6381,PI 656042,?,NA,14,75
6382,BTx623,25.5,4.5,12,103
6383,PI 597964,48,7.4,13,98
6384,PI 533986,54,4.8,12,101
6385,Border,39.5,6,12,91
6386,Border,35.2,5,10,75
6387,Border,38.6,5.5,13,78
6388,Border,44,4.7,12,72
6389,PI 533972,66.2,8,14,91
6390,PI 533794,52.3,7.4,14,88
7001,PI 542718,35.5,4.5,11,70
7002,PI 656020,60,7.2,10,65
7003,PI 656011,49.9,6.9,13,112
7004,Border,49,6.2,11,80
7005,Border,39,5,12,88
7006,Border,39.5,7.2,10,80
7007,Border,43.5,5.5,12,80
7008,PI 656027,33.6,5.7,12,128
7009,PI 533821,34,4.1,9,72
7010,TX430,45,5.3,12,98
7011,BTx623,32.7,5,10,98
7012,Border,40,5.5,11,72
7013,Border,30,5.2,11,82
7014,PI 656044,45.5,8,12,110
7015,PI 656075,37.6,5.1,14,109
7016,BTx623,36.5,5,12,128
7017,PI 656117,NA,NA,14,85
7018,PI 542406,48.8,7.1,13,153
7019,PI 533962,41.5,4.6,11,110
7020,PI 534124,49,4.6,10,120
7021,PI 655979,45.5,7.3,12,82
7022,PI 533980,48,5.6,10,72
7023,PI 656100,57.5,7.4,11,60
7024,PI 656081,52.5,4.6,7,170
7025,PI 597976,54.3,4.6,10,190
7026,PI 656057,40.9,6.2,15,108
7027,PI 655975,56.5,6,13,83
7028,PI 655981,50.5,4.6,12,290
7029,PI 533924,36.3,5.4,9,68
7030,PI 656079,45.3,3.6,10,78
7031,PI 534115,41.3,6.3,11,97
7032,BTx623,34.2,5.1,11,100
7033,PI 656055,41.6,5.8,13,85
7034,PI 533755,32.7,4.5,12,82
7035,PI 597980,34,4,10,105
7036,PI 656029,44.5,4.6,16,82
7037,PI 533766,33.2,3,16,83
7038,PI 656072,57.8,6.6,15,95
7039,BTx623,31.8,4.6,7,103
7040,BTx623,28.5,3.6,11,90
7041,BTx623,49.5,5.3,10,91
7042,PI 576386,57.8,4.2,12,113
7043,PI 656009,40.8,6.3,11,82
7044,PI 533876,NA,NA,10,270
7045,PI 655970,45.3,7.1,12,152
7046,PI 656121,32.6,3,10,98
7047,PI 655976,44.8,4.8,14,85
7048,PI 576422,48.6,5,12,83
7049,PI 576347,40,4.7,9,85
7050,PI 533789,53,4.7,10,78
7051,PI 595739,35.3,6,14,90
7052,PI 533769,49.5,5.5,10,59
7053,PI 651496,36.4,5.5,16,262
7054,PI 607931,X,NA,NA,NA
7055,PI 533970,34.5,5.6,13,82
7056,PI 534117,39,5.5,9,80
7057,PI 276837,30,3.2,9,160
7058,PI 595718,39,5.8,10,75
7059,BTx623,38.8,4.7,10,103
7060,PI 576376,35.7,3.6,11,85
7061,PI 656043,36.8,7.1,14,195
7062,BTx623,37.8,4.2,11,92
7063,PI 533956,35.3,5,8,95
7064,PI 533800,55.2,4.9,12,115
7065,PI 656037,47.8,6.3,13,142
7066,PI 534163,20.8,3.7,15,73
7067,PI 595720,46.3,5,11,65
7068,PI 533845,27,4.2,14,113
7069,PI 656095,47.8,4.6,11,120
7070,PI 656076,45,6.3,12,100
7071,PI 597951,36.2,3.5,10,132
7072,PI 656092,44,5,15,72
7073,PI 655996,27,4.2,12,76
7074,PI 533927,42.1,5.2,11,193
7075,PI 656012,53.5,4.7,14,113
7076,PI 656030,51.3,6.1,10,92
7077,PI 656016,36.2,3.9,11,83
7078,PI 656111,41.5,4.2,11,148
7079,PI 533997,39.3,4.7,9,122
7080,PI 534144,31,4.5,11,190
7081,PI 659695,41.2,4.3,12,108
7082,PI 533938,46,6,13,190
7083,BTx623,31.1,3.9,9,75
7084,BTx623,26.1,3.3,11,88
7085,PI 656032,34.2,4.4,13,243
7086,PI 533957,45.5,4,8,72
7087,PI 656000,28.4,3.6,10,88
7088,BTx623,39.5,5.1,10,93
7089,PI 576349,42.7,3.8,10,93
7090,PI 656090,39.5,4.7,10,183
7091,PI 595745,54,3.9,8,149
7092,PI 533794,52,7,15,83
7093,PI 656018,50.7,6.5,12,88
7094,PI 34911,61,7.5,12,150
7095,PI 576437,38,3.9,13,177
7096,PI 629040,35.4,4.6,13,71
7097,PI 597982,40,5,9,112
7098,PI 656022,30.2,3,10,84
7099,PI 656110,51.3,4.7,9,62
7100,BTx623,41,5.4,10,97
7101,PI 533915,27.5,6.5,9,124
7102,PI 656114,27.5,5.4,8,73
7103,PI 656104,35,3.6,9,113
7104,PI 656093,56,4.3,10,123
7105,PI 656087,35,6,9,80
7106,PI 533759,41.2,5.1,12,70
7107,PI 533998,51.1,5.3,13,112
7108,PI 655995,52.5,7,8,206
7109,PI 656060,37,4.3,9,89
7110,PI 533987,42.7,5.8,12,82
7111,PI 601816,40.5,6.8,15,198
7112,PI 533838,44.5,4.7,8,82
7113,PI 534009,NA,NA,15,82
7114,BTx623,42.7,5.4,10,79
7115,PI 656008,35.6,5.3,11,127
7116,PI 656026,42,8.1,13,115
7117,BTx623,49.1,6.2,11,102
7118,PI 574455,38.1,6.6,12,72
7119,PI 595740,33,4.7,17,82
7120,PI 534046,43,4.2,11,60
7121,PI 656080,30,4.5,11,139
7122,PI 576350,42.6,4.8,9,62
7123,PI 533842,37.4,4.8,12,72
7124,PI 656007,32.5,4,9,62
7125,PI 533964,30,4.7,12,72
7126,BTx623,34.2,5.7,9,93
7127,PI 656105,51.5,7,10,58
7128,PI 656106,47,6.6,9,112
7129,PI 655971,37,3.3,9,110
7130,PI 534104,39,6.3,12,77
7131,PI 533949,50.6,6.5,7,75
7132,PI 576348,53,4.4,10,112
7133,PI 659691,79.7,7.8,14,108
7134,PI 656003,36,3.7,12,123
7135,TX430,40.6,5.7,16,253
7136,PI 533940,21.5,3.5,10,128
7137,PI 656031,32.5,5.6,13,140
7138,PI 656094,62.5,5.8,11,139
7139,PI 576426,45.2,5,15,99
7140,BTx623,33,5,11,113
7141,PI 656062,59.5,7.5,13,113
7142,PI 534145,46.5,4.5,6,75
7143,PI 534047,34.4,3.8,7,81
7144,PI 655997,22.7,2.8,10,61
7145,PI 533776,24.3,2.7,9,142
7146,PI 656001,34.1,6,12,93
7147,PI 533839,46,3.8,10,130
7148,PI 533903,44,7,6,80
7149,BTx623,43,5.3,10,87
7150,PI 597946,43.5,4,7,112
7151,PI 656042,68,6.2,13,72
7152,PI 656035,41,5,13,270
7153,BTx623,29.3,4.2,10,99
7154,PI 576332,33.8,4.9,11,100
7155,PI 534037,42,4.6,5,121
7156,PI 597958,36.4,6.1,11,93
7157,PI 656097,41.8,8,13,95
7158,PI 533758,41,5.6,11,100
7159,PI 656002,28.2,4.5,12,77
7160,BTx623,38,4.9,14,108
7161,PI 533965,49.5,5.6,14,83
7162,PI 656040,39,3.9,14,92
7163,PI 655974,37.5,6,13,170
7164,PI 576381,46.5,6,12,70
7165,PI 576428,43,8.5,12,90
7166,PI 533799,40,6.6,13,65
7167,PI 656074,40,4.5,9,262
7168,PI 656013,34.3,7.5,11,162
7169,TX430,38.8,5.5,12,98
7170,PI 576375,49.1,6,12,108
7171,PI 656107,38.5,6.2,13,140
7172,PI 565121,40,6.6,12,112
7173,PI 595743,41.8,3.8,15,82
7174,PI 659696,37.8,3.8,11,136
7175,PI 597967,40,5.5,12,89
7176,PI 655992,39,4.4,11,90
7177,PI 533761,51.3,6.8,12,106
7178,PI 548797,40,5,12,106
7179,PI 656082,60,6.1,14,82
7180,PI 641874,37,4.3,11,72
7181,PI 533877,x,NA,NA,NA
7182,PI 597966,41,5.5,10,83
7183,PI 656017,NA,NA,18,135
7184,PI 564165,36.8,5.3,12,92
7185,PI 656052,53.5,5.2,11,70
7186,PI 533814,24.4,4.2,16,66
7187,PI 533954,38.5,5,12,100
7188,PI 533833,25,3.8,8,83
7189,PI 533989,36.5,5.2,11,89
7190,PI 576393,59.2,5.5,7,89
7191,PI 152651,45,6,9,139
7192,PI 656039,36.6,8.8,14,132
7193,PI 533754,32.8,3.6,9,92
7194,PI 656036,33,5,12,196
7195,PI 656116,35,2.6,7,87
7196,PI 533939,32,4.6,9,172
7197,PI 655978,39.4,3.5,12,87
7198,PI 533869,37.5,5.7,12,98
7199,PI 576359,27.8,3.8,NA,NA
7200,BTx623,36.5,4.5,11,112
7201,BTx623,39,4,11,103
7202,PI 533757,28.6,5.1,10,79
7203,BTx623,39,5.8,11,102
7204,PI 597957,39,6,12,69
7205,PI 576399,23.9,3,7,168
7206,PI 656024,46,5.6,14,170
7207,PI 533967,37,7,15,73
7208,PI 598069,NA,NA,13,242
7209,PI 656069,32.3,5.1,11,73
7210,PI 595714,44,6,10,75
7211,BTx623,28,3.6,12,113
7212,PI 533911,32.5,5.6,9,68
7213,PI 533985,40.5,6,11,95
7214,PI 534133,50.2,5.4,15,82
7215,PI 533760,31,4.8,14,72
7216,PI 597960,30,4.2,12,245
7217,PI 656049,25,4.5,12,170
7218,PI 656059,45.7,4.8,12,110
7219,PI 533855,33,5.8,7,162
7220,BTx623,41,4.8,12,102
7221,PI 655977,30,5.8,11,73
7222,PI 533986,50.5,4.5,9,117
7223,PI 533943,36,3.6,12,75
7224,PI 597971,28,5,10,81
7225,PI 561072,50,8,12,91
7226,PI 576364,28.5,5.5,7,110
7227,PI 564163,26.5,4.5,11,120
7228,PI 533913,35.6,4.5,10,90
7229,PI 534127,35,3.9,10,170
7230,PI 656070,23.5,4.9,11,109
7231,PI 533991,39.3,5.8,12,112
7232,PI 533996,29,4.6,11,79
7233,BTx623,34.5,4.5,10,113
7234,PI 576333,40,5.2,12,72
7235,BTx623,38,5.2,13,98
7236,PI 656058,40.5,5.5,9,78
7237,BTx623,33.5,4.6,11,103
7238,PI 533878,45.5,6,12,119
7239,PI 576380,38.5,6.5,15,121
7240,PI 576435,54,8.6,11,90
7241,PI 613536,32,5.7,7,111
7242,PI 595702,30.3,4.8,8,110
7243,PI 656109,30.5,4.8,7,65
7244,PI 597973,49,4.6,12,106
7245,PI 656053,58,6.3,15,67
7246,PI 533948,28,2.8,11,76
7247,PI 656119,45,5,11,102
7248,PI 656083,x,NA,NA,NA
7249,PI 533961,43.5,5.5,9,80
7250,BTx623,31.2,3.5,12,109
7251,PI 534108,43.5,5.5,13,103
7252,PI 576345,25,4.5,14,128
7253,PI 642793,37.6,5.8,11,80
7254,PI 534123,50.1,4.8,12,120
7255,PI 534128,30.7,5,13,122
7256,BTx623,29,4,10,112
7257,PI 576390,40,5.3,6,119
7258,PI 533841,36,4.1,13,82
7259,PI 534148,47,5,13,113
7260,PI 656034,43,6.5,14,123
7261,PI 534137,22.5,3.5,10,111
7262,PI 576425,37,4.7,13,84
7263,PI 656108,31,4.6,12,106
7264,PI 655993,39.7,4.5,11,82
7265,PI 17548,44.6,4.3,10,250
7266,PI 656091,35.4,5.8,15,72
7267,PI 641849,44,4.1,9,211
7268,PI 656096,48.5,3.9,10,149
7269,BTx623,33,3.9,11,113
7270,PI 656046,48.5,5.4,8,103
7271,BTx623,49,5.2,13,108
7272,BTx623,34.8,3.7,11,102
7273,PI 655972,30,4.4,13,200
7274,PI 656068,32,6,12,70
7275,PI 533955,45.5,4.4,12,72
7276,PI 597968,40,4.6,11,72
7277,PI 656005,43,4.5,10,77
7278,PI 656025,39.7,7.1,11,132
7279,PI 656099,49.9,6.9,15,192
7280,PI 533752,41,6.1,12,80
7281,PI 534063,40,4.2,9,139
7282,PI 576339,25.5,3.7,11,110
7283,PI 656021,42,6.8,12,83
7284,PI 533852,30,5,11,72
7285,PI 576394,29,4.5,10,72
7286,PI 534116,42.6,4.5,11,102
7287,PI 533921,28,5,13,142
7288,PI 533856,51.8,6.6,12,83
7289,PI 576366,34,5.5,9,60
7290,PI 656071,38,6.9,15,97
7291,PI 564164,24.8,4.8,12,77
7292,PI 576401,35,5.5,14,140
7293,PI 534139,40,2.6,10,176
7294,PI 659753,56.2,5.1,16,177
7295,PI 597972,55,5.7,12,82
7296,PI 656078,32,3.5,9,98
7297,PI 595741,40.5,3.5,9,90
7298,PI 534099,46,6.7,15,76
7299,PI 656120,46,7.2,11,75
7300,PI 656089,29.7,3.2,10,173
7301,PI 597949,32,4.5,11,120
7302,PI 656010,39.5,5.2,11,82
7303,PI 533810,48,7.1,11,77
7304,PI 642791,37.6,5.8,14,88
7305,PI 656028,28,5.5,15,275
7306,BTx623,35,4.4,12,110
7307,PI 655973,41,6.5,15,190
7308,PI 576418,49.5,5.5,10,120
7309,PI 534070,39.5,3.4,7,78
7310,PI 656088,33,4.1,12,179
7311,PI 597950,29.5,4.6,9,143
7312,PI 534132,44.5,6.1,11,75
7313,PI 585295,30,3.6,8,108
7314,PI 534101,38.1,4.5,11,81
7315,PI 533830,26.5,3.4,9,53
7316,PI 533937,37,6.4,10,80
7317,BTx623,33.3,4.3,9,98
7318,PI 329440,43.6,5.3,11,79
7319,PI 576385,45.3,4.6,10,134
7320,PI 656051,41,6.7,13,130
7321,PI 576396,31,5,10,100
7322,BTx623,40,4.8,12,103
7323,PI 597964,38.5,7.1,12,102
7324,PI 597961,30.5,4.4,7,62
7325,PI 656019,54.5,5.7,12,135
7326,PI 656086,38.5,5.6,12,83
7327,PI 534053,41,4.3,10,88
7328,PI 576340,33,4.6,10,125
7329,PI 655999,57.5,3.8,7,162
7330,PI 534155,43.2,6,12,80
7331,PI 534097,29.3,2.8,9,78
7332,BTx623,27.5,3.4,11,110
7333,PI 534105,29.3,4.6,12,83
7334,PI 629059,42,4.2,12,83
7335,PI 561472,43.5,6.3,14,158
7336,PI 656077,44.5,5.6,11,150
7337,PI 576337,32.5,3,9,110
7338,PI 533976,31,5.1,11,75
7339,PI 533919,59,5.5,9,88
7340,PI 656085,40.1,5.5,5,77
7341,BTx623,40,5.4,10,102
7342,PI 597945,39.5,4.5,8,76
7343,PI 552861,32,4,13,90
7344,PI 533785,37,5.3,7,80
7345,PI 533902,60,7.6,10,63
7346,PI 534135,37.2,4.8,11,60
7347,PI 655994,29,4.6,11,245
7348,PI 533979,34.6,4.1,12,75
7349,PI 659693,20,3,8,46
7350,PI 655998,48.3,4.2,11,62
7351,BTx623,34.6,4.6,12,92
7352,PI 642992,32.5,4.3,17,280
7353,PI 561073,40.5,5.1,17,120
7354,PI 656004,25.5,3,10,92
7355,PI 609456,NA,NA,11,283
7356,PI 656102,31.5,2.9,7,90
7357,PI 534157,47.5,6.8,14,80
7358,PI 534138,24,3,12,77
7359,PI 534114,33,5.3,13,80
7360,PI 533824,36,5,9,63
7361,BTx623,38.3,4,10,95
7362,PI 656048,29,4.1,11,129
7363,BTx623,35,4.2,11,100
7364,PI 533863,35,5,11,130
7365,BTx623,35,4.2,13,96
7366,PI 533912,25.8,3.7,7,100
7367,PI 534021,43.5,4.4,14,80
7368,PI 576373,32.2,3.6,12,90
7369,PI 642998,50,6,9,312
7370,BTx623,43,5.2,12,97
7371,PI 534112,65.7,8.2,10,96
7372,PI 533750,40.5,4.5,13,63
7373,PI 656050,30.5,5.1,12,255
7374,PI 533972,33.7,6.1,13,108
7375,PI 656061,27,4,13,99
7376,PI 659694,39,5.7,10,120
7377,PI 597965,43,6.3,11,70
7378,Border,44.5,5.4,NA,NA
7379,Border,50.5,8,13,80
7380,Border,44.4,5,11,80
7381,PI 597952,44.4,4,11,73
7382,PI 533910,47,4.5,12,80
7383,PI 656056,41,6.9,14,120
7384,PI 534054,32.5,4.5,12,58
7385,Border,47.5,6,10,80
7386,Border,48.5,5.3,10,80
7387,Border,29.4,3.3,11,80
7388,Border,33,3.7,13,79
7389,PI 595699,43,5,10,79
7390,PI 656006,48,6,11,69
8001,PI 655975,54.3,5,NA,NA
8002,PI 542406,x,NA,NA,NA
8003,PI 533924,40.6,5.6,10,69
8004,Border,47,6,13,90
8005,Border,42.6,5.4,13,88
8006,Border,46,5.8,13,81
8007,Border,40.5,5.7,13,82
8008,PI 656117,31.6,5.5,16,91
8009,PI 595739,37,4.3,10,85
8010,PI 656057,NA,3.7,16,131
8011,PI 655976,53,5.7,13,88
8012,Border,38.5,6,13,79
8013,Border,33.3,4,10,79
8014,PI 576352,27.2,4,14,78
8015,BTx623,27.2,3.6,13,102
8016,PI 656081,46.5,6.7,11,62
8017,PI 656121,31.7,4.4,10,101
8018,PI 533962,37.3,4.2,13,112
8019,PI 656118,48,4.4,14,85
8020,PI 534115,37.5,8,14,90
8021,PI 597951,43,4.5,12,111
8022,PI 656079,41.8,3.3,13,108
8023,PI 656092,NA,NA,17,75
8024,PI 656029,42,4.6,13,77
8025,BTx623,33.5,4.6,12,93
8026,PI 576422,36,4.3,12,87
8027,PI 656100,55.5,7,10,52
8028,PI 542718,33.4,6.6,12,110
8029,PI 656020,37.5,3.9,12,99
8030,PI 276837,26,2.7,9,153
8031,PI 533936,27.5,2.7,11,75
8032,PI 595718,38,5.3,12,77
8033,PI 655970,27.1,4.4,13,166
8034,PI 533755,28.3,4,13,82
8035,PI 533766,34.5,3.7,11,85
8036,PI 656009,31,5.2,13,92
8037,PI 656016,37,4.2,12,102
8038,BTx623,22.5,2.6,15,101
8039,PI 655979,45.5,5.7,12,85
8040,PI 533980,34.5,5.8,12,62
8041,PI 533901,39,4.7,13,90
8042,PI 597976,50.1,3,9,180
8043,PI 533807,40.8,4.8,16,96
8044,PI 533876,28.6,4.1,15,NA
8045,PI 534124,44,4,11,112
8046,PI 656075,29.8,3.8,17,108
8047,TX430,42.5,5.8,15,98
8048,PI 534096,55.7,5.7,12,62
8049,PI 656011,53.8,5.9,14,120
8050,PI 656037,40,6.3,14,145
8051,PI 534117,37.2,5.8,10,82
8052,PI 597980,38.5,5.1,12,99
8053,PI 656060,37.6,4.2,11,85
8054,PI 601816,52.9,9,14,182
8055,PI 533927,45,4,12,171
8056,BTx623,42.5,6.5,12,100
8057,PI 656055,38.2,5.8,14,82
8058,PI 576386,28.1,4.1,15,146
8059,PI 533769,50.5,5.5,12,60
8060,BTx623,32,4.8,13,99
8061,PI 533794,49,7.7,12,87
8062,PI 656031,36,6,14,118
8063,PI 656093,65.5,4,11,127
8064,PI 656076,46,6.1,12,80
8065,PI 656072,NA,NA,16,93
8066,PI 595720,38.5,4.2,12,70
8067,PI 534009,41.1,5.2,14,90
8068,PI 656110,48.2,4.2,14,70
8069,PI 656111,34.5,3.6,11,153
8070,PI 655981,46,3.5,12,282
8071,PI 533821,33,4,12,88
8072,PI 656095,40.1,3.8,12,172
8073,PI 534144,20.5,3,14,196
8074,PI 629040,45,5.1,10,72
8075,PI 533998,36.5,3.3,11,92
8076,PI 533845,34,5.5,14,82
8077,BTx623,36,4.6,10,88
8078,BTx623,34.2,4.8,13,110
8079,PI 656030,37.5,4.6,6,78
8080,PI 533970,33.3,5.5,12,70
8081,BTx623,39.3,6,12,99
8082,BTx623,35.4,5.3,13,101
8083,PI 656087,37.1,5.8,10,80
8084,PI 533759,42.2,5.9,12,69
8085,PI 533956,40.5,4.3,11,93
8086,PI 533940,23.6,3.3,12,101
8087,PI 651496,NA,NA,19,305
8088,PI 656008,52,9.5,13,136
8089,PI 534047,30.5,4.8,11,75
8090,PI 656104,25,2.6,12,141
8091,PI 656080,29.6,4.2,11,123
8092,PI 534104,44.6,6.8,13,79
8093,PI 656114,40,7.6,11,71
8094,PI 607931,42,5.3,14,78
8095,PI 656022,21,2.5,14,99
8096,PI 655971,29.5,3.6,13,101
8097,PI 656000,24.8,4.5,12,88
8098,PI 576376,41.8,4,13,83
8099,PI 576130,NA,NA,14,233
8100,PI 533987,34.5,5.1,12,100
8101,PI 576350,34,3,7,103
8102,PI 533915,28,6,13,110
8103,PI 656032,NA,NA,13,225
8104,PI 534163,23,4.9,15,75
8105,PI 533838,47,4.7,7,70
8106,PI 34911,60.7,8,15,139
8107,BTx623,28.5,4.3,13,100
8108,PI 656012,NA,NA,15,101
8109,PI 597982,35.6,4.7,10,99
8110,PI 576437,31,3.7,11,153
8111,PI 533997,33.5,4.3,9,110
8112,PI 655995,48,7.5,13,185
8113,PI 656043,42.6,6.8,14,198
8114,PI 659695,52.3,5.3,12,82
8115,BTx623,30.2,4.5,12,97
8116,PI 655996,27.8,4.6,12,84
8117,PI 533938,34,4.5,12,175
8118,PI 574455,39.2,5.9,14,72
8119,PI 533776,39.4,3.7,11,111
8120,PI 576428,35,6.7,14,90
8121,PI 576349,40,3.1,10,98
8122,PI 533842,NA,NA,15,69
8123,PI 656090,40.6,4.6,12,183
8124,BTx623,23,3,14,99
8125,PI 597958,34,5,13,95
8126,PI 533989,34,5,11,92
8127,PI 597946,31.5,2.7,NA,NA
8128,BTx623,30.6,3.7,13,92
8129,PI 656018,40,4.3,14,80
8130,PI 656007,33.5,3.7,11,73
8131,PI 576375,47,5.1,13,106
8132,PI 576426,40.9,4.8,14,92
8133,PI 656062,NA,NA,15,268
8134,PI 656026,31.7,6.9,13,110
8135,PI 656003,28.6,3,12,133
8136,PI 533957,41.3,4.1,11,78
8137,PI 534145,43,4.6,10,98
8138,PI 598069,NA,NA,17,220
8139,PI 655992,19,3.7,12,96
8140,PI 656036,46.9,6.1,14,172
8141,PI 656035,38,3.9,14,265
8142,BTx623,25.2,3.6,13,95
8143,PI 595745,46.2,3.8,11,120
8144,PI 655997,35,4,12,72
8145,PI 565121,36.4,5.8,15,111
8146,PI 533964,NA,NA,16,80
8147,PI 656042,60,6.1,13,68
8148,PI 655974,29.6,4.5,12,151
8149,BTx623,32.5,4.6,12,90
8150,PI 576381,36.6,5,14,79
8151,PI 534046,30.3,3.6,11,75
8152,PI 597967,44.5,7.7,13,78
8153,PI 548797,55,6.4,14,90
8154,BTx623,33.1,4.9,13,102
8155,PI 656001,27,5.2,13,90
8156,PI 533954,24.5,3.2,11,110
8157,PI 656013,34,7,13,238
8158,PI 534037,42.6,3.5,12,120
8159,BTx623,30.8,4.7,12,99
8160,PI 533903,47.8,8,10,77
8161,PI 656094,43.5,4.5,10,120
8162,PI 533965,29,3.5,12,86
8163,PI 656097,NA,NA,13,103
8164,PI 656116,37.3,2.4,9,75
8165,PI 656040,38,4.5,14,95
8166,PI 597966,43.3,6.2,11,75
8167,TX430,33,5.4,12,99
8168,PI 533814,36.5,5.2,14,62
8169,PI 533757,33,6.5,13,78
8170,PI 533761,47.5,7,15,101
8171,PI 641874,38.8,4.8,11,70
8172,PI 533877,x,NA,NA,NA
8173,BTx623,35.1,5.5,11,110
8174,PI 656002,28.6,3,15,88
8175,PI 659691,NA,NA,16,95
8176,PI 533967,26.5,4.7,13,80
8177,BTx623,23.6,3.5,12,80
8178,TX430,31.3,3.7,15,98
8179,PI 656074,40.7,4.4,10,270
8180,PI 533758,38.5,5.7,12,92
8181,PI 656106,41.7,6.7,12,105
8182,PI 533799,30,5.3,13,70
8183,PI 533760,41.9,6.5,14,80
8184,PI 152651,45.7,6.4,9,141
8185,PI 533939,31.5,5.1,11,162
8186,BTx623,40.4,5.5,13,100
8187,PI 533949,32,4.6,12,79
8188,PI 533839,34,4.1,9,110
8189,PI 576348,45,4.6,11,100
8190,PI 656119,40.5,3.6,9,110
8191,PI 533869,30.5,5.1,12,98
8192,PI 534148,48,5.2,13,100
8193,PI 534108,43,5.6,12,112
8194,PI 576359,36.5,4.2,11,160
8195,PI 656082,46.2,4.7,18,82
8196,PI 656070,52,6.6,13,50
8197,PI 576399,25,2.3,10,170
8198,PI 533855,35,4.6,8,142
8199,PI 533833,26.7,3.7,13,92
8200,PI 595743,59.7,6,15,72
8201,PI 656107,37,5.6,16,122
8202,PI 595740,31,4.1,15,90
8203,BTx623,33.5,4.2,12,101
8204,BTx623,34.2,5.4,12,109
8205,PI 534127,38,4.1,12,92
8206,PI 576393,37.5,4,10,75
8207,PI 659696,36.3,6.4,14,140
8208,PI 656105,39.8,5.5,12,49
8209,PI 655972,31,4.6,15,189
8210,PI 597960,45.5,6.5,13,83
8211,PI 533985,20.5,4.3,13,248
8212,PI 533991,38,6.6,13,82
8213,PI 656034,40.2,7.9,12,110
8214,BTx623,44,6.5,11,100
8215,PI 656058,35.6,3.6,10,68
8216,PI 656052,36.5,4.5,11,71
8217,PI 576345,24.2,4.4,15,139
8218,PI 655978,51.1,4.7,13,90
8219,BTx623,24.2,2.7,13,100
8220,PI 656109,31,4,9,61
8221,PI 533911,35.4,5.2,12,71
8222,PI 656017,NA,NA,19,110
8223,PI 576333,33.5,4.5,13,83
8224,PI 595702,28.5,3.3,11,142
8225,PI 656049,27.5,3.8,15,160
8226,PI 533943,38.8,5.7,13,91
8227,PI 613536,30.8,6.1,10,110
8228,PI 641849,53.5,5.8,8,190
8229,PI 533948,24.5,2.5,10,79
8230,PI 534133,35.6,3.6,13,73
8231,PI 642793,32,6,12,86
8232,PI 564165,34,4.8,13,85
8233,PI 17548,24.5,2.6,11,249
8234,BTx623,31.5,4,12,105
