"Variety Name","Plot Number","Block","LeafPhotoA","LeafPhotoNotesA"
"QL3(India)","10427","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10427_LeafPhotoA_2025-10-23%2014_55_34.314-05_00.jpg",
"No. 37 Ubi, Abelti Ethiopia","10501","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10501_LeafPhotoA_2025-10-23%2014_58_19.296-05_00.jpg",
"Check","10502","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10502_LeafPhotoA_2025-10-23%2014_59_12.094-05_00.jpg",
"194 Kano","10503","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10503_LeafPhotoA_2025-10-23%2015_01_10.437-05_00.jpg",
"SAP-171","10504","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10504_LeafPhotoA_2025-10-23%2015_02_40.442-05_00.jpg",
"PINK KAFIR","10505","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10505_LeafPhotoA_2025-10-23%2015_03_51.926-05_00.jpg",
"Ramada_(XK: fromTomClemente_UNL_2024)","10506","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10506_LeafPhotoA_2025-10-23%2015_05_22.249-05_00.jpg",
"P9517","10507","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10507_LeafPhotoA_2025-10-23%2015_08_36.477-05_00.jpg",
"SC 145","10508","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10508_LeafPhotoA_2025-10-23%2015_09_54.803-05_00.jpg",
"SC 1251","10509","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10509_LeafPhotoA_2025-10-23%2015_11_37.026-05_00.jpg",
"Sorghum Soroti","10510","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10510_LeafPhotoA_2025-10-23%2015_13_09.830-05_00.jpg",
"450 Bori Light Brown","10511","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10511_LeafPhotoA_2025-10-23%2015_14_29.751-05_00.jpg",
"Mashila","10512","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10512_LeafPhotoA_2025-10-23%2015_15_47.104-05_00.jpg",
"SAP-159","10513","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10513_LeafPhotoA_2025-10-23%2015_16_58.333-05_00.jpg",
"IS 3515C","10514","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10514_LeafPhotoA_2025-10-23%2015_18_24.178-05_00.jpg",
"Mashica","10515","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10515_LeafPhotoA_2025-10-23%2015_19_31.029-05_00.jpg",
"SC 790","10516","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10516_LeafPhotoA_2025-10-23%2015_20_46.332-05_00.jpg",
"BTx406","10517","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10517_LeafPhotoA_2025-10-23%2015_24_51.374-05_00.jpg",
"SC 639","10518","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10518_LeafPhotoA_2025-10-23%2015_26_19.006-05_00.jpg",
"Check","10519","1",,
"740 Oua Berr","10520","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10520_LeafPhotoA_2025-10-23%2015_33_36.438-05_00.jpg",
"Check","10521","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10521_LeafPhotoA_2025-10-23%2015_34_39.267-05_00.jpg",
"SAP-340","10522","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10522_LeafPhotoA_2025-10-23%2015_35_45.914-05_00.jpg",
"BOK11","10523","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10523_LeafPhotoA_2025-10-23%2015_36_40.013-05_00.jpg",
"RTX434","10524","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10524_LeafPhotoA_2025-10-23%2015_37_48.052-05_00.jpg",
"Check","10525","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10525_LeafPhotoA_2025-10-23%2015_38_54.771-05_00.jpg",
"Check","10526","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10526_LeafPhotoA_2025-10-23%2015_40_03.712-05_00.jpg",
"88V1080","10527","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10527_LeafPhotoA_2025-10-23%2015_41_01.338-05_00.jpg",
"Cholia Talijhari","10601","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10601_LeafPhotoA_2025-10-23%2015_44_52.478-05_00.jpg",
"EC 18246 (preconverted)","10602","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10602_LeafPhotoA_2025-10-23%2015_46_14.166-05_00.jpg",
"Check","10603","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10603_LeafPhotoA_2025-10-23%2015_50_21.441-05_00.jpg",
"Tx2911","10604","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10604_LeafPhotoA_2025-10-23%2015_51_44.819-05_00.jpg",
"RED KAFIR","10605","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10605_LeafPhotoA_2025-10-23%2015_52_47.498-05_00.jpg",
"90M","10606","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10606_LeafPhotoA_2025-10-23%2015_53_55.920-05_00.jpg",
"IS 12623C","10607","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10607_LeafPhotoA_2025-10-23%2015_56_17.321-05_00.jpg",
"Check","10608","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10608_LeafPhotoA_2025-10-23%2015_57_27.687-05_00.jpg",
"Check","10609","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10609_LeafPhotoA_2025-10-23%2015_59_26.021-05_00.jpg",
"Bulfontein White Kafir Corn DL/60/133","10610","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10610_LeafPhotoA_2025-10-23%2016_00_59.254-05_00.jpg",
"Check","10611","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10611_LeafPhotoA_2025-10-23%2016_03_34.378-05_00.jpg",
"BO 36","10612","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10612_LeafPhotoA_2025-10-23%2016_05_22.231-05_00.jpg",
"SAP-280","10613","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10613_LeafPhotoA_2025-10-23%2016_06_56.665-05_00.jpg",
"KS19","10614","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10614_LeafPhotoA_2025-10-23%2016_08_09.257-05_00.jpg",
"No. 902 Sorghum arundi","10615","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10615_LeafPhotoA_2025-10-23%2016_09_10.477-05_00.jpg",
"A/BTx626","10616","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10616_LeafPhotoA_2025-10-23%2016_10_42.417-05_00.jpg",
"PLAINSMAN","10617","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10617_LeafPhotoA_2025-10-23%2016_11_51.960-05_00.jpg",
"SC 386","10618","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10618_LeafPhotoA_2025-10-23%2016_13_12.402-05_00.jpg",
"Deburr","10619","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10619_LeafPhotoA_2025-10-23%2016_14_13.748-05_00.jpg",
"Check","10620","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10620_LeafPhotoA_2025-10-23%2016_15_33.308-05_00.jpg",
"SAP-275","10621","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10621_LeafPhotoA_2025-10-23%2016_16_38.739-05_00.jpg",
"WHEATLAND","10622","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10622_LeafPhotoA_2025-10-23%2016_18_15.817-05_00.jpg",
"Check","10623","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10623_LeafPhotoA_2025-10-23%2016_19_42.143-05_00.jpg",
"SAP-341","10624","1",,"n/a"
"Check","10625","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10625_LeafPhotoA_2025-10-23%2016_22_05.314-05_00.jpg",
"SC 172","10626","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10626_LeafPhotoA_2025-10-23%2016_24_07.289-05_00.jpg",
"Dorado","10627","1",,"n/a"
"Msumbji SB 117","10701","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10701_LeafPhotoA_2025-10-23%2016_40_50.605-05_00.jpg",
"A-96","10702","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10702_LeafPhotoA_2025-10-23%2016_41_58.309-05_00.jpg",
"R1, 21","10703","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10703_LeafPhotoA_2025-10-23%2016_42_46.527-05_00.jpg",
"Check","10704","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10704_LeafPhotoA_2025-10-23%2016_43_53.005-05_00.jpg",
"A/BTxARG-1","10705","1",,
"Check","10706","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10706_LeafPhotoA_2025-10-23%2016_45_39.207-05_00.jpg",
"Pinolero 1","10707","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10707_LeafPhotoA_2025-10-23%2016_47_13.860-05_00.jpg",
"BTx2752","10708","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10708_LeafPhotoA_2025-10-23%2016_48_18.428-05_00.jpg",
"COMBINE HEGARI","10709","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10709_LeafPhotoA_2025-10-23%2016_49_39.080-05_00.jpg",
"HC 6028","10710","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10710_LeafPhotoA_2025-10-23%2016_50_53.037-05_00.jpg",
"Check","10711","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10711_LeafPhotoA_2025-10-23%2016_52_03.548-05_00.jpg",
"No. 1 Gambela","10712","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10712_LeafPhotoA_2025-10-23%2016_52_57.314-05_00.jpg",
"DAY MILO","10713","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10713_LeafPhotoA_2025-10-23%2016_54_03.430-05_00.jpg",
"SAP-162","10714","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10714_LeafPhotoA_2025-10-23%2016_55_07.790-05_00.jpg",
"SAP-311","10715","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10715_LeafPhotoA_2025-10-23%2016_56_05.734-05_00.jpg",
"SC 947","10716","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10716_LeafPhotoA_2025-10-23%2016_57_19.171-05_00.jpg",
"RTx2536","10717","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10717_LeafPhotoA_2025-10-23%2016_58_23.762-05_00.jpg",
"Check","10718","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10718_LeafPhotoA_2025-10-23%2016_59_22.582-05_00.jpg",
"Dobbs","10719","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10719_LeafPhotoA_2025-10-23%2017_01_02.224-05_00.jpg",
"Jola Nandyal","10720","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10720_LeafPhotoA_2025-10-23%2017_02_11.565-05_00.jpg",
"No. 69 Mashela Tinguish, Warakul Ethiopi","10721","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10721_LeafPhotoA_2025-10-23%2017_03_11.882-05_00.jpg",
"SAP-154","10722","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10722_LeafPhotoA_2025-10-23%2017_04_24.142-05_00.jpg",
"Check","10723","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10723_LeafPhotoA_2025-10-23%2017_05_15.229-05_00.jpg",
"SAP-128","10724","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10724_LeafPhotoA_2025-10-23%2017_05_41.776-05_00.jpg",
"SC 326-6","10725","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10725_LeafPhotoA_2025-10-23%2017_07_13.010-05_00.jpg",
"Check","10726","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10726_LeafPhotoA_2025-10-23%2017_08_20.992-05_00.jpg",
"SC 748-5","10727","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10727_LeafPhotoA_2025-10-23%2017_09_15.816-05_00.jpg",
"Karad 2-7-11","10801","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10801_LeafPhotoA_2025-10-24%2009_24_48.806-05_00.jpg",
"R3, 80","10802","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10802_LeafPhotoA_2025-10-24%2009_25_32.459-05_00.jpg",
"AS4660 Kikuma","10803","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10803_LeafPhotoA_2025-10-24%2009_26_15.121-05_00.jpg",
"SAP-125","10804","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10804_LeafPhotoA_2025-10-24%2009_26_53.930-05_00.jpg",
"R TX 431","10805","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10805_LeafPhotoA_2025-10-24%2009_27_40.857-05_00.jpg",
"WRAY_(XK: fromBIllRooney_TAMU_2024)","10806","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10806_LeafPhotoA_2025-10-24%2009_28_25.628-05_00.jpg",
"SC 480","10807","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10807_LeafPhotoA_2025-10-24%2009_29_31.657-05_00.jpg",
"Check","10808","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10808_LeafPhotoA_2025-10-24%2009_30_20.603-05_00.jpg",
"DELLA","10809","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10809_LeafPhotoA_2025-10-24%2009_31_11.184-05_00.jpg",
"SO 16","10810","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10810_LeafPhotoA_2025-10-24%2009_31_58.958-05_00.jpg",
"Wit Lichtenburg DL/59/1530","10811","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10811_LeafPhotoA_2025-10-24%2009_32_49.950-05_00.jpg",
"ZA 71","10812","1",,"missing"
"Jowar Red Jankinagar","10813","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10813_LeafPhotoA_2025-10-24%2009_34_00.505-05_00.jpg",
"Mashica","10814","1",,"missing"
"MARTIN","10815","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10815_LeafPhotoA_2025-10-24%2009_34_57.376-05_00.jpg",
"SC 1476","10816","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10816_LeafPhotoA_2025-10-24%2009_35_41.994-05_00.jpg",
"KELLER","10817","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10817_LeafPhotoA_2025-10-24%2009_36_54.152-05_00.jpg",
"P-721","10818","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10818_LeafPhotoA_2025-10-24%2009_38_06.909-05_00.jpg",
"18NL048 @-01","10819","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10819_LeafPhotoA_2025-10-24%2009_39_01.689-05_00.jpg",
"SAP-206","10820","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10820_LeafPhotoA_2025-10-24%2009_40_14.620-05_00.jpg",
"IS 18696","10821","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10821_LeafPhotoA_2025-10-24%2009_41_12.221-05_00.jpg",
"Check","10822","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10822_LeafPhotoA_2025-10-24%2009_42_07.144-05_00.jpg",
"Nkuli Swaziland","10823","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10823_LeafPhotoA_2025-10-24%2009_43_06.816-05_00.jpg",
"No. 64 Netch Addesho Ethiopia","10824","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10824_LeafPhotoA_2025-10-24%2009_44_01.197-05_00.jpg",
"SOBERANO","10825","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10825_LeafPhotoA_2025-10-24%2009_44_59.881-05_00.jpg",
