image_path,segmentation_method
data/fvsu2025/bap1/251182_LeafPhotoA_2025-10-10 11_02_12.861-05_00.jpg,Failed
data/fvsu2025/bap1/251140_LeafPhotoA_2025-10-10 10_16_30.486-05_00.jpg,CV2
data/fvsu2025/bap1/250021_LeafPhotoA_2025-10-01 08_27_19.755-05_00.jpg,CV2
data/fvsu2025/bap1/251007_LeafPhotoA_2025-10-08 10_34_37.998-05_00.jpg,CV2
data/fvsu2025/bap1/250815_LeafPhotoA_2025-10-08 08_36_18.350-05_00.jpg,CV2
data/fvsu2025/bap1/250211_LeafPhotoA_2025-10-01 13_20_31.933-05_00.jpg,CV2
data/fvsu2025/bap1/251179_LeafPhotoA_2025-10-10 10_59_17.065-05_00.jpg,CV2
data/fvsu2025/bap1/250347_LeafPhotoA_2025-10-01 14_13_19.280-05_00.jpg,CV2
data/fvsu2025/bap1/250192_LeafPhotoA_2025-10-01 09_53_59.715-05_00.jpg,CV2
data/fvsu2025/bap1/250027_LeafPhotoA_2025-10-01 08_38_57.670-05_00.jpg,CV2
data/fvsu2025/bap1/250027_LeafPhotoA_2025-10-01 08_38_31.362-05_00.jpg,CV2
data/fvsu2025/bap1/250162_LeafPhotoA_2025-10-01 09_32_34.415-05_00.jpg,CV2
data/fvsu2025/bap1/251009_LeafPhotoA_2025-10-08 10_36_28.774-05_00.jpg,CV2
data/fvsu2025/bap1/250060_LeafPhotoA_2025-10-01 08_56_50.632-05_00.jpg,CV2
data/fvsu2025/bap1/251212_LeafPhotoA_2025-10-10 11_58_37.865-05_00.jpg,CV2
data/fvsu2025/bap1/250346_LeafPhotoA_2025-10-01 14_14_44.069-05_00.jpg,CV2
data/fvsu2025/bap1/250734_LeafPhotoA_2025-10-07 13_46_48.842-05_00.jpg,CV2
data/fvsu2025/bap1/251137_LeafPhotoA_2025-10-10 10_13_49.234-05_00.jpg,CV2
data/fvsu2025/bap1/251092_LeafPhotoA_2025-10-08 14_08_26.555-05_00.jpg,CV2
data/fvsu2025/bap1/250797_LeafPhotoA_2025-10-07 14_42_44.897-05_00.jpg,CV2
data/fvsu2025/bap1/251173_LeafPhotoA_2025-10-10 10_53_53.234-05_00.jpg,CV2
data/fvsu2025/bap1/250812_LeafPhotoA_2025-10-08 08_33_26.493-05_00.jpg,CV2
data/fvsu2025/bap1/250828_LeafPhotoA_2025-10-08 09_05_07.328-05_00.jpg,CV2
data/fvsu2025/bap1/250219_LeafPhotoA_2025-10-01 13_29_37.576-05_00.jpg,CV2
data/fvsu2025/bap1/250189_LeafPhotoA_2025-10-01 09_57_14.064-05_00.jpg,CV2
data/fvsu2025/bap1/250022_LeafPhotoA_2025-10-01 08_28_46.373-05_00.jpg,CV2
data/fvsu2025/bap1/251204_LeafPhotoA_2025-10-10 11_50_47.770-05_00.jpg,CV2
data/fvsu2025/bap1/250730_LeafPhotoA_2025-10-07 13_41_59.237-05_00.jpg,CV2
data/fvsu2025/bap1/250171_LeafPhotoA_2025-10-01 09_44_36.513-05_00.jpg,CV2
data/fvsu2025/bap1/251162_LeafPhotoA_2025-10-10 10_36_01.440-05_00.jpg,SAM3
data/fvsu2025/bap1/250163_LeafPhotoA_2025-10-01 09_34_05.872-05_00.jpg,CV2
data/fvsu2025/bap1/250032_LeafPhotoA_2025-10-01 08_46_36.960-05_00.jpg,CV2
data/fvsu2025/bap1/250847_LeafPhotoA_2025-10-08 09_30_10.476-05_00.jpg,CV2
data/fvsu2025/bap1/250223_LeafPhotoA_2025-10-01 13_37_06.230-05_00.jpg,CV2
data/fvsu2025/bap1/251087_LeafPhotoA_2025-10-08 13_54_56.558-05_00.jpg,CV2
data/fvsu2025/bap1/250742_LeafPhotoA_2025-10-07 13_56_00.362-05_00.jpg,CV2
data/fvsu2025/bap1/250818_LeafPhotoA_2025-10-08 08_41_14.117-05_00.jpg,CV2
data/fvsu2025/bap1/250796_LeafPhotoA_2025-10-07 14_43_33.662-05_00.jpg,CV2
data/fvsu2025/bap1/250215_LeafPhotoA_2025-10-01 13_24_50.197-05_00.jpg,CV2
data/fvsu2025/bap1/250022_LeafPhotoA_2025-10-01 08_29_41.874-05_00.jpg,CV2
data/fvsu2025/bap1/250195_LeafPhotoA_2025-10-01 10_24_10.507-05_00.jpg,CV2
data/fvsu2025/bap1/250194_LeafPhotoA_2025-10-01 10_23_30.737-05_00.jpg,CV2
data/fvsu2025/bap1/250182_LeafPhotoA_2025-10-01 10_05_24.656-05_00.jpg,CV2
data/fvsu2025/bap1/251011_LeafPhotoA_2025-10-08 10_37_47.618-05_00.jpg,CV2
data/fvsu2025/bap1/250052_LeafPhotoA_2025-10-01 09_13_28.092-05_00.jpg,CV2
data/fvsu2025/bap1/250051_LeafPhotoA_2025-10-01 09_14_56.862-05_00.jpg,CV2
data/fvsu2025/bap1/250052_LeafPhotoA_2025-10-01 09_13_51.583-05_00.jpg,CV2
data/fvsu2025/bap1/250175_LeafPhotoA_2025-10-01 09_50_01.122-05_00.jpg,CV2
data/fvsu2025/bap1/250057_LeafPhotoA_2025-10-01 09_05_27.847-05_00.jpg,CV2
data/fvsu2025/bap1/250728_LeafPhotoA_2025-10-07 13_40_31.749-05_00.jpg,CV2
data/fvsu2025/bap1/250344_LeafPhotoA_2025-10-01 14_17_07.794-05_00.jpg,CV2
data/fvsu2025/bap1/250863_LeafPhotoA_2025-10-08 10_01_57.326-05_00.jpg,CV2
data/fvsu2025/bap1/250056_LeafPhotoA_2025-10-01 09_08_00.226-05_00.jpg,CV2
data/fvsu2025/bap1/251088_LeafPhotoA_2025-10-08 14_12_39.492-05_00.jpg,Failed
data/fvsu2025/bap1/251082_LeafPhotoA_2025-10-08 13_49_41.182-05_00.jpg,CV2
data/fvsu2025/bap1/250063_LeafPhotoA_2025-10-01 08_50_33.642-05_00.jpg,CV2
data/fvsu2025/bap1/251182_LeafPhotoA_2025-10-10 11_02_01.353-05_00.jpg,Failed
data/fvsu2025/bap1/250830_LeafPhotoA_2025-10-08 09_03_16.398-05_00.jpg,CV2
data/fvsu2025/bap1/251089_LeafPhotoA_2025-10-08 14_11_18.730-05_00.jpg,CV2
data/fvsu2025/bap1/251138_LeafPhotoA_2025-10-10 10_14_40.813-05_00.jpg,CV2
data/fvsu2025/bap1/250805_LeafPhotoA_2025-10-07 14_31_15.514-05_00.jpg,CV2
data/fvsu2025/bap1/250784_LeafPhotoA_2025-10-07 14_22_15.240-05_00.jpg,CV2
data/fvsu2025/bap1/250778_LeafPhotoA_2025-10-07 14_17_31.888-05_00.jpg,CV2
data/fvsu2025/bap1/251190_LeafPhotoA_2025-10-10 11_37_27.663-05_00.jpg,CV2
data/fvsu2025/bap1/251075_LeafPhotoA_2025-10-08 13_43_47.702-05_00.jpg,CV2
data/fvsu2025/bap1/251082_LeafPhotoA_2025-10-08 13_49_28.833-05_00.jpg,CV2
data/fvsu2025/bap1/251000_LeafPhotoA_2025-10-08 10_26_06.075-05_00.jpg,CV2
data/fvsu2025/bap1/251003_LeafPhotoA_2025-10-08 10_30_16.922-05_00.jpg,CV2
data/fvsu2025/bap1/250027_LeafPhotoA_2025-10-01 08_39_28.548-05_00.jpg,CV2
data/fvsu2025/bap1/250735_LeafPhotoA_2025-10-07 13_48_05.347-05_00.jpg,CV2
data/fvsu2025/bap1/250789_LeafPhotoA_2025-10-07 14_28_05.426-05_00.jpg,CV2
data/fvsu2025/bap1/250806_LeafPhotoA_2025-10-07 14_30_29.131-05_00.jpg,CV2
data/fvsu2025/bap1/250049_LeafPhotoA_2025-10-01 09_18_00.155-05_00.jpg,CV2
data/fvsu2025/bap1/250788_LeafPhotoA_2025-10-07 14_26_44.248-05_00.jpg,CV2
data/fvsu2025/bap1/250775_LeafPhotoA_2025-10-07 14_13_38.058-05_00.jpg,CV2
data/fvsu2025/bap1/250168_LeafPhotoA_2025-10-01 09_40_58.726-05_00.jpg,CV2
data/fvsu2025/bap1/251147_LeafPhotoA_2025-10-10 10_24_11.689-05_00.jpg,CV2
data/fvsu2025/bap1/250198_LeafPhotoA_2025-10-01 10_27_34.369-05_00.jpg,CV2
data/fvsu2025/bap1/250787_LeafPhotoA_2025-10-07 14_24_59.795-05_00.jpg,CV2
data/fvsu2025/bap1/251189_LeafPhotoA_2025-10-10 11_38_34.852-05_00.jpg,CV2
data/fvsu2025/bap1/250791_LeafPhotoA_2025-10-07 14_51_57.810-05_00.jpg,CV2
data/fvsu2025/bap1/250850_LeafPhotoA_2025-10-08 09_32_55.746-05_00.jpg,CV2
data/fvsu2025/bap1/250340_LeafPhotoA_2025-10-01 14_21_22.811-05_00.jpg,CV2
data/fvsu2025/bap1/250019_LeafPhotoA_2025-10-01 08_16_51.576-05_00.jpg,CV2
data/fvsu2025/bap1/251140_LeafPhotoA_2025-10-10 10_17_12.824-05_00.jpg,CV2
data/fvsu2025/bap1/251148_LeafPhotoA_2025-10-10 10_25_39.687-05_00.jpg,CV2
data/fvsu2025/bap1/250739_LeafPhotoA_2025-10-07 13_51_56.464-05_00.jpg,CV2
data/fvsu2025/bap1/250733_LeafPhotoA_2025-10-07 13_45_54.507-05_00.jpg,CV2
data/fvsu2025/bap1/251184_LeafPhotoA_2025-10-10 11_44_47.569-05_00.jpg,CV2
data/fvsu2025/bap1/251153_LeafPhotoA_2025-10-10 10_47_13.263-05_00.jpg,CV2
data/fvsu2025/bap1/251139_LeafPhotoA_2025-10-10 10_15_38.243-05_00.jpg,CV2
data/fvsu2025/bap1/250324_LeafPhotoA_2025-10-01 13_56_04.214-05_00.jpg,CV2
data/fvsu2025/bap1/251013_LeafPhotoA_2025-10-08 10_40_39.391-05_00.jpg,CV2
data/fvsu2025/bap1/250343_LeafPhotoA_2025-10-01 14_18_29.729-05_00.jpg,CV2
data/fvsu2025/bap1/250822_LeafPhotoA_2025-10-08 08_47_30.874-05_00.jpg,CV2
data/fvsu2025/bap1/250819_LeafPhotoA_2025-10-08 08_42_16.910-05_00.jpg,CV2
data/fvsu2025/bap1/251161_LeafPhotoA_2025-10-10 10_36_58.163-05_00.jpg,CV2
data/fvsu2025/bap1/251163_LeafPhotoA_2025-10-10 10_34_34.408-05_00.jpg,SAM3
data/fvsu2025/bap1/251153_LeafPhotoA_2025-10-10 10_47_35.141-05_00.jpg,CV2
data/fvsu2025/bap1/251147_LeafPhotoA_2025-10-10 10_24_26.680-05_00.jpg,SAM3
data/fvsu2025/bap1/250164_LeafPhotoA_2025-10-01 09_35_22.574-05_00.jpg,CV2
data/fvsu2025/bap1/250852_LeafPhotoA_2025-10-08 09_35_47.761-05_00.jpg,CV2
data/fvsu2025/bap1/250854_LeafPhotoA_2025-10-08 09_38_13.386-05_00.jpg,Failed
data/fvsu2025/bap1/251179_LeafPhotoA_2025-10-10 10_59_39.425-05_00.jpg,CV2
data/fvsu2025/bap1/251210_LeafPhotoA_2025-10-10 11_56_34.492-05_00.jpg,SAM3
data/fvsu2025/bap1/251072_LeafPhotoA_2025-10-08 13_36_02.526-05_00.jpg,CV2
data/fvsu2025/bap1/250333_LeafPhotoA_2025-10-01 14_05_43.558-05_00.jpg,CV2
data/fvsu2025/bap1/250835_LeafPhotoA_2025-10-08 08_56_13.079-05_00.jpg,CV2
data/fvsu2025/bap1/250785_LeafPhotoA_2025-10-07 14_23_52.114-05_00.jpg,CV2
data/fvsu2025/bap1/250022_LeafPhotoA_2025-10-01 08_29_09.695-05_00.jpg,CV2
data/fvsu2025/bap1/250817_LeafPhotoA_2025-10-08 08_39_45.690-05_00.jpg,CV2
data/fvsu2025/bap1/250161_LeafPhotoA_2025-10-01 09_31_20.398-05_00.jpg,CV2
data/fvsu2025/bap1/250059_LeafPhotoA_2025-10-01 08_58_19.600-05_00.jpg,CV2
data/fvsu2025/bap1/250207_LeafPhotoA_2025-10-01 10_37_50.861-05_00.jpg,CV2
data/fvsu2025/bap1/250060_LeafPhotoA_2025-10-01 08_56_14.677-05_00.jpg,CV2
data/fvsu2025/bap1/251013_LeafPhotoA_2025-10-08 10_40_29.274-05_00.jpg,CV2
