cluster025,n_embeddings,median_max_abs_severity_r,mean_max_abs_severity_r,max_abs_severity_r,fraction_embeddings_r_ge_0_4,fraction_embeddings_r_ge_0_5,n_embeddings_r_ge_0_4,n_embeddings_r_ge_0_5,n_loci,has_validated_locus,has_validated_or_proposed_locus,has_any_reported_candidate_locus,reported_candidate_genes,example_embeddings,cluster_type,severity_related,severity_class
125,1,0.1833695312923334,0.1833695312923334,0.1833695312923334,0.0,0.0,0,0,1,False,False,False,,embedding_mean_320,singleton,False,not_severity_correlated
126,1,0.3771276368080883,0.3771276368080883,0.3771276368080883,0.0,0.0,0,0,1,False,False,False,,embedding_mean_323,singleton,False,not_severity_correlated
127,1,0.3684996138707444,0.3684996138707444,0.3684996138707444,0.0,0.0,0,0,1,False,False,False,,embedding_mean_327,singleton,False,not_severity_correlated
128,1,0.1368155654912491,0.1368155654912491,0.1368155654912491,0.0,0.0,0,0,1,False,False,False,,embedding_mean_329,singleton,False,not_severity_correlated
129,1,0.2765613930643032,0.2765613930643032,0.2765613930643032,0.0,0.0,0,0,2,False,False,False,,embedding_mean_349,singleton,False,not_severity_correlated
130,1,0.2007491069810262,0.2007491069810262,0.2007491069810262,0.0,0.0,0,0,1,False,False,False,,embedding_mean_410,singleton,False,not_severity_correlated
131,1,0.2953442709242135,0.2953442709242135,0.2953442709242135,0.0,0.0,0,0,1,False,False,False,,embedding_mean_414,singleton,False,not_severity_correlated
132,1,0.6121886163159705,0.6121886163159705,0.6121886163159705,1.0,1.0,1,1,1,False,False,False,,embedding_mean_433,singleton,True,severity_correlated
133,1,0.0288821843203259,0.0288821843203259,0.0288821843203259,0.0,0.0,0,0,1,False,False,False,,embedding_mean_451,singleton,False,not_severity_correlated
134,1,0.0322476069146714,0.0322476069146714,0.0322476069146714,0.0,0.0,0,0,1,False,False,False,,embedding_mean_481,singleton,False,not_severity_correlated
135,1,0.1852046170946898,0.1852046170946898,0.1852046170946898,0.0,0.0,0,0,1,False,False,False,,embedding_mean_485,singleton,False,not_severity_correlated
136,1,0.4810032654169955,0.4810032654169955,0.4810032654169955,1.0,0.0,1,0,1,False,False,False,,embedding_mean_486,singleton,True,severity_correlated
137,1,0.0290308693151061,0.0290308693151061,0.0290308693151061,0.0,0.0,0,0,1,False,False,False,,embedding_mean_487,singleton,False,not_severity_correlated
138,1,0.0659133963088301,0.0659133963088301,0.0659133963088301,0.0,0.0,0,0,1,False,False,False,,embedding_mean_523,singleton,False,not_severity_correlated
139,1,0.1846347102196379,0.1846347102196379,0.1846347102196379,0.0,0.0,0,0,1,False,False,False,,embedding_mean_553,singleton,False,not_severity_correlated
140,1,0.0452423400078049,0.0452423400078049,0.0452423400078049,0.0,0.0,0,0,1,False,False,False,,embedding_mean_564,singleton,False,not_severity_correlated
141,1,0.0696920545666249,0.0696920545666249,0.0696920545666249,0.0,0.0,0,0,1,False,False,False,,embedding_mean_591,singleton,False,not_severity_correlated
142,1,0.3219255028452145,0.3219255028452145,0.3219255028452145,0.0,0.0,0,0,1,False,False,False,,embedding_mean_627,singleton,False,not_severity_correlated
143,1,0.2663758803365982,0.2663758803365982,0.2663758803365982,0.0,0.0,0,0,1,False,False,False,,embedding_mean_650,singleton,False,not_severity_correlated
144,1,0.0665436082379904,0.0665436082379904,0.0665436082379904,0.0,0.0,0,0,5,False,False,False,,embedding_mean_678,singleton,False,not_severity_correlated
145,1,0.2487373002077722,0.2487373002077722,0.2487373002077722,0.0,0.0,0,0,1,False,False,False,,embedding_mean_685,singleton,False,not_severity_correlated
146,1,0.1970684037718178,0.1970684037718178,0.1970684037718178,0.0,0.0,0,0,2,False,False,False,,embedding_mean_686,singleton,False,not_severity_correlated
147,1,0.1081630557288324,0.1081630557288324,0.1081630557288324,0.0,0.0,0,0,1,False,False,False,,embedding_mean_688,singleton,False,not_severity_correlated
148,1,0.1893916606762491,0.1893916606762491,0.1893916606762491,0.0,0.0,0,0,1,False,False,False,,embedding_mean_697,singleton,False,not_severity_correlated
149,1,0.3523658132386458,0.3523658132386458,0.3523658132386458,0.0,0.0,0,0,1,False,False,False,,embedding_mean_704,singleton,False,not_severity_correlated
150,1,0.3241143280624193,0.3241143280624193,0.3241143280624193,0.0,0.0,0,0,1,False,False,False,,embedding_mean_731,singleton,False,not_severity_correlated
151,1,0.2891181596491302,0.2891181596491302,0.2891181596491302,0.0,0.0,0,0,1,False,False,False,,embedding_mean_736,singleton,False,not_severity_correlated
152,1,0.0835485038581488,0.0835485038581488,0.0835485038581488,0.0,0.0,0,0,1,False,False,False,,embedding_mean_791,singleton,False,not_severity_correlated
153,1,0.0616441378967188,0.0616441378967188,0.0616441378967188,0.0,0.0,0,0,1,False,False,False,,embedding_mean_796,singleton,False,not_severity_correlated
154,1,0.5096663446039297,0.5096663446039297,0.5096663446039297,1.0,1.0,1,1,1,False,False,False,,embedding_mean_819,singleton,True,severity_correlated
155,1,0.3057560537921354,0.3057560537921354,0.3057560537921354,0.0,0.0,0,0,1,False,False,False,,embedding_mean_831,singleton,False,not_severity_correlated
156,1,0.4691749530259547,0.4691749530259547,0.4691749530259547,1.0,0.0,1,0,1,False,False,False,,embedding_mean_844,singleton,True,severity_correlated
157,1,0.2203521114810563,0.2203521114810563,0.2203521114810563,0.0,0.0,0,0,1,False,False,False,,embedding_mean_868,singleton,False,not_severity_correlated
158,1,0.246621516056426,0.246621516056426,0.246621516056426,0.0,0.0,0,0,1,False,False,False,,embedding_mean_885,singleton,False,not_severity_correlated
159,1,0.1845858339796505,0.1845858339796505,0.1845858339796505,0.0,0.0,0,0,1,False,False,False,,embedding_mean_895,singleton,False,not_severity_correlated
160,1,0.2556007228628082,0.2556007228628082,0.2556007228628082,0.0,0.0,0,0,1,False,False,False,,embedding_mean_910,singleton,False,not_severity_correlated
161,1,0.3522724769784417,0.3522724769784417,0.3522724769784417,0.0,0.0,0,0,1,False,False,False,,embedding_mean_911,singleton,False,not_severity_correlated
162,1,0.2248027083335164,0.2248027083335164,0.2248027083335164,0.0,0.0,0,0,1,False,False,False,,embedding_mean_912,singleton,False,not_severity_correlated
163,1,0.0830255138716842,0.0830255138716842,0.0830255138716842,0.0,0.0,0,0,1,False,False,False,,embedding_mean_970,singleton,False,not_severity_correlated
164,1,0.626082397407353,0.626082397407353,0.626082397407353,1.0,1.0,1,1,1,False,False,False,,embedding_mean_984,singleton,True,severity_correlated
165,1,0.2543798662170607,0.2543798662170607,0.2543798662170607,0.0,0.0,0,0,1,False,False,False,,embedding_std_7,singleton,False,not_severity_correlated
166,1,0.5376145297636596,0.5376145297636596,0.5376145297636596,1.0,1.0,1,1,1,False,False,False,,embedding_std_27,singleton,True,severity_correlated
167,1,0.4375743923323376,0.4375743923323376,0.4375743923323376,1.0,0.0,1,0,4,False,False,False,,embedding_std_65,singleton,True,severity_correlated
168,1,0.1620842400649716,0.1620842400649716,0.1620842400649716,0.0,0.0,0,0,1,False,False,False,,embedding_std_74,singleton,False,not_severity_correlated
169,1,0.3864260575151745,0.3864260575151745,0.3864260575151745,0.0,0.0,0,0,1,False,False,False,,embedding_std_83,singleton,False,not_severity_correlated
170,1,0.365513965655961,0.365513965655961,0.365513965655961,0.0,0.0,0,0,2,False,False,False,,embedding_std_87,singleton,False,not_severity_correlated
171,1,0.351870744355661,0.351870744355661,0.351870744355661,0.0,0.0,0,0,1,False,False,False,,embedding_std_102,singleton,False,not_severity_correlated
172,1,0.1598100864682095,0.1598100864682095,0.1598100864682095,0.0,0.0,0,0,1,False,False,False,,embedding_std_103,singleton,False,not_severity_correlated
173,1,0.2874239119769297,0.2874239119769297,0.2874239119769297,0.0,0.0,0,0,1,False,False,False,,embedding_std_105,singleton,False,not_severity_correlated
174,1,0.4086527229261802,0.4086527229261802,0.4086527229261802,1.0,0.0,1,0,2,False,False,False,,embedding_std_111,singleton,True,severity_correlated
175,1,0.4019921016086596,0.4019921016086596,0.4019921016086596,1.0,0.0,1,0,1,False,False,False,,embedding_std_124,singleton,True,severity_correlated
176,1,0.2477227027438872,0.2477227027438872,0.2477227027438872,0.0,0.0,0,0,1,False,False,False,,embedding_std_200,singleton,False,not_severity_correlated
177,1,0.1095227255810513,0.1095227255810513,0.1095227255810513,0.0,0.0,0,0,1,False,False,False,,embedding_std_219,singleton,False,not_severity_correlated
178,1,0.365630270911098,0.365630270911098,0.365630270911098,0.0,0.0,0,0,1,False,False,False,,embedding_std_251,singleton,False,not_severity_correlated
179,1,0.107929276126119,0.107929276126119,0.107929276126119,0.0,0.0,0,0,1,False,False,False,,embedding_std_312,singleton,False,not_severity_correlated
180,1,0.3499098885258394,0.3499098885258394,0.3499098885258394,0.0,0.0,0,0,1,False,False,False,,embedding_std_317,singleton,False,not_severity_correlated
181,1,0.2201176688596338,0.2201176688596338,0.2201176688596338,0.0,0.0,0,0,6,False,False,False,,embedding_std_322,singleton,False,not_severity_correlated
182,1,0.1275443709210014,0.1275443709210014,0.1275443709210014,0.0,0.0,0,0,1,False,False,False,,embedding_std_378,singleton,False,not_severity_correlated
183,1,0.3242160215153686,0.3242160215153686,0.3242160215153686,0.0,0.0,0,0,1,False,False,False,,embedding_std_406,singleton,False,not_severity_correlated
184,1,0.2065625004436615,0.2065625004436615,0.2065625004436615,0.0,0.0,0,0,1,False,False,False,,embedding_std_415,singleton,False,not_severity_correlated
185,1,0.2207864468935541,0.2207864468935541,0.2207864468935541,0.0,0.0,0,0,1,False,False,False,,embedding_std_417,singleton,False,not_severity_correlated
186,1,0.4245984989057593,0.4245984989057593,0.4245984989057593,1.0,0.0,1,0,1,False,False,False,,embedding_std_421,singleton,True,severity_correlated
187,1,0.0613795398074823,0.0613795398074823,0.0613795398074823,0.0,0.0,0,0,1,False,False,False,,embedding_std_438,singleton,False,not_severity_correlated
188,1,0.3042078015619457,0.3042078015619457,0.3042078015619457,0.0,0.0,0,0,1,False,False,False,,embedding_std_450,singleton,False,not_severity_correlated
189,1,0.565542302533742,0.565542302533742,0.565542302533742,1.0,1.0,1,1,1,False,False,False,,embedding_std_466,singleton,True,severity_correlated
190,1,0.444423712818538,0.444423712818538,0.444423712818538,1.0,0.0,1,0,1,False,False,False,,embedding_std_479,singleton,True,severity_correlated
191,1,0.4921122210939778,0.4921122210939778,0.4921122210939778,1.0,0.0,1,0,1,False,False,False,,embedding_std_506,singleton,True,severity_correlated
192,1,0.4116993750337605,0.4116993750337605,0.4116993750337605,1.0,0.0,1,0,1,False,False,False,,embedding_std_531,singleton,True,severity_correlated
193,1,0.3026598839793643,0.3026598839793643,0.3026598839793643,0.0,0.0,0,0,2,False,False,False,,embedding_std_541,singleton,False,not_severity_correlated
194,1,0.365693431599188,0.365693431599188,0.365693431599188,0.0,0.0,0,0,1,False,False,False,,embedding_std_570,singleton,False,not_severity_correlated
195,1,0.2958387009344916,0.2958387009344916,0.2958387009344916,0.0,0.0,0,0,1,False,False,False,,embedding_std_609,singleton,False,not_severity_correlated
196,1,0.115600061358822,0.115600061358822,0.115600061358822,0.0,0.0,0,0,1,False,False,False,,embedding_std_662,singleton,False,not_severity_correlated
197,1,0.2896985325330545,0.2896985325330545,0.2896985325330545,0.0,0.0,0,0,1,False,False,False,,embedding_std_673,singleton,False,not_severity_correlated
198,1,0.1146239585107275,0.1146239585107275,0.1146239585107275,0.0,0.0,0,0,1,False,False,False,,embedding_std_680,singleton,False,not_severity_correlated
199,1,0.1209015758116438,0.1209015758116438,0.1209015758116438,0.0,0.0,0,0,1,False,False,False,,embedding_std_698,singleton,False,not_severity_correlated
200,1,0.1313253383878868,0.1313253383878868,0.1313253383878868,0.0,0.0,0,0,1,False,False,False,,embedding_std_713,singleton,False,not_severity_correlated
201,1,0.1808028034168386,0.1808028034168386,0.1808028034168386,0.0,0.0,0,0,1,False,False,False,,embedding_std_724,singleton,False,not_severity_correlated
202,1,0.4424980161930835,0.4424980161930835,0.4424980161930835,1.0,0.0,1,0,1,False,False,False,,embedding_std_733,singleton,True,severity_correlated
203,1,0.0635684030992354,0.0635684030992354,0.0635684030992354,0.0,0.0,0,0,1,False,False,False,,embedding_std_745,singleton,False,not_severity_correlated
204,1,0.520376114841324,0.520376114841324,0.520376114841324,1.0,1.0,1,1,1,False,False,False,,embedding_std_781,singleton,True,severity_correlated
205,1,0.1186042402623799,0.1186042402623799,0.1186042402623799,0.0,0.0,0,0,1,False,False,False,,embedding_std_784,singleton,False,not_severity_correlated
206,1,0.3959209262180446,0.3959209262180446,0.3959209262180446,0.0,0.0,0,0,1,False,False,False,,embedding_std_835,singleton,False,not_severity_correlated
207,1,0.6041615034976718,0.6041615034976718,0.6041615034976718,1.0,1.0,1,1,1,True,True,True,Sobic.001G329100,embedding_std_839,singleton,True,severity_correlated
208,1,0.0762651698834383,0.0762651698834383,0.0762651698834383,0.0,0.0,0,0,1,False,False,False,,embedding_std_878,singleton,False,not_severity_correlated
209,1,0.1798282500586985,0.1798282500586985,0.1798282500586985,0.0,0.0,0,0,1,False,False,False,,embedding_std_986,singleton,False,not_severity_correlated
210,1,0.2231748564897634,0.2231748564897634,0.2231748564897634,0.0,0.0,0,0,1,False,False,False,,embedding_std_995,singleton,False,not_severity_correlated
211,1,0.4548444559495356,0.4548444559495356,0.4548444559495356,1.0,0.0,1,0,1,False,False,False,,embedding_std_1006,singleton,True,severity_correlated
212,1,0.5762230474309238,0.5762230474309238,0.5762230474309238,1.0,1.0,1,1,1,False,False,False,,embedding_std_1011,singleton,True,severity_correlated
