trait,n_significant_loci,cluster_jaccard_similarity_ge_0_25,cluster_jaccard_similarity_ge_0_50,cluster025,human_score,percentUnhealthy,max_abs_severity_r,severity_r_ge_0_4,severity_r_ge_0_5,n_loci,has_validated_locus,has_proposed_locus,has_new_annotation_locus,candidate_loci,reported_candidate_genes,has_validated_or_proposed_locus,has_any_reported_candidate_locus
embedding_std_393,1,6,8,6,0.1357440150096351,0.0178642228512395,0.1357440150096351,False,False,1,False,False,False,9:5374975-5485557,,False,False
embedding_std_397,2,72,117,72,0.371078435196233,0.4855824108946657,0.4855824108946657,True,False,2,True,True,True,5:6367080-6367080;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_398,1,72,111,72,0.3777660219839172,0.5024116701018188,0.5024116701018188,True,True,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_399,1,16,23,16,0.2478221722624388,0.3133258773395501,0.3133258773395501,False,False,1,False,False,False,4:12508103-12527917,,False,False
embedding_std_406,1,183,236,183,0.3242160215153686,0.2772790431701499,0.3242160215153686,False,False,1,False,False,False,1:63687041-63687041,,False,False
embedding_std_410,1,59,90,59,0.1536640454729556,0.1770279290133324,0.1770279290133324,False,False,1,False,False,False,10:12350947-12404276,,False,False
embedding_std_413,1,98,150,98,0.1227076572729466,0.1395632639134475,0.1395632639134475,False,False,1,False,False,False,9:54489925-54489925,,False,False
embedding_std_415,1,184,237,184,0.1700995782139649,0.2065625004436615,0.2065625004436615,False,False,1,False,False,False,1:71565160-71565160,,False,False
embedding_std_417,1,185,238,185,0.203810795643938,0.2207864468935541,0.2207864468935541,False,False,1,False,False,False,1:58741100-58829354,,False,False
embedding_std_419,1,72,111,72,0.4336145808347785,0.4657936600706382,0.4657936600706382,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_421,1,186,239,186,0.4245984989057593,0.3963970722999059,0.4245984989057593,True,False,1,False,False,False,1:26437823-26437824,,False,False
embedding_std_422,2,55,82,55,0.3666742623085103,0.3712184262516783,0.3712184262516783,False,False,2,False,False,False,2:52334639-52334639;6:43533465-44716389,,False,False
embedding_std_423,1,17,25,17,0.2086942868707584,0.2550651484527212,0.2550651484527212,False,False,1,False,False,False,6:50027105-50468236,,False,False
embedding_std_435,1,72,111,72,0.0275227777310152,0.0092087078147112,0.0275227777310152,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_438,1,187,240,187,0.0146552108478038,0.0613795398074823,0.0613795398074823,False,False,1,False,False,False,6:49519543-49519543,,False,False
embedding_std_443,1,72,111,72,0.2091908768792829,0.3488245925293538,0.3488245925293538,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_444,1,39,57,39,0.3305378310709295,0.3594509183169807,0.3594509183169807,False,False,1,False,False,False,1:11488376-11488593,,False,False
embedding_std_450,1,188,241,188,0.2004686923528088,0.3042078015619457,0.3042078015619457,False,False,1,False,False,False,3:63501154-63501154,,False,False
embedding_std_454,2,53,77,53,0.1768018896395115,0.0970909117213806,0.1768018896395115,False,False,2,False,False,False,6:43533465-44716389;8:52732042-52858077,,False,False
embedding_std_466,1,189,242,189,0.3420720995244974,0.565542302533742,0.565542302533742,True,True,1,False,False,False,5:61752084-61752084,,False,False
embedding_std_473,1,72,111,72,0.2554676484028706,0.3434371209651047,0.3434371209651047,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_478,1,29,41,29,0.4585943587932696,0.379958211640477,0.4585943587932696,True,False,1,False,False,False,4:58952029-59265704,,False,False
embedding_std_479,1,190,243,190,0.3876839971430927,0.444423712818538,0.444423712818538,True,False,1,False,False,False,1:17271208-17271208,,False,False
embedding_std_484,1,28,40,28,0.2166159903470438,0.2971936383962902,0.2971936383962902,False,False,1,False,False,False,4:68547834-68802030,,False,False
embedding_std_487,2,5,7,5,0.2007693706467508,0.143260917168362,0.2007693706467508,False,False,2,False,False,False,8:52187019-52322903;8:52732042-52858077,,False,False
embedding_std_488,3,29,42,29,0.4300761093960143,0.3143541243695188,0.4300761093960143,True,False,3,False,False,False,4:58952029-59265704;4:60556616-60799936;4:64445411-65094100,,False,False
embedding_std_496,13,46,69,46,0.4081711838350138,0.3966931745882262,0.4081711838350138,True,False,13,False,False,False,4:16842234-20745353;4:20981089-21349091;4:21598020-21986255;4:22304896-22767044;4:23733502-23892771;4:24367113-24474322;4:24818595-24895720;4:25773688-26708687;4:26915110-28559506;4:35047157-36569798;4:37381806-37802564;4:38208724-38858192;4:39427905-40735252,,False,False
embedding_std_506,1,191,244,191,0.4921122210939778,0.4777768196565109,0.4921122210939778,True,False,1,False,False,False,5:60592109-60696436,,False,False
embedding_std_507,1,72,111,72,0.249714013227763,0.1221014395999264,0.249714013227763,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_511,1,49,73,49,0.2658413390164358,0.3848952069606161,0.3848952069606161,False,False,1,False,False,False,4:45704907-45993941,,False,False
embedding_std_512,2,43,61,43,0.3970384564563536,0.4756742659166684,0.4756742659166684,True,False,2,False,False,False,4:16842234-20745353;4:20981089-21349091,,False,False
embedding_std_518,1,31,44,31,0.4179952614501063,0.4701838986635661,0.4701838986635661,True,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_521,1,72,111,72,0.1671622840911254,0.2424976772413733,0.2424976772413733,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_527,2,28,40,28,0.0417238490450929,0.1569701147516789,0.1569701147516789,False,False,2,False,False,False,4:64445411-65094100;4:68547834-68802030,,False,False
embedding_std_531,1,192,245,192,0.3483070621102651,0.4116993750337605,0.4116993750337605,True,False,1,False,False,False,1:8673651-8673651,,False,False
embedding_std_532,5,45,64,45,0.4149672110004679,0.4712706042363412,0.4712706042363412,True,False,5,True,False,False,4:16842234-20745353;4:25773688-26708687;4:26915110-28559506;4:39427905-40735252;5:60007887-60022551,Sobic.005G126200,True,True
embedding_std_533,3,72,119,72,0.3769665550717561,0.5367032539037657,0.5367032539037657,True,True,3,True,True,True,10:56862552-56862729;4:16842234-20745353;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_535,1,13,20,13,0.4546074094025645,0.5177178128324715,0.5177178128324715,True,True,1,False,False,False,2:2096443-2301513,,False,False
embedding_std_538,2,7,9,7,0.3125816973959279,0.3838236146146762,0.3838236146146762,False,False,2,False,False,False,4:4625898-4724594;4:60556616-60799936,,False,False
embedding_std_541,2,193,246,193,0.2504505407402174,0.3026598839793643,0.3026598839793643,False,False,2,False,False,False,1:18586390-18586390;1:31367421-31367421,,False,False
embedding_std_546,1,72,111,72,0.1868994697366459,0.1206794543067085,0.1868994697366459,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_549,2,72,111,72,0.3919554888501134,0.4319005536829186,0.4319005536829186,True,False,2,True,True,True,4:64445411-65094100;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_552,1,31,44,31,0.6686775402116548,0.628208329155872,0.6686775402116548,True,True,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_558,1,72,111,72,0.2758799367606459,0.4035992431961239,0.4035992431961239,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_566,1,72,111,72,0.3504013235970177,0.4808738379192788,0.4808738379192788,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_567,1,50,74,50,0.4799890945988434,0.6047899261469911,0.6047899261469911,True,True,1,False,False,False,4:41660724-42295420,,False,False
embedding_std_568,1,5,7,5,0.0085720807086163,0.0478502744685035,0.0478502744685035,False,False,1,False,False,False,8:52187019-52322903,,False,False
embedding_std_570,1,194,247,194,0.365693431599188,0.2670675587267679,0.365693431599188,False,False,1,False,False,False,6:47250057-47250057,,False,False
embedding_std_572,1,27,39,27,0.5212483813797723,0.5166831297515312,0.5212483813797723,True,True,1,False,False,False,4:4223438-4371839,,False,False
embedding_std_574,1,10,15,10,0.0762411421890278,0.0132441252950391,0.0762411421890278,False,False,1,False,True,False,7:62853152-63323476,Sobic.007G163100,True,True
embedding_std_578,1,52,76,52,0.2494987176177571,0.1875251281480621,0.2494987176177571,False,False,1,False,False,False,2:63491317-63517587,,False,False
embedding_std_581,1,72,111,72,0.3803277868879786,0.4231154590361243,0.4231154590361243,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_584,1,72,111,72,0.158194869675827,0.3014133453004219,0.3014133453004219,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_585,1,72,111,72,0.4038382578121027,0.3882436131827901,0.4038382578121027,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_586,2,39,57,39,0.298973089595169,0.3783345622900551,0.3783345622900551,False,False,2,False,False,False,1:11488376-11488593;4:26915110-28559506,,False,False
embedding_std_595,1,72,111,72,0.4269834431601841,0.5102489007502122,0.5102489007502122,True,True,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_600,1,72,111,72,0.0768444122706019,0.0276396682215724,0.0768444122706019,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_601,2,55,83,55,0.0173531746235831,0.035051970773568,0.035051970773568,False,False,2,False,False,False,6:43533465-44716389;6:44962538-45450658,,False,False
embedding_std_609,1,195,248,195,0.2897342514803985,0.2958387009344916,0.2958387009344916,False,False,1,False,False,False,3:80316404-80316404,,False,False
embedding_std_616,1,55,80,55,0.1135367673686552,0.1476898599543702,0.1476898599543702,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_618,2,89,140,89,0.1855702236175577,0.0015318849198931,0.1855702236175577,False,False,2,False,False,False,5:72869134-72886963;8:1468914-1600622,,False,False
embedding_std_620,1,7,9,7,0.4172269249028281,0.3840947231210195,0.4172269249028281,True,False,1,False,False,False,4:4625898-4724594,,False,False
embedding_std_622,6,34,52,34,0.1378002032738861,0.002863532260266,0.1378002032738861,False,False,6,False,False,False,10:45370435-45426181;4:64445411-65094100;4:65405896-65526687;6:51617098-52404519;9:5374975-5485557;9:6658344-6882765,,False,False
embedding_std_625,1,72,111,72,0.0402790444191198,0.0642890506209606,0.0642890506209606,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_627,1,60,91,60,0.3030590755983987,0.325402052059134,0.325402052059134,False,False,1,False,False,False,6:57033584-57315023,,False,False
embedding_std_628,1,87,137,87,0.0290397196426262,0.0096252832420173,0.0290397196426262,False,False,1,False,False,False,2:3891566-3920922,,False,False
embedding_std_633,4,33,50,33,0.1548847320200974,0.0225456488070083,0.1548847320200974,False,False,4,False,False,False,4:64445411-65094100;4:65405896-65526687;6:57881583-58658248;6:62260356-62260363,,False,False
embedding_std_634,1,12,19,12,0.0818883068653216,0.0951657617772803,0.0951657617772803,False,False,1,False,False,False,10:51055703-51238018,,False,False
embedding_std_642,1,56,87,56,0.11507348023893,0.1463471016373462,0.1463471016373462,False,False,1,False,False,False,6:51617098-52404519,,False,False
embedding_std_649,1,72,111,72,0.3703878585149533,0.3461943772576459,0.3703878585149533,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_655,1,27,39,27,0.389861679663703,0.3176345058596795,0.389861679663703,False,False,1,False,False,False,4:4223438-4371839,,False,False
embedding_std_662,1,196,249,196,0.0274952079831168,0.115600061358822,0.115600061358822,False,False,1,False,False,False,7:17746357-17746357,,False,False
embedding_std_673,1,197,250,197,0.2725783817349904,0.2896985325330545,0.2896985325330545,False,False,1,False,False,False,5:4904703-4904703,,False,False
embedding_std_674,1,77,125,77,0.1010616621959863,0.0966978731758578,0.1010616621959863,False,False,1,False,False,False,4:7534143-7548205,,False,False
embedding_std_677,1,72,111,72,0.4300648978669364,0.4926815779331068,0.4926815779331068,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_679,2,67,104,67,0.0621283931649806,0.0807081197475959,0.0807081197475959,False,False,2,False,False,False,10:52225998-52225998;2:3420187-3493505,,False,False
embedding_std_680,1,198,251,198,0.0133487028698918,0.1146239585107275,0.1146239585107275,False,False,1,False,False,False,6:54277607-54277607,,False,False
embedding_std_681,1,28,40,28,0.0776106015780368,0.0847883157821366,0.0847883157821366,False,False,1,False,False,False,4:68547834-68802030,,False,False
embedding_std_692,1,72,111,72,0.1688569362175697,0.2520900162855075,0.2520900162855075,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_698,1,199,252,199,0.0946837791628682,0.1209015758116438,0.1209015758116438,False,False,1,False,False,False,4:69552938-69552938,,False,False
embedding_std_701,1,62,93,62,0.4267011564651197,0.5000748359939395,0.5000748359939395,True,True,1,False,False,False,1:15780080-15922053,,False,False
embedding_std_702,2,72,110,72,0.3209566913064988,0.3080792822775561,0.3209566913064988,False,False,2,True,True,True,10:51759875-51859180;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_703,1,18,27,18,0.1890147719044307,0.1132738920307829,0.1890147719044307,False,False,1,False,False,False,6:51104673-51374641,,False,False
embedding_std_704,1,31,44,31,0.3806544607333522,0.3641069042939615,0.3806544607333522,False,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_707,1,40,58,40,0.4366086630603516,0.4590867743952528,0.4590867743952528,True,False,1,False,False,False,4:43861507-43902342,,False,False
embedding_std_710,1,72,111,72,0.1024658889925324,0.1785727570210251,0.1785727570210251,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_711,1,30,43,30,0.4038233312103001,0.4244092438728558,0.4244092438728558,True,False,1,False,False,False,5:66801655-66801676,,False,False
embedding_std_713,1,200,253,200,0.1303197346366081,0.1313253383878868,0.1313253383878868,False,False,1,False,False,False,1:15073139-15073499,,False,False
embedding_std_721,2,97,149,97,0.3281232499104882,0.3007904308902323,0.3281232499104882,False,False,2,False,False,False,1:83433148-83433148;8:60743526-60754162,,False,False
embedding_std_722,1,17,25,17,0.1256855030298775,0.0032619893928201,0.1256855030298775,False,False,1,False,False,False,6:50027105-50468236,,False,False
embedding_std_724,1,201,254,201,0.1808028034168386,0.1499610524268407,0.1808028034168386,False,False,1,False,False,False,10:59148346-59153155,,False,False
embedding_std_726,1,29,41,29,0.150487939055024,0.0703545554226805,0.150487939055024,False,False,1,False,False,False,4:58952029-59265704,,False,False
embedding_std_729,1,74,122,74,0.3601216702868825,0.4615467284004742,0.4615467284004742,True,False,1,False,False,False,2:65274344-65906142,,False,False
embedding_std_730,1,72,111,72,0.0461145162099783,0.0519582732967636,0.0519582732967636,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_733,1,202,255,202,0.4424980161930835,0.412958711448511,0.4424980161930835,True,False,1,False,False,False,1:15309551-15309551,,False,False
embedding_std_736,1,6,8,6,0.1770971449611502,0.1261871522495857,0.1770971449611502,False,False,1,False,False,False,9:5374975-5485557,,False,False
embedding_std_739,1,55,80,55,0.1742007504893299,0.1286766160893567,0.1742007504893299,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_741,1,72,111,72,0.3165726477752022,0.3833663102072455,0.3833663102072455,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_745,1,203,256,203,0.0635684030992354,0.0574219126848277,0.0635684030992354,False,False,1,False,False,False,8:5596639-5596642,,False,False
embedding_std_746,1,10,15,10,0.366522762931072,0.4261199759675693,0.4261199759675693,True,False,1,False,True,False,7:62853152-63323476,Sobic.007G163100,True,True
embedding_std_751,1,96,148,96,0.0210277773265414,0.008894612301957,0.0210277773265414,False,False,1,False,False,False,1:30543496-30543496,,False,False
embedding_std_753,1,57,88,57,0.3983094828840215,0.4274964593268958,0.4274964593268958,True,False,1,False,False,False,9:58400167-58549438,,False,False
embedding_std_757,1,72,111,72,0.1754840944868562,0.212723650236055,0.212723650236055,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_761,2,68,105,68,0.1362167413010357,0.1977847612836919,0.1977847612836919,False,False,2,True,True,True,7:9288844-9364663;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_766,1,31,44,31,0.4077717456309975,0.2766029941563767,0.4077717456309975,True,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_767,1,72,111,72,0.0542512388328685,0.2279503935962915,0.2279503935962915,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_769,1,72,111,72,0.3894790618048068,0.5262796332992353,0.5262796332992353,True,True,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_774,1,62,93,62,0.319386148938759,0.2176625756954298,0.319386148938759,False,False,1,False,False,False,1:15780080-15922053,,False,False
embedding_std_775,1,72,111,72,0.4311869083731622,0.4918954332364837,0.4918954332364837,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_776,4,95,146,95,0.2696389431925134,0.2143211734110779,0.2696389431925134,False,False,4,False,False,False,3:57743819-57743819;3:60003345-60137214;3:60365195-60524657;3:61224571-61303530,,False,False
embedding_std_778,1,55,80,55,0.0683935640580046,0.1475220561506236,0.1475220561506236,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_781,1,204,257,204,0.4908569470398428,0.520376114841324,0.520376114841324,True,True,1,False,False,False,6:7007340-7007340,,False,False
embedding_std_783,1,72,111,72,0.3966179065210217,0.4819977367004787,0.4819977367004787,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_784,1,205,258,205,0.0088279020918675,0.1186042402623799,0.1186042402623799,False,False,1,False,False,False,2:60838842-60838842,,False,False
embedding_std_785,2,64,98,64,0.2316697745746071,0.3679795275438305,0.3679795275438305,False,False,2,False,False,False,4:8685597-8884311;9:63006136-63030312,,False,False
embedding_std_791,1,6,8,6,0.146415583154483,0.2237939587520794,0.2237939587520794,False,False,1,False,False,False,9:5374975-5485557,,False,False
embedding_std_793,2,61,92,61,0.4704061717113355,0.6276643104545468,0.6276643104545468,True,True,2,True,True,True,4:59819846-59985751;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_794,3,17,26,17,0.0297486780668402,0.0347202978106812,0.0347202978106812,False,False,3,False,False,False,1:67935025-68019206;2:66514947-66514947;6:50027105-50468236,,False,False
embedding_std_796,1,74,122,74,0.4230228772562036,0.5076167756209419,0.5076167756209419,True,True,1,False,False,False,2:65274344-65906142,,False,False
embedding_std_802,2,16,23,16,0.1145035617060878,0.0552629082878285,0.1145035617060878,False,False,2,False,False,False,4:12508103-12527917;4:8685597-8884311,,False,False
embedding_std_803,1,7,9,7,0.2244218543326907,0.3487032405178614,0.3487032405178614,False,False,1,False,False,False,4:4625898-4724594,,False,False
embedding_std_808,1,41,59,41,0.5194039818290067,0.6118410763240603,0.6118410763240603,True,True,1,True,False,False,5:60007887-60022551,Sobic.005G126200,True,True
embedding_std_810,1,93,144,93,0.1943712197201566,0.1895583827907568,0.1943712197201566,False,False,1,False,False,False,3:69383820-69505132,,False,False
embedding_std_811,1,31,44,31,0.5033272573835947,0.4438158541704426,0.5033272573835947,True,True,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_815,3,72,120,72,0.1972966923925369,0.0727177928888262,0.1972966923925369,False,False,3,True,True,True,1:6738560-6739566;2:64714381-64783880;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_818,1,72,111,72,0.1862121814252503,0.2287645709455971,0.2287645709455971,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_820,1,55,80,55,0.0990593794846643,0.1688790569346454,0.1688790569346454,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_823,1,77,125,77,0.0846988992624042,0.115109738387373,0.115109738387373,False,False,1,False,False,False,4:7534143-7548205,,False,False
embedding_std_827,1,56,87,56,0.1472422948752194,0.1943849274987646,0.1943849274987646,False,False,1,False,False,False,6:51617098-52404519,,False,False
embedding_std_828,4,77,126,77,0.0979289619205653,0.0010845827576436,0.0979289619205653,False,False,4,False,False,False,1:17809885-17809885;2:65274344-65906142;4:35047157-36569798;4:7534143-7548205,,False,False
embedding_std_831,1,55,80,55,0.0263512408654599,0.0432680258948291,0.0432680258948291,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_835,1,206,259,206,0.3480122546216915,0.3959209262180446,0.3959209262180446,False,False,1,False,False,False,2:11490014-11491008,,False,False
embedding_std_837,1,92,143,92,0.3694157469620354,0.3840032831972624,0.3840032831972624,False,False,1,False,False,False,4:3791570-3796270,,False,False
embedding_std_839,1,207,260,207,0.6041615034976718,0.601733342780086,0.6041615034976718,True,True,1,True,False,False,1:65781144-65781192,Sobic.001G329100,True,True
embedding_std_840,2,91,142,91,0.2237701274465759,0.2008219080470851,0.2237701274465759,False,False,2,False,False,False,4:10674193-10721737;4:6144236-6144281,,False,False
embedding_std_845,1,31,44,31,0.2965363180407566,0.300790542439435,0.300790542439435,False,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_847,1,62,93,62,0.2479639835459054,0.4625878171098764,0.4625878171098764,True,False,1,False,False,False,1:15780080-15922053,,False,False
embedding_std_849,1,44,62,44,0.3112135515884939,0.4808741049613096,0.4808741049613096,True,False,1,False,False,False,4:16842234-20745353,,False,False
embedding_std_851,2,27,39,27,0.4313114864905041,0.4901552082086151,0.4901552082086151,True,False,2,False,False,False,3:7642773-7864559;4:4223438-4371839,,False,False
embedding_std_861,2,78,127,78,0.1714626252932743,0.3137574476839309,0.3137574476839309,False,False,2,False,False,False,2:16439079-16590322;7:1092260-1218148,,False,False
embedding_std_863,1,44,62,44,0.2369382975760781,0.2182893672854853,0.2369382975760781,False,False,1,False,False,False,4:16842234-20745353,,False,False
embedding_std_867,1,72,111,72,0.0842160341518251,0.0103615384027736,0.0842160341518251,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_872,2,54,79,54,0.0458024044251392,0.0585558914576229,0.0585558914576229,False,False,2,False,False,False,6:43533465-44716389;8:3020930-3095863,,False,False
embedding_std_873,3,33,50,33,0.0306713519161021,0.0480970483472498,0.0480970483472498,False,False,3,False,False,False,4:64445411-65094100;4:65405896-65526687;6:57881583-58658248,,False,False
embedding_std_874,1,55,80,55,0.3504984916965662,0.4534666213348734,0.4534666213348734,True,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_878,1,208,261,208,0.0762651698834383,0.0052784001058973,0.0762651698834383,False,False,1,False,False,False,3:14104670-14104670,,False,False
embedding_std_882,1,74,122,74,0.3455114593812737,0.404432897712288,0.404432897712288,True,False,1,False,False,False,2:65274344-65906142,,False,False
embedding_std_885,1,90,141,90,0.0038258400893306,0.0422689202490129,0.0422689202490129,False,False,1,False,False,False,7:6254946-6264107,,False,False
embedding_std_886,1,72,111,72,0.1745743336956214,0.1963480616365458,0.1963480616365458,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_889,1,55,80,55,0.1369664331822998,0.2113680941832228,0.2113680941832228,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_890,1,72,111,72,0.2988607225094701,0.4147156925187464,0.4147156925187464,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_892,1,55,80,55,0.2238287107332863,0.2025699279980318,0.2238287107332863,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_896,1,55,80,55,0.1694005038552072,0.2023572949358892,0.2023572949358892,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_897,2,30,43,30,0.4111421308860775,0.4101244355018791,0.4111421308860775,True,False,2,False,False,False,4:64445411-65094100;5:66801655-66801676,,False,False
embedding_std_904,1,89,140,89,0.030157743201019,0.1058354328808785,0.1058354328808785,False,False,1,False,False,False,8:1468914-1600622,,False,False
embedding_std_905,1,55,80,55,0.0269198040113979,0.1144718256798298,0.1144718256798298,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_906,11,37,55,37,0.0387034294595451,0.0541155976951636,0.0541155976951636,False,False,11,False,False,False,2:9405764-9493442;3:64185955-64267169;3:65154627-65154627;3:65689569-65844319;3:66446083-66848257;4:65405896-65526687;4:69100351-69177741;6:57881583-58658248;7:2311726-2311726;8:61149182-61508991;9:20671319-20671319,,False,False
embedding_std_909,4,55,84,55,0.1707117269497341,0.1137108911030316,0.1707117269497341,False,False,4,False,False,False,6:43533465-44716389;6:44962538-45450658;6:50673400-50815855;6:51617098-52404519,,False,False
embedding_std_910,1,17,25,17,0.1406300396117664,0.0378587244896269,0.1406300396117664,False,False,1,False,False,False,6:50027105-50468236,,False,False
