trait,n_significant_loci,cluster_jaccard_similarity_ge_0_25,cluster_jaccard_similarity_ge_0_50,cluster025,human_score,percentUnhealthy,max_abs_severity_r,severity_r_ge_0_4,severity_r_ge_0_5,n_loci,has_validated_locus,has_proposed_locus,has_new_annotation_locus,candidate_loci,reported_candidate_genes,has_validated_or_proposed_locus,has_any_reported_candidate_locus
embedding_mean_441,2,7,10,7,0.106889994146865,0.1839058770812968,0.1839058770812968,False,False,2,False,False,False,10:6527029-6527029;4:4625898-4724594,,False,False
embedding_mean_445,1,73,121,73,0.4478848623123083,0.4583462195197718,0.4583462195197718,True,False,1,False,False,False,5:18509856-18799569,,False,False
embedding_mean_451,1,133,186,133,0.0288821843203259,0.005841923016312,0.0288821843203259,False,False,1,False,False,False,2:39435280-39435280,,False,False
embedding_mean_453,1,25,36,25,0.223141552199249,0.1000334174369251,0.223141552199249,False,False,1,False,False,False,6:57881583-58658248,,False,False
embedding_mean_454,1,67,103,67,0.0909305587666072,0.0698034009526572,0.0909305587666072,False,False,1,False,False,False,2:3420187-3493505,,False,False
embedding_mean_458,1,72,111,72,0.1262824715877578,0.2208502564178143,0.2208502564178143,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_466,1,25,36,25,0.083914309227437,0.0974260291884376,0.0974260291884376,False,False,1,False,False,False,6:57881583-58658248,,False,False
embedding_mean_469,1,5,7,5,0.0278799500385402,0.0633431404237477,0.0633431404237477,False,False,1,False,False,False,8:52187019-52322903,,False,False
embedding_mean_474,10,46,68,46,0.4064776592535853,0.5195821819821806,0.5195821819821806,True,True,10,False,False,False,4:16842234-20745353;4:21598020-21986255;4:22304896-22767044;4:25773688-26708687;4:26915110-28559506;4:35047157-36569798;4:37381806-37802564;4:39427905-40735252;4:43861507-43902342;4:45704907-45993941,,False,False
embedding_mean_475,2,72,112,72,0.1987058547527437,0.2609772494386878,0.2609772494386878,False,False,2,True,True,True,6:14278924-14278924;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_476,1,110,163,110,0.2183738881755298,0.1238100252175564,0.2183738881755298,False,False,1,False,False,False,2:60441547-60624678,,False,False
embedding_mean_477,1,72,111,72,0.1596102090530134,0.0532933380990758,0.1596102090530134,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_481,1,134,187,134,0.0252564537348721,0.0322476069146714,0.0322476069146714,False,False,1,False,False,False,2:9998809-10015784,,False,False
embedding_mean_485,1,135,188,135,0.1852046170946898,0.1503700999730997,0.1852046170946898,False,False,1,False,False,False,1:12278772-12280514,,False,False
embedding_mean_486,1,136,189,136,0.3681663442695291,0.4810032654169955,0.4810032654169955,True,False,1,False,False,False,5:74605627-74605627,,False,False
embedding_mean_487,1,137,190,137,0.0169725969973699,0.0290308693151061,0.0290308693151061,False,False,1,False,False,False,10:50228788-50228788,,False,False
embedding_mean_491,1,3,4,3,0.1305537502861933,0.0894391704957902,0.1305537502861933,False,False,1,False,False,False,10:11736237-11837294,,False,False
embedding_mean_494,2,33,48,33,0.2716667704326905,0.2700252317536096,0.2716667704326905,False,False,2,False,False,False,4:65405896-65526687;6:57881583-58658248,,False,False
embedding_mean_502,1,72,111,72,0.4029157204211516,0.4086022317006744,0.4086022317006744,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_508,1,56,87,56,0.1590421252992143,0.2687540204191829,0.2687540204191829,False,False,1,False,False,False,6:51617098-52404519,,False,False
embedding_mean_510,1,67,103,67,0.1476072315319305,0.1168756197318776,0.1476072315319305,False,False,1,False,False,False,2:3420187-3493505,,False,False
embedding_mean_514,6,46,67,46,0.568593403968193,0.6030205191716234,0.6030205191716234,True,True,6,False,False,False,4:20981089-21349091;4:21598020-21986255;4:25773688-26708687;4:37381806-37802564;4:39427905-40735252;4:43861507-43902342,,False,False
embedding_mean_520,2,10,16,10,0.0376815291292585,0.0794546109336201,0.0794546109336201,False,False,2,False,True,False,1:82137074-82137074;7:62853152-63323476,Sobic.007G163100,True,True
embedding_mean_523,1,138,191,138,0.0152330338161966,0.0659133963088301,0.0659133963088301,False,False,1,False,False,False,1:59653375-59653375,,False,False
embedding_mean_528,1,72,111,72,0.2173825766224017,0.3085707072199173,0.3085707072199173,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_529,1,72,111,72,0.1583742789551565,0.2888765636409497,0.2888765636409497,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_530,1,72,111,72,0.225044302097512,0.2151151468335677,0.225044302097512,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_535,2,72,113,72,0.2479623223370733,0.3208384761459466,0.3208384761459466,False,False,2,True,True,True,3:7642773-7864559;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_537,1,20,30,20,0.2450532484074338,0.1879064472667369,0.2450532484074338,False,False,1,False,False,False,8:12848341-12901525,,False,False
embedding_mean_542,1,25,36,25,0.2198877775041732,0.1770978061381672,0.2198877775041732,False,False,1,False,False,False,6:57881583-58658248,,False,False
embedding_mean_548,1,110,163,110,0.5425838558194233,0.595145277287318,0.595145277287318,True,True,1,False,False,False,2:60441547-60624678,,False,False
embedding_mean_549,2,67,103,67,0.01812856912465,0.0200674041128123,0.0200674041128123,False,False,2,True,True,True,2:3420187-3493505;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_553,1,139,192,139,0.1846347102196379,0.121978823364136,0.1846347102196379,False,False,1,False,False,False,6:60405709-60405709,,False,False
embedding_mean_556,1,72,111,72,0.2019486839890883,0.1563907552347505,0.2019486839890883,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_558,1,72,111,72,0.0848625360661608,0.1285270826929113,0.1285270826929113,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_559,1,17,25,17,0.153384894727467,0.1157367902589016,0.153384894727467,False,False,1,False,False,False,6:50027105-50468236,,False,False
embedding_mean_564,1,140,193,140,0.0452423400078049,0.0204348505669978,0.0452423400078049,False,False,1,False,False,False,5:17689866-17689866,,False,False
embedding_mean_565,1,20,30,20,0.19515676306229,0.2253964745989958,0.2253964745989958,False,False,1,False,False,False,8:12848341-12901525,,False,False
embedding_mean_570,1,31,44,31,0.4602147145994817,0.378987862027022,0.4602147145994817,True,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_mean_574,1,48,72,48,0.2788587832453569,0.3163692370555093,0.3163692370555093,False,False,1,False,False,False,4:44317885-44561320,,False,False
embedding_mean_577,1,30,43,30,0.5046718155397182,0.5250279836386389,0.5250279836386389,True,True,1,False,False,False,5:66801655-66801676,,False,False
embedding_mean_585,2,67,103,67,0.1202522039422926,0.0823411189493768,0.1202522039422926,False,False,2,True,True,True,2:3420187-3493505;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_586,1,72,111,72,0.6095543999633213,0.6521161390806277,0.6521161390806277,True,True,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_591,1,141,194,141,0.0200524656208768,0.0696920545666249,0.0696920545666249,False,False,1,False,False,False,2:17932334-17932334,,False,False
embedding_mean_594,1,109,162,109,0.2591636932471019,0.2594575031002227,0.2594575031002227,False,False,1,False,False,False,5:75480893-75482045,,False,False
embedding_mean_595,1,55,80,55,0.2296022691394737,0.1982432014648235,0.2296022691394737,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_mean_596,1,31,44,31,0.3925870757580172,0.4147168688557938,0.4147168688557938,True,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_mean_598,1,74,122,74,0.0468396549698941,0.0033288073652761,0.0468396549698941,False,False,1,False,False,False,2:65274344-65906142,,False,False
embedding_mean_599,2,7,11,7,0.3556501212852849,0.3241643967530663,0.3556501212852849,False,False,2,False,False,False,10:61786255-61834426;4:4625898-4724594,,False,False
embedding_mean_604,1,108,161,108,0.0861660587859548,0.011249361887856,0.0861660587859548,False,False,1,False,False,False,4:2399084-2399084,,False,False
embedding_mean_610,1,72,111,72,0.0836181148214453,0.0828953697548466,0.0836181148214453,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_611,2,21,31,21,0.4214988717650279,0.3546951025640835,0.4214988717650279,True,False,2,False,False,False,4:60556616-60799936;6:57881583-58658248,,False,False
embedding_mean_616,2,76,124,76,0.5672666506255185,0.5550926132185535,0.5672666506255185,True,True,2,False,False,False,4:35047157-36569798;4:37381806-37802564,,False,False
embedding_mean_619,4,46,66,46,0.5370890113249209,0.6468531834688949,0.6468531834688949,True,True,4,False,False,False,4:21598020-21986255;4:26915110-28559506;4:39427905-40735252;4:43861507-43902342,,False,False
embedding_mean_624,1,72,111,72,0.2125483748679363,0.1580978940930235,0.2125483748679363,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_627,1,142,195,142,0.2672381496724315,0.3219255028452145,0.3219255028452145,False,False,1,False,False,False,1:12544280-12547681,,False,False
embedding_mean_629,1,31,44,31,0.523373891013226,0.5391638163591841,0.5391638163591841,True,True,1,False,False,False,4:64445411-65094100,,False,False
embedding_mean_631,1,55,80,55,0.0444585810731308,0.0588805300601777,0.0588805300601777,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_mean_633,1,31,44,31,0.5496063409016785,0.4783249825797328,0.5496063409016785,True,True,1,False,False,False,4:64445411-65094100,,False,False
embedding_mean_636,18,46,69,46,0.4729083003809348,0.4912656129165593,0.4912656129165593,True,False,18,False,False,False,4:16842234-20745353;4:20981089-21349091;4:21598020-21986255;4:22304896-22767044;4:23124066-23124066;4:23733502-23892771;4:24367113-24474322;4:24818595-24895720;4:25773688-26708687;4:26915110-28559506;4:35047157-36569798;4:37381806-37802564;4:38208724-38858192;4:39427905-40735252;4:41660724-42295420;4:43861507-43902342;4:44317885-44561320;5:9659089-9659089,,False,False
embedding_mean_645,1,72,111,72,0.1482719888726938,0.167023124961,0.167023124961,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_646,1,69,106,69,0.2926523687707622,0.4575263937244717,0.4575263937244717,True,False,1,False,False,True,1:65358296-65371952,Sobic.001G323801,False,True
embedding_mean_650,1,143,196,143,0.2663758803365982,0.2488976876796744,0.2663758803365982,False,False,1,False,False,False,5:64630673-64630673,,False,False
embedding_mean_655,1,72,111,72,0.2291679979375039,0.2253269862062311,0.2291679979375039,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_657,4,32,45,32,0.5670229111555939,0.6309847212071056,0.6309847212071056,True,True,4,False,False,False,4:25773688-26708687;4:37381806-37802564;4:43861507-43902342;4:64445411-65094100,,False,False
embedding_mean_660,1,44,62,44,0.3941522365246633,0.4231118184757795,0.4231118184757795,True,False,1,False,False,False,4:16842234-20745353,,False,False
embedding_mean_664,1,72,111,72,0.1240658373492417,0.0713134729329915,0.1240658373492417,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_666,1,33,46,33,0.241415462922593,0.1565521770719875,0.241415462922593,False,False,1,False,False,False,4:65405896-65526687,,False,False
embedding_mean_670,1,72,111,72,0.2906493210142747,0.4755972496428566,0.4755972496428566,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_674,3,33,49,33,0.2746570331799757,0.2681022722302181,0.2746570331799757,False,False,3,False,False,False,4:64445411-65094100;4:65405896-65526687;6:56219322-56493085,,False,False
embedding_mean_678,5,144,197,144,0.0665436082379904,0.0322757173137681,0.0665436082379904,False,False,5,False,False,False,5:28560902-28560902;5:34619724-34619724;5:50476660-50545548;5:51283793-51283793;5:54194141-54194141,,False,False
embedding_mean_679,1,72,111,72,0.3463881616184566,0.4492155285414184,0.4492155285414184,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_680,1,74,122,74,0.0285731244475957,0.0279030561709728,0.0285731244475957,False,False,1,False,False,False,2:65274344-65906142,,False,False
embedding_mean_682,1,10,15,10,0.4425233901114951,0.3300029293496701,0.4425233901114951,True,False,1,False,True,False,7:62853152-63323476,Sobic.007G163100,True,True
embedding_mean_684,1,38,56,38,0.0545796084470228,0.0996888115270754,0.0996888115270754,False,False,1,False,False,False,2:9405764-9493442,,False,False
embedding_mean_685,1,145,198,145,0.2374181707753236,0.2487373002077722,0.2487373002077722,False,False,1,False,False,False,2:70224469-70224469,,False,False
embedding_mean_686,2,146,199,146,0.1970684037718178,0.0050933568799052,0.1970684037718178,False,False,2,False,False,False,7:22562865-22562865;7:25816875-25816875,,False,False
embedding_mean_688,1,147,200,147,0.0243170516954537,0.1081630557288324,0.1081630557288324,False,False,1,False,False,False,4:65993335-66055465,,False,False
embedding_mean_690,2,73,121,73,0.5169680110019127,0.5321092690018489,0.5321092690018489,True,True,2,False,False,False,2:65274344-65906142;5:18509856-18799569,,False,False
embedding_mean_691,1,72,111,72,0.2586877437905333,0.312889469816104,0.312889469816104,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_695,1,60,91,60,0.1136029311810414,0.0870056299896719,0.1136029311810414,False,False,1,False,False,False,6:57033584-57315023,,False,False
embedding_mean_697,1,148,201,148,0.1584802947547571,0.1893916606762491,0.1893916606762491,False,False,1,False,False,False,4:5551725-5551726,,False,False
embedding_mean_698,5,47,71,47,0.4311336802321177,0.6257931503245845,0.6257931503245845,True,True,5,False,False,False,4:39427905-40735252;4:43861507-43902342;4:44317885-44561320;4:45208964-45208964;4:45704907-45993941,,False,False
embedding_mean_700,1,103,156,103,0.0400857797568315,0.1857758507333751,0.1857758507333751,False,False,1,False,False,False,7:65419286-65574115,,False,False
embedding_mean_702,1,72,111,72,0.0679892921796482,0.0002445800777585,0.0679892921796482,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_703,1,72,111,72,0.1235913740696968,0.3096779615079532,0.3096779615079532,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_704,1,149,202,149,0.3156215523439775,0.3523658132386458,0.3523658132386458,False,False,1,False,False,False,6:6245144-6245144,,False,False
embedding_mean_708,1,72,111,72,0.0182109459946685,0.0109159176588404,0.0182109459946685,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_710,3,72,110,72,0.0357363679732908,0.0217375289174406,0.0357363679732908,False,False,3,True,True,True,10:51055703-51238018;10:51759875-51859180;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_714,1,55,80,55,0.0488226576143355,0.0044998137128313,0.0488226576143355,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_mean_716,1,12,19,12,0.0386124373682548,0.04085402002031,0.04085402002031,False,False,1,False,False,False,10:51055703-51238018,,False,False
embedding_mean_717,1,25,36,25,0.034067058616929,0.0805983282898445,0.0805983282898445,False,False,1,False,False,False,6:57881583-58658248,,False,False
embedding_mean_719,1,72,111,72,0.4902061326558216,0.5473553475572314,0.5473553475572314,True,True,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_720,1,74,122,74,0.2875486838708584,0.3094348248092728,0.3094348248092728,False,False,1,False,False,False,2:65274344-65906142,,False,False
embedding_mean_727,1,72,111,72,0.0274675393981314,0.1024038143337209,0.1024038143337209,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_731,1,150,203,150,0.3019035634347953,0.3241143280624193,0.3241143280624193,False,False,1,False,False,False,10:60092033-60092033,,False,False
embedding_mean_736,1,151,204,151,0.2891181596491302,0.234812958015111,0.2891181596491302,False,False,1,False,False,False,3:10815367-10815367,,False,False
embedding_mean_738,1,21,31,21,0.4732214214715551,0.3884083544538791,0.4732214214715551,True,False,1,False,False,False,4:60556616-60799936,,False,False
embedding_mean_739,10,46,68,46,0.4696161696723414,0.5074914112184289,0.5074914112184289,True,True,10,False,False,False,4:21598020-21986255;4:22304896-22767044;4:25773688-26708687;4:26915110-28559506;4:35047157-36569798;4:39427905-40735252;4:41660724-42295420;4:43861507-43902342;4:44317885-44561320;4:45704907-45993941,,False,False
embedding_mean_740,2,75,123,75,0.1666569353862978,0.1231116156590472,0.1666569353862978,False,False,2,False,False,False,2:64714381-64783880;2:65274344-65906142,,False,False
embedding_mean_742,3,33,50,33,0.0029738464192736,0.1895999703617148,0.1895999703617148,False,False,3,False,False,False,4:64445411-65094100;4:65405896-65526687;6:57881583-58658248,,False,False
embedding_mean_743,2,8,12,8,0.1385445429416089,0.1218826949935838,0.1385445429416089,False,False,2,False,False,False,3:1126092-1126092;5:64014880-64046445,,False,False
embedding_mean_746,1,1,1,1,0.4250112700177431,0.4931316451634733,0.4931316451634733,True,False,1,False,False,False,2:8854422-8926705,,False,False
embedding_mean_749,1,72,111,72,0.4752371712507307,0.4470015202466197,0.4752371712507307,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_752,1,72,111,72,0.2587289699373776,0.2323703820235687,0.2587289699373776,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_754,1,101,154,101,0.3373418521427768,0.2824981734663117,0.3373418521427768,False,False,1,False,False,False,5:68389789-68456427,,False,False
embedding_mean_756,2,69,106,69,0.3364323029920805,0.4510079146525556,0.4510079146525556,True,False,2,True,True,True,1:65358296-65371952;9:59312854-62791172,"Sobic.001G323801;Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_757,1,72,111,72,0.2332149900229942,0.3351427752048972,0.3351427752048972,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_760,1,22,32,22,0.0889784790185644,0.091283950929438,0.091283950929438,False,False,1,False,False,False,2:6607927-6737765,,False,False
embedding_mean_762,1,7,9,7,0.2003907376084104,0.262276730045318,0.262276730045318,False,False,1,False,False,False,4:4625898-4724594,,False,False
embedding_mean_771,1,29,41,29,0.4973433672802653,0.3151698329851533,0.4973433672802653,True,False,1,False,False,False,4:58952029-59265704,,False,False
embedding_mean_775,1,17,25,17,0.0867986689459454,0.0006404073533504,0.0867986689459454,False,False,1,False,False,False,6:50027105-50468236,,False,False
embedding_mean_776,1,72,111,72,0.1302694047407475,0.2214255967831643,0.2214255967831643,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_778,1,107,160,107,0.1309263211889974,0.1878293870492998,0.1878293870492998,False,False,1,False,False,False,6:57600057-57603756,,False,False
embedding_mean_780,1,44,62,44,0.303234866946205,0.3067003515963265,0.3067003515963265,False,False,1,False,False,False,4:16842234-20745353,,False,False
embedding_mean_791,1,152,205,152,0.0134872831345864,0.0835485038581488,0.0835485038581488,False,False,1,False,False,False,10:1754042-1754290,,False,False
embedding_mean_792,1,41,59,41,0.6212520160388206,0.6325992809876417,0.6325992809876417,True,True,1,True,False,False,5:60007887-60022551,Sobic.005G126200,True,True
embedding_mean_795,1,43,61,43,0.1574276003856392,0.3008618866053001,0.3008618866053001,False,False,1,False,False,False,4:20981089-21349091,,False,False
embedding_mean_796,1,153,206,153,0.0530305406690363,0.0616441378967188,0.0616441378967188,False,False,1,False,False,False,3:4324196-4324699,,False,False
embedding_mean_801,2,6,8,6,0.0580950999186353,0.0786938656524387,0.0786938656524387,False,False,2,False,False,False,8:52187019-52322903;9:5374975-5485557,,False,False
embedding_mean_803,1,72,111,72,0.2998142296778266,0.3246434971986615,0.3246434971986615,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_806,2,105,158,105,0.2096796044484512,0.0864200980835238,0.2096796044484512,False,False,2,False,False,False,1:80473742-80648959;1:82441311-82491389,,False,False
embedding_mean_807,1,31,44,31,0.4342335218514573,0.4482113558575737,0.4482113558575737,True,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_mean_819,1,154,207,154,0.5096663446039297,0.4968585209292332,0.5096663446039297,True,True,1,False,False,False,7:42769174-42769174,,False,False
embedding_mean_820,1,72,111,72,0.0419670643088048,0.0520317943622221,0.0520317943622221,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_822,1,72,111,72,0.1330294082623644,0.2151562138415794,0.2151562138415794,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_824,2,24,35,24,0.2394090150507248,0.1817001166669449,0.2394090150507248,False,False,2,False,False,False,3:79695901-79830390;6:57881583-58658248,,False,False
embedding_mean_826,1,91,142,91,0.2358001467691235,0.1822118570853248,0.2358001467691235,False,False,1,False,False,False,4:10674193-10721737,,False,False
embedding_mean_831,1,155,208,155,0.2155166092384519,0.3057560537921354,0.3057560537921354,False,False,1,False,False,False,4:12939475-12939475,,False,False
embedding_mean_832,2,53,78,53,0.1792849005172509,0.2739914076015305,0.2739914076015305,False,False,2,False,False,False,8:52732042-52858077;9:811491-811491,,False,False
embedding_mean_833,2,10,17,10,0.2621021119131983,0.1670448432527504,0.2621021119131983,False,False,2,False,True,False,5:61159190-61159190;7:62853152-63323476,Sobic.007G163100,True,True
embedding_mean_838,1,8,12,8,0.1361679784312825,0.0855185134831549,0.1361679784312825,False,False,1,False,False,False,5:64014880-64046445,,False,False
embedding_mean_844,1,156,209,156,0.4375481528383522,0.4691749530259547,0.4691749530259547,True,False,1,False,False,False,5:67228416-67228416,,False,False
embedding_mean_846,1,63,95,63,0.3259002312614909,0.32985454862832,0.32985454862832,False,False,1,False,False,False,5:11157872-11169959,,False,False
embedding_mean_849,1,72,111,72,0.124172648263711,0.2005071838024608,0.2005071838024608,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_851,5,15,22,15,0.2941935805717877,0.3443533286518724,0.3443533286518724,False,False,5,False,False,False,5:18116914-18116914;5:18509856-18799569;5:55099872-55099872;5:56620715-56620715;5:58722953-58722953,,False,False
embedding_mean_855,1,74,122,74,0.1684000236582584,0.1798402635698084,0.1798402635698084,False,False,1,False,False,False,2:65274344-65906142,,False,False
embedding_mean_864,1,55,80,55,0.040194291097993,0.0308288937314012,0.040194291097993,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_mean_866,1,72,111,72,0.23043187743174,0.3643239824228202,0.3643239824228202,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_868,1,157,210,157,0.1983309085088259,0.2203521114810563,0.2203521114810563,False,False,1,False,False,False,6:2377433-2377433,,False,False
embedding_mean_874,1,72,111,72,0.2031064956232395,0.2915351124101598,0.2915351124101598,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_881,2,31,44,31,0.3967233627114119,0.390554719988177,0.3967233627114119,False,False,2,False,False,False,4:64445411-65094100;8:12848341-12901525,,False,False
embedding_mean_883,1,72,111,72,0.3610503264167117,0.479627965155274,0.479627965155274,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_884,1,72,111,72,0.2766915522024595,0.3265665750318134,0.3265665750318134,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_885,1,158,211,158,0.0918901262371592,0.246621516056426,0.246621516056426,False,False,1,False,False,False,2:18767828-18767828,,False,False
embedding_mean_890,1,7,9,7,0.0555314775003779,0.1020366619637973,0.1020366619637973,False,False,1,False,False,False,4:4625898-4724594,,False,False
embedding_mean_895,1,159,212,159,0.1845858339796505,0.0575619914412691,0.1845858339796505,False,False,1,False,False,False,4:58055353-58055817,,False,False
embedding_mean_896,1,51,75,51,0.2322226832695301,0.292987533734338,0.292987533734338,False,False,1,False,False,False,3:76282336-76285032,,False,False
embedding_mean_899,1,72,111,72,0.1850067681859877,0.2344427769153184,0.2344427769153184,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_900,1,56,87,56,0.1742418634105277,0.2844903611009947,0.2844903611009947,False,False,1,False,False,False,6:51617098-52404519,,False,False
embedding_mean_902,1,72,111,72,0.0300190621469949,0.1313640425809673,0.1313640425809673,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
