feature,avg_fi,stat,embedding_num
1217,9.405011587044832e-5,std,193
1409,9.400678176171963e-5,std,385
1926,9.39981055508726e-5,std,902
1054,9.391427688635133e-5,std,30
1736,9.382410281881183e-5,std,712
604,9.381363275659405e-5,mean,604
1238,9.376725750937678e-5,std,214
1306,9.366305435997482e-5,std,282
1362,9.36494314428221e-5,std,338
983,9.33148687592295e-5,mean,983
830,9.310352415098563e-5,mean,830
1979,9.305753136651975e-5,std,955
1658,9.301507209676385e-5,std,634
2028,9.301312767585395e-5,std,1004
1640,9.291231627324439e-5,std,616
1570,9.278035768117506e-5,std,546
1232,9.272526320848546e-5,std,208
1968,9.257968255415127e-5,std,944
10,9.241220643328451e-5,mean,10
1252,9.235531671286436e-5,std,228
1094,9.235423940323746e-5,std,70
1514,9.224923085972641e-5,std,490
80,9.219702256987057e-5,mean,80
1963,9.214150336994903e-5,std,939
2046,9.194059809122377e-5,std,1022
478,9.187562937250578e-5,mean,478
603,9.18194934454868e-5,mean,603
1298,9.175543979086473e-5,std,274
1029,9.173515920417463e-5,std,5
48,9.158902632086807e-5,mean,48
2032,9.134214602526236e-5,std,1008
1988,9.123071209573564e-5,std,964
1088,9.09782864232285e-5,std,64
195,9.053199004728975e-5,mean,195
2031,9.048394866840018e-5,std,1007
61,9.047443651143407e-5,mean,61
423,9.040238375417779e-5,mean,423
1971,9.039310457231734e-5,std,947
988,9.034268878746794e-5,mean,988
850,9.03002305957716e-5,mean,850
228,9.028804405633902e-5,mean,228
1936,9.025218770006811e-5,std,912
216,9.016374493625683e-5,mean,216
591,9.011758319961144e-5,mean,591
1904,9.001361654843837e-5,std,880
138,8.999792242799781e-5,mean,138
496,8.999689305861627e-5,mean,496
1883,8.994641377428497e-5,std,859
1253,8.977213109786682e-5,std,229
1155,8.966792394160567e-5,std,131
744,8.962347450909047e-5,mean,744
991,8.96010642142061e-5,mean,991
566,8.946914326311197e-5,mean,566
1585,8.918414043843206e-5,std,561
1124,8.908633971044664e-5,std,100
1015,8.90674039333949e-5,mean,1015
525,8.902377632456426e-5,mean,525
429,8.895743284916528e-5,mean,429
406,8.890654875279777e-5,mean,406
98,8.890342301136418e-5,mean,98
469,8.888309140309956e-5,mean,469
797,8.88475717905288e-5,mean,797
227,8.879610463898414e-5,mean,227
1224,8.872228709970896e-5,std,200
253,8.868254415865079e-5,mean,253
1375,8.861875878816705e-5,std,351
1428,8.855390617293637e-5,std,404
1087,8.851687682799513e-5,std,63
379,8.827686204289431e-5,mean,379
125,8.757285104142781e-5,mean,125
276,8.75209968732559e-5,mean,276
760,8.750951198972814e-5,mean,760
642,8.750197843973665e-5,mean,642
1895,8.746701393226416e-5,std,871
58,8.745268314577922e-5,mean,58
1203,8.737159931174453e-5,std,179
1117,8.734263405347546e-5,std,93
1340,8.726598971188475e-5,std,316
1896,8.721800847156461e-5,std,872
1134,8.718456987306024e-5,std,110
520,8.71164380262433e-5,mean,520
1699,8.706315552628471e-5,std,675
872,8.670156770401452e-5,mean,872
1063,8.663924136661774e-5,std,39
110,8.658895760389504e-5,mean,110
1908,8.640639845726928e-5,std,884
1322,8.640574316719626e-5,std,298
323,8.624255381741972e-5,mean,323
213,8.613532517160091e-5,mean,213
183,8.612266519042867e-5,mean,183
372,8.602838909014783e-5,mean,372
1747,8.579798714760413e-5,std,723
1528,8.575346082665264e-5,std,504
270,8.567496135429441e-5,mean,270
1952,8.556722951624018e-5,std,928
851,8.552989353660805e-5,mean,851
1096,8.531154323035833e-5,std,72
490,8.517785253985334e-5,mean,490
1248,8.506169625256768e-5,std,224
1772,8.499276122139987e-5,std,748
1335,8.484377205206358e-5,std,311
1484,8.462132738212174e-5,std,460
1108,8.457231915702839e-5,std,84
1778,8.445176780524832e-5,std,754
234,8.435760676817552e-5,mean,234
152,8.43328618160647e-5,mean,152
1642,8.425387090797639e-5,std,618
1302,8.416796726793549e-5,std,278
1947,8.396351766901664e-5,std,923
102,8.39484346714637e-5,mean,102
1136,8.392805402221028e-5,std,112
1690,8.379804684970273e-5,std,666
2,8.379690277021441e-5,mean,2
1606,8.375973095777546e-5,std,582
609,8.371698638476569e-5,mean,609
330,8.353386513803707e-5,mean,330
787,8.325311567856991e-5,mean,787
1769,8.321810147679084e-5,std,745
391,8.313976078425477e-5,mean,391
435,8.304983297627767e-5,mean,435
427,8.29443307177667e-5,mean,427
1173,8.291548505807235e-5,std,149
1999,8.287235104418579e-5,std,975
371,8.2696231190791e-5,mean,371
1754,8.268427534025878e-5,std,730
1821,8.264189386422306e-5,std,797
1567,8.26252031061891e-5,std,543
286,8.259161342670637e-5,mean,286
1057,8.251799721498482e-5,std,33
482,8.250362579939243e-5,mean,482
33,8.2501764503744e-5,mean,33
485,8.231660356963831e-5,mean,485
22,8.218858154610356e-5,mean,22
2042,8.206063502424064e-5,std,1018
82,8.20174375591444e-5,mean,82
804,8.177172122872167e-5,mean,804
1545,8.168292653308315e-5,std,521
172,8.167172209448827e-5,mean,172
784,8.161015699318841e-5,mean,784
1812,8.149433502609908e-5,std,788
1481,8.14796496351498e-5,std,457
1595,8.134594304273101e-5,std,571
553,8.132036034971133e-5,mean,553
2004,8.126522795894156e-5,std,980
1055,8.120019922594471e-5,std,31
64,8.11827907975225e-5,mean,64
1974,8.1102022608583e-5,std,950
320,8.088969268890041e-5,mean,320
932,8.078835142617985e-5,mean,932
1483,8.078311888039618e-5,std,459
1929,8.070854357196268e-5,std,905
1742,8.062770577760231e-5,std,718
1958,8.062425248773709e-5,std,934
538,8.048614622963367e-5,mean,538
1719,8.027010420157212e-5,std,695
260,8.009020636463773e-5,mean,260
1280,8.003523728744313e-5,std,256
1628,7.985066207853066e-5,std,604
673,7.984609749409675e-5,mean,673
1237,7.978827223703434e-5,std,213
1549,7.974953266008737e-5,std,525
718,7.974514493762805e-5,mean,718
720,7.963250201445725e-5,mean,720
1383,7.958708767676297e-5,std,359
2014,7.948175057875232e-5,std,990
1677,7.890644785641892e-5,std,653
1479,7.886593035387148e-5,std,455
848,7.885832918319837e-5,mean,848
1191,7.881788308155386e-5,std,167
1072,7.875447488429223e-5,std,48
912,7.872212168113504e-5,mean,912
569,7.858637787683428e-5,mean,569
368,7.849083910972553e-5,mean,368
613,7.844302378776242e-5,mean,613
1497,7.827931675858864e-5,std,473
464,7.79292797244346e-5,mean,464
1538,7.788291366781129e-5,std,514
393,7.786702890637896e-5,mean,393
1864,7.785071636269698e-5,std,840
436,7.784061795011988e-5,mean,436
599,7.778840652608902e-5,mean,599
1360,7.745625638690601e-5,std,336
1125,7.734441622474363e-5,std,101
542,7.726629774545427e-5,mean,542
601,7.712531116124044e-5,mean,601
665,7.707102944364661e-5,mean,665
451,7.695226566407152e-5,mean,451
31,7.694808441562278e-5,mean,31
121,7.684801531953262e-5,mean,121
1882,7.683130934013484e-5,std,858
1916,7.676055934177392e-5,std,892
1059,7.672066273748293e-5,std,35
1838,7.670949464337075e-5,std,814
922,7.603437896607397e-5,mean,922
957,7.59701531992356e-5,mean,957
1166,7.587442592746421e-5,std,142
1599,7.579880962387031e-5,std,575
1370,7.57913886719937e-5,std,346
999,7.577838539023e-5,mean,999
44,7.565456839501385e-5,mean,44
1696,7.552440929370145e-5,std,672
398,7.543437991404739e-5,mean,398
1983,7.542902331086954e-5,std,959
29,7.541603473202848e-5,mean,29
331,7.5329306576405e-5,mean,331
532,7.531922081912393e-5,mean,532
1797,7.527380438386499e-5,std,773
1865,7.521116083192385e-5,std,841
1004,7.520026443120463e-5,mean,1004
476,7.514606670084465e-5,mean,476
1259,7.502050703290971e-5,std,235
1353,7.495635681376964e-5,std,329
1920,7.482148494447217e-5,std,896
512,7.466746365407546e-5,mean,512
1717,7.453233029273549e-5,std,693
297,7.449078246366585e-5,mean,297
1172,7.43263661818684e-5,std,148
1395,7.404847936731942e-5,std,371
1632,7.404111950129837e-5,std,608
1842,7.403800914365479e-5,std,818
1289,7.4006245710396e-5,std,265
1406,7.386998245870458e-5,std,382
1345,7.382350657396683e-5,std,321
709,7.377914389045517e-5,mean,709
1679,7.3671536256677e-5,std,655
1700,7.351710996453395e-5,std,676
1921,7.346590277401006e-5,std,897
725,7.338999430519827e-5,mean,725
1890,7.336536721487965e-5,std,866
1594,7.322055156215704e-5,std,570
1140,7.319974450412315e-5,std,116
1687,7.293069068970138e-5,std,663
1092,7.265423774980136e-5,std,68
1734,7.257506613191115e-5,std,710
516,7.254258503095938e-5,mean,516
1127,7.214575610366035e-5,std,103
1785,7.210900358592702e-5,std,761
340,7.209418236344599e-5,mean,340
425,7.204675732129692e-5,mean,425
1511,7.202085044263547e-5,std,487
1038,7.180218035111199e-5,std,14
1568,7.165426149155768e-5,std,544
1066,7.150739043966822e-5,std,42
373,7.147859200920114e-5,mean,373
1526,7.147778260775825e-5,std,502
189,7.132304135766546e-5,mean,189
66,7.118318383848107e-5,mean,66
1504,7.110033052791334e-5,std,480
1084,7.109218636420252e-5,std,60
1290,7.086255753884047e-5,std,266
1033,7.084084512384304e-5,std,9
1310,7.08356777420435e-5,std,286
1522,7.07618752993391e-5,std,498
559,7.06962863665753e-5,mean,559
1168,7.064921681131575e-5,std,144
1282,7.050060353454835e-5,std,258
882,7.039049330667294e-5,mean,882
1482,7.03340327133612e-5,std,458
1818,7.028149528858367e-5,std,794
2029,7.017442765081296e-5,std,1005
576,6.992794550748177e-5,mean,576
1593,6.988301758346162e-5,std,569
715,6.98058585866963e-5,mean,715
131,6.941658207420681e-5,mean,131
222,6.925896486699069e-5,mean,222
357,6.923601891251993e-5,mean,357
556,6.914117870347438e-5,mean,556
781,6.908660792103604e-5,mean,781
1927,6.898559001184308e-5,std,903
370,6.89829389135898e-5,mean,370
839,6.889020096344849e-5,mean,839
1381,6.847376291710738e-5,std,357
574,6.841820595436005e-5,mean,574
1093,6.82141162402204e-5,std,69
1800,6.818452652677496e-5,std,776
1170,6.808781134978858e-5,std,146
274,6.792383282746417e-5,mean,274
1408,6.775970141496565e-5,std,384
688,6.73923624404916e-5,mean,688
1874,6.736925532700444e-5,std,850
1440,6.710846205835136e-5,std,416
1783,6.704344159383098e-5,std,759
11,6.702557998217739e-5,mean,11
459,6.688196064990553e-5,mean,459
674,6.664035067180057e-5,mean,674
1171,6.66321875803995e-5,std,147
568,6.659037029504826e-5,mean,568
491,6.657444055353625e-5,mean,491
774,6.649965247868308e-5,mean,774
799,6.64617164537639e-5,mean,799
1888,6.621038779774307e-5,std,864
733,6.580366915997571e-5,mean,733
71,6.563620055171768e-5,mean,71
1251,6.559556376144889e-5,std,227
1976,6.540769889089731e-5,std,952
440,6.529328881995664e-5,mean,440
1392,6.526426752571239e-5,std,368
1806,6.513166168719909e-5,std,782
146,6.510107442439491e-5,mean,146
1646,6.502244535178142e-5,std,622
1935,6.490714181554473e-5,std,911
1204,6.481458661055927e-5,std,180
120,6.481351752717203e-5,mean,120
953,6.479334007656545e-5,mean,953
1945,6.471900401547047e-5,std,921
446,6.46966257458434e-5,mean,446
1032,6.468279480768835e-5,std,8
13,6.453493190592226e-5,mean,13
1396,6.441802296931272e-5,std,372
244,6.433566857955921e-5,mean,244
1462,6.430284871719048e-5,std,438
837,6.427138509202846e-5,mean,837
239,6.426580626135898e-5,mean,239
1369,6.393553197529836e-5,std,345
1354,6.382504350716545e-5,std,330
1141,6.373227411695374e-5,std,117
554,6.343541846916708e-5,mean,554
1386,6.330502299120454e-5,std,362
1192,6.32921386818104e-5,std,168
1858,6.301429554778518e-5,std,834
905,6.28417286228055e-5,mean,905
1397,6.270118743569066e-5,std,373
865,6.261779824927446e-5,mean,865
1868,6.26030976963674e-5,std,844
578,6.240596326863293e-5,mean,578
1638,6.229677484794502e-5,std,614
747,6.208722570526706e-5,mean,747
1854,6.207531722700517e-5,std,830
1244,6.200323528288182e-5,std,220
926,6.193717955710478e-5,mean,926
1826,6.18225049383604e-5,std,802
1966,6.18085811611492e-5,std,942
1151,6.158466472257773e-5,std,127
1382,6.156776427826585e-5,std,358
1937,6.15666695174189e-5,std,913
137,6.147960928381555e-5,mean,137
1902,6.129796357384951e-5,std,878
268,6.119391420347552e-5,mean,268
687,6.118986624834809e-5,mean,687
1627,6.089659250303039e-5,std,603
1510,6.079831449514663e-5,std,486
1176,6.0779375976810586e-5,std,152
1709,6.065493407639132e-5,std,685
1680,6.052918126118282e-5,std,656
472,6.051731246621962e-5,mean,472
1674,6.048783535787676e-5,std,650
1848,6.047440179140076e-5,std,824
840,6.045499897187887e-5,mean,840
118,6.0344434755064947e-5,mean,118
1851,6.022248416301638e-5,std,827
90,6.0056501588552196e-5,mean,90
1964,5.9689217941017315e-5,std,940
1745,5.960963243596614e-5,std,721
1142,5.9552628609855306e-05,std,118
539,5.9431036613048775e-5,mean,539
1250,5.933269623630172e-5,std,226
1129,5.918819879546442e-5,std,105
1855,5.9159902551940805e-5,std,831
605,5.904147019688548e-5,mean,605
1231,5.903360322630054e-5,std,207
723,5.89800997514561e-5,mean,723
399,5.845725809618017e-5,mean,399
1930,5.841035643847894e-5,std,906
1036,5.791187493615753e-5,std,12
1893,5.775980439914797e-5,std,869
1726,5.7644879713519376e-5,std,702
455,5.7594516835504154e-5,mean,455
103,5.7521542875167285e-5,mean,103
1008,5.7460239427578745e-5,mean,1008
289,5.7453139910856786e-5,mean,289
543,5.741056840022811e-5,mean,543
964,5.731820721323491e-5,mean,964
1728,5.7235789313008634e-5,std,704
1040,5.7002158269673084e-5,std,16
1796,5.6993443268368606e-5,std,772
1957,5.686608323205472e-5,std,933
1766,5.682306858830267e-5,std,742
1969,5.680741104711881e-5,std,945
1457,5.6770510533164125e-5,std,433
1147,5.6564456313583466e-5,std,123
1529,5.650424427971618e-5,std,505
893,5.64438727586432e-5,mean,893
676,5.631117884589998e-5,mean,676
1894,5.616032199992163e-5,std,870
208,5.611385061574099e-5,mean,208
644,5.595666888151761e-5,mean,644
1892,5.571360881713744e-5,std,868
1221,5.5535663028128626e-5,std,197
1652,5.547570869450799e-5,std,628
1918,5.533121148054892e-5,std,894
659,5.510165950209785e-5,mean,659
1668,5.5053119034300526e-5,std,644
1802,5.49042550337204e-5,std,778
1714,5.488194722069115e-5,std,690
1358,5.4399245768721596e-5,std,334
2006,5.430088885690499e-5,std,982
1027,5.427051585542221e-5,std,3
1925,5.408550360999266e-5,std,901
806,5.3897743575459475e-5,mean,806
1779,5.3706379030245704e-5,std,755
583,5.339731167063957e-5,mean,583
1928,5.317594177361777e-5,std,904
1980,5.3101064243786986e-5,std,956
1915,5.298364901058254e-5,std,891
1164,5.2780126020186006e-5,std,140
666,5.270172117065486e-5,mean,666
420,5.2662008136401294e-5,mean,420
1991,5.232337182230196e-5,std,967
630,5.2146949314269696e-5,mean,630
1739,5.2114915650209744e-5,std,715
1760,5.201961467076167e-5,std,736
377,5.2000849446901846e-5,mean,377
1828,5.19733090562886e-5,std,804
1744,5.177728865176848e-5,std,720
498,5.1608326512866235e-5,mean,498
1258,5.155930094857207e-5,std,234
863,5.153289175340649e-5,mean,863
726,5.142359580771071e-5,mean,726
457,5.1080670317421096e-5,mean,457
1683,5.078274235104304e-5,std,659
1060,5.0752397922666075e-5,std,36
1488,5.0595070344672076e-5,std,464
572,5.051111564411209e-5,mean,572
1078,5.0260938142106144e-5,std,54
1195,5.024230577583372e-5,std,171
396,5.021298889165132e-5,mean,396
1965,4.97200893131841e-5,std,941
1499,4.968140541773286e-5,std,475
1688,4.9650610935314274e-5,std,664
1876,4.951102697235345e-5,std,852
1270,4.93479631933044e-5,std,246
442,4.9305460028292366e-5,mean,442
1660,4.9194820793589864e-5,std,636
1374,4.915887254976077e-5,std,350
1924,4.910707440005579e-5,std,900
1158,4.89576765744224e-5,std,134
564,4.893971339630285e-5,mean,564
650,4.8783945338264636e-5,mean,650
1811,4.861427148414597e-5,std,787
1416,4.847354254071881e-5,std,392
1324,4.8458140192749387e-5,std,300
1636,4.840145215495463e-5,std,612
1104,4.829571203444635e-5,std,80
1720,4.806050966273627e-5,std,696
1560,4.8003518178533015e-5,std,536
147,4.7990038045069834e-5,mean,147
1933,4.796136393103647e-5,std,909
1364,4.7395719878869856e-5,std,340
2016,4.7246591324368954e-5,std,992
1216,4.715494620216251e-5,std,192
1240,4.701286297819649e-5,std,216
1830,4.670197795435953e-5,std,806
257,4.657943278609612e-5,mean,257
622,4.651277985459512e-5,mean,622
1206,4.65059138270412e-5,std,182
1053,4.640618219637812e-5,std,29
1095,4.631848473315035e-5,std,71
1285,4.619817309084897e-5,std,261
1007,4.576405178849364e-5,mean,1007
473,4.571885550119023e-5,mean,473
1208,4.564058038458169e-5,std,184
1697,4.5376247100265685e-5,std,673
1607,4.52833325465259e-5,std,583
1277,4.526133566244941e-5,std,253
1079,4.524475835137973e-5,std,55
1417,4.520327296252858e-5,std,393
1229,4.428664131738478e-5,std,205
1839,4.4052004711101874e-5,std,815
1073,4.403160700652595e-5,std,49
1336,4.3909110263956585e-5,std,312
1423,4.3869280545514604e-5,std,399
1286,4.3864461256636136e-5,std,262
1651,4.3627158326775526e-5,std,627
1341,4.344617545825885e-5,std,317
1317,4.328237307879433e-5,std,293
1629,4.26757051286088e-5,std,605
741,4.26232979254478e-5,mean,741
483,4.2621233705524365e-5,mean,483
1551,4.2461380439122295e-5,std,527
974,4.24343378822779e-5,mean,974
1202,4.1765965412213826e-5,std,178
1485,4.148708615336584e-5,std,461
67,4.147082962616292e-5,mean,67
1274,4.083503468698941e-5,std,250
1498,3.9992055250132776e-5,std,474
1489,3.9887711043993784e-5,std,465
1823,3.892986976498167e-5,std,799
1554,3.854638290711201e-5,std,530
1103,3.852539919498596e-5,std,79
1235,3.788117387417496e-5,std,211
206,3.646650500840067e-5,mean,206
660,3.583883622241157e-5,mean,660
1684,3.454712769200507e-5,std,660
1810,3.286556041948433e-5,std,786
685,3.223959476932457e-5,mean,685
1577,2.7507323916192828e-5,std,553
NA,0,std,NA
